date,DPCERG,DGDSRG,DDURRG,DNDGRG,DSERRG,DPCCRG,DFXARG,DNRGRG,DPCMRG,DPCXRG
2018-03-01,107.777,95.301,87.998,99.116,114.254,109.562,103.286,86.593,105.614,107.298
2018-04-01,107.988,95.545,88.146,99.413,114.444,109.75,103.488,87.191,105.836,107.496
2018-05-01,108.193,95.607,87.963,99.617,114.728,109.956,103.172,88.126,106.03,107.69
2018-06-01,108.317,95.504,87.622,99.652,114.977,110.073,103.216,88.494,106.098,107.739
2018-07-01,108.417,95.361,87.687,99.389,115.21,110.219,103.33,87.814,106.169,107.857
2018-08-01,108.502,95.249,87.428,99.362,115.402,110.246,103.423,88.821,106.22,107.837
2018-09-01,108.738,95.394,87.253,99.692,115.687,110.476,103.569,89.274,106.391,107.989
2018-10-01,108.924,95.587,87.328,99.952,115.868,110.626,103.448,90.471,106.573,108.129
2018-11-01,108.969,95.163,87.317,99.289,116.172,110.831,103.648,87.64,106.598,108.335
2018-12-01,108.991,94.535,87.208,98.365,116.554,111.009,103.821,84.856,106.549,108.454
2019-01-01,108.977,94.536,87.539,98.178,116.531,111.134,104.108,82.044,106.616,108.694
2019-02-01,109.146,94.708,87.399,98.527,116.697,111.207,104.604,83.316,106.775,108.741
2019-03-01,109.443,95.111,87.082,99.343,116.934,111.35,104.742,86.42,107.061,108.849
2019-04-01,109.78,95.33,86.964,99.755,117.335,111.65,104.295,88.556,107.349,109.085
2019-05-01,109.856,95.276,87.001,99.649,117.483,111.773,104.458,87.722,107.389,109.174
2019-06-01,109.935,95.042,87.338,99.086,117.738,112.0,104.297,85.643,107.416,109.362
2019-07-01,110.094,95.0,86.791,99.337,118.01,112.157,104.241,86.184,107.538,109.474
2019-08-01,110.132,94.851,86.641,99.19,118.155,112.27,104.243,85.03,107.571,109.592
2019-09-01,110.207,94.781,86.611,99.098,118.312,112.339,104.428,85.08,107.651,109.666
2019-10-01,110.423,94.991,86.52,99.484,118.533,112.496,104.567,86.475,107.901,109.855
2019-11-01,110.469,94.864,86.161,99.496,118.677,112.524,104.623,86.863,107.948,109.882
2019-12-01,110.736,94.884,85.666,99.826,119.085,112.772,104.601,87.978,108.14,110.039
2020-01-01,110.944,94.977,85.764,99.918,119.357,113.008,105.03,87.405,108.319,110.245
2020-02-01,111.07,94.949,86.031,99.71,119.572,113.206,105.54,85.798,108.467,110.478
2020-03-01,110.824,94.253,85.788,98.75,119.597,113.143,106.035,81.232,108.262,110.49
2020-04-01,110.237,93.371,85.302,97.641,119.201,112.668,108.467,73.22,107.894,110.293
2020-05-01,110.353,93.189,85.357,97.317,119.507,112.819,109.261,71.763,107.973,110.404
2020-06-01,110.746,93.689,85.176,98.25,119.825,113.051,109.683,75.032,108.332,110.57
2020-07-01,111.072,94.042,85.644,98.533,120.132,113.425,108.717,76.671,108.561,110.837
2020-08-01,111.411,94.525,86.514,98.761,120.373,113.782,108.691,77.306,108.873,111.165
2020-09-01,111.613,94.469,86.664,98.571,120.743,113.979,108.479,78.27,108.988,111.26
2020-10-01,111.648,94.361,86.687,98.379,120.874,114.017,108.599,78.105,109.004,111.277
2020-11-01,111.666,94.303,86.628,98.321,120.944,114.048,108.452,78.146,108.991,111.272
2020-12-01,112.15,94.718,86.829,98.874,121.467,114.422,108.63,81.149,109.328,111.457
2021-01-01,112.583,95.315,86.924,99.802,121.786,114.782,108.717,83.466,109.682,111.714
2021-02-01,112.961,95.687,86.869,100.465,122.165,114.975,109.011,87.337,110.125,111.956
2021-03-01,113.632,96.406,87.172,101.476,122.792,115.457,109.259,92.162,110.774,112.386
2021-04-01,114.238,97.102,88.608,101.632,123.324,116.186,109.633,90.917,111.247,112.975
2021-05-01,114.819,97.861,90.115,101.855,123.773,116.787,109.985,91.519,111.734,113.47
2021-06-01,115.458,98.684,91.335,102.4,124.277,117.349,110.67,93.471,112.292,113.927
2021-07-01,115.986,99.159,91.619,103.0,124.831,117.811,111.321,95.004,112.818,114.377
2021-08-01,116.444,99.755,92.432,103.449,125.192,118.199,111.783,96.729,113.222,114.691
2021-09-01,116.808,100.149,92.543,104.024,125.531,118.446,112.945,97.88,113.543,114.873
2021-10-01,117.479,101.224,93.464,105.19,125.927,118.929,113.773,101.735,114.292,115.42
2021-11-01,118.2,101.938,93.86,106.107,126.641,119.543,114.502,104.424,114.9,115.887
2021-12-01,118.841,102.608,94.763,106.61,127.253,120.193,114.864,105.376,115.499,116.489
2022-01-01,119.469,103.54,95.872,107.404,127.672,120.761,115.857,106.527,116.179,117.11
2022-02-01,120.178,104.79,96.036,109.376,128.015,121.205,117.517,110.572,117.042,117.697
2022-03-01,121.321,106.631,95.871,112.557,128.69,121.651,119.119,123.81,118.312,118.195
2022-04-01,121.563,106.443,96.035,112.134,129.204,122.03,120.371,119.991,118.494,118.522
2022-05-01,122.3,107.414,96.398,113.511,129.78,122.488,121.849,124.726,119.295,119.016
2022-06-01,123.512,109.154,97.09,115.94,130.639,123.258,123.053,134.256,120.561,119.785
2022-07-01,123.397,108.682,96.88,115.297,130.753,123.352,124.623,127.651,120.541,120.018
2022-08-01,123.728,108.316,97.347,114.367,131.519,124.031,125.588,120.475,120.728,120.58
2022-09-01,124.154,108.207,97.782,113.89,132.275,124.607,126.366,117.581,121.085,121.097
2022-10-01,124.623,108.54,97.208,114.836,132.821,124.935,126.934,120.529,121.627,121.491
2022-11-01,124.744,108.131,96.398,114.704,133.274,125.132,127.371,118.708,121.638,121.571
2022-12-01,124.809,107.33,96.111,113.565,133.878,125.503,127.675,112.634,121.743,122.032
