date,Materials,Industrials,Consumer \\[-1ex] Discretionary,Consumer \\[-1ex] Staples,Health Care,Financials,Information \\[-1ex] Technology,Communication \\[-1ex] Services,Utilities,Real Estate,Energy,\textbf{S\&P 500}
1995-11-14,113.129997,127.239998,114.029999,131.119995,142.889999,142.029999,148.572815,128.729996,117.489998,,116.050003,589.289978
1995-11-15,113.120003,127.839996,115.379997,132.869995,144.479996,142.320007,149.752762,130.089996,118.089996,,116.989998,593.960022
1995-11-16,112.720001,129.419998,115.589996,134.130005,144.039993,144.25,149.19278,130.759995,118.959999,,118.459999,597.340027
1995-11-17,113.529999,129.509995,116.480003,134.619995,144.259995,145.380005,147.922852,131.899994,119.18,,120.410004,600.070007
1995-11-20,113.790001,129.169998,116.809998,134.389999,143.460007,144.529999,143.54306,130.949997,118.68,,120.120003,596.849976
1995-11-21,114.870003,130.199997,117.650002,135.059998,143.889999,145.580002,143.68306,131.529999,119.290001,,120.870003,600.23999
1995-11-22,117.129997,130.460007,117.809998,133.910004,142.830002,145.539993,142.103134,131.059998,118.279999,,119.459999,598.400024
1995-11-24,117.269997,130.580002,118.300003,134.259995,142.580002,145.899994,144.393005,130.979996,118.18,,119.32,599.969971
1995-11-27,118.800003,130.779999,118.239998,133.940002,143.130005,146.669998,143.203079,132.139999,119.25,,119.669998,601.320007
1995-11-28,118.849998,131.960007,118.07,134.529999,144.860001,147.419998,149.012802,133.729996,119.239998,,119.769997,606.450012
1995-11-29,119.050003,132.770004,118.480003,134.679993,145.759995,147.869995,148.112839,133.970001,119.550003,,119.449997,607.640015
1995-11-30,118.419998,132.630005,117.230003,134.399994,146.899994,148.410004,146.922897,132.199997,118.849998,,118.480003,605.369995
1995-12-01,118.639999,133.520004,117.660004,134.729996,146.080002,149.639999,144.64299,133.570007,119.279999,,119.730003,606.97998
1995-12-04,119.610001,134.509995,118.580002,135.610001,148.320007,152.190002,147.092896,135.059998,120.129997,,121.040001,613.679993
1995-12-05,120.650002,135.589996,119.099998,137.419998,151.559998,152.630005,146.11293,134.470001,121.279999,,121.900002,617.679993
1995-12-06,120.5,136.259995,119.330002,138.800003,152.979996,153.720001,145.692947,134.130005,121.650002,,122.349998,620.179993
1995-12-07,119.110001,135.470001,118.129997,138.330002,152.059998,151.559998,145.672943,133.399994,120.440002,,122.559998,616.169983
1995-12-08,118.699997,134.899994,118.269997,138.5,151.889999,151.419998,149.572769,132.740005,120.410004,,123.419998,617.47998
1995-12-11,118.120003,135.110001,118.669998,138.800003,152.059998,150.809998,149.05278,134.440002,120.93,,126.449997,619.52002
1995-12-12,117.089996,135.389999,118.709999,139.380005,152.410004,150.210007,146.232925,134.919998,121.389999,,126.650002,618.780029
1995-12-13,116.68,136.160004,118.849998,140.119995,154.089996,150.100006,145.452972,137.690002,121.760002,,127.980003,621.690002
1995-12-14,117.029999,135.289993,118.480003,140.029999,155.100006,148.020004,140.263229,136.350006,122.089996,,126.18,616.919983
1995-12-15,116.82,134.910004,118.519997,140.119995,154.800003,148.520004,138.033325,137.740005,123.010002,,125.459999,616.340027
1995-12-18,114.860001,133.309998,116.57,137.75,152.649994,146.080002,134.86348,135.759995,123.300003,,123.120003,606.809998
1995-12-19,115.68,133.720001,116.910004,137.630005,150.529999,148.25,141.963135,137.300003,124.080002,,124.230003,611.929993
1995-12-20,115.480003,133.050003,116.269997,134.199997,149.460007,147.210007,138.543304,135.960007,123.099998,,124.339996,605.940002
1995-12-21,116.059998,133.679993,118.110001,134.279999,152.509995,147.279999,140.473206,136.0,123.889999,,125.150002,610.48999
1995-12-22,116.18,134.050003,117.82,134.559998,152.990005,147.779999,141.603149,136.199997,124.010002,,125.599998,611.950012
1995-12-26,116.379997,134.479996,117.739998,135.740005,153.979996,148.75,142.123138,136.240005,124.230003,,125.989998,614.299988
1995-12-27,115.959999,134.550003,117.720001,136.220001,152.949997,149.619995,140.683197,136.979996,124.470001,,126.660004,614.530029
1995-12-28,115.940002,134.529999,117.510002,136.070007,154.199997,149.5,138.2733,136.960007,124.889999,,127.300003,614.119995
1995-12-29,117.290001,135.929993,118.190002,136.220001,154.5,149.639999,138.76329,137.330002,125.190002,,125.970001,615.929993
1996-01-02,119.849998,137.490005,119.980003,137.460007,152.660004,150.279999,140.203232,139.080002,125.730003,,126.489998,620.72998
1996-01-03,120.879997,137.759995,120.510002,138.479996,152.580002,150.410004,136.553406,141.119995,126.050003,,126.089996,621.320007
1996-01-04,120.300003,136.699997,120.089996,138.039993,152.929993,147.699997,134.783478,139.589996,125.57,,127.139999,617.700012
1996-01-05,120.379997,136.509995,118.959999,136.960007,151.520004,146.839996,135.513443,140.229996,126.279999,,129.009995,616.710022
1996-01-08,120.370003,137.729996,118.980003,137.389999,152.880005,147.050003,135.303467,139.649994,126.300003,,129.929993,618.460022
1996-01-09,119.580002,135.800003,117.449997,136.539993,151.169998,144.710007,128.86377,137.520004,126.519997,,128.470001,609.450012
1996-01-10,117.739998,133.089996,115.519997,134.199997,147.160004,141.660004,128.683777,134.889999,125.32,,125.190002,598.47998
1996-01-11,117.860001,133.850006,116.739998,134.279999,147.440002,142.869995,132.743576,135.970001,125.510002,,125.040001,602.690002
1996-01-12,117.470001,133.630005,115.809998,134.960007,148.25,144.199997,131.163666,136.139999,124.779999,,123.449997,601.809998
1996-01-15,116.730003,133.449997,115.879997,135.199997,149.550003,143.720001,126.0839,136.949997,125.07,,122.629997,599.820007
1996-01-16,116.449997,134.020004,116.489998,137.210007,151.869995,146.860001,130.69368,140.369995,126.830002,,123.650002,608.440002
1996-01-17,116.449997,133.759995,114.959999,136.460007,151.520004,147.949997,129.043777,139.75,126.559998,,123.870003,606.369995
1996-01-18,115.699997,134.589996,114.139999,137.089996,152.419998,147.869995,132.703583,139.050003,126.160004,,124.510002,608.23999
1996-01-19,116.769997,135.550003,114.849998,138.389999,152.160004,149.169998,136.783386,136.820007,125.959999,,124.610001,611.830017
1996-01-22,119.470001,136.080002,116.309998,138.139999,151.850006,149.429993,138.89328,134.759995,125.459999,,123.629997,613.400024
1996-01-23,118.760002,135.800003,116.660004,138.149994,152.919998,149.050003,138.6633,134.630005,125.690002,,122.239998,612.789978
1996-01-24,119.639999,136.449997,117.269997,140.110001,156.559998,149.610001,142.693085,136.880005,126.580002,,123.019997,619.960022
1996-01-25,120.099998,136.410004,116.849998,138.440002,155.759995,149.630005,140.093231,135.789993,125.940002,,123.43,617.030029
1996-01-26,120.559998,137.5,117.779999,139.389999,157.979996,150.470001,140.943192,136.610001,126.330002,,124.519997,621.619995
1996-01-29,121.769997,137.649994,118.040001,139.369995,158.479996,152.229996,141.133179,137.570007,126.589996,,125.160004,624.219971
1996-01-30,124.559998,138.889999,119.160004,140.470001,161.770004,153.979996,142.743088,137.990005,126.529999,,124.589996,630.150024
1996-01-31,124.959999,140.25,120.580002,140.179993,162.880005,157.119995,144.243027,139.649994,127.400002,,125.769997,636.02002
1996-02-01,126.220001,140.509995,121.690002,140.440002,162.759995,155.690002,146.932907,139.660004,126.849998,,127.599998,638.460022
1996-02-02,126.029999,140.759995,120.599998,139.600006,161.940002,154.75,147.202881,138.860001,126.160004,,126.980003,635.840027
1996-02-05,126.879997,141.899994,121.400002,140.449997,162.729996,155.759995,151.892639,140.690002,126.93,,126.730003,641.429993
1996-02-06,127.690002,143.369995,122.510002,141.190002,161.820007,157.729996,153.562592,143.550003,127.220001,,126.940002,646.330017
1996-02-07,127.300003,143.520004,124.029999,142.539993,164.130005,159.020004,151.762665,145.740005,127.959999,,126.720001,649.929993
1996-02-08,127.669998,144.869995,124.440002,145.149994,165.759995,161.690002,153.252579,145.080002,128.289993,,128.639999,656.070007
1996-02-09,126.690002,145.360001,124.160004,146.100006,166.020004,161.369995,152.992599,144.839996,128.869995,,128.889999,656.369995
1996-02-12,128.270004,146.320007,124.919998,146.410004,167.320007,162.309998,153.562592,147.440002,129.809998,,130.75,661.450012
1996-02-13,127.709999,146.270004,124.580002,146.490005,167.229996,162.820007,151.822647,146.330002,130.139999,,131.440002,660.51001
1996-02-14,127.230003,145.539993,124.419998,145.330002,165.839996,161.720001,151.542679,142.889999,128.759995,,129.990005,655.580017
1996-02-15,126.160004,144.449997,123.169998,144.940002,164.509995,161.429993,151.252686,139.699997,128.800003,,129.589996,651.320007
1996-02-16,125.400002,143.589996,122.5,144.289993,162.809998,160.270004,152.582626,138.279999,128.089996,,128.910004,647.97998
1996-02-20,123.900002,142.759995,121.18,143.0,160.020004,157.330002,152.842621,135.710007,125.910004,,127.550003,640.650024
1996-02-21,125.339996,144.350006,122.800003,143.899994,160.929993,159.300003,156.082443,138.119995,126.129997,,129.029999,648.099976
1996-02-22,126.889999,146.850006,125.330002,145.820007,163.380005,161.729996,160.842239,139.320007,127.339996,,131.089996,658.859985
1996-02-23,127.440002,146.699997,125.050003,146.25,163.630005,163.460007,161.062225,138.75,126.389999,,129.589996,659.080017
1996-02-26,126.699997,144.940002,123.389999,144.789993,160.75,161.520004,159.132309,136.110001,125.050003,,127.32,650.460022
1996-02-27,126.550003,144.119995,123.080002,144.080002,159.630005,160.699997,158.232361,135.100006,124.959999,,126.510002,647.23999
1996-02-28,125.769997,142.679993,123.010002,143.119995,160.179993,160.889999,157.492371,134.770004,123.730003,,125.489998,644.75
1996-02-29,124.459999,141.889999,122.480003,142.410004,160.080002,159.740005,153.312592,134.289993,122.660004,,125.980003,640.429993
1996-03-01,125.589996,142.899994,124.360001,144.410004,162.720001,162.419998,146.912903,134.429993,123.580002,,127.089996,644.369995
1996-03-04,126.800003,145.149994,126.839996,146.990005,165.330002,164.240005,145.452972,134.669998,124.839996,,126.639999,650.809998
1996-03-05,127.559998,145.009995,128.149994,148.179993,165.740005,165.550003,149.06279,136.080002,124.540001,,127.43,655.789978
1996-03-06,127.669998,144.740005,128.179993,146.559998,164.259995,163.809998,145.402969,135.679993,123.629997,,129.190002,652.0
1996-03-07,128.350006,144.559998,128.389999,147.300003,166.929993,163.369995,145.562958,135.119995,123.849998,,129.539993,653.650024
1996-03-08,126.040001,140.679993,124.389999,142.679993,161.110001,156.179993,142.873093,130.729996,120.629997,,125.260002,633.5
1996-03-11,129.300003,143.729996,126.699997,144.009995,160.869995,155.240005,146.49292,131.259995,120.209999,,126.220001,640.02002
1996-03-12,129.559998,143.360001,127.190002,144.160004,159.309998,153.929993,144.593018,128.899994,118.760002,,126.730003,637.090027
1996-03-13,130.570007,143.300003,128.330002,142.570007,157.889999,154.589996,147.502853,128.440002,118.32,,128.130005,638.549988
1996-03-14,131.669998,144.320007,129.25,141.610001,157.410004,156.460007,147.372879,127.309998,118.470001,,130.300003,640.869995
1996-03-15,132.0,144.119995,129.119995,141.490005,157.610001,156.119995,151.652679,127.32,118.190002,,128.130005,641.429993
1996-03-18,133.899994,147.320007,130.910004,142.639999,157.889999,159.399994,155.752472,130.869995,120.82,,131.119995,652.650024
1996-03-19,134.460007,147.330002,130.009995,141.410004,157.169998,159.369995,154.712509,131.990005,120.480003,,132.429993,651.690002
1996-03-20,132.600006,146.869995,129.830002,143.050003,158.309998,160.589996,149.642761,132.580002,121.029999,,130.139999,649.97998
1996-03-21,132.360001,146.399994,129.300003,142.479996,162.320007,159.550003,147.132889,132.979996,121.300003,,130.039993,649.190002
1996-03-22,132.179993,147.639999,129.5,142.889999,161.339996,160.660004,147.602859,132.350006,121.550003,,130.479996,650.619995
1996-03-25,132.440002,147.169998,129.419998,143.029999,160.289993,161.619995,143.91304,132.899994,122.160004,,132.139999,650.039978
1996-03-26,133.360001,147.360001,128.809998,143.899994,161.649994,162.059998,144.703003,133.309998,122.589996,,134.419998,652.969971
1996-03-27,132.369995,146.440002,128.270004,141.910004,159.679993,161.119995,145.88295,132.110001,122.989998,,133.330002,648.909973
1996-03-28,132.350006,146.410004,128.419998,141.869995,160.070007,161.369995,145.362961,131.339996,122.669998,,133.899994,648.940002
1996-03-29,132.279999,145.320007,127.449997,140.410004,159.899994,161.300003,145.972946,130.559998,121.18,,131.949997,645.5
1996-04-01,132.619995,146.910004,129.089996,142.449997,162.75,164.380005,146.472916,133.759995,121.860001,,132.990005,653.72998
1996-04-02,132.740005,147.179993,128.259995,142.490005,163.610001,164.850006,148.062866,133.770004,121.830002,,134.190002,655.26001
1996-04-03,132.649994,147.839996,128.119995,143.179993,162.990005,164.479996,149.152786,133.809998,121.449997,,134.289993,655.880005
1996-04-04,132.699997,147.789993,128.210007,143.460007,163.309998,164.110001,148.552811,131.779999,121.260002,,136.389999,655.859985
1996-04-08,132.440002,145.440002,125.989998,140.339996,160.440002,159.5,149.05278,127.419998,118.169998,,134.080002,644.23999
1996-04-09,133.020004,144.970001,125.949997,139.229996,158.729996,157.940002,148.252823,127.43,118.82,,135.190002,642.190002
1996-04-10,132.759995,143.199997,124.400002,135.880005,153.720001,153.850006,149.242783,128.110001,117.339996,,133.830002,633.5
1996-04-11,132.199997,142.110001,124.0,136.350006,153.240005,152.479996,148.382828,127.540001,116.610001,,134.270004,631.179993
1996-04-12,132.190002,143.080002,126.330002,138.0,156.070007,156.220001,146.072937,129.160004,117.239998,,133.009995,636.710022
1996-04-15,132.889999,144.990005,127.68,138.740005,156.410004,157.639999,148.192825,130.330002,117.760002,,134.699997,642.48999
1996-04-16,134.369995,145.25,128.630005,139.100006,156.270004,156.110001,152.172638,130.570007,117.690002,,135.080002,645.0
1996-04-17,133.460007,145.029999,128.639999,137.899994,154.940002,156.0,149.532776,131.089996,117.18,,133.679993,641.609985
1996-04-18,133.710007,146.130005,128.539993,137.910004,157.020004,156.75,152.292648,130.660004,117.010002,,131.559998,643.609985
1996-04-19,133.169998,146.229996,128.979996,137.710007,158.029999,156.910004,152.532623,132.100006,116.809998,,132.149994,645.070007
1996-04-22,132.910004,147.339996,129.149994,138.729996,156.630005,157.809998,155.212509,133.130005,116.959999,,132.339996,647.890015
1996-04-23,133.380005,147.679993,129.949997,139.029999,156.580002,158.059998,158.12236,133.089996,117.349998,,135.050003,651.580017
1996-04-24,132.479996,147.690002,129.440002,137.990005,154.100006,157.309998,160.942215,132.639999,117.720001,,135.380005,650.169983
1996-04-25,132.820007,147.940002,129.589996,139.100006,154.949997,157.529999,162.392136,134.399994,117.879997,,135.130005,652.869995
1996-04-26,132.460007,147.940002,130.110001,139.300003,155.149994,158.199997,161.952179,133.910004,117.989998,,135.429993,653.460022
1996-04-29,132.889999,147.529999,130.070007,139.360001,156.649994,158.0,160.882217,134.190002,118.290001,,136.669998,654.159973
1996-04-30,132.710007,147.979996,130.449997,140.149994,156.789993,158.080002,160.402237,133.529999,118.459999,,135.389999,654.169983
1996-05-01,132.529999,148.410004,131.800003,140.330002,156.380005,158.149994,161.062225,132.990005,118.760002,,133.649994,654.580017
1996-05-02,131.869995,147.080002,129.720001,137.949997,152.229996,153.600006,158.952316,129.619995,117.18,,132.270004,643.380005
1996-05-03,132.720001,146.389999,129.410004,137.380005,151.130005,152.809998,159.322296,130.070007,116.029999,,131.639999,641.630005
1996-05-06,133.210007,145.889999,129.190002,137.669998,150.309998,151.470001,160.432236,130.259995,116.360001,,131.130005,640.809998
1996-05-07,132.369995,144.429993,128.669998,137.380005,150.679993,151.75,159.182312,129.619995,116.199997,,130.080002,638.26001
1996-05-08,132.449997,145.210007,129.020004,139.190002,152.600006,155.070007,159.552277,131.539993,118.529999,,131.610001,644.77002
1996-05-09,131.639999,146.070007,128.570007,139.990005,151.449997,154.949997,159.112305,132.479996,118.639999,,133.070007,645.440002
1996-05-10,131.770004,147.110001,129.770004,141.119995,153.800003,158.009995,160.93222,134.149994,119.93,,133.369995,652.090027
1996-05-13,133.190002,148.990005,131.869995,142.970001,156.080002,159.559998,165.772003,135.270004,121.260002,,135.210007,661.51001
1996-05-14,133.960007,149.929993,133.059998,144.160004,156.199997,160.460007,166.961929,135.539993,121.699997,,136.539993,665.599976
1996-05-15,133.149994,150.320007,132.639999,144.539993,157.350006,159.910004,166.601944,135.160004,121.529999,,136.690002,665.419983
1996-05-16,132.679993,150.639999,133.279999,145.350006,158.330002,159.309998,165.212006,135.149994,120.57,,135.0,664.849976
1996-05-17,133.369995,151.919998,133.75,147.389999,159.289993,160.820007,166.07196,134.619995,120.629997,,135.470001,668.909973
1996-05-20,133.179993,153.160004,134.649994,148.289993,159.809998,162.059998,166.58194,133.960007,120.800003,,139.050003,673.150024
1996-05-21,134.559998,152.910004,134.759995,148.520004,158.990005,162.419998,165.242004,135.259995,120.769997,,137.539993,672.76001
1996-05-22,134.089996,154.720001,135.800003,150.169998,160.649994,164.490005,164.452057,136.039993,122.57,,139.649994,678.419983
1996-05-23,133.190002,153.729996,134.759995,150.490005,161.110001,163.440002,164.522049,134.649994,121.730003,,139.699997,676.0
1996-05-24,133.119995,154.0,134.880005,151.820007,163.380005,164.220001,163.842087,135.940002,122.559998,,139.119995,678.51001
1996-05-28,132.220001,152.080002,134.509995,148.880005,162.119995,162.080002,163.382095,135.699997,121.440002,,137.479996,672.22998
1996-05-29,131.190002,151.089996,133.690002,148.389999,161.330002,161.149994,161.422195,135.279999,120.739998,,136.210007,667.929993
1996-05-30,131.600006,151.630005,134.619995,149.75,163.589996,161.979996,162.952148,133.759995,120.709999,,137.220001,671.700012
1996-05-31,130.850006,151.270004,134.270004,148.320007,162.910004,161.160004,165.082016,132.789993,119.410004,,135.860001,669.119995
1996-06-03,131.179993,151.070007,134.339996,148.479996,163.259995,161.190002,163.852081,131.089996,118.629997,,135.009995,667.679993
1996-06-04,130.619995,152.199997,135.5,149.869995,164.729996,163.470001,164.282059,131.399994,119.190002,,136.210007,672.559998
1996-06-05,129.740005,153.339996,136.619995,151.619995,166.690002,165.589996,165.412003,133.910004,120.220001,,136.330002,678.440002
1996-06-06,127.900002,153.220001,135.759995,150.869995,165.960007,164.770004,161.672165,132.039993,119.830002,,135.039993,673.030029
1996-06-07,128.820007,153.410004,135.289993,151.380005,166.25,162.630005,163.022125,132.149994,119.110001,,136.220001,673.309998
1996-06-10,128.419998,153.419998,135.600006,150.899994,166.110001,161.910004,162.162155,132.460007,118.860001,,135.800003,672.159973
1996-06-11,128.169998,152.490005,135.479996,150.509995,165.029999,162.0,162.91214,131.979996,118.589996,,135.919998,670.969971
1996-06-12,128.559998,152.029999,135.729996,149.639999,164.160004,161.399994,163.272095,130.570007,117.809998,,135.470001,669.039978
1996-06-13,128.020004,151.789993,135.25,149.600006,164.470001,161.830002,161.772171,130.75,117.830002,,134.850006,667.919983
1996-06-14,127.400002,151.050003,134.580002,149.199997,165.190002,161.679993,159.532272,130.679993,118.220001,,134.630005,665.849976
1996-06-17,127.639999,150.919998,134.119995,149.229996,164.289993,161.710007,159.012314,130.869995,117.82,,135.080002,665.159973
1996-06-18,127.629997,150.479996,133.339996,148.759995,163.149994,161.509995,156.202454,130.259995,118.18,,134.889999,662.059998
1996-06-19,127.43,150.619995,132.880005,149.539993,163.169998,160.740005,157.072418,129.130005,118.239998,,135.350006,661.960022
1996-06-20,127.589996,150.309998,132.600006,150.080002,163.550003,158.850006,157.292404,130.960007,118.839996,,135.580002,662.099976
1996-06-21,127.849998,152.399994,133.559998,151.429993,164.539993,159.139999,158.322357,132.100006,120.300003,,136.229996,666.840027
1996-06-24,127.980003,152.660004,132.970001,153.380005,163.860001,160.320007,159.402298,132.080002,120.68,,136.660004,668.849976
1996-06-25,126.489998,152.710007,131.800003,154.130005,165.839996,161.279999,157.442368,130.929993,121.220001,,137.130005,668.47998
1996-06-26,125.129997,151.289993,130.229996,154.210007,164.970001,160.699997,155.242493,130.380005,121.139999,,137.149994,664.390015
1996-06-27,124.360001,151.740005,131.279999,154.059998,165.130005,162.360001,158.572342,132.289993,122.620003,,137.179993,668.549988
1996-06-28,124.260002,151.479996,131.729996,153.979996,165.770004,162.610001,159.832275,133.580002,125.389999,,137.050003,670.630005
1996-07-01,126.529999,153.059998,132.139999,154.910004,166.619995,164.550003,162.792145,133.550003,125.309998,,137.399994,675.880005
1996-07-02,125.720001,152.630005,131.539993,154.419998,166.089996,164.089996,161.102219,132.679993,124.82,,138.669998,673.609985
1996-07-03,125.480003,152.380005,130.669998,153.539993,166.369995,164.089996,159.432297,133.600006,124.739998,,139.419998,672.400024
1996-07-05,123.769997,149.440002,127.860001,150.369995,162.210007,158.789993,155.982452,130.860001,121.169998,,137.149994,657.440002
1996-07-08,122.760002,148.110001,126.080002,149.559998,162.149994,155.850006,156.64241,128.619995,121.510002,,137.169998,652.539978
1996-07-09,124.18,148.839996,126.040001,150.029999,161.679993,157.130005,155.862457,129.050003,122.160004,,138.529999,654.75
1996-07-10,124.349998,148.869995,125.879997,150.789993,161.809998,158.149994,154.712509,129.919998,122.410004,,139.419998,656.059998
1996-07-11,123.279999,146.490005,123.239998,149.690002,159.899994,155.369995,146.612915,128.649994,122.120003,,139.559998,645.669983
1996-07-12,122.519997,145.970001,123.190002,149.449997,159.5,156.339996,145.99295,129.630005,123.43,,140.559998,646.190002
1996-07-15,119.099998,141.610001,119.169998,146.169998,156.690002,153.490005,139.793228,125.889999,122.419998,,137.910004,629.799988
1996-07-16,118.199997,140.369995,118.589996,145.580002,156.080002,154.039993,143.093094,126.32,121.160004,,135.5,628.369995
1996-07-17,118.080002,142.729996,122.739998,145.770004,156.440002,155.199997,147.192871,125.449997,120.580002,,134.270004,634.070007
1996-07-18,119.029999,145.339996,124.559998,148.050003,160.940002,158.220001,150.242737,124.5,120.519997,,135.75,643.559998
1996-07-19,118.690002,143.779999,123.050003,147.720001,160.199997,156.619995,148.262833,123.989998,119.459999,,135.419998,638.72998
1996-07-22,117.620003,142.190002,121.57,147.679993,160.119995,156.020004,146.362915,121.290001,118.580002,,134.770004,633.77002
1996-07-23,116.629997,141.0,120.260002,147.889999,157.320007,155.220001,140.323227,119.82,118.470001,,133.970001,626.869995
1996-07-24,116.620003,140.729996,119.57,146.610001,157.580002,155.330002,142.533096,120.779999,118.519997,,133.110001,626.650024
1996-07-25,117.970001,141.699997,120.169998,146.610001,156.979996,156.699997,148.592819,121.080002,118.050003,,133.160004,631.169983
1996-07-26,119.809998,142.869995,121.25,148.470001,158.160004,157.470001,151.242691,121.32,118.239998,,132.009995,635.900024
1996-07-29,119.019997,141.770004,120.529999,147.339996,156.600006,156.660004,148.302826,120.459999,117.190002,,131.910004,630.909973
1996-07-30,119.980003,142.600006,122.260002,148.559998,157.179993,158.100006,150.992691,120.510002,117.059998,,130.820007,635.26001
1996-07-31,121.050003,144.449997,122.550003,149.880005,157.550003,158.910004,152.022644,122.809998,117.080002,,131.770004,639.950012
1996-08-01,122.040001,146.320007,125.040001,151.809998,161.259995,162.059998,154.322556,125.279999,118.620003,,132.470001,650.02002
1996-08-02,123.449997,149.350006,127.160004,154.100006,164.110001,167.029999,158.452347,127.18,120.339996,,134.039993,662.48999
1996-08-05,124.32,149.100006,126.779999,153.410004,164.009995,165.100006,156.722412,127.190002,120.129997,,134.410004,660.22998
1996-08-06,124.389999,150.080002,127.110001,153.360001,164.880005,165.369995,158.632339,127.169998,119.519997,,134.850006,662.380005
1996-08-07,124.559998,150.270004,127.220001,153.509995,164.979996,165.690002,162.962143,126.949997,119.510002,,133.669998,664.159973
1996-08-08,124.82,149.850006,127.209999,152.169998,164.710007,165.809998,163.082108,125.339996,119.32,,133.660004,662.590027
1996-08-09,124.699997,149.259995,128.089996,150.550003,165.369995,166.679993,162.732147,125.419998,119.529999,,132.570007,662.099976
1996-08-12,125.629997,149.990005,129.070007,150.220001,167.619995,167.759995,162.522141,126.519997,120.400002,,133.490005,665.77002
1996-08-13,124.5,149.550003,127.669998,149.729996,166.860001,166.039993,158.99231,125.160004,119.650002,,132.919998,660.200012
1996-08-14,124.760002,149.910004,128.259995,150.470001,166.25,166.610001,160.612228,124.730003,120.0,,133.130005,662.049988
1996-08-15,124.830002,149.850006,128.279999,150.460007,166.899994,166.759995,160.822235,124.529999,119.510002,,133.039993,662.280029
1996-08-16,124.889999,150.119995,129.130005,151.389999,166.830002,168.880005,159.012314,125.089996,120.43,,134.979996,665.210022
1996-08-19,125.459999,150.350006,128.770004,151.320007,167.800003,169.410004,159.252304,124.650002,120.839996,,136.360001,666.580017
1996-08-20,126.389999,150.559998,128.800003,151.009995,166.910004,169.509995,158.082352,123.550003,120.720001,,136.660004,665.690002
1996-08-21,126.269997,150.089996,128.470001,150.139999,168.229996,169.139999,158.702347,123.610001,120.989998,,135.949997,665.070007
1996-08-22,127.059998,151.080002,129.740005,151.559998,169.199997,170.710007,161.232208,124.230003,121.419998,,136.929993,670.679993
1996-08-23,126.839996,150.75,128.910004,151.0,167.729996,168.990005,160.672226,123.989998,121.040001,,135.779999,667.030029
1996-08-26,126.209999,150.550003,128.470001,151.190002,166.570007,168.020004,159.562286,122.32,121.07,,134.649994,663.880005
1996-08-27,126.360001,151.190002,129.0,151.970001,167.460007,168.559998,160.282227,121.769997,121.559998,,135.630005,666.400024
1996-08-28,126.260002,151.139999,128.75,151.570007,166.839996,167.610001,161.092224,120.709999,121.169998,,135.210007,664.809998
1996-08-29,125.18,149.529999,127.279999,149.369995,164.899994,165.619995,159.672272,119.68,120.160004,,133.460007,657.400024
1996-08-30,124.480003,148.190002,126.650002,148.100006,163.160004,163.949997,157.382385,118.709999,118.919998,,133.550003,651.98999
1996-09-03,125.160004,148.300003,126.260002,148.789993,163.639999,164.580002,158.942307,118.0,118.779999,,136.690002,654.719971
1996-09-04,125.82,148.800003,126.440002,149.089996,163.979996,164.630005,159.052307,118.239998,118.269997,,136.479996,655.609985
1996-09-05,124.82,147.789993,124.339996,148.630005,163.520004,163.100006,155.562485,116.699997,117.230003,,135.960007,649.440002
1996-09-06,125.459999,149.169998,125.639999,150.119995,165.520004,165.240005,157.832367,117.150002,117.379997,,136.669998,655.679993
1996-09-09,126.550003,150.880005,127.25,151.809998,167.699997,167.880005,159.892273,119.080002,118.370003,,137.740005,663.76001
1996-09-10,126.290001,150.990005,126.849998,152.979996,168.059998,167.529999,160.382233,118.529999,118.370003,,137.100006,663.809998
1996-09-11,126.610001,151.539993,127.370003,152.919998,168.240005,169.020004,160.682236,120.029999,118.75,,139.479996,667.280029
1996-09-12,127.639999,152.399994,128.789993,153.389999,169.25,170.160004,161.782166,121.279999,119.220001,,138.789993,671.150024
1996-09-13,128.759995,154.179993,129.850006,155.539993,171.419998,173.059998,167.44191,123.190002,120.529999,,138.910004,680.539978
1996-09-16,129.570007,154.720001,130.479996,155.520004,172.479996,173.740005,169.421799,124.410004,120.639999,,139.550003,683.97998
1996-09-17,130.25,154.050003,130.429993,155.339996,171.610001,171.869995,173.181641,123.010002,120.440002,,138.729996,682.940002
1996-09-18,129.820007,153.649994,129.679993,155.089996,170.940002,171.020004,174.211594,122.989998,119.760002,,138.729996,681.469971
1996-09-19,129.210007,154.089996,130.029999,155.699997,172.279999,170.559998,175.551514,122.919998,119.559998,,138.929993,683.0
1996-09-20,129.490005,155.699997,130.830002,155.429993,172.899994,171.570007,176.951462,124.330002,120.099998,,140.169998,687.030029
1996-09-23,129.130005,155.350006,130.369995,155.360001,173.820007,172.449997,175.621521,124.57,120.150002,,139.5,686.47998
1996-09-24,129.429993,156.100006,129.889999,156.119995,173.240005,172.440002,176.761459,120.040001,120.209999,,139.470001,685.609985
1996-09-25,129.320007,156.789993,128.940002,156.169998,173.399994,172.869995,178.531372,119.650002,120.080002,,138.470001,685.830017
1996-09-26,129.460007,156.550003,128.220001,156.710007,176.050003,174.160004,176.031494,119.129997,120.040001,,137.899994,685.859985
1996-09-27,129.5,157.210007,128.630005,156.190002,176.100006,174.75,175.811508,118.489998,119.790001,,137.910004,686.190002
1996-09-30,129.759995,157.600006,129.429993,156.389999,176.320007,174.809998,174.641556,119.75,119.43,,138.270004,687.330017
