name,Latest,LTAVG,Color,Category
DPCERY,2.69,1.8427972027972026,yellow!80!orange,Consumer\\ Spending
A006RY,1.47,0.6130069930069929,blue!70!black,Private\\ Investment
A822RY,0.79,0.25258741258741263,cyan!50!white,Government
A019RY,-0.08,-0.11412587412587413,green!60!black,Net Exports
A191RL,4.9,2.590909090909091,red!95!black,Real GDP
