date,BASICWGT_Men,ADJWGT_Men,BASICWGT_Women,ADJWGT_Women,BASICWGT_Total,ADJWGT_Total
2025-07-01,67.7362,72.6951,57.1163,61.2833,62.274,66.7557
2025-08-01,67.8454,72.7855,56.8852,61.1002,62.2662,66.7496
2025-09-01,67.6738,72.6777,57.3424,61.6321,62.3706,66.9247
2025-10-01,67.6091,72.6957,57.3279,61.6211,62.3587,66.9378
2025-11-01,67.6767,72.7561,57.4949,61.7685,62.4245,66.9707
2025-12-01,67.6264,72.7708,57.3231,61.6304,62.3944,66.9802
2026-01-01,67.347,72.8341,57.1623,61.8118,62.0932,67.0969
2026-02-01,67.3342,72.8333,57.1344,61.764,62.048,67.0666
2026-03-01,67.0202,72.6829,57.0666,61.7178,61.8715,66.9539
2026-04-01,67.1632,72.8381,56.9227,61.5679,61.8544,66.9776
2026-05-01,67.2475,72.932,56.9168,61.6017,61.8797,67.0421
