date,VALUE
1992-01-01,1.56
1992-02-01,1.56
1992-03-01,1.53
1992-04-01,1.53
1992-05-01,1.52
1992-06-01,1.52
1992-07-01,1.51
1992-08-01,1.53
1992-09-01,1.51
1992-10-01,1.52
1992-11-01,1.51
1992-12-01,1.51
1993-01-01,1.5
1993-02-01,1.5
1993-03-01,1.52
1993-04-01,1.51
1993-05-01,1.49
1993-06-01,1.5
1993-07-01,1.5
1993-08-01,1.5
1993-09-01,1.5
1993-10-01,1.48
1993-11-01,1.49
1993-12-01,1.5
1994-01-01,1.48
1994-02-01,1.47
1994-03-01,1.46
1994-04-01,1.46
1994-05-01,1.47
1994-06-01,1.47
1994-07-01,1.47
1994-08-01,1.46
1994-09-01,1.46
1994-10-01,1.45
1994-11-01,1.46
1994-12-01,1.44
1995-01-01,1.45
1995-02-01,1.46
1995-03-01,1.48
1995-04-01,1.48
1995-05-01,1.49
1995-06-01,1.48
1995-07-01,1.49
1995-08-01,1.48
1995-09-01,1.47
1995-10-01,1.49
1995-11-01,1.48
1995-12-01,1.45
1996-01-01,1.5
1996-02-01,1.5
1996-03-01,1.46
1996-04-01,1.46
1996-05-01,1.45
1996-06-01,1.44
1996-07-01,1.45
1996-08-01,1.45
1996-09-01,1.44
1996-10-01,1.44
1996-11-01,1.43
1996-12-01,1.43
1997-01-01,1.43
1997-02-01,1.41
1997-03-01,1.41
1997-04-01,1.41
1997-05-01,1.43
1997-06-01,1.42
1997-07-01,1.41
1997-08-01,1.41
1997-09-01,1.41
1997-10-01,1.42
1997-11-01,1.41
1997-12-01,1.42
1998-01-01,1.43
1998-02-01,1.43
1998-03-01,1.43
1998-04-01,1.44
1998-05-01,1.43
1998-06-01,1.44
1998-07-01,1.45
1998-08-01,1.44
1998-09-01,1.44
1998-10-01,1.43
1998-11-01,1.43
1998-12-01,1.43
1999-01-01,1.42
1999-02-01,1.41
1999-03-01,1.42
1999-04-01,1.42
1999-05-01,1.4
1999-06-01,1.4
1999-07-01,1.4
1999-08-01,1.39
1999-09-01,1.4
1999-10-01,1.39
1999-11-01,1.39
1999-12-01,1.39
2000-01-01,1.38
2000-02-01,1.4
2000-03-01,1.38
2000-04-01,1.39
2000-05-01,1.4
2000-06-01,1.4
