date,Equity,FA263181115.Q,Assets,FA264090035.Q,Liab,EqLiab,FA264194035.Q,FA266000001.Q,FA266000005.Q,FA266000095.Q,Saving,Discrepancy
1989-01-01,-0.3786438437506603,0.35587103256434294,4.3849923828977415,4.4151766151472085,-2.0963700116955524,-2.475013855446212,2.452241044259895,2.183611189672331,-2.071250978399311,2.071250978399311,2.0737403475556766,0.16376182010414753
1989-04-01,-0.5585163961000599,0.4327283204545327,3.2982987010253115,3.2574526579664713,-1.3445853855747556,-1.9031017816748153,1.7773137060292883,2.0752826189777194,-1.9584152738634668,1.9584152738634668,1.9609102388982842,0.5657133195477881
1989-07-01,-0.6569272741833218,0.40194767401604725,3.229923292922958,3.106412293729883,-1.1073366071649375,-1.764263881348259,1.5092842811809848,1.9338597189137965,-1.8130608489795874,1.8130608489795874,1.8155443131252011,0.3498849015505024
1989-10-01,-0.7672841114976959,0.4640188029811195,2.9812584613244297,2.8287952996621204,-1.544836481874282,-2.3121205933719775,2.0088552848554015,1.7662431651957313,-1.6397680232672325,1.6397680232672325,1.645868439390292,0.9767305714378401
1990-01-01,-0.7555310523745628,0.46862053717386143,1.9998356096111773,1.912456338827143,-0.08053979129294153,-0.8360708436675043,0.549160328466803,1.6519072079960844,-1.5390444645721044,1.5390444645721044,1.5480879172992037,0.3843231513555305
1990-04-01,-0.7626099609050112,0.45297282973117947,2.5856131312604327,2.644833844888975,-0.8984437877824889,-1.6610537486875003,1.3514166175136686,1.5310589884634356,-1.4278674341158004,1.4278674341158004,1.4369070381218372,0.5123476555489047
1990-07-01,-0.7354734679130519,0.5495874462331268,2.809910094370463,3.0116313363655327,-0.9454338765998871,-1.680907344512939,1.4950213228330138,1.5019500213351031,-1.4118237335760226,1.4118237335760226,1.4208796111918698,0.29187686133434554
1990-10-01,-0.755233808084448,0.6311728326318539,2.674643927352742,2.9551302331402876,-0.8606702658211787,-1.6159040739056267,1.4918430984530326,1.325719007645617,-1.2574188453303485,1.2574188453303485,1.3802868235604389,0.32154697011332345
1991-01-01,-0.917010113311501,0.6801373643319621,2.658167260343408,2.8400844654103317,-1.7553615836700962,-2.6723716969815974,2.435498948002058,0.7580936330839836,-0.6812137715114731,0.6812137715114731,0.8189321049574649,0.8331365415956545
1991-04-01,-0.9861185588269723,0.7007967323552867,2.5084872510055787,2.5038348165033115,-0.9236003341486823,-1.9097188929756548,1.624397066503969,0.38929931808436924,-0.3153103447140861,0.3153103447140861,0.4547087600402615,-0.1440595979896624
1991-07-01,-1.0608665482353539,0.6454330689547538,1.7228751977221721,1.6873626625144413,-0.4495599900923461,-1.5104265383277002,1.0949930590471,0.09870289898376995,-0.02540934683526106,0.02540934683526106,0.2286621451574031,0.016213485762931024
1991-10-01,-1.1913395474453183,0.6932105032950127,1.4612002892414815,1.392060511741275,-0.17421192377556943,-1.365551471220888,0.867422427070582,-0.05252770058050933,0.1337043412263759,-0.1337043412263759,-0.047789396162229006,-0.14343821418282265
1992-01-01,-1.1925473991717648,0.6870817655979431,1.9625537678538603,2.02889454216142,0.4616653082505619,-0.730882090921203,0.22541645734738122,0.21042608972664403,-0.14481747765053654,0.14481747765053654,0.21304745823012622,-1.0186242187025312
1992-04-01,-1.118781294426115,0.7150243072202634,1.954629446862437,2.2099272801841714,-0.15530418171836669,-1.274085476144482,0.8703284889386302,0.435387633631675,-0.3572618864428925,0.3572618864428925,0.4246732546661295,-0.25587071605182554
1992-07-01,-1.0486437557503983,0.6448124456062249,2.0540166025960556,2.4148918462170106,-0.06617770944688162,-1.1148214651972799,0.7109901550531064,0.5918405233463384,-0.5054346642690892,0.5054346642690892,0.4856223819574939,-0.45357275544128145
1992-10-01,-1.078552105233765,0.5839697789251357,2.2408506514167144,2.5099769684530724,0.24610998009446214,-0.832442125139303,0.3378597988306735,0.7868338059078156,-0.6944209793798345,0.6944209793798345,0.6745499662562703,-0.7338585600211409
1993-01-01,-1.056864270222709,0.5589613852354989,2.054482524132921,2.1848710060894185,0.1208374668822082,-0.9360268033405008,0.43812391835329073,0.9084494673763304,-0.8217735314133292,0.8217735314133292,0.8108394791224642,-0.30761624166995577
1993-04-01,-1.2927943074257673,0.6435273001580495,1.978180387922161,2.059091967923144,0.24055450852329555,-1.0522397989024719,0.4029727916347539,1.0284035896225627,-0.9431197155100772,0.9431197155100772,0.9312740758375062,0.005333486817816924
1993-07-01,-1.6010525824872892,0.7921157719827978,2.8316827288808497,2.7869240997026914,-0.0637027824527448,-1.6647553649400342,0.8558185544355428,1.1140268662326356,-1.0236554164831437,1.0236554164831437,1.035983723078659,-0.1309436408621566
1993-10-01,-1.8282289102394396,0.9081324499495985,3.6410865138248187,3.486980564173394,-0.42675507720461414,-2.254983987444054,1.3348875271542127,1.2328616128124121,-1.1535353986911794,1.1535353986911794,1.1657761216491884,-0.22032640473157677
1994-01-01,-1.9937531021984338,0.9275881589104659,4.385072330559628,4.238400439202485,-0.32142396961436537,-2.315177071812799,1.2490121285248312,1.3643459990696671,-1.2672119941955169,1.2672119941955169,1.2703004274869885,-0.7995948312598407
1994-04-01,-1.9447846200525936,0.9065097317353177,4.511245959740795,4.433857790844335,-0.47847488713079955,-2.4232595071833933,1.3849846188661172,1.4549885354662353,-1.3703937153699766,1.3703937153699766,1.385272339003877,-0.7027141135535246
