name,Employed1,Employed2,Employed3,Unemployed,WantJob,ONILF1,ONILF2,ONILF3,LFPR
1,1.4,0.4,9.632629077996071,2.694880675617972,2.318969638796939,7.353520607589026,0.4,1.4,14.127509753614044
0,1.4,0.4,10.04143482012676,2.630032433719166,2.094801678221799,7.2337310679322755,0.4,1.4,14.471467253845926
