date,ZWC,Overall,Hourly,ZWC_Real,Overall_Real,Hourly_Real
1997-01-01,11.6,4.5,4.2,8.83472668810289,1.7347266881028904,1.4347266881028906
1997-04-01,11.533333333333333,4.566666666666666,4.266666666666667,9.23141468267004,2.2647480160033737,1.964748016003374
1997-07-01,11.433333333333332,4.833333333333333,4.566666666666666,9.208304879021727,2.6083048790217274,2.3416382123550608
1997-10-01,11.1,4.833333333333333,4.633333333333334,9.20887593948357,2.9422092728169047,2.7422092728169054
1998-01-01,11.4,4.766666666666667,4.666666666666667,9.91732067853025,3.283987345196918,3.1839873451969183
1998-04-01,10.833333333333334,5.166666666666667,4.866666666666667,9.250024789213613,3.5833581225469455,3.2833581225469453
1998-07-01,10.933333333333332,5.266666666666667,5.1000000000000005,9.33688321981527,3.6702165531486037,3.5035498864819377
1998-10-01,11.233333333333334,4.966666666666667,4.7,9.707593235601562,3.440926568934895,3.174259902268228
1999-01-01,10.799999999999999,5.066666666666666,4.733333333333333,9.112757201646096,3.3794238683127618,3.0460905349794287
1999-04-01,10.566666666666666,5.1000000000000005,4.833333333333333,8.454080907405354,2.987414240738687,2.72074757407202
1999-07-01,10.766666666666666,4.933333333333334,4.633333333333333,8.42034695098586,2.587013617652526,2.2870136176525255
1999-10-01,11.1,5.1000000000000005,4.733333333333333,8.48023646573517,2.4802364657351705,2.113569799068504
2000-01-01,11.0,4.833333333333333,4.533333333333333,7.742311705307086,1.5756450386404195,1.2756450386404194
2000-04-01,10.933333333333332,4.933333333333334,4.633333333333333,7.639555449041503,1.6395554490415034,1.3395554490415031
2000-07-01,11.333333333333334,5.133333333333333,4.966666666666667,7.8643124576546475,1.6643124576546475,1.4976457909879812
2000-10-01,10.5,5.333333333333333,5.033333333333333,7.05649111129668,1.8898244446300128,1.5898244446300123
2001-01-01,10.766666666666666,5.333333333333333,4.966666666666667,7.355642377778882,1.9223090444455497,1.5556423777788833
2001-04-01,10.633333333333335,5.2,4.933333333333334,7.308233028862856,1.874899695529522,1.6082330288628555
2001-07-01,10.966666666666667,5.1000000000000005,4.866666666666666,8.288289807583,2.421623140916332,2.1882898075829984
2001-10-01,11.299999999999999,5.0,4.833333333333333,9.42476687396887,3.1247668739688716,2.958100207302205
2002-01-01,11.833333333333334,4.733333333333333,4.5,10.60162486040177,3.5016248604017712,3.268291527068438
2002-04-01,11.9,4.3,4.066666666666666,10.581985514714004,2.981985514714003,2.748652181380669
2002-07-01,12.566666666666668,4.0,3.8333333333333335,10.990306654588785,2.4236399879221175,2.256973321255451
2002-10-01,13.166666666666666,3.6333333333333333,3.6999999999999997,10.913060423746868,1.3797270904135335,1.4463937570802006
2003-01-01,12.466666666666667,3.766666666666667,3.866666666666667,9.49042203768888,0.7904220376888801,0.8904220376888801
2003-04-01,12.533333333333333,3.533333333333333,3.533333333333333,10.527316346161497,1.5273163461614974,1.5273163461614974
2003-07-01,13.366666666666667,3.5666666666666664,3.3333333333333335,11.150019792793069,1.350019792793071,1.1166864594597377
2003-10-01,13.833333333333334,3.3666666666666667,3.1999999999999997,11.831493073048017,1.3648264063813518,1.1981597397146853
2004-01-01,13.666666666666666,3.3666666666666667,3.1333333333333333,11.848394582194004,1.5483945821940022,1.315061248860669
2004-04-01,13.533333333333333,3.3666666666666667,3.1666666666666665,10.74733243396021,0.5806657672935428,0.3806657672935431
2004-07-01,13.366666666666667,3.533333333333333,3.3000000000000003,10.691277037930698,0.8579437045973642,0.6246103712640309
2004-10-01,12.866666666666667,3.6333333333333333,3.233333333333333,9.481715437169184,0.24838210383585047,-0.15161789616414958
2005-01-01,13.1,3.5666666666666664,3.3333333333333335,10.065086211320827,0.5317528779874946,0.29841954465416104
2005-04-01,13.0,3.6333333333333333,3.5,10.0759640179488,0.7092973512821348,0.5759640179488015
