date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.JA,RXI_N.B.MX,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B
2014-10-10,0.8719,1.2636,1.6049,1.1173,6.1308,107.83,13.427,97.4144,96.3376,99.6624
2014-10-13,,,,,,,,,,
2014-10-14,0.8727,1.266,1.593,1.1235,6.125,107.15,13.4015,97.3943,96.4121,99.5449
2014-10-15,0.8794,1.2778,1.5959,1.1291,6.1249,106.06,13.5615,97.3532,96.0061,99.8786
2014-10-16,0.8766,1.2812,1.6065,1.1265,6.123,105.98,13.5605,97.2869,95.7637,99.9936
2014-10-17,0.8761,1.2755,1.6086,1.1247,6.1238,106.72,13.5155,97.3067,95.976,99.8145
2014-10-20,0.8786,1.2783,1.6137,1.1276,6.1233,106.87,13.5365,97.2874,95.9366,99.8158
2014-10-21,0.8797,1.2724,1.6134,1.1219,6.1205,106.7,13.506,97.2488,95.9571,99.7157
2014-10-22,0.8793,1.2658,1.607,1.1218,6.118,107.32,13.543,97.459,96.2822,99.8101
2014-10-23,0.8773,1.2658,1.6037,1.1236,6.119,108.16,13.524,97.6047,96.4586,99.926
2014-10-24,0.8812,1.2675,1.6098,1.1211,6.1168,108.06,13.529,97.4772,96.2721,99.8578
2014-10-27,0.8799,1.2712,1.6133,1.1247,6.116,107.71,13.5727,97.5423,96.1943,100.0708
2014-10-28,0.8848,1.2747,1.6157,1.1176,6.113,108.0,13.488,97.2173,95.9114,99.6986
2014-10-29,0.8904,1.2762,1.6149,1.1135,6.1107,108.1,13.415,97.0145,95.7516,99.449
2014-10-30,0.8825,1.2622,1.6023,1.1191,6.114,108.94,13.43,97.456,96.5462,99.5331
2014-10-31,0.8791,1.253,1.5999,1.1272,6.1124,112.09,13.4825,98.1163,97.4596,99.9431
2014-11-03,0.8701,1.2487,1.5986,1.1319,6.1178,113.92,13.5405,98.5336,97.9749,100.2656
2014-11-04,0.8729,1.2554,1.5991,1.1396,6.115,113.44,13.593,98.5576,97.8852,100.4055
2014-11-05,0.8592,1.2488,1.5984,1.1377,6.1135,114.62,13.5935,98.8086,98.2323,100.5618
2014-11-06,0.858,1.2414,1.5862,1.1423,6.1117,114.87,13.6205,99.1325,98.7169,100.7266
2014-11-07,0.862,1.2422,1.5844,1.136,6.1225,114.73,13.5625,99.0236,98.5027,100.7232
2014-11-10,0.8625,1.2425,1.5857,1.1344,6.119,114.78,13.5475,98.9305,98.4445,100.5934
2014-11-11,,,,,,,,,,
2014-11-12,0.8735,1.2456,1.5815,1.1284,6.1257,115.42,13.56,98.8897,98.2427,100.7157
2014-11-13,0.873,1.2476,1.5717,1.1349,6.1243,115.63,13.612,99.1045,98.4403,100.9506
2014-11-14,0.8737,1.2494,1.5657,1.1294,6.129,116.52,13.536,99.0917,98.3715,100.9947
2014-11-17,0.8718,1.2447,1.5645,1.1308,6.1242,116.44,13.587,99.2188,98.571,101.0494
2014-11-18,0.8726,1.2534,1.5648,1.1305,6.1208,116.76,13.545,99.0185,98.2989,100.9199
2014-11-19,0.8623,1.2548,1.567,1.1349,6.119,117.7,13.607,99.2424,98.501,101.1688
2014-11-20,0.861,1.2526,1.5683,1.1311,6.123,118.14,13.617,99.2554,98.5247,101.1711
2014-11-21,0.8674,1.2394,1.5672,1.1237,6.1244,117.74,13.6255,99.2894,98.7086,101.0529
2014-11-24,0.8615,1.2427,1.5701,1.1279,6.1412,118.39,13.6415,99.4227,98.7845,101.246
2014-11-25,0.852,1.2472,1.5714,1.126,6.1355,117.99,13.641,99.2837,98.5679,101.1844
2014-11-26,0.8534,1.2503,1.5787,1.1236,6.1386,117.6,13.7155,99.1893,98.296,101.2701
2014-11-27,,,,,,,,,,
2014-11-28,0.8524,1.2438,1.5638,1.1426,6.1429,118.7,13.921,100.0719,99.2444,102.0959
2014-12-01,0.8521,1.249,1.5743,1.1343,6.1515,118.14,13.9355,99.8964,98.7226,102.273
2014-12-02,0.8457,1.239,1.5651,1.1397,6.149,119.1,14.0695,100.4478,99.408,102.6932
2014-12-03,0.8417,1.2304,1.57,1.1359,6.1499,119.82,14.092,100.5696,99.654,102.6894
2014-12-04,0.8405,1.2432,1.5707,1.1374,6.1541,119.67,14.102,100.3931,99.2401,102.7541
2014-12-05,0.833,1.2304,1.56,1.1423,6.1497,121.38,14.326,101.0989,100.0969,103.3133
2014-12-08,0.8296,1.2292,1.5625,1.1473,6.1725,120.89,14.427,101.31,100.2119,103.6253
2014-12-09,0.8341,1.2415,1.5694,1.1422,6.1855,118.87,14.3655,100.8095,99.3703,103.4702
2014-12-10,0.8305,1.2425,1.5689,1.1479,6.1763,118.5,14.5175,101.0212,99.4672,103.8032
2014-12-11,0.8265,1.2397,1.5712,1.1534,6.1881,119.4,14.705,101.4448,99.8034,104.3222
2014-12-12,0.8268,1.2484,1.5728,1.1538,6.1864,118.22,14.785,101.3735,99.3779,104.6188
2014-12-15,0.8232,1.247,1.5663,1.1629,6.19,117.75,14.794,101.674,99.6817,104.9193
2014-12-16,0.822,1.2504,1.5736,1.1624,6.189,117.28,14.744,101.526,99.453,104.8539
2014-12-17,0.8173,1.2406,1.5652,1.1629,6.1957,117.64,14.5655,101.5527,99.9121,104.4306
2014-12-18,0.8168,1.2291,1.5662,1.1594,6.2139,118.84,14.5585,101.7531,100.3538,104.3837
2014-12-19,0.8128,1.2235,1.5609,1.1626,6.2196,119.56,14.6635,102.0483,100.7653,104.5625
2014-12-22,0.8141,1.2252,1.5618,1.1644,6.2213,119.84,14.6405,101.9942,100.7832,104.4335
2014-12-23,0.8097,1.218,1.5517,1.1626,6.2256,120.68,14.7075,102.348,101.1617,104.7662
2014-12-24,0.8109,1.2188,1.5549,1.1621,6.2148,120.45,14.746,102.3028,101.071,104.7672
2014-12-25,,,,,,,,,,
2014-12-26,,,,,,,,,,
2014-12-29,0.8146,1.2179,1.5524,1.1631,6.2222,120.57,14.7125,102.3767,101.1495,104.8373
2014-12-30,0.8199,1.2174,1.5573,1.1597,6.2015,119.34,14.723,102.1019,100.8703,104.5636
2014-12-31,0.8173,1.2101,1.5578,1.1601,6.2046,119.85,14.75,102.2843,101.2064,104.5904
2015-01-01,,,,,,,,,,
2015-01-02,0.8118,1.2015,1.5361,1.1725,6.2046,120.2,14.806,102.9027,102.0577,104.9858
2015-01-05,0.8095,1.1918,1.5234,1.1785,6.2201,119.64,14.97,103.4976,102.6059,105.6341
2015-01-06,0.8118,1.1936,1.5174,1.1802,6.2125,118.26,14.8785,103.2938,102.4574,105.3731
2015-01-07,0.8049,1.182,1.5073,1.1851,6.2127,119.52,14.7875,103.6316,103.2686,105.2499
2015-01-08,0.8126,1.1811,1.5118,1.1812,6.2143,119.51,14.6095,103.2799,103.1442,104.672
2015-01-09,0.8191,1.183,1.5151,1.1857,6.2085,118.66,14.5765,103.1213,103.0439,104.4547
2015-01-12,0.8165,1.1832,1.5168,1.1929,6.2027,118.32,14.637,103.2372,103.1772,104.555
2015-01-13,0.8164,1.1779,1.5166,1.1947,6.197,118.16,14.5755,103.27,103.404,104.3998
2015-01-14,0.8163,1.1806,1.5234,1.1957,6.1957,116.78,14.574,103.0903,103.1161,104.3229
2015-01-15,0.8212,1.1598,1.5161,1.1932,6.187,116.95,14.592,103.0829,103.142,104.2831
2015-01-16,0.8194,1.1517,1.5132,1.1986,6.2065,117.45,14.611,103.2189,103.3726,104.329
2015-01-19,,,,,,,,,,
2015-01-20,0.8177,1.1559,1.5162,1.2085,6.2137,118.48,14.6465,103.5233,103.7401,104.576
2015-01-21,0.8101,1.1584,1.5118,1.2377,6.2112,117.86,14.725,103.7858,104.2691,104.5846
2015-01-22,0.8099,1.1414,1.5052,1.237,6.2085,117.92,14.6015,103.9271,104.9466,104.2139
2015-01-23,0.7935,1.1279,1.5022,1.24,6.2279,117.8,14.64,104.3676,105.6305,104.4282
2015-01-26,0.7934,1.129,1.5088,1.2409,6.2535,118.38,14.564,104.4818,105.7647,104.5248
2015-01-27,0.7939,1.137,1.5196,1.2402,6.243,117.62,14.5775,104.1646,105.3087,104.3356
2015-01-28,0.7973,1.1342,1.5165,1.2452,6.2475,117.74,14.6855,104.4737,105.5695,104.6944
2015-01-29,0.7758,1.1308,1.5043,1.2644,6.2463,118.31,14.8805,105.2763,106.5137,105.3721
2015-01-30,0.7762,1.129,1.5026,1.2716,6.2495,117.44,15.005,105.5884,106.6533,105.8521
2015-02-02,0.7818,1.1337,1.5027,1.2577,6.2594,117.33,14.8815,105.2058,106.1458,105.584
2015-02-03,0.7737,1.1462,1.5129,1.2452,6.2573,117.48,14.7515,104.6063,105.3507,105.1642
2015-02-04,0.7761,1.1418,1.5209,1.255,6.2472,117.58,14.7935,104.785,105.686,105.1953
2015-02-05,0.7803,1.1432,1.5293,1.2419,6.2516,117.4,14.748,104.4915,105.2207,105.0625
2015-02-06,0.7807,1.133,1.5247,1.2524,6.2417,119.16,14.9175,105.1283,106.08,105.4945
2015-02-09,0.7813,1.1316,1.5217,1.2448,6.2467,118.7,14.809,104.9889,105.9251,105.3681
2015-02-10,0.7781,1.1316,1.5252,1.2528,6.2405,119.32,14.953,105.2897,106.1767,105.7194
2015-02-11,0.7713,1.13,1.5232,1.2635,6.2422,120.38,15.1025,105.7901,106.6835,106.2199
2015-02-12,0.7763,1.141,1.538,1.2464,6.244,118.72,14.8905,104.9385,105.5528,105.6253
2015-02-13,0.7772,1.1408,1.5394,1.2449,6.2399,118.7,14.873,104.8452,105.5187,105.4741
2015-02-16,,,,,,,,,,
2015-02-17,0.7816,1.1395,1.5349,1.2401,6.2546,118.99,14.885,,,
2015-02-18,0.7778,1.1342,1.543,1.2456,6.2546,119.19,14.961,105.2514,105.8727,105.9352
2015-02-19,0.781,1.1392,1.5451,1.2484,6.2546,118.84,14.937,105.1407,105.707,105.8761
2015-02-20,0.7833,1.1372,1.5385,1.2503,6.2546,118.68,15.0625,105.3387,105.8138,106.1643
2015-02-23,0.7807,1.1346,1.5465,1.2577,6.2546,118.88,15.078,105.5359,106.1042,106.2742
2015-02-24,0.7808,1.1307,1.5434,1.2601,6.2546,119.13,14.9755,105.5472,106.3661,106.0453
2015-02-25,0.7898,1.1363,1.5499,1.2418,6.2591,118.88,14.919,105.0503,105.5784,105.8213
2015-02-26,0.7816,1.1212,1.5424,1.249,6.2584,119.36,14.9465,105.5021,106.4746,105.8528
2015-02-27,0.781,1.1197,1.5439,1.2506,6.2695,119.72,14.939,105.5981,106.5802,105.9409
2015-03-02,0.778,1.119,1.5371,1.2535,6.272,120.06,14.9895,105.8151,106.8022,106.1557
2015-03-03,0.784,1.1212,1.5391,1.245,6.2741,119.47,14.935,105.5562,106.4142,106.017
2015-03-04,0.7821,1.107,1.5266,1.2439,6.2701,119.76,15.0825,106.1333,107.0818,106.5147
2015-03-05,0.7763,1.1006,1.5229,1.2482,6.2658,120.22,15.181,,,
2015-03-06,0.7712,1.0855,1.5063,1.2615,6.262,120.93,15.448,107.4337,108.7983,107.4348
2015-03-09,0.7716,1.0846,1.5097,1.2598,6.2635,121.17,15.4635,107.5199,108.802,107.6004
2015-03-10,0.7637,1.0707,1.5086,1.2633,6.2615,121.2,15.5815,108.1165,109.5453,108.0651
2015-03-11,0.7582,1.0576,1.4945,1.2763,6.2613,121.5,15.461,108.5235,110.6105,107.8573
2015-03-12,0.7705,1.0615,1.4907,1.2692,6.2614,121.28,15.366,108.1741,110.206,107.5553
2015-03-13,0.7631,1.0524,1.4755,1.2803,6.2585,121.17,15.4985,108.9174,111.0063,108.254
2015-03-16,0.7656,1.0575,1.48,1.2763,6.262,121.3,15.4225,108.6422,110.6801,108.0235
2015-03-17,0.7615,1.0605,1.4744,1.2769,6.249,121.28,15.425,108.5805,110.6272,107.9526
2015-03-18,0.7653,1.0643,1.4686,1.2771,6.2289,120.92,15.4285,108.408,110.4347,107.7968
2015-03-19,0.7618,1.0621,1.4729,1.2743,6.1955,120.9,15.3055,108.1826,110.4024,107.3882
2015-03-20,0.7759,1.0792,1.4923,1.2593,6.2037,120.28,15.05,107.1671,108.977,106.7447
2015-03-23,0.7848,1.0928,1.4936,1.2515,6.2135,119.74,14.9565,106.5022,108.0819,106.2886
2015-03-24,0.7869,1.0908,1.487,1.251,6.2046,119.9,14.945,106.4401,108.164,106.0898
2015-03-25,0.7856,1.0986,1.4915,1.2513,6.2116,119.37,14.933,106.2636,107.7748,106.112
2015-03-26,0.7836,1.0919,1.4844,1.2469,6.2103,119.01,15.0855,106.5582,107.9738,106.5004
2015-03-27,0.7754,1.0891,1.4878,1.2579,6.2145,119.15,15.172,106.8916,108.363,106.785
2015-03-30,0.7645,1.0818,1.4792,1.2687,6.2065,120.11,15.249,107.3941,109.1934,106.9843
2015-03-31,0.7625,1.0741,1.485,1.2681,6.199,119.96,15.245,107.4396,109.4402,106.8414
2015-04-01,0.7615,1.0768,1.4823,1.261,6.1976,119.62,15.113,107.06,109.127,106.395
2015-04-02,0.7566,1.0874,1.4842,1.2584,6.1968,119.74,15.0635,106.6738,108.6261,106.1117
2015-04-03,0.7645,1.099,1.4916,1.2465,6.193,118.96,14.8025,105.8861,107.654,105.4879
2015-04-06,0.7657,1.1008,1.4959,1.245,6.193,119.05,14.8225,105.7876,107.5275,105.4145
2015-04-07,0.7646,1.085,1.4857,1.2488,6.1955,120.36,14.92,106.4488,108.5398,105.7542
2015-04-08,0.7715,1.0818,1.4924,1.2508,6.202,119.96,14.9065,106.4231,108.5743,105.6721
2015-04-09,0.7706,1.0671,1.4739,1.258,6.205,120.32,15.055,107.0335,109.5995,105.9034
2015-04-10,0.7674,1.0598,1.4648,1.2596,6.2082,120.29,15.167,107.4526,110.0508,106.2975
2015-04-13,0.7579,1.0582,1.4658,1.2603,6.2152,120.32,15.311,107.7508,110.1537,106.7806
2015-04-14,0.7638,1.0672,1.479,1.2476,6.2113,119.26,15.2135,107.0547,109.1724,106.3422
2015-04-15,0.761,1.0596,1.4782,1.2378,6.2037,119.23,15.361,107.1855,109.2472,106.5271
2015-04-16,0.7796,1.0742,1.4923,1.2206,6.1947,119.18,15.216,106.2761,107.9404,105.98
2015-04-17,0.7776,1.078,1.4942,1.2225,6.1976,119.02,15.319,106.329,107.795,106.2208
2015-04-20,0.7727,1.0763,1.4913,1.2203,6.2014,119.27,15.394,106.4902,107.8895,106.447
2015-04-21,0.7741,1.0758,1.4944,1.2274,6.201,119.45,15.381,106.5582,108.0635,106.4157
2015-04-22,0.7771,1.0729,1.5027,1.225,6.1927,119.9,15.4275,106.5815,108.1739,106.3569
2015-04-23,0.7782,1.0803,1.5047,1.2148,6.1975,119.69,15.3305,106.1658,107.5166,106.1648
2015-04-24,0.7825,1.0876,1.5176,1.2168,6.193,118.98,15.3825,105.905,107.0775,106.0701
2015-04-27,0.7859,1.0892,1.5235,1.2106,6.2185,119.12,15.3175,105.6891,106.8125,105.8983
2015-04-28,0.8017,1.0979,1.5328,1.2021,6.2035,118.8,15.2185,105.1234,106.0934,105.4718
2015-04-29,0.8065,1.1174,1.5485,1.1955,6.1989,118.83,15.168,104.5634,104.9549,105.4601
2015-04-30,0.7867,1.1162,1.5328,1.2116,6.2018,119.86,15.3855,105.312,105.7635,106.16
2015-05-01,0.7813,1.1194,1.5137,1.2191,6.2018,120.21,15.565,105.6382,106.0122,106.5648
2015-05-04,0.7839,1.1145,1.5118,1.2108,6.2085,120.25,15.512,105.6679,105.9943,106.6408
2015-05-05,0.7941,1.1174,1.5178,1.2038,6.2058,119.87,15.341,105.2396,105.5267,106.2453
2015-05-06,0.8005,1.1345,1.5244,1.2007,6.2001,119.42,15.2945,104.6935,104.6322,106.0303
2015-05-07,0.7914,1.1283,1.5223,1.2139,6.2063,119.74,15.3325,105.1941,105.3027,106.3721
2015-05-08,0.7914,1.1241,1.5455,1.2086,6.2084,119.78,15.121,104.8424,105.1796,105.7949
2015-05-11,0.7899,1.1142,1.5593,1.2107,6.2086,120.05,15.2855,105.3075,105.5671,106.3407
2015-05-12,0.7989,1.124,1.5685,1.1987,6.2086,119.8,15.298,104.8924,104.74,106.3203
2015-05-13,0.8118,1.1372,1.5748,1.195,6.2043,119.09,15.2385,104.3608,103.9351,106.0493
2015-05-14,0.8082,1.1368,1.5766,1.1991,6.2013,119.2,15.116,104.2359,104.062,105.6767
2015-05-15,0.8053,1.1428,1.5772,1.2009,6.2051,119.36,14.997,104.0202,103.9365,105.3707
2015-05-18,0.8001,1.1354,1.5679,1.215,6.2041,119.82,15.128,104.6068,104.717,105.7761
2015-05-19,0.7918,1.1151,1.5523,1.2213,6.2064,120.58,15.191,105.3448,105.9246,106.0698
2015-05-20,0.7877,1.1079,1.5544,1.2212,6.2036,121.28,15.19,105.5605,106.2816,106.1524
2015-05-21,0.7888,1.1126,1.5672,1.2201,6.1958,121.06,15.258,105.3808,105.9227,106.1427
2015-05-22,0.7828,1.1033,1.5484,1.2288,6.1972,121.45,15.2915,105.8487,106.7461,106.2754
2015-05-25,,,,,,,,,,
2015-05-26,0.7738,1.0876,1.5398,1.2428,6.2038,123.08,15.331,106.7294,108.0253,106.7873
2015-05-27,0.7712,1.0888,1.5324,1.2483,6.2011,123.76,15.357,106.908,108.2722,106.9031
2015-05-28,0.7631,1.0914,1.5291,1.2474,6.2002,124.18,15.3765,106.92,108.2325,106.9643
2015-05-29,0.7659,1.0994,1.5286,1.2466,6.198,123.98,15.3688,106.7388,107.8572,106.9655
2015-06-01,0.7613,1.0913,1.5187,1.2547,6.1985,124.64,15.4685,107.2238,108.5802,107.2302
2015-06-02,0.7748,1.113,1.5331,1.2425,6.198,124.19,15.4345,106.4507,107.1617,107.0631
2015-06-03,0.7803,1.1285,1.5351,1.2437,6.1976,124.06,15.4555,106.1443,106.5491,107.0474
2015-06-04,0.7673,1.1271,1.5367,1.2477,6.2006,124.56,15.5575,106.4725,106.7979,107.4563
2015-06-05,0.7622,1.1108,1.5267,1.2488,6.2024,125.58,15.6925,107.1336,107.7057,107.8877
2015-06-08,0.765,1.1232,1.528,1.2435,6.2053,125.08,15.6735,106.7693,106.9774,107.8702
2015-06-09,0.7685,1.1284,1.5383,1.2316,6.2047,124.16,15.553,106.2238,106.2691,107.4757
2015-06-10,0.7749,1.1307,1.553,1.2267,6.2055,122.72,15.461,105.8037,105.7583,107.1386
2015-06-11,0.7726,1.1236,1.5493,1.2314,6.2065,123.62,15.399,106.0934,106.3033,107.1841
2015-06-12,0.7742,1.1278,1.5587,1.2306,6.2081,123.23,15.3975,105.9015,105.9412,107.155
2015-06-15,0.7767,1.1266,1.5572,1.2321,6.208,123.38,15.419,105.9989,106.0935,107.2002
2015-06-16,0.7753,1.1238,1.5637,1.2328,6.2085,123.39,15.423,106.0473,106.1548,107.2368
2015-06-17,0.7667,1.1244,1.5708,1.2307,6.2086,124.25,15.43,106.058,106.1295,107.2825
2015-06-18,0.7831,1.1404,1.5882,1.2206,6.2075,122.87,15.271,105.102,104.9065,106.5745
2015-06-19,0.7758,1.1335,1.5881,1.2273,6.2085,122.7,15.344,105.4496,105.335,106.8476
2015-06-22,0.7745,1.1378,1.5823,1.2286,6.2085,123.28,15.3265,105.3846,105.3168,106.7363
2015-06-23,0.7739,1.119,1.5751,1.2326,6.2066,123.71,15.397,105.9678,106.2894,106.949
2015-06-24,0.7689,1.1178,1.5681,1.2413,6.2061,124.24,15.445,106.2522,106.6979,107.1172
2015-06-25,0.7741,1.1196,1.5728,1.2346,6.2084,123.63,15.486,106.1515,106.3471,107.2569
2015-06-26,0.765,1.1156,1.5739,1.2358,6.208,123.92,15.563,106.4116,106.5802,107.5464
2015-06-29,0.7677,1.118,1.5764,1.238,6.2085,122.5,15.6555,106.3785,106.3085,107.7444
2015-06-30,0.7704,1.1154,1.5727,1.2473,6.2,122.1,15.6902,106.5191,106.6463,107.6951
2015-07-01,0.7664,1.1084,1.5617,1.2559,6.2008,123.02,15.778,107.0101,107.3891,107.9486
2015-07-02,0.763,1.109,1.5614,1.2566,6.2044,123.14,15.6895,106.9106,107.4191,107.7232
2015-07-03,,,,,,,,,,
2015-07-06,0.7521,1.1076,1.5619,1.2623,6.2089,122.53,15.743,107.1343,107.5821,108.008
2015-07-07,0.7435,1.0952,1.5443,1.2742,6.2097,122.16,15.833,107.785,108.5102,108.4001
2015-07-08,0.7445,1.1072,1.5353,1.2724,6.2087,120.54,15.811,107.4734,107.8753,108.3955
2015-07-09,0.7438,1.1025,1.5375,1.2727,6.2086,121.22,15.794,107.5595,108.1458,108.3051
2015-07-10,0.7427,1.115,1.5503,1.2713,6.2092,122.75,15.7305,107.213,107.676,108.0731
2015-07-13,0.7407,1.102,1.5518,1.2762,6.2081,123.35,15.7295,107.5849,108.3903,108.1207
2015-07-14,0.745,1.1015,1.5584,1.2746,6.2088,123.39,15.6715,107.4843,108.2885,108.02
2015-07-15,0.7366,1.0965,1.5621,1.2935,6.2082,123.89,15.774,108.0149,109.0365,108.3493
2015-07-16,0.743,1.0898,1.5601,1.2938,6.2094,124.04,15.7985,108.1726,109.3284,108.381
2015-07-17,0.7371,1.0848,1.5624,1.2997,6.2085,124.0,15.916,108.5374,109.7069,108.7372
2015-07-20,0.738,1.085,1.5587,1.2982,6.2095,124.24,15.9885,108.6944,109.7237,109.0296
2015-07-21,0.7429,1.0927,1.555,1.2958,6.2095,123.93,15.9565,108.3893,109.3146,108.8201
2015-07-22,0.7368,1.0884,1.5617,1.3023,6.2093,124.08,16.1065,108.7817,109.6498,109.2719
2015-07-23,0.7375,1.0976,1.5533,1.303,6.2091,123.88,16.1325,108.7565,109.3355,109.5237
2015-07-24,0.7279,1.0976,1.5514,1.3059,6.2095,123.74,16.2265,109.0174,109.4717,109.9077
2015-07-27,0.7304,1.1112,1.5595,1.3008,6.2091,123.24,16.2665,108.6924,108.6822,110.0284
2015-07-28,0.7325,1.1055,1.5617,1.2933,6.2084,123.52,16.2565,108.6881,108.7524,109.9516
2015-07-29,0.7307,1.1026,1.5624,1.2893,6.2089,123.86,16.1945,108.604,108.8046,109.7345
2015-07-30,0.7278,1.0914,1.5581,1.3024,6.2096,124.38,16.4755,109.4328,109.692,110.5166
2015-07-31,0.7332,1.1028,1.5634,1.3047,6.2097,123.94,16.061,108.7819,109.1606,109.7422
2015-08-03,0.7277,1.0962,1.5603,1.3141,6.2087,123.98,16.1015,109.214,109.7224,110.0547
2015-08-04,0.7419,1.0953,1.5612,1.3124,6.2086,124.0,16.166,109.2244,109.6728,110.1231
2015-08-05,0.7346,1.0868,1.5604,1.3181,6.2096,124.84,16.3775,109.842,110.3266,110.7134
2015-08-06,0.7343,1.0922,1.5521,1.3152,6.2096,124.6,16.3615,109.722,110.092,110.7024
2015-08-07,0.7393,1.0958,1.5467,1.3122,6.2087,124.27,16.178,109.4376,109.8771,110.3473
2015-08-10,0.7404,1.0994,1.5546,1.3056,6.2094,124.55,16.1535,109.1931,109.5499,110.1797
2015-08-11,0.7288,1.1042,1.5572,1.3149,6.3232,124.9,16.3335,109.9464,109.6742,111.5528
2015-08-12,0.7375,1.1198,1.5639,1.2973,6.3845,123.87,16.296,109.4655,108.3508,111.895
2015-08-13,0.7361,1.1144,1.5595,1.3078,6.3982,124.32,16.3735,109.9025,108.9191,112.2073
2015-08-14,0.7376,1.111,1.5625,1.3075,6.3908,124.27,16.3655,109.9174,109.0173,112.1399
2015-08-17,0.7386,1.1078,1.5598,1.309,6.3937,124.33,16.3995,110.1435,109.1902,112.4214
2015-08-18,0.7334,1.1028,1.5658,1.3075,6.3928,124.39,16.422,110.2504,109.3249,112.5022
2015-08-19,0.7316,1.1061,1.5645,1.3165,6.3956,124.1,16.526,110.4333,109.3724,112.8211
2015-08-20,0.7357,1.12,1.5688,1.3075,6.3875,123.54,16.663,110.1077,108.4716,113.0642
2015-08-21,0.7343,1.1356,1.5698,1.3146,6.3887,122.11,16.925,110.1443,107.8149,113.7993
2015-08-24,0.7202,1.158,1.5731,1.321,6.4029,118.56,17.0825,109.9306,106.7095,114.4939
2015-08-25,0.7183,1.141,1.5698,1.3295,6.4122,119.91,17.008,110.3394,107.8017,114.208
2015-08-26,0.7087,1.139,1.5493,1.3301,6.4083,119.07,17.089,110.5807,107.9884,114.5077
2015-08-27,0.7179,1.1239,1.5411,1.3193,6.4053,120.89,16.8815,110.4834,108.6067,113.6857
2015-08-28,0.7129,1.1172,1.5362,1.3268,6.389,121.32,16.78,110.6714,109.1362,113.5337
2015-08-31,0.71,1.1194,1.5363,1.3223,6.376,121.26,16.7315,110.5621,108.9898,113.4603
2015-09-01,0.7036,1.1263,1.5341,1.318,6.363,119.94,16.8775,110.4506,108.4947,113.732
2015-09-02,0.7011,1.1242,1.531,1.3308,6.3544,120.0,16.9415,110.7979,108.9493,113.9756
2015-09-03,0.7025,1.1104,1.5254,1.32,6.3549,120.2,16.785,110.8566,109.3071,113.7354
2015-09-04,0.6917,1.1117,1.5195,1.3272,6.3549,119.05,16.862,111.1018,109.3948,114.1411
2015-09-07,,,,,,,,,,
2015-09-08,0.7023,1.1182,1.5381,1.3193,6.3657,119.72,16.784,110.7942,108.8512,114.0668
2015-09-09,0.7024,1.1165,1.5363,1.3221,6.3768,120.94,16.8015,110.9225,109.1302,114.0451
2015-09-10,0.7086,1.1262,1.5457,1.3218,6.377,120.71,16.7575,110.6331,108.6114,113.983
2015-09-11,0.7074,1.1338,1.5426,1.3274,6.3735,120.66,16.823,110.6109,108.4732,114.0775
2015-09-14,0.7137,1.1307,1.5423,1.3265,6.3664,119.92,16.7955,110.5005,108.4258,113.9022
2015-09-15,0.7092,1.126,1.5352,1.3261,6.3685,120.3,16.768,110.6394,108.7547,113.8516
2015-09-16,0.7186,1.1304,1.5499,1.318,6.3694,120.62,16.568,110.1021,108.2337,113.2915
2015-09-17,0.7147,1.1312,1.5509,1.3186,6.3645,120.9,16.588,110.1212,108.2767,113.2867
2015-09-18,0.7222,1.1358,1.5573,1.3146,6.3628,119.85,16.5615,109.8165,107.7481,113.2038
2015-09-21,0.7125,1.1204,1.5506,1.3249,6.3676,120.46,16.6925,110.6414,108.7865,113.8235
2015-09-22,0.7078,1.1133,1.5356,1.3276,6.375,120.04,16.879,111.1967,109.2307,114.4971
2015-09-23,0.7004,1.116,1.5243,1.3313,6.3836,120.12,17.104,111.6287,109.3872,115.2122
2015-09-24,0.6998,1.1252,1.5254,1.3348,6.3818,119.54,17.062,111.4454,109.0218,115.2111
2015-09-25,0.7014,1.1192,1.5172,1.3322,6.3737,120.74,16.963,111.3725,109.4008,114.6807
2015-09-28,0.7005,1.1236,1.5208,1.336,6.3685,119.82,17.0115,111.3914,109.1899,114.9315
2015-09-29,0.7007,1.1246,1.5168,1.3414,6.3621,119.76,17.0895,111.5219,109.2777,115.1069
2015-09-30,0.702,1.1162,1.5116,1.3396,6.3556,119.81,16.898,111.3311,109.6236,114.3737
2015-10-01,0.7044,1.12,1.5162,1.324,6.3559,119.58,16.8915,111.0439,109.0188,114.4021
2015-10-02,0.7025,1.1276,1.5216,1.3213,6.3559,119.42,16.8115,110.7006,108.5839,114.147
2015-10-05,0.7088,1.12,1.5165,1.3084,6.3559,120.36,16.699,110.4445,108.7141,113.4994
2015-10-06,0.7143,1.1266,1.5227,1.3056,6.3559,120.18,16.682,110.1371,108.2561,113.3394
2015-10-07,0.7213,1.1249,1.5315,1.3038,6.3559,119.9,16.5735,109.8162,108.1607,112.7885
2015-10-08,0.7225,1.1282,1.5316,1.3017,6.3529,119.94,16.5015,109.6452,107.9648,112.6405
2015-10-09,0.7328,1.1363,1.5315,1.2945,6.345,120.3,16.4125,109.0782,107.4568,112.0077
2015-10-12,,,,,,,,,,
