date,APERMITS,ASTARTS,ACOMPLETIONS
1989-01-01,1354.3333333333333,1489.3333333333333,1533.3333333333333
1989-04-01,1359.6666666666667,1355.6666666666667,1445.6666666666667
1989-07-01,1310.3333333333333,1346.0,1384.3333333333333
1989-10-01,1377.0,1337.3333333333333,1370.6666666666667
1990-01-01,1441.0,1425.6666666666667,1401.6666666666667
1990-04-01,1103.6666666666667,1212.3333333333333,1315.3333333333333
1990-07-01,1041.0,1132.0,1304.6666666666667
1990-10-01,909.0,1042.6666666666667,1234.3333333333333
1991-01-01,850.0,894.6666666666666,1138.3333333333333
1991-04-01,957.0,1011.0,1085.3333333333333
1991-07-01,963.6666666666666,1042.3333333333333,1114.0
1991-10-01,1012.0,1087.0,1030.3333333333333
1992-01-01,1101.6666666666667,1241.0,1095.6666666666667
1992-04-01,1055.6666666666667,1152.6666666666667,1153.0
1992-07-01,1092.6666666666667,1183.6666666666667,1171.3333333333333
1992-10-01,1142.0,1228.3333333333333,1187.3333333333333
1993-01-01,1127.0,1167.6666666666667,1158.6666666666667
1993-04-01,1115.3333333333333,1266.0,1173.3333333333333
1993-07-01,1218.3333333333333,1299.0,1175.3333333333333
1993-10-01,1368.3333333333333,1433.6666666666667,1256.6666666666667
1994-01-01,1333.6666666666667,1391.0,1279.3333333333333
1994-04-01,1381.6666666666667,1466.6666666666667,1380.0
1994-07-01,1374.6666666666667,1454.3333333333333,1347.6666666666667
1994-10-01,1377.6666666666667,1472.0,1376.3333333333333
1995-01-01,1254.0,1324.0,1376.6666666666667
1995-04-01,1278.3333333333333,1287.3333333333333,1303.3333333333333
1995-07-01,1387.0,1415.3333333333333,1298.6666666666667
1995-10-01,1424.0,1417.3333333333333,1298.3333333333333
1996-01-01,1414.6666666666667,1460.6666666666667,1362.6666666666667
1996-04-01,1449.6666666666667,1495.6666666666667,1395.6666666666667
1996-07-01,1418.3333333333333,1501.3333333333333,1433.3333333333333
1996-10-01,1393.6666666666667,1417.0,1430.6666666666667
1997-01-01,1421.0,1432.6666666666667,1455.6666666666667
1997-04-01,1412.3333333333333,1476.0,1384.3333333333333
1997-07-01,1461.0,1457.6666666666667,1362.3333333333333
1997-10-01,1474.6666666666667,1532.0,1414.6666666666667
1998-01-01,1602.3333333333333,1558.6666666666667,1411.3333333333333
1998-04-01,1550.6666666666667,1572.3333333333333,1476.6666666666667
1998-07-01,1613.6666666666667,1631.3333333333333,1508.3333333333333
1998-10-01,1711.0,1722.3333333333333,1496.3333333333333
1999-01-01,1705.6666666666667,1709.3333333333333,1577.0
1999-04-01,1647.3333333333333,1574.3333333333333,1617.0
1999-07-01,1634.6666666666667,1650.6666666666667,1601.0
1999-10-01,1668.0,1654.6666666666667,1616.0
2000-01-01,1690.0,1659.0,1651.6666666666667
2000-04-01,1570.6666666666667,1586.6666666666667,1607.3333333333333
2000-07-01,1554.6666666666667,1503.6666666666667,1532.0
2000-10-01,1578.0,1544.0,1524.3333333333333
2001-01-01,1671.3333333333333,1605.0,1487.3333333333333
2001-04-01,1652.3333333333333,1630.0,1575.0
2001-07-01,1592.6666666666667,1599.6666666666667,1582.6666666666667
2001-10-01,1632.3333333333333,1570.0,1615.6666666666667
2002-01-01,1714.3333333333333,1723.0,1620.6666666666667
2002-04-01,1714.3333333333333,1691.0,1639.6666666666667
2002-07-01,1745.3333333333333,1697.3333333333333,1659.3333333333333
2002-10-01,1822.0,1729.6666666666667,1663.3333333333333
2003-01-01,1806.3333333333333,1736.0,1660.0
2003-04-01,1837.6666666666667,1753.6666666666667,1678.6666666666667
2003-07-01,1937.3333333333333,1889.6666666666667,1656.3333333333333
2003-10-01,1972.3333333333333,2035.6666666666667,1712.0
2004-01-01,1994.6666666666667,1918.3333333333333,1740.3333333333333
2004-04-01,2080.0,1937.3333333333333,1896.0
2004-07-01,2069.6666666666665,1977.0,1862.6666666666667
2004-10-01,2086.0,1965.3333333333333,1839.3333333333333
2005-01-01,2105.0,2071.6666666666665,1862.3333333333333
2005-04-01,2137.6666666666665,2051.3333333333335,1998.3333333333333
2005-07-01,2228.3333333333335,2100.0,1920.0
2005-10-01,2169.3333333333335,2068.6666666666665,1936.6666666666667
2006-01-01,2157.0,2120.3333333333335,2109.6666666666665
2006-04-01,1923.3333333333333,1855.0,2006.0
2006-07-01,1713.3333333333333,1702.3333333333333,1940.6666666666667
2006-10-01,1581.0,1570.0,1899.6666666666667
2007-01-01,1606.6666666666667,1461.3333333333333,1695.0
2007-04-01,1456.6666666666667,1451.0,1518.6666666666667
2007-07-01,1314.3333333333333,1289.0,1467.3333333333333
2007-10-01,1188.3333333333333,1166.0,1374.3333333333333
2008-01-01,1025.0,1064.0,1266.6666666666667
2008-04-01,1061.0,1010.6666666666666,1102.0
2008-07-01,858.6666666666666,862.3333333333334,1088.0
2008-10-01,638.6666666666666,663.0,1050.6666666666667
2009-01-01,538.6666666666666,525.6666666666666,811.6666666666666
2009-04-01,559.3333333333334,534.3333333333334,820.3333333333334
2009-07-01,606.6666666666666,588.3333333333334,770.0
2009-10-01,623.3333333333334,567.6666666666666,780.0
2010-01-01,657.6666666666666,618.0,664.6666666666666
2010-04-01,599.6666666666666,602.0,777.6666666666666
2010-07-01,574.0,579.6666666666666,598.6666666666666
2010-10-01,583.3333333333334,542.3333333333334,574.0
2011-01-01,567.0,582.3333333333334,575.3333333333334
2011-04-01,611.6666666666666,574.3333333333334,559.0
2011-07-01,626.0,619.3333333333334,617.0
2011-10-01,691.3333333333334,671.6666666666666,587.0
2012-01-01,752.0,707.3333333333334,562.6666666666666
2012-04-01,774.0,739.3333333333334,640.6666666666666
2012-07-01,873.0,780.3333333333334,670.6666666666666
2012-10-01,915.0,908.0,691.6666666666666
2013-01-01,952.0,953.3333333333334,753.0
2013-04-01,985.6666666666666,868.0,718.6666666666666
2013-07-01,988.3333333333334,882.3333333333334,775.0
2013-10-01,1026.0,1009.0,806.0
2014-01-01,1027.3333333333333,934.0,869.0
2014-04-01,1039.3333333333333,987.0,841.6666666666666
2014-07-01,1066.6666666666667,1030.6666666666667,907.3333333333334
2014-10-01,1075.0,1049.3333333333333,912.6666666666666
2015-01-01,1082.6666666666667,977.0,866.0
2015-04-01,1272.3333333333333,1158.0,991.6666666666666
2015-07-01,1149.6666666666667,1166.6666666666667,1000.6666666666666
2015-10-01,1205.0,1125.3333333333333,1002.6666666666666
2016-01-01,1153.6666666666667,1142.6666666666667,1032.0
2016-04-01,1191.0,1171.3333333333333,1018.0
2016-07-01,1234.0,1159.3333333333333,1053.6666666666667
2016-10-01,1244.0,1235.0,1138.3333333333333
2017-01-01,1269.6666666666667,1217.0,1125.3333333333333
2017-04-01,1270.6666666666667,1184.0,1158.3333333333333
2017-07-01,1282.6666666666667,1182.0,1131.0
2017-10-01,1322.0,1235.6666666666667,1192.6666666666667
2018-01-01,1341.0,1298.0,1225.6666666666667
2018-04-01,1353.6666666666667,1275.0,1232.6666666666667
2018-07-01,1307.0,1248.6666666666667,1199.6666666666667
2018-10-01,1309.6666666666667,1165.6666666666667,1102.0
2019-01-01,1278.3333333333333,1179.3333333333333,1288.0
2019-04-01,1322.6666666666667,1269.3333333333333,1235.6666666666667
2019-07-01,1443.3333333333333,1308.6666666666667,1227.3333333333333
2019-10-01,1500.3333333333333,1408.6666666666667,1287.6666666666667
2020-01-01,1432.0,1465.3333333333333,1260.6666666666667
