date,Close,High,Low,Open,Volume
2025-12-17,6721.43017578125,6812.259765625,6720.43017578125,6802.8798828125,5122120000
2025-12-18,6774.759765625,6816.1298828125,6758.5,6778.06005859375,5101190000
2025-12-19,6834.5,6840.02001953125,6792.6201171875,6792.6201171875,8554470000
2025-12-22,6878.490234375,6882.02978515625,6855.740234375,6865.2099609375,4465030000
2025-12-23,6909.7900390625,6910.8798828125,6868.81005859375,6872.41015625,3820560000
2025-12-24,6932.0498046875,6937.31982421875,6904.91015625,6904.91015625,1798270000
2025-12-26,6929.93994140625,6945.77001953125,6921.60009765625,6936.02001953125,2586550000
2025-12-29,6905.740234375,6920.2099609375,6888.759765625,6903.60009765625,3541750000
2025-12-30,6896.240234375,6913.25,6893.47021484375,6900.43994140625,3309930000
2025-12-31,6845.5,6901.419921875,6844.5498046875,6898.81982421875,3261830000
2026-01-02,6858.47021484375,6894.8701171875,6824.31005859375,6878.10986328125,4184120000
2026-01-05,6902.0498046875,6920.3798828125,6891.56005859375,6892.18994140625,5771930000
2026-01-06,6944.81982421875,6948.68994140625,6904.02001953125,6908.02978515625,5509680000
2026-01-07,6920.93017578125,6965.68994140625,6919.18994140625,6945.06982421875,5214480000
2026-01-08,6921.4599609375,6931.27978515625,6899.330078125,6914.10986328125,5333200000
2026-01-09,6966.27978515625,6978.35986328125,6917.64013671875,6927.830078125,5163900000
2026-01-12,6977.27001953125,6986.330078125,6934.06982421875,6944.1201171875,5019040000
2026-01-13,6963.740234375,6985.830078125,6938.77001953125,6977.41015625,5091730000
2026-01-14,6926.60009765625,6941.2998046875,6885.740234375,6937.41015625,5530830000
2026-01-15,6944.47021484375,6979.33984375,6937.93017578125,6969.4599609375,5114050000
2026-01-16,6940.009765625,6967.2998046875,6925.08984375,6960.5400390625,5356550000
2026-01-20,6796.85986328125,6871.169921875,6789.0498046875,6865.240234375,5769500000
2026-01-21,6875.6201171875,6910.39013671875,6804.9599609375,6810.7099609375,5835520000
2026-01-22,6913.35009765625,6934.75,6893.6201171875,6914.43994140625,5307580000
2026-01-23,6915.60986328125,6932.9599609375,6895.5,6907.85009765625,4871930000
2026-01-26,6950.22998046875,6964.66015625,6921.60009765625,6923.22998046875,4968050000
2026-01-27,6978.60009765625,6988.81982421875,6958.830078125,6965.9599609375,5331720000
2026-01-28,6978.02978515625,7002.27978515625,6963.4599609375,7002.0,5507670000
2026-01-29,6969.009765625,6992.83984375,6870.7998046875,6977.740234375,6877780000
2026-01-30,6939.02978515625,6964.08984375,6893.47998046875,6947.27001953125,6697340000
2026-02-02,6976.43994140625,6991.919921875,6914.33984375,6916.64013671875,5772050000
2026-02-03,6917.81005859375,6993.080078125,6862.0498046875,6985.4501953125,7017660000
2026-02-04,6882.72021484375,6936.08984375,6838.7998046875,6924.5,7475750000
2026-02-05,6798.39990234375,6857.85009765625,6780.1298828125,6837.39013671875,6989120000
2026-02-06,6932.2998046875,6944.89013671875,6816.740234375,6816.740234375,6283680000
2026-02-09,6964.81982421875,6980.10009765625,6905.8701171875,6917.259765625,5650260000
2026-02-10,6941.81005859375,6986.830078125,6937.52978515625,6974.490234375,5595950000
2026-02-11,6941.47021484375,6993.47998046875,6911.97021484375,6976.47998046875,6175510000
2026-02-12,6832.759765625,6973.22021484375,6824.0400390625,6957.5400390625,7118700000
2026-02-13,6836.169921875,6881.9599609375,6794.5498046875,6834.27001953125,5718360000
2026-02-17,6843.22021484375,6866.990234375,6775.5,6819.85986328125,5418480000
2026-02-18,6881.31005859375,6909.1201171875,6849.66015625,6855.47998046875,5098160000
2026-02-19,6861.89013671875,6879.1201171875,6833.06005859375,6861.33984375,5151690000
2026-02-20,6909.509765625,6915.85986328125,6836.330078125,6843.259765625,5432480000
2026-02-23,6837.75,6916.9599609375,6819.81982421875,6901.25,5638350000
2026-02-24,6890.06982421875,6899.169921875,6815.43017578125,6837.3701171875,5266090000
2026-02-25,6946.1298828125,6952.509765625,6915.14990234375,6915.14990234375,5328060000
2026-02-26,6908.85986328125,6947.25,6859.72998046875,6944.740234375,5889550000
2026-02-27,6878.8798828125,6882.9599609375,6831.740234375,6856.5400390625,6665660000
2026-03-02,6881.6201171875,6901.009765625,6796.85009765625,6824.35986328125,6079080000
2026-03-03,6816.6298828125,6840.0498046875,6710.419921875,6800.259765625,6442080000
2026-03-04,6869.5,6885.93994140625,6811.64013671875,6831.68994140625,5252170000
2026-03-05,6830.7099609375,6870.43017578125,6770.77978515625,6851.080078125,5989300000
2026-03-06,6740.02001953125,6773.419921875,6711.56005859375,6769.02978515625,5793120000
2026-03-09,6795.990234375,6810.43994140625,6636.0400390625,6699.7998046875,6709410000
2026-03-10,6781.47998046875,6845.080078125,6759.740234375,6796.56005859375,5944950000
2026-03-11,6775.7998046875,6811.14990234375,6745.58984375,6790.08984375,5511090000
2026-03-12,6672.6201171875,6740.8798828125,6670.39990234375,6740.8798828125,6292170000
2026-03-13,6632.18994140625,6733.2998046875,6623.919921875,6673.490234375,5337120000
2026-03-16,6699.3798828125,6729.7900390625,6674.3701171875,6674.3701171875,5176290000
2026-03-17,6716.08984375,6754.2998046875,6710.7998046875,6722.35009765625,5063390000
2026-03-18,6624.7001953125,6705.18017578125,6621.66015625,6697.16015625,5275480000
2026-03-19,6606.490234375,6636.740234375,6557.81982421875,6583.1201171875,5973390000
2026-03-20,6506.47998046875,6594.66015625,6473.52001953125,6594.66015625,10025820000
2026-03-23,6581.0,6651.6201171875,6565.5498046875,6574.9599609375,6020650000
2026-03-24,6556.3701171875,6595.75,6525.10986328125,6552.08984375,5278580000
2026-03-25,6591.89990234375,6633.93994140625,6568.41015625,6598.35009765625,4936720000
2026-03-26,6477.16015625,6573.22021484375,6473.7900390625,6555.85986328125,4845560000
2026-03-27,6368.85009765625,6453.89013671875,6356.080078125,6453.89013671875,5303490000
2026-03-30,6343.72021484375,6427.31005859375,6316.91015625,6403.3701171875,5458640000
2026-03-31,6528.52001953125,6539.0498046875,6395.8798828125,6395.8798828125,6396100000
2026-04-01,6575.31982421875,6609.669921875,6554.2900390625,6556.56005859375,5637260000
2026-04-02,6582.68994140625,6601.91015625,6474.93994140625,6512.60986328125,4740740000
2026-04-06,6611.830078125,6618.1298828125,6579.72021484375,6587.66015625,3906440000
2026-04-07,6616.85009765625,6618.259765625,6534.5498046875,6601.93017578125,4555680000
2026-04-08,6782.81005859375,6793.5,6740.27978515625,6754.35986328125,5904880000
2026-04-09,6824.66015625,6835.31005859375,6761.5498046875,6783.68994140625,4912410000
2026-04-10,6816.89013671875,6845.77001953125,6808.4599609375,6839.240234375,4393220000
2026-04-13,6886.240234375,6887.0,6790.02001953125,6806.47021484375,4785840000
2026-04-14,6967.3798828125,6969.419921875,6905.169921875,6910.2001953125,5032380000
2026-04-15,7022.9501953125,7026.240234375,6967.1298828125,6978.169921875,5278610000
2026-04-16,7041.27978515625,7051.22998046875,7008.52001953125,7037.77978515625,5173650000
2026-04-17,7126.06005859375,7147.52001953125,7074.5498046875,7074.5498046875,6145300000
2026-04-20,7109.14013671875,7122.64990234375,7084.41015625,7117.0498046875,4661130000
2026-04-21,7064.009765625,7137.27001953125,7050.2001953125,7122.64013671875,5160270000
