date,Canada,Mexico,China,Asia ex. China,European Union
1995-08-01,-0.218141,-0.142722,-0.447541,-1.30886,
1995-09-01,-0.222454,-0.159793,-0.44743,-1.28846,
1995-10-01,-0.224016,-0.176654,-0.447581,-1.25745,
1995-11-01,-0.220337,-0.193602,-0.444149,-1.22486,
1995-12-01,-0.22438,-0.2069,-0.442239,-1.18389,
1996-01-01,-0.23015,-0.214095,-0.440919,-1.17354,
1996-02-01,-0.228415,-0.215929,-0.445459,-1.16367,
1996-03-01,-0.230961,-0.210919,-0.442734,-1.12572,
1996-04-01,-0.23169,-0.213706,-0.442746,-1.105,
1996-05-01,-0.246096,-0.214665,-0.443799,-1.07542,
1996-06-01,-0.253907,-0.214234,-0.445826,-1.04071,
1996-07-01,-0.261347,-0.215322,-0.449957,-1.02921,
1996-08-01,-0.270836,-0.220313,-0.457868,-1.00187,
1996-09-01,-0.27124,-0.222026,-0.469522,-1.00022,
1996-10-01,-0.265417,-0.221982,-0.483073,-0.994847,
1996-11-01,-0.264409,-0.218088,-0.483814,-0.981321,
1996-12-01,-0.268569,-0.216833,-0.489516,-0.987965,
1997-01-01,-0.267737,-0.214987,-0.499376,-0.986647,
1997-02-01,-0.268737,-0.212505,-0.508582,-0.990265,
1997-03-01,-0.266239,-0.214998,-0.516237,-0.994171,
1997-04-01,-0.256541,-0.210793,-0.52672,-0.995761,
1997-05-01,-0.243959,-0.20992,-0.532184,-0.987742,
1997-06-01,-0.232511,-0.203936,-0.540975,-1.00388,
1997-07-01,-0.223104,-0.197687,-0.548495,-1.00632,
1997-08-01,-0.210902,-0.18911,-0.55058,-1.01763,
1997-09-01,-0.200955,-0.186167,-0.55714,-1.03703,
1997-10-01,-0.193938,-0.182924,-0.557651,-1.05027,
1997-11-01,-0.189341,-0.175142,-0.568088,-1.06013,
1997-12-01,-0.180326,-0.16962,-0.579371,-1.06972,-0.197781
1998-01-01,-0.169676,-0.16301,-0.581799,-1.07751,-0.191913
1998-02-01,-0.165006,-0.154541,-0.581186,-1.09977,-0.195761
1998-03-01,-0.161392,-0.152456,-0.591775,-1.14475,-0.211232
1998-04-01,-0.162994,-0.152237,-0.598258,-1.17309,-0.230261
1998-05-01,-0.160817,-0.149787,-0.605833,-1.21395,-0.231152
1998-06-01,-0.15653,-0.152986,-0.608277,-1.25101,-0.247418
1998-07-01,-0.161357,-0.154196,-0.614423,-1.28192,-0.254715
1998-08-01,-0.164353,-0.162209,-0.620493,-1.31933,-0.261847
1998-09-01,-0.172983,-0.162131,-0.622057,-1.32819,-0.270151
1998-10-01,-0.181455,-0.166023,-0.623094,-1.33836,-0.282915
1998-11-01,-0.18386,-0.168772,-0.630387,-1.35758,-0.302547
1998-12-01,-0.183736,-0.174952,-0.62811,-1.35898,-0.315369
1999-01-01,-0.197161,-0.181228,-0.632591,-1.36036,-0.32017
1999-02-01,-0.209335,-0.19535,-0.641457,-1.36524,-0.337973
1999-03-01,-0.22239,-0.205034,-0.642224,-1.37519,-0.349059
1999-04-01,-0.231379,-0.207975,-0.644497,-1.37613,-0.349114
1999-05-01,-0.240635,-0.214979,-0.647965,-1.38352,-0.365453
1999-06-01,-0.256286,-0.224045,-0.654774,-1.4056,-0.384916
1999-07-01,-0.269538,-0.231841,-0.66084,-1.4215,-0.398339
1999-08-01,-0.287197,-0.235109,-0.667724,-1.42799,-0.419106
1999-09-01,-0.29627,-0.240234,-0.674479,-1.44924,-0.435793
1999-10-01,-0.307945,-0.237386,-0.687944,-1.47304,-0.441657
1999-11-01,-0.321591,-0.242172,-0.699567,-1.51316,-0.462585
1999-12-01,-0.333423,-0.236862,-0.713103,-1.54696,-0.469622
2000-01-01,-0.347807,-0.237682,-0.721494,-1.57249,-0.491414
2000-02-01,-0.355057,-0.236351,-0.727841,-1.60463,-0.506939
2000-03-01,-0.369087,-0.231158,-0.733779,-1.62589,-0.538569
2000-04-01,-0.385769,-0.227073,-0.740331,-1.65245,-0.549563
2000-05-01,-0.401697,-0.2251,-0.74669,-1.68956,-0.566573
2000-06-01,-0.417175,-0.224358,-0.757742,-1.69486,-0.558659
2000-07-01,-0.431088,-0.22134,-0.766274,-1.71195,-0.559161
2000-08-01,-0.439442,-0.216803,-0.779696,-1.73423,-0.562976
2000-09-01,-0.45338,-0.221168,-0.79419,-1.73931,-0.563921
2000-10-01,-0.469104,-0.229237,-0.810033,-1.76569,-0.580987
2000-11-01,-0.484032,-0.230322,-0.817252,-1.76715,-0.583227
2000-12-01,-0.506362,-0.2398,-0.817957,-1.77598,-0.572927
2001-01-01,-0.531574,-0.243118,-0.826379,-1.78355,-0.589788
2001-02-01,-0.54683,-0.238596,-0.818167,-1.75857,-0.588101
2001-03-01,-0.552434,-0.245121,-0.821526,-1.73465,-0.576447
2001-04-01,-0.555381,-0.25177,-0.823236,-1.71949,-0.587185
2001-05-01,-0.558548,-0.256419,-0.819371,-1.68009,-0.586029
2001-06-01,-0.552562,-0.260496,-0.811547,-1.65369,-0.584263
2001-07-01,-0.545088,-0.2698,-0.808487,-1.62527,-0.600506
2001-08-01,-0.541472,-0.275715,-0.801818,-1.59833,-0.600406
2001-09-01,-0.537918,-0.278935,-0.797988,-1.56117,-0.593061
2001-10-01,-0.526191,-0.279846,-0.796799,-1.5349,-0.602344
2001-11-01,-0.517177,-0.284221,-0.791485,-1.50709,-0.604461
2001-12-01,-0.499262,-0.283827,-0.785082,-1.47124,-0.610684
2002-01-01,-0.474566,-0.284985,-0.779618,-1.45021,-0.602915
2002-02-01,-0.463101,-0.295982,-0.790921,-1.45055,-0.61051
2002-03-01,-0.453319,-0.301446,-0.788136,-1.43506,-0.615255
2002-04-01,-0.449861,-0.309466,-0.798154,-1.43831,-0.629197
2002-05-01,-0.446163,-0.314531,-0.814209,-1.43841,-0.646822
2002-06-01,-0.439074,-0.315523,-0.829967,-1.425,-0.665819
2002-07-01,-0.439835,-0.318624,-0.845132,-1.42045,-0.68375
2002-08-01,-0.436611,-0.324652,-0.867792,-1.41231,-0.696989
2002-09-01,-0.437629,-0.324962,-0.881505,-1.4241,-0.722348
2002-10-01,-0.442689,-0.331359,-0.881881,-1.40737,-0.726521
2002-11-01,-0.439683,-0.333557,-0.908587,-1.41855,-0.738464
2002-12-01,-0.440715,-0.339889,-0.943056,-1.45928,-0.784094
2003-01-01,-0.444612,-0.346192,-0.962924,-1.47934,-0.797781
2003-02-01,-0.44402,-0.355101,-0.969984,-1.47266,-0.811482
2003-03-01,-0.451157,-0.358985,-0.985611,-1.4851,-0.828009
2003-04-01,-0.447361,-0.358999,-0.999234,-1.48989,-0.830486
2003-05-01,-0.439197,-0.357981,-1.01251,-1.48663,-0.833657
2003-06-01,-0.440757,-0.35836,-1.02224,-1.49362,-0.846837
2003-07-01,-0.445689,-0.355965,-1.03614,-1.49212,-0.841328
2003-08-01,-0.448788,-0.355913,-1.03966,-1.46795,-0.840032
2003-09-01,-0.449508,-0.35566,-1.05603,-1.46406,-0.85085
2003-10-01,-0.44943,-0.353992,-1.08778,-1.46658,-0.855526
2003-11-01,-0.449425,-0.353852,-1.08589,-1.44433,-0.849482
2003-12-01,-0.450979,-0.354773,-1.08285,-1.41695,-0.854213
2004-01-01,-0.455212,-0.353459,-1.09562,-1.39939,-0.848188
2004-02-01,-0.461971,-0.349574,-1.09625,-1.39545,-0.856859
2004-03-01,-0.46625,-0.346831,-1.11386,-1.39873,-0.867751
2004-04-01,-0.477858,-0.344,-1.12995,-1.38821,-0.877731
2004-05-01,-0.48771,-0.345627,-1.14335,-1.3896,-0.878353
2004-06-01,-0.512451,-0.354457,-1.17183,-1.40836,-0.890126
2004-07-01,-0.516976,-0.354658,-1.19561,-1.41672,-0.88625
2004-08-01,-0.525633,-0.355537,-1.22052,-1.45428,-0.90073
2004-09-01,-0.524688,-0.358867,-1.23839,-1.47011,-0.89395
2004-10-01,-0.529076,-0.364893,-1.25756,-1.48215,-0.890793
2004-11-01,-0.54409,-0.370085,-1.29963,-1.52454,-0.912792
2004-12-01,-0.544041,-0.369652,-1.32781,-1.53233,-0.906154
2005-01-01,-0.546418,-0.365496,-1.35147,-1.54264,-0.91419
2005-02-01,-0.546968,-0.363102,-1.38862,-1.5553,-0.915397
2005-03-01,-0.542576,-0.363636,-1.40027,-1.55884,-0.908856
2005-04-01,-0.538653,-0.371309,-1.4156,-1.55946,-0.901808
2005-05-01,-0.537844,-0.374494,-1.43664,-1.57045,-0.914012
2005-06-01,-0.520451,-0.372921,-1.45645,-1.5684,-0.913223
2005-07-01,-0.521205,-0.371214,-1.47034,-1.56868,-0.920621
2005-08-01,-0.524953,-0.37298,-1.48772,-1.5676,-0.929045
2005-09-01,-0.541826,-0.373546,-1.51532,-1.56829,-0.943288
2005-10-01,-0.566396,-0.374536,-1.53615,-1.57193,-0.958466
2005-11-01,-0.577105,-0.377459,-1.54276,-1.56448,-0.960926
2005-12-01,-0.601876,-0.382365,-1.55119,-1.56416,-0.954452
2006-01-01,-0.617303,-0.394768,-1.56377,-1.57189,-0.963416
2006-02-01,-0.617158,-0.401736,-1.55519,-1.57096,-0.953745
2006-03-01,-0.615701,-0.408659,-1.56831,-1.57244,-0.956678
2006-04-01,-0.615364,-0.409922,-1.57774,-1.57878,-0.953767
2006-05-01,-0.617924,-0.416025,-1.58492,-1.5961,-0.954825
2006-06-01,-0.619943,-0.423917,-1.59257,-1.59925,-0.939189
2006-07-01,-0.616571,-0.433372,-1.60072,-1.61444,-0.941115
2006-08-01,-0.608076,-0.446566,-1.61875,-1.62771,-0.936676
2006-09-01,-0.591715,-0.456941,-1.63345,-1.62041,-0.910517
2006-10-01,-0.560848,-0.458121,-1.65565,-1.61697,-0.88826
2006-11-01,-0.540582,-0.463046,-1.68163,-1.59845,-0.869914
2006-12-01,-0.519675,-0.467185,-1.69481,-1.58234,-0.858584
2007-01-01,-0.507597,-0.464971,-1.71174,-1.5715,-0.833699
2007-02-01,-0.502313,-0.465941,-1.739,-1.55868,-0.819273
2007-03-01,-0.499764,-0.473515,-1.74418,-1.54432,-0.802556
2007-04-01,-0.498795,-0.475064,-1.75405,-1.53193,-0.79827
2007-05-01,-0.4909,-0.476634,-1.7635,-1.51093,-0.776886
2007-06-01,-0.491812,-0.477199,-1.76949,-1.48488,-0.777294
2007-07-01,-0.486554,-0.479891,-1.79139,-1.45943,-0.772013
2007-08-01,-0.481155,-0.481514,-1.78947,-1.42362,-0.762034
2007-09-01,-0.47656,-0.483278,-1.78927,-1.40048,-0.75524
2007-10-01,-0.476827,-0.49746,-1.79277,-1.3809,-0.771508
2007-11-01,-0.4739,-0.507437,-1.79285,-1.3748,-0.77283
2007-12-01,-0.471132,-0.516935,-1.78661,-1.36089,-0.761923
2008-01-01,-0.466622,-0.517872,-1.77671,-1.36066,-0.757781
2008-02-01,-0.471486,-0.520195,-1.77097,-1.37072,-0.758908
2008-03-01,-0.48224,-0.513399,-1.75821,-1.37048,-0.753612
2008-04-01,-0.493957,-0.522336,-1.75869,-1.37542,-0.748726
2008-05-01,-0.497813,-0.524208,-1.76222,-1.37285,-0.746642
2008-06-01,-0.506648,-0.518746,-1.75961,-1.36612,-0.736001
2008-07-01,-0.533009,-0.515799,-1.76316,-1.38509,-0.723972
2008-08-01,-0.548219,-0.507653,-1.77845,-1.3819,-0.695806
2008-09-01,-0.561327,-0.498265,-1.80169,-1.38,-0.705853
2008-10-01,-0.56278,-0.479857,-1.81431,-1.38146,-0.685286
2008-11-01,-0.550074,-0.455097,-1.80786,-1.34479,-0.654869
2008-12-01,-0.530584,-0.438339,-1.81535,-1.3419,-0.648874
2009-01-01,-0.50375,-0.422743,-1.81725,-1.30663,-0.628755
2009-02-01,-0.47405,-0.405775,-1.79146,-1.23499,-0.60432
2009-03-01,-0.434017,-0.392897,-1.79156,-1.17386,-0.579538
2009-04-01,-0.38928,-0.375219,-1.77163,-1.10726,-0.55611
2009-05-01,-0.352217,-0.358339,-1.74998,-1.03934,-0.516418
2009-06-01,-0.313311,-0.343313,-1.73195,-1.00066,-0.489776
2009-07-01,-0.262063,-0.327123,-1.70483,-0.92674,-0.469978
2009-08-01,-0.219119,-0.315662,-1.67241,-0.883603,-0.468506
2009-09-01,-0.179159,-0.312152,-1.63585,-0.84769,-0.44959
2009-10-01,-0.156825,-0.310565,-1.60057,-0.791773,-0.421528
2009-11-01,-0.145586,-0.321855,-1.58003,-0.782792,-0.426064
2009-12-01,-0.149042,-0.32971,-1.56617,-0.754513,-0.422483
2010-01-01,-0.15984,-0.342245,-1.54841,-0.724018,-0.416543
2010-02-01,-0.165959,-0.352782,-1.56141,-0.731286,-0.429324
2010-03-01,-0.173498,-0.365543,-1.56619,-0.752821,-0.449056
2010-04-01,-0.184126,-0.3727,-1.57915,-0.776955,-0.450271
2010-05-01,-0.196993,-0.386573,-1.60664,-0.792964,-0.472435
2010-06-01,-0.200952,-0.403494,-1.65314,-0.823646,-0.490524
2010-07-01,-0.195772,-0.415886,-1.68438,-0.826266,-0.499586
2010-08-01,-0.199403,-0.42834,-1.73101,-0.84871,-0.514347
2010-09-01,-0.196535,-0.436119,-1.7644,-0.862696,-0.518089
2010-10-01,-0.188041,-0.44493,-1.77781,-0.872888,-0.527974
2010-11-01,-0.187344,-0.446252,-1.80412,-0.892376,-0.53043
2010-12-01,-0.188611,-0.440759,-1.81459,-0.902011,-0.529494
2011-01-01,-0.18617,-0.440525,-1.84187,-0.921796,-0.548751
2011-02-01,-0.185737,-0.44175,-1.8515,-0.940863,-0.557901
2011-03-01,-0.188301,-0.440622,-1.8531,-0.952835,-0.56802
2011-04-01,-0.183642,-0.439103,-1.86205,-0.940738,-0.578457
2011-05-01,-0.184363,-0.437843,-1.87347,-0.961234,-0.593961
2011-06-01,-0.184731,-0.434991,-1.87043,-0.967291,-0.602902
2011-07-01,-0.194216,-0.434018,-1.872,-1.00229,-0.595117
2011-08-01,-0.193182,-0.428382,-1.87198,-1.0287,-0.598717
2011-09-01,-0.20602,-0.422368,-1.86657,-1.03424,-0.597179
2011-10-01,-0.211004,-0.415391,-1.87687,-1.04666,-0.603911
2011-11-01,-0.217278,-0.413356,-1.88231,-1.04682,-0.618371
2011-12-01,-0.218094,-0.413877,-1.89204,-1.0605,-0.636951
2012-01-01,-0.220946,-0.41075,-1.90267,-1.09645,-0.651173
2012-02-01,-0.220151,-0.4126,-1.89834,-1.10832,-0.642794
2012-03-01,-0.220353,-0.412204,-1.91409,-1.11826,-0.644133
2012-04-01,-0.227402,-0.412146,-1.92607,-1.16199,-0.649671
2012-05-01,-0.221685,-0.412187,-1.92605,-1.20222,-0.657782
2012-06-01,-0.214107,-0.411499,-1.92547,-1.19476,-0.650661
2012-07-01,-0.207133,-0.409703,-1.93395,-1.21769,-0.673207
2012-08-01,-0.206576,-0.40302,-1.92542,-1.21001,-0.686799
2012-09-01,-0.197378,-0.39849,-1.92549,-1.20699,-0.695969
2012-10-01,-0.196015,-0.391935,-1.92782,-1.22786,-0.710268
2012-11-01,-0.196634,-0.387591,-1.93559,-1.22734,-0.723866
2012-12-01,-0.19449,-0.379713,-1.93861,-1.19864,-0.716026
2013-01-01,-0.194992,-0.37344,-1.94363,-1.17841,-0.712646
2013-02-01,-0.193979,-0.364299,-1.96413,-1.16261,-0.728792
2013-03-01,-0.190597,-0.356868,-1.93496,-1.14285,-0.730864
2013-04-01,-0.184055,-0.349934,-1.92741,-1.14283,-0.749207
2013-05-01,-0.185585,-0.342157,-1.93378,-1.11267,-0.747738
2013-06-01,-0.186467,-0.33456,-1.92347,-1.09483,-0.741136
2013-07-01,-0.188252,-0.327391,-1.92169,-1.0828,-0.746075
2013-08-01,-0.188916,-0.327868,-1.92244,-1.06608,-0.730224
2013-09-01,-0.196564,-0.330269,-1.92508,-1.07241,-0.730701
2013-10-01,-0.199575,-0.328395,-1.91374,-1.05435,-0.745681
2013-11-01,-0.190569,-0.323961,-1.8953,-1.03882,-0.731219
2013-12-01,-0.188146,-0.323575,-1.88855,-1.05824,-0.743222
2014-01-01,-0.189016,-0.31786,-1.88454,-1.06034,-0.745325
2014-02-01,-0.188577,-0.314706,-1.86378,-1.06981,-0.742736
2014-03-01,-0.191763,-0.312966,-1.87408,-1.08461,-0.751236
2014-04-01,-0.193194,-0.312515,-1.88656,-1.09056,-0.758985
2014-05-01,-0.19717,-0.306227,-1.88575,-1.09412,-0.768567
2014-06-01,-0.20135,-0.305266,-1.89932,-1.10507,-0.788311
2014-07-01,-0.203252,-0.307007,-1.89722,-1.10729,-0.783722
2014-08-01,-0.203761,-0.30344,-1.89327,-1.1008,-0.791248
2014-09-01,-0.206958,-0.300478,-1.91565,-1.09757,-0.807696
2014-10-01,-0.204585,-0.304914,-1.9318,-1.09145,-0.800338
2014-11-01,-0.203357,-0.305252,-1.94385,-1.09145,-0.808595
2014-12-01,-0.207068,-0.31071,-1.95784,-1.08851,-0.819515
2015-01-01,-0.196318,-0.311019,-1.95605,-1.08468,-0.821656
2015-02-01,-0.18853,-0.312961,-1.95858,-1.06076,-0.822593
2015-03-01,-0.172807,-0.316423,-2.01136,-1.06972,-0.823331
2015-04-01,-0.158995,-0.315139,-2.00068,-1.05963,-0.818324
2015-05-01,-0.139826,-0.316274,-2.00121,-1.05128,-0.815853
2015-06-01,-0.139345,-0.323098,-2.00333,-1.04114,-0.830872
2015-07-01,-0.13224,-0.317548,-2.00109,-1.02306,-0.838795
2015-08-01,-0.127231,-0.320563,-2.02035,-1.01853,-0.850818
2015-09-01,-0.117398,-0.324202,-2.01789,-1.00037,-0.847615
2015-10-01,-0.103405,-0.33008,-2.01416,-0.99398,-0.848785
2015-11-01,-0.0972175,-0.331843,-2.01441,-0.991692,-0.854168
2015-12-01,-0.0844565,-0.327842,-2.00799,-0.994472,-0.852218
2016-01-01,-0.0799,-0.333515,-2.00242,-0.984597,-0.844501
2016-02-01,-0.0769478,-0.335234,-2.0264,-0.999402,-0.843841
2016-03-01,-0.0749126,-0.332568,-1.96596,-0.991396,-0.842735
2016-04-01,-0.0669104,-0.337139,-1.94793,-0.975843,-0.831938
2016-05-01,-0.0691904,-0.341788,-1.93678,-0.978946,-0.833426
2016-06-01,-0.055136,-0.335453,-1.92126,-0.991268,-0.822084
2016-07-01,-0.0488917,-0.339851,-1.90965,-0.99006,-0.803564
2016-08-01,-0.0442645,-0.341315,-1.89951,-1.00295,-0.802396
2016-09-01,-0.0378874,-0.338445,-1.87446,-1.00108,-0.791719
2016-10-01,-0.0453743,-0.336015,-1.8599,-0.993359,-0.786616
2016-11-01,-0.0571471,-0.338505,-1.85063,-1.0017,-0.790601
2016-12-01,-0.0584088,-0.336414,-1.84406,-0.985728,-0.779901
2017-01-01,-0.0630468,-0.33276,-1.85124,-0.994936,-0.790857
2017-02-01,-0.0698756,-0.334746,-1.81899,-0.98283,-0.786348
2017-03-01,-0.0752782,-0.341468,-1.83176,-0.980663,-0.773574
2017-04-01,-0.0882134,-0.342774,-1.84369,-0.972805,-0.773908
2017-05-01,-0.0954142,-0.348768,-1.85304,-0.983486,-0.767582
2017-06-01,-0.098973,-0.349704,-1.86183,-0.974948,-0.763732
2017-07-01,-0.100085,-0.348886,-1.87272,-0.969657,-0.766601
2017-08-01,-0.0967525,-0.350408,-1.87199,-0.971991,-0.756137
2017-09-01,-0.0912139,-0.349951,-1.87552,-0.96995,-0.759093
2017-10-01,-0.0932509,-0.350102,-1.88872,-0.996512,-0.759991
2017-11-01,-0.0839027,-0.348408,-1.90483,-0.996963,-0.757062
2017-12-01,-0.0830572,-0.352068,-1.91267,-0.999619,-0.772755
2018-01-01,-0.0830336,-0.353344,-1.92675,-1.00569,-0.7798
2018-02-01,-0.0729694,-0.350934,-1.94941,-1.01142,-0.789057
2018-03-01,-0.0660559,-0.353945,-1.94652,-0.997819,-0.788853
2018-04-01,-0.062335,-0.348704,-1.93791,-1.01164,-0.795522
2018-05-01,-0.0606478,-0.342283,-1.93665,-0.99867,-0.792994
2018-06-01,-0.0651859,-0.34741,-1.9332,-0.981585,-0.785691
2018-07-01,-0.0754446,-0.34787,-1.94036,-0.985866,-0.803142
2018-08-01,-0.0848158,-0.357495,-1.94907,-0.980508,-0.814937
2018-09-01,-0.0924309,-0.364602,-1.96875,-0.98404,-0.807674
2018-10-01,-0.0927991,-0.365345,-1.99876,-0.983535,-0.822446
2018-11-01,-0.0931834,-0.367781,-2.00377,-0.979602,-0.820933
2018-12-01,-0.0912329,-0.376263,-2.02497,-0.976057,-0.815369
2019-01-01,-0.0770421,-0.380858,-2.01073,-0.984489,-0.803659
2019-02-01,-0.0734394,-0.388384,-1.98388,-0.995611,-0.787887
2019-03-01,-0.0799825,-0.394621,-1.95305,-1.00436,-0.796737
2019-04-01,-0.0830598,-0.405531,-1.94143,-1.0052,-0.809979
2019-05-01,-0.0920386,-0.418785,-1.91838,-1.00567,-0.827217
2019-06-01,-0.0967937,-0.428585,-1.89243,-1.01594,-0.834174
2019-07-01,-0.0972512,-0.439499,-1.86538,-1.01935,-0.842258
2019-08-01,-0.0920611,-0.440721,-1.82576,-1.03064,-0.83766
2019-09-01,-0.09563,-0.445258,-1.77696,-1.03575,-0.849129
2019-10-01,-0.101847,-0.451828,-1.71422,-1.02754,-0.841159
2019-11-01,-0.104586,-0.458133,-1.65328,-1.0225,-0.827346
2019-12-01,-0.119689,-0.461771,-1.59144,-1.02772,-0.825484
2020-01-01,-0.128631,-0.468745,-1.5478,-1.01939,-0.831986
2020-02-01,-0.134927,-0.478546,-1.50152,-1.01298,-0.833673
2020-03-01,-0.136445,-0.48213,-1.46117,-1.02594,-0.849811
2020-04-01,-0.131299,-0.462577,-1.44451,-1.04032,-0.842368
2020-05-01,-0.122537,-0.442817,-1.43704,-1.04548,-0.821488
2020-06-01,-0.110798,-0.446447,-1.43534,-1.0612,-0.82445
2020-07-01,-0.100298,-0.458894,-1.43266,-1.0743,-0.804129
2020-08-01,-0.0979609,-0.47527,-1.42377,-1.0887,-0.806494
2020-09-01,-0.0915978,-0.486611,-1.41527,-1.13193,-0.816163
2020-10-01,-0.0818279,-0.503458,-1.40963,-1.16973,-0.814288
2020-11-01,-0.0804243,-0.513139,-1.42947,-1.21688,-0.833618
2020-12-01,-0.0645576,-0.518601,-1.43931,-1.25326,-0.8533
2021-01-01,-0.0665206,-0.526766,-1.43572,-1.25673,-0.863442
2021-02-01,-0.0745715,-0.507142,-1.47144,-1.2709,-0.88631
2021-03-01,-0.0745432,-0.503094,-1.53251,-1.29009,-0.882873
2021-04-01,-0.0826722,-0.526522,-1.5325,-1.29654,-0.883731
2021-05-01,-0.0925937,-0.536632,-1.51011,-1.32732,-0.897828
2021-06-01,-0.114538,-0.524753,-1.49106,-1.35958,-0.914232
2021-07-01,-0.126193,-0.50941,-1.46384,-1.37488,-0.92854
2021-08-01,-0.143595,-0.484165,-1.46053,-1.40187,-0.93776
2021-09-01,-0.159606,-0.470975,-1.47735,-1.41277,-0.939176
2021-10-01,-0.170614,-0.455382,-1.46961,-1.40291,-0.931989
2021-11-01,-0.188176,-0.451512,-1.46332,-1.40725,-0.937768
2021-12-01,-0.200962,-0.44422,-1.4873,-1.42734,-0.919264
2022-01-01,-0.214179,-0.439747,-1.51734,-1.46307,-0.903167
2022-02-01,-0.222844,-0.448315,-1.52928,-1.48243,-0.881078
2022-03-01,-0.244397,-0.450256,-1.54294,-1.52889,-0.866537
