date,P_Treasury_Bonds,P_Agency_Bonds,P_Corporate_Bonds,P_Corporate_Stocks,P_Foreign_Bonds,P_Foreign_Stocks,S_Treasury_Bonds,S_Agency_Bonds,S_Corporate_Bonds,S_Corporate_Stocks,S_Foreign_Bonds,S_Foreign_Stocks
2005-01-01,780610.0,87482.0,89681.0,329340.0,108095.0,135125.0,747658.0,62087.0,71650.0,316730.0,109806.0,140584.0
2005-02-01,834082.0,85023.0,110189.0,335446.0,120494.0,155118.0,789537.0,70507.0,79153.0,334156.0,120875.0,170214.0
2005-03-01,920441.0,88935.0,114152.0,401149.0,128192.0,196598.0,886278.0,81431.0,93334.0,398402.0,134887.0,211681.0
2005-04-01,818359.0,85431.0,93325.0,410171.0,111678.0,173249.0,788650.0,78461.0,75499.0,406036.0,117877.0,175764.0
2005-05-01,935686.0,80945.0,97368.0,380717.0,122749.0,162620.0,934063.0,59501.0,77958.0,380336.0,134018.0,167351.0
2005-06-01,923155.0,85647.0,138317.0,376542.0,141848.0,164068.0,903482.0,67004.0,87822.0,372847.0,146886.0,176563.0
2005-07-01,745118.0,97566.0,90185.0,354081.0,107213.0,164363.0,716447.0,62878.0,66794.0,346363.0,116092.0,173171.0
2005-08-01,832694.0,93424.0,109802.0,395049.0,123768.0,188106.0,807131.0,77648.0,73039.0,393147.0,107164.0,205089.0
2005-09-01,1013739.0,96726.0,114276.0,445019.0,122213.0,198605.0,991540.0,77529.0,70267.0,421986.0,140035.0,204914.0
2005-10-01,806733.0,112108.0,101238.0,462722.0,148155.0,234829.0,776569.0,79309.0,64933.0,454339.0,145908.0,240806.0
2005-11-01,841022.0,89895.0,111065.0,419618.0,108319.0,237208.0,789196.0,78789.0,72768.0,413895.0,108656.0,254627.0
2005-12-01,599609.0,94276.0,107408.0,421895.0,117158.0,230215.0,582585.0,83058.0,71567.0,411562.0,122773.0,246636.0
2006-01-01,853528.0,125513.0,107127.0,499945.0,143287.0,257226.0,851814.0,96359.0,76893.0,474716.0,147272.0,268591.0
2006-02-01,868431.0,127229.0,130713.0,494941.0,146228.0,288872.0,849055.0,97169.0,93024.0,477115.0,146184.0,300453.0
2006-03-01,976935.0,118944.0,151117.0,577474.0,171607.0,310438.0,968251.0,103435.0,101848.0,554625.0,180108.0,323207.0
2006-04-01,719529.0,129696.0,120292.0,513772.0,132493.0,283594.0,723037.0,111691.0,78975.0,501388.0,140141.0,295146.0
2006-05-01,1087836.0,147871.0,147002.0,684146.0,179603.0,389444.0,1072483.0,111894.0,104696.0,670129.0,198371.0,397379.0
2006-06-01,911728.0,125717.0,136108.0,617298.0,144141.0,314605.0,882984.0,102711.0,94400.0,618924.0,155169.0,311888.0
2006-07-01,815413.0,123739.0,96672.0,536046.0,124756.0,256382.0,804531.0,104923.0,76465.0,521751.0,142257.0,258930.0
2006-08-01,908506.0,127232.0,135723.0,578255.0,140237.0,279510.0,865600.0,94047.0,90698.0,570171.0,150391.0,273281.0
2006-09-01,907546.0,123862.0,162018.0,557610.0,146233.0,271458.0,905253.0,98410.0,99029.0,542908.0,161386.0,280036.0
2006-10-01,956490.0,127613.0,148282.0,637372.0,162165.0,336651.0,931133.0,113845.0,108382.0,610269.0,171171.0,344473.0
2006-11-01,998940.0,140618.0,175385.0,603507.0,193973.0,332232.0,965579.0,124892.0,111589.0,596404.0,205159.0,353891.0
2006-12-01,953054.0,154126.0,168025.0,568205.0,194990.0,315773.0,942680.0,126320.0,131659.0,579756.0,226556.0,335365.0
2007-01-01,882067.0,158797.0,162716.0,630011.0,218211.0,330583.0,865919.0,122544.0,113162.0,607638.0,218735.0,343028.0
2007-02-01,1112067.0,142900.0,162526.0,630077.0,232843.0,354806.0,1094368.0,137677.0,112834.0,617593.0,236978.0,369264.0
2007-03-01,1490732.0,159064.0,188997.0,880537.0,275682.0,421498.0,1459631.0,143916.0,142838.0,871052.0,308396.0,431537.0
2007-04-01,1036536.0,159266.0,142698.0,690355.0,258295.0,365942.0,1036073.0,123145.0,109070.0,662749.0,269321.0,368932.0
2007-05-01,1186840.0,165332.0,215879.0,861753.0,292299.0,442782.0,1164182.0,138288.0,137513.0,819709.0,314072.0,455369.0
2007-06-01,1373271.0,171020.0,184509.0,896023.0,278799.0,442893.0,1348968.0,131426.0,154529.0,866150.0,285458.0,451336.0
2007-07-01,1244811.0,164857.0,137269.0,926770.0,289744.0,454080.0,1254171.0,156190.0,132545.0,905578.0,288914.0,468969.0
2007-08-01,1735183.0,166107.0,155190.0,1278771.0,282141.0,544133.0,1739700.0,157752.0,156145.0,1319388.0,304500.0,556922.0
2007-09-01,1223098.0,182090.0,134280.0,799640.0,200822.0,359679.0,1198798.0,170608.0,118362.0,797033.0,219902.0,380977.0
2007-10-01,1338029.0,179040.0,166764.0,999347.0,264633.0,546421.0,1283105.0,164162.0,133854.0,969083.0,273696.0,541396.0
2007-11-01,1504227.0,174264.0,121884.0,1101407.0,209698.0,521977.0,1484402.0,150791.0,105804.0,1096657.0,201392.0,512361.0
2007-12-01,1000665.0,227714.0,140595.0,944624.0,170163.0,430970.0,1000242.0,234973.0,103296.0,911164.0,185871.0,430973.0
2008-01-01,1487597.0,258286.0,125084.0,1261143.0,247961.0,523407.0,1450834.0,242564.0,121690.0,1243271.0,268085.0,525688.0
2008-02-01,1485680.0,279910.0,138092.0,1009448.0,241756.0,442265.0,1473440.0,246344.0,118825.0,1007396.0,239945.0,460545.0
2008-03-01,1459154.0,332852.0,140391.0,1134086.0,264947.0,487580.0,1408151.0,316718.0,145082.0,1122710.0,266022.0,490502.0
2008-04-01,1202021.0,259359.0,164754.0,958436.0,193365.0,505496.0,1125429.0,247169.0,139751.0,970005.0,185785.0,505741.0
2008-05-01,1156223.0,255882.0,189665.0,997461.0,182595.0,494660.0,1154423.0,230353.0,129823.0,981481.0,193656.0,512766.0
2008-06-01,1375654.0,227298.0,125002.0,1066219.0,189226.0,500117.0,1347640.0,197940.0,120317.0,1068001.0,207034.0,498450.0
2008-07-01,1274643.0,173505.0,97810.0,1273558.0,159469.0,560901.0,1240631.0,215571.0,101948.0,1279336.0,145261.0,544007.0
2008-08-01,1022035.0,155794.0,80587.0,905531.0,157519.0,428218.0,989198.0,179983.0,93717.0,906513.0,140148.0,425367.0
2008-09-01,1628400.0,190617.0,93859.0,1168886.0,227068.0,482935.0,1608284.0,186120.0,102298.0,1157374.0,193183.0,485407.0
2008-10-01,1180184.0,202377.0,91089.0,1041016.0,178640.0,472721.0,1147481.0,252239.0,104472.0,1043952.0,171946.0,451328.0
2008-11-01,689614.0,141453.0,81475.0,649502.0,123696.0,293154.0,715398.0,163685.0,97690.0,644547.0,113478.0,271892.0
2008-12-01,668008.0,112929.0,139661.0,572642.0,105394.0,251813.0,653424.0,150240.0,97979.0,568546.0,93151.0,251328.0
2009-01-01,621144.0,105633.0,93443.0,517209.0,115180.0,235457.0,610220.0,121269.0,100788.0,514431.0,142100.0,232343.0
2009-02-01,702379.0,120088.0,133845.0,500732.0,103180.0,211722.0,680644.0,118053.0,130851.0,504936.0,103292.0,210084.0
2009-03-01,903935.0,91538.0,131686.0,630631.0,127519.0,252783.0,848694.0,107204.0,124316.0,615872.0,127863.0,253375.0
2009-04-01,733806.0,104612.0,86452.0,560480.0,131231.0,250662.0,691837.0,106984.0,95817.0,556567.0,145000.0,259590.0
2009-05-01,786884.0,91436.0,103312.0,566651.0,144370.0,255645.0,809460.0,78295.0,102493.0,548768.0,160421.0,266456.0
2009-06-01,1256727.0,102376.0,107448.0,574139.0,192283.0,292967.0,1156228.0,94499.0,110309.0,554259.0,211797.0,306882.0
2009-07-01,942876.0,73986.0,90973.0,541723.0,182628.0,255855.0,911624.0,78423.0,101796.0,511931.0,196802.0,270077.0
2009-08-01,1065820.0,77437.0,87650.0,513106.0,139138.0,250641.0,1037763.0,72844.0,93318.0,500850.0,129114.0,263523.0
2009-09-01,1108117.0,73910.0,94617.0,538439.0,202912.0,287316.0,1063432.0,75537.0,97132.0,522767.0,218442.0,286786.0
2009-10-01,1215277.0,73649.0,100306.0,603120.0,232592.0,322827.0,1176367.0,79007.0,101150.0,592822.0,251956.0,327154.0
2009-11-01,1194188.0,66894.0,82222.0,550989.0,198798.0,283196.0,1076313.0,60986.0,86826.0,541266.0,203896.0,280584.0
2009-12-01,1062050.0,61619.0,77437.0,556738.0,182108.0,270430.0,992233.0,61568.0,85369.0,536754.0,188730.0,272007.0
2010-01-01,1043716.0,56516.0,65939.0,542802.0,308378.0,281542.0,982138.0,61617.0,90616.0,538190.0,324405.0,286899.0
2010-02-01,1213145.0,65691.0,62415.0,558397.0,352540.0,266509.0,1164943.0,63105.0,74912.0,545431.0,353039.0,267915.0
2010-03-01,1545948.0,82199.0,101851.0,578376.0,465599.0,305185.0,1438300.0,61630.0,86605.0,566288.0,478627.0,308011.0
2010-04-01,1249992.0,79718.0,83516.0,584772.0,403682.0,309431.0,1172806.0,67272.0,75773.0,574995.0,419857.0,322777.0
2010-05-01,1430880.0,90439.0,65683.0,734544.0,321860.0,353204.0,1415891.0,64159.0,79248.0,734548.0,307666.0,363196.0
2010-06-01,1321742.0,104380.0,65900.0,593016.0,279559.0,303487.0,1290014.0,84887.0,83391.0,597242.0,270159.0,299398.0
2010-07-01,1015248.0,96123.0,69948.0,513047.0,243360.0,270104.0,985090.0,71600.0,64596.0,500343.0,250489.0,276273.0
2010-08-01,1468613.0,93165.0,80692.0,482535.0,216284.0,271380.0,1350601.0,88106.0,73180.0,477609.0,232236.0,264450.0
2010-09-01,1433672.0,120514.0,106486.0,493567.0,308059.0,298916.0,1356521.0,144075.0,101762.0,472927.0,306109.0,304377.0
2010-10-01,1272329.0,116139.0,98599.0,556356.0,255159.0,356515.0,1249017.0,114470.0,91416.0,540158.0,264164.0,366479.0
2010-11-01,1770566.0,106644.0,90309.0,569668.0,264879.0,337400.0,1709893.0,92642.0,85897.0,556371.0,264274.0,346030.0
2010-12-01,1424061.0,97125.0,79908.0,540138.0,230791.0,319975.0,1371016.0,87071.0,77004.0,533375.0,233769.0,328458.0
2011-01-01,1428660.0,96826.0,96659.0,574907.0,274344.0,317931.0,1379850.0,84882.0,97393.0,558961.0,282890.0,336783.0
2011-02-01,1516388.0,77351.0,92271.0,595065.0,291882.0,344391.0,1483656.0,78396.0,96599.0,588974.0,290233.0,357830.0
2011-03-01,1734903.0,87469.0,108671.0,732435.0,376791.0,405044.0,1705578.0,75616.0,107161.0,717876.0,406210.0,418950.0
2011-04-01,1266219.0,86296.0,85131.0,593124.0,310066.0,329053.0,1241050.0,79383.0,89716.0,575328.0,320486.0,342180.0
2011-05-01,1645567.0,75142.0,86850.0,673830.0,306409.0,342569.0,1596849.0,83674.0,82697.0,664584.0,332240.0,348965.0
2011-06-01,1712467.0,82590.0,113603.0,665514.0,355659.0,342525.0,1710576.0,82825.0,126081.0,661721.0,348011.0,340884.0
2011-07-01,1323450.0,92031.0,77458.0,606495.0,283980.0,306699.0,1308133.0,84250.0,75580.0,607573.0,289954.0,322638.0
2011-08-01,2117210.0,98874.0,84324.0,901462.0,250806.0,380262.0,2050177.0,91181.0,83523.0,907982.0,258729.0,383420.0
2011-09-01,1523075.0,121204.0,63763.0,635626.0,260216.0,315014.0,1428706.0,114765.0,68699.0,655024.0,262244.0,313022.0
2011-10-01,1375852.0,101249.0,60752.0,634396.0,264710.0,309463.0,1354321.0,96539.0,71329.0,631644.0,266628.0,311653.0
2011-11-01,1364802.0,108975.0,72086.0,575840.0,299820.0,288295.0,1304013.0,102807.0,67251.0,582984.0,297851.0,286943.0
2011-12-01,961287.0,104558.0,54533.0,531589.0,256131.0,287238.0,974400.0,77343.0,75247.0,542557.0,227963.0,276918.0
2012-01-01,1323135.0,101303.0,69904.0,561403.0,310257.0,281999.0,1235476.0,90162.0,70867.0,557029.0,295890.0,286450.0
2012-02-01,1414209.0,91459.0,82273.0,606659.0,319624.0,324838.0,1401046.0,82300.0,89378.0,599386.0,328207.0,331161.0
2012-03-01,1375527.0,105609.0,83914.0,657870.0,374851.0,344500.0,1358047.0,101743.0,88039.0,652484.0,357522.0,347798.0
2012-04-01,1371489.0,114728.0,62286.0,588638.0,310384.0,304582.0,1324792.0,118890.0,65525.0,586432.0,307158.0,308034.0
2012-05-01,1455952.0,129740.0,70839.0,676546.0,334609.0,304932.0,1381028.0,116841.0,77243.0,674022.0,318368.0,314543.0
2012-06-01,1204424.0,143117.0,57882.0,592995.0,328275.0,273165.0,1170922.0,140834.0,81452.0,595673.0,316625.0,279152.0
2012-07-01,1153090.0,125072.0,58838.0,587103.0,287883.0,269782.0,1096710.0,116572.0,59312.0,578980.0,278998.0,270545.0
2012-08-01,1201235.0,151286.0,82686.0,615879.0,271208.0,249715.0,1162581.0,125576.0,69795.0,610263.0,257796.0,252201.0
2012-09-01,1128198.0,153095.0,76914.0,631231.0,348149.0,273308.0,1148489.0,129065.0,82832.0,606664.0,369815.0,266512.0
2012-10-01,1153222.0,150963.0,86800.0,704344.0,385711.0,280691.0,1139446.0,139026.0,82582.0,700683.0,411239.0,280595.0
2012-11-01,1038864.0,126851.0,67884.0,584514.0,381874.0,245745.0,1014292.0,117388.0,59694.0,561999.0,385100.0,252490.0
2012-12-01,975608.0,126485.0,69891.0,601405.0,297498.0,281865.0,945680.0,108354.0,67465.0,576181.0,303728.0,286723.0
2013-01-01,1192886.0,114005.0,80006.0,670619.0,373790.0,316046.0,1161128.0,109558.0,72138.0,664576.0,376606.0,335940.0
2013-02-01,1502438.0,110052.0,78118.0,622418.0,328595.0,295500.0,1500142.0,108476.0,68857.0,624940.0,334704.0,314503.0
2013-03-01,1439802.0,112522.0,77085.0,612550.0,367061.0,316465.0,1451005.0,103865.0,83742.0,605304.0,367892.0,343337.0
2013-04-01,1499691.0,121322.0,73239.0,680339.0,389635.0,332118.0,1538465.0,98500.0,78158.0,669329.0,384856.0,349333.0
2013-05-01,1857255.0,112458.0,108479.0,690700.0,381897.0,353064.0,1846241.0,122775.0,99327.0,698939.0,392628.0,369158.0
2013-06-01,1789560.0,136332.0,72840.0,628607.0,355476.0,323026.0,1830385.0,138415.0,81403.0,655739.0,340625.0,326539.0
2013-07-01,1535224.0,134194.0,64106.0,617179.0,358322.0,319499.0,1510526.0,111684.0,64737.0,626680.0,357905.0,335531.0
2013-08-01,1517822.0,117073.0,62995.0,576449.0,325768.0,289425.0,1532151.0,97564.0,63319.0,593329.0,314718.0,301786.0
2013-09-01,1549410.0,114908.0,92351.0,583680.0,373563.0,327382.0,1520830.0,100163.0,84210.0,571188.0,398342.0,334230.0
2013-10-01,1404702.0,110850.0,81520.0,697856.0,419919.0,331855.0,1373769.0,108067.0,75789.0,691044.0,427846.0,344520.0
2013-11-01,1221615.0,106389.0,79315.0,671396.0,356486.0,333897.0,1221738.0,105694.0,81098.0,679320.0,370987.0,338328.0
2013-12-01,1249756.0,87685.0,64894.0,645237.0,287521.0,300713.0,1232903.0,101567.0,71826.0,659885.0,297674.0,319951.0
2014-01-01,1468575.0,83141.0,79774.0,719381.0,428155.0,345229.0,1473162.0,86407.0,84659.0,725076.0,395309.0,357813.0
2014-02-01,1356697.0,79245.0,75305.0,715491.0,352422.0,337998.0,1266242.0,77740.0,77362.0,716379.0,352376.0,339506.0
2014-03-01,1642589.0,76223.0,93812.0,730000.0,436045.0,377796.0,1612735.0,84827.0,86850.0,745266.0,434840.0,435206.0
2014-04-01,1460013.0,83566.0,83414.0,817932.0,415327.0,363285.0,1470602.0,85648.0,91924.0,806738.0,415869.0,391285.0
2014-05-01,1388388.0,84248.0,97225.0,730030.0,427712.0,349981.0,1360357.0,77692.0,104998.0,720230.0,429046.0,367203.0
2014-06-01,1360202.0,93690.0,95139.0,688676.0,442351.0,368084.0,1380998.0,90298.0,98747.0,686065.0,455901.0,355158.0
2014-07-01,1133812.0,96370.0,86420.0,655730.0,372590.0,330547.0,1134640.0,88891.0,93509.0,659227.0,378732.0,339116.0
2014-08-01,1272909.0,91744.0,76596.0,621470.0,318030.0,334699.0,1247205.0,81454.0,83901.0,623615.0,309965.0,317240.0
2014-09-01,1517919.0,114849.0,106121.0,660192.0,452117.0,400931.0,1469780.0,93886.0,87962.0,655757.0,411971.0,374943.0
2014-10-01,1673185.0,101641.0,104125.0,928933.0,441059.0,415825.0,1672646.0,97791.0,96230.0,956174.0,413485.0,429795.0
2014-11-01,1086690.0,122588.0,103923.0,763051.0,318959.0,361159.0,1091523.0,89298.0,78788.0,757280.0,315365.0,390438.0
2014-12-01,1383887.0,87419.0,84244.0,893270.0,346373.0,407187.0,1399489.0,86188.0,77125.0,888362.0,309086.0,402881.0
2015-01-01,1304236.0,101553.0,85238.0,901533.0,459014.0,381416.0,1359223.0,92445.0,79525.0,884962.0,433145.0,394615.0
2015-02-01,1455205.0,107397.0,106384.0,858712.0,409256.0,384117.0,1461354.0,98461.0,97059.0,857866.0,395185.0,391455.0
2015-03-01,1545890.0,119758.0,125308.0,962027.0,507980.0,456977.0,1537853.0,102342.0,113810.0,988972.0,500737.0,469351.0
2015-04-01,1177031.0,140705.0,92021.0,857661.0,522531.0,449634.0,1170590.0,110487.0,87699.0,853223.0,489156.0,470361.0
2015-05-01,1308873.0,118644.0,124487.0,869617.0,549294.0,398751.0,1255515.0,103703.0,100110.0,879511.0,524364.0,410012.0
2015-06-01,1599945.0,119213.0,112031.0,893551.0,606571.0,426027.0,1527935.0,93606.0,98160.0,915694.0,577202.0,439444.0
2015-07-01,1413923.0,113641.0,104016.0,1074715.0,594110.0,421744.0,1442640.0,103254.0,85001.0,1068346.0,573671.0,438830.0
2015-08-01,1419064.0,112778.0,75091.0,1004635.0,429010.0,395404.0,1454030.0,103044.0,65583.0,1016997.0,386537.0,395520.0
2015-09-01,1435371.0,120643.0,91634.0,875140.0,505440.0,341491.0,1418014.0,116022.0,75994.0,907311.0,470599.0,352138.0
2015-10-01,1248534.0,108367.0,103404.0,959025.0,540653.0,398232.0,1303687.0,98301.0,91300.0,971828.0,504551.0,403022.0
2015-11-01,1257377.0,124807.0,91367.0,896992.0,437566.0,365659.0,1219005.0,110871.0,86313.0,910065.0,448870.0,364002.0
2015-12-01,1100951.0,106462.0,74049.0,906604.0,374836.0,371317.0,1136856.0,104709.0,69526.0,920366.0,355756.0,376063.0
2016-01-01,1208956.0,111681.0,77793.0,934371.0,409313.0,347194.0,1259254.0,105456.0,72932.0,933151.0,381606.0,353988.0
2016-02-01,1496328.0,139606.0,100140.0,1005582.0,403735.0,394582.0,1485924.0,121097.0,87971.0,1019777.0,359854.0,396252.0
2016-03-01,1333678.0,149093.0,123563.0,932876.0,518644.0,403421.0,1307242.0,119607.0,98035.0,949055.0,495549.0,413680.0
2016-04-01,1102621.0,129426.0,96061.0,883592.0,530187.0,368503.0,1176521.0,101158.0,95383.0,884404.0,526426.0,386011.0
2016-05-01,1278507.0,147799.0,123422.0,948177.0,440088.0,353575.0,1298371.0,120974.0,103850.0,958372.0,412876.0,351351.0
2016-06-01,1317016.0,147279.0,104649.0,969331.0,428574.0,384937.0,1343769.0,122395.0,96594.0,977155.0,426912.0,394562.0
2016-07-01,1113595.0,166266.0,100772.0,893194.0,478456.0,341787.0,1126345.0,132818.0,84432.0,865288.0,446363.0,340098.0
2016-08-01,1333324.0,166839.0,102621.0,949772.0,433765.0,356944.0,1356109.0,142848.0,82905.0,946663.0,413683.0,356838.0
2016-09-01,1221071.0,161446.0,93440.0,938448.0,556846.0,347310.0,1295400.0,137523.0,92584.0,940294.0,534476.0,346896.0
2016-10-01,1190233.0,151747.0,100172.0,946047.0,520204.0,339811.0,1250001.0,129687.0,95062.0,923493.0,499622.0,342108.0
2016-11-01,1422785.0,147864.0,98590.0,1131725.0,544651.0,387030.0,1422467.0,132213.0,91314.0,1134483.0,527631.0,383717.0
2016-12-01,1098076.0,153812.0,91671.0,997504.0,484569.0,350229.0,1120579.0,141155.0,87120.0,1005358.0,465289.0,365504.0
2017-01-01,1240039.0,175928.0,99127.0,885342.0,595729.0,319309.0,1247213.0,163376.0,105046.0,867658.0,595490.0,326077.0
2017-02-01,1231720.0,168587.0,128388.0,958122.0,594452.0,356984.0,1245195.0,155852.0,110801.0,936698.0,567829.0,363068.0
2017-03-01,1469954.0,151298.0,151752.0,1161636.0,738689.0,423266.0,1445569.0,152378.0,143026.0,1158139.0,703448.0,426493.0
2017-04-01,990140.0,123854.0,107379.0,942389.0,627845.0,320653.0,1012668.0,119631.0,99605.0,928057.0,599623.0,343021.0
2017-05-01,1454105.0,142627.0,162426.0,1195575.0,764805.0,426439.0,1407738.0,120283.0,136359.0,1194848.0,754729.0,440095.0
2017-06-01,1391303.0,135639.0,130141.0,1218204.0,778555.0,452876.0,1371571.0,118443.0,127334.0,1222676.0,764208.0,468097.0
2017-07-01,1069198.0,136108.0,115724.0,1001502.0,737142.0,363014.0,1069688.0,125819.0,112797.0,1013491.0,725461.0,378527.0
2017-08-01,1235850.0,147438.0,136439.0,1146372.0,750348.0,417902.0,1218373.0,138202.0,117215.0,1151713.0,718104.0,417547.0
2017-09-01,1147920.0,149656.0,140332.0,1153060.0,935595.0,427350.0,1135185.0,140771.0,125877.0,1126802.0,911433.0,431416.0
2017-10-01,1249428.0,144526.0,137078.0,1175547.0,861667.0,431608.0,1271692.0,134555.0,126631.0,1163236.0,833902.0,443635.0
2017-11-01,1268095.0,168849.0,150904.0,1173571.0,855820.0,461323.0,1286920.0,156582.0,122265.0,1160945.0,834593.0,459880.0
2017-12-01,1031767.0,170004.0,91355.0,1345278.0,623911.0,445729.0,1047727.0,153562.0,92616.0,1313495.0,622550.0,454881.0
2018-01-01,1237127.0,158024.0,116381.0,1479294.0,986774.0,499772.0,1228777.0,135502.0,119249.0,1444898.0,978777.0,508770.0
2018-02-01,1437799.0,163541.0,119173.0,1582505.0,831982.0,499727.0,1394613.0,151720.0,115640.0,1583431.0,835050.0,505234.0
2018-03-01,1157036.0,165797.0,151687.0,1489735.0,973037.0,502476.0,1161959.0,140520.0,129317.0,1511312.0,935258.0,496598.0
2018-04-01,1207075.0,143881.0,124025.0,1359863.0,918480.0,553204.0,1211851.0,124161.0,122435.0,1353801.0,879919.0,520422.0
2018-05-01,1397530.0,152715.0,134753.0,1430294.0,935408.0,493326.0,1370831.0,137495.0,127497.0,1456938.0,909327.0,494349.0
2018-06-01,1105441.0,152626.0,123827.0,1511599.0,863321.0,538115.0,1154014.0,132741.0,113646.0,1538647.0,847914.0,544473.0
2018-07-01,1122856.0,160150.0,96554.0,1354763.0,890856.0,447630.0,1103918.0,136537.0,90561.0,1368851.0,858003.0,446310.0
2018-08-01,1223280.0,160901.0,114463.0,1441440.0,979095.0,487327.0,1160149.0,144897.0,99548.0,1458395.0,923076.0,488798.0
2018-09-01,1057882.0,175852.0,107170.0,1342017.0,908042.0,440385.0,1069421.0,146003.0,101108.0,1358930.0,884872.0,440179.0
2018-10-01,1494564.0,177532.0,127184.0,1907804.0,1028670.0,560233.0,1492844.0,165943.0,124870.0,1929992.0,996053.0,554370.0
2018-11-01,1349358.0,167483.0,112104.0,1667600.0,1049657.0,500583.0,1362562.0,147931.0,115755.0,1673264.0,1023401.0,491308.0
2018-12-01,1273590.0,159947.0,90547.0,1514911.0,785584.0,453625.0,1347363.0,144915.0,101358.0,1533091.0,754487.0,441712.0
2019-01-01,1467905.0,340781.0,145955.0,1421261.0,1099956.0,439943.0,1488946.0,317850.0,141046.0,1452817.0,1078998.0,448345.0
2019-02-01,1509992.0,157088.0,147242.0,1308848.0,954445.0,411719.0,1497092.0,134620.0,136500.0,1319515.0,953072.0,403379.0
2019-03-01,1527696.0,161121.0,164484.0,1562951.0,1136958.0,470364.0,1534169.0,156382.0,160567.0,1586590.0,1129908.0,475335.0
2019-04-01,1327332.0,200353.0,137744.0,1415983.0,1008766.0,454502.0,1318936.0,175048.0,142709.0,1417010.0,998036.0,454740.0
2019-05-01,1647750.0,163672.0,149950.0,1691778.0,1013934.0,502376.0,1679387.0,148799.0,135323.0,1693223.0,1002931.0,504030.0
2019-06-01,1631605.0,212392.0,149814.0,1516552.0,1112927.0,453561.0,1641527.0,174852.0,140551.0,1490195.0,1099585.0,431948.0
2019-07-01,1541416.0,210886.0,134939.0,1477596.0,1246885.0,443684.0,1534565.0,171242.0,137694.0,1453395.0,1232982.0,445640.0
2019-08-01,1671373.0,208264.0,149318.0,1721288.0,1058545.0,475768.0,1709765.0,177761.0,170295.0,1742275.0,1063993.0,469457.0
2019-09-01,1642652.0,230947.0,157949.0,1525850.0,1281212.0,461178.0,1682681.0,204927.0,143056.0,1517025.0,1256211.0,446779.0
2019-10-01,1407851.0,220363.0,132117.0,1617621.0,1186583.0,487100.0,1424609.0,188474.0,138704.0,1621860.0,1161802.0,479787.0
2019-11-01,1403048.0,240820.0,153468.0,1608930.0,1107834.0,483673.0,1442645.0,212509.0,142644.0,1600409.0,1094868.0,477565.0
2019-12-01,1488851.0,234389.0,127400.0,1747189.0,851019.0,483007.0,1446638.0,218507.0,145560.0,1721029.0,830639.0,479756.0
2020-01-01,1712583.0,235201.0,157761.0,1792103.0,1195706.0,502555.0,1685182.0,202939.0,189314.0,1786311.0,1188211.0,522472.0
2020-02-01,1789180.0,267551.0,179213.0,1898680.0,965532.0,522298.0,1786039.0,228122.0,199496.0,1886997.0,956336.0,519141.0
2020-03-01,2671311.0,357281.0,271500.0,3076277.0,1578002.0,855026.0,2982104.0,295793.0,266586.0,3073810.0,1464983.0,854223.0
2020-04-01,1432753.0,310197.0,264952.0,1757278.0,1397810.0,550504.0,1620314.0,289054.0,253644.0,1762755.0,1388587.0,534029.0
2020-05-01,1488762.0,270156.0,253511.0,1749612.0,1312645.0,567316.0,1525447.0,267725.0,239901.0,1669871.0,1279607.0,541382.0
2020-06-01,1665880.0,226989.0,242896.0,2184013.0,1380297.0,677714.0,1636992.0,188969.0,259497.0,2155483.0,1365522.0,658294.0
2020-07-01,1197988.0,235298.0,168746.0,1821041.0,1414899.0,586204.0,1220775.0,200855.0,223091.0,1804496.0,1402515.0,561157.0
2020-08-01,1415923.0,261696.0,205197.0,1734928.0,1194481.0,507120.0,1448978.0,223956.0,202896.0,1708352.0,1200077.0,507274.0
2020-09-01,1284653.0,270221.0,193657.0,2087150.0,1486313.0,555263.0,1262122.0,223973.0,222383.0,2048986.0,1462770.0,548154.0
2020-10-01,1160657.0,315739.0,213069.0,1868142.0,1577224.0,538721.0,1180730.0,266791.0,234580.0,1844866.0,1567684.0,527830.0
2020-11-01,1405655.0,372831.0,211208.0,2087461.0,1453187.0,686477.0,1396008.0,319440.0,210341.0,2026358.0,1439993.0,676431.0
2020-12-01,1525535.0,386127.0,179363.0,2401383.0,1025083.0,724256.0,1546231.0,334891.0,190758.0,2322786.0,1011724.0,713963.0
2021-01-01,1695583.0,400664.0,208995.0,2309311.0,1268744.0,743333.0,1744597.0,348488.0,190119.0,2297669.0,1233973.0,721082.0
2021-02-01,2192784.0,376214.0,236124.0,2337447.0,1398621.0,773268.0,2258248.0,346566.0,221618.0,2323282.0,1390039.0,770164.0
2021-03-01,2647621.0,441854.0,295533.0,3086996.0,1659322.0,956666.0,2528748.0,428062.0,252390.0,3055119.0,1596238.0,965497.0
2021-04-01,1909671.0,439931.0,210528.0,2288636.0,1661285.0,680972.0,1860099.0,393144.0,200380.0,2301688.0,1624228.0,710622.0
2021-05-01,1778914.0,415012.0,200411.0,2363698.0,1520757.0,649600.0,1872270.0,377194.0,183101.0,2366054.0,1494492.0,665204.0
2021-06-01,2431828.0,469193.0,239936.0,2792029.0,1616347.0,729791.0,2420965.0,446451.0,226101.0,2766828.0,1585600.0,722223.0
2021-07-01,1792198.0,425832.0,199936.0,2304579.0,1626006.0,655211.0,1782006.0,405089.0,210953.0,2338886.0,1592214.0,672759.0
