date,PI,DPI
1989-12-01,104.06219663712228,91.27764071935367
1990-01-01,104.1644863453608,91.38049159014577
1990-02-01,104.28232719588469,91.49129246343573
1990-03-01,104.36590796402164,91.57008406229086
1990-04-01,104.53887326429755,91.73851632356492
1990-05-01,104.72602562489864,91.92220599119504
1990-06-01,104.85863325900654,92.05751119280082
1990-07-01,105.01939645600443,92.21804026878836
1990-08-01,105.10315922088871,92.30824809966545
1990-09-01,105.19904280986891,92.40745240437617
1990-10-01,105.17454053917633,92.40028846566287
1990-11-01,105.13193064766064,92.37953430868686
1990-12-01,105.11313466537085,92.39085990765996
1991-01-01,104.97153543799602,92.29738295031846
1991-02-01,104.81274603635615,92.2009844767615
1991-03-01,104.6865990472342,92.13921656272673
1991-04-01,104.54148912204255,92.06042947501741
1991-05-01,104.40419434848654,91.98860969909511
1991-06-01,104.31220984343543,91.9565875715171
1991-07-01,104.18008289788726,91.889736968994
1991-08-01,104.11915390405665,91.88708604561077
1991-09-01,104.07148863566418,91.89311757147681
1991-10-01,104.10679146470098,91.97260078231407
1991-11-01,104.15145491938732,92.05683449539389
1991-12-01,104.22192603202193,92.16315461981691
1992-01-01,104.3993767305736,92.37217995441385
1992-02-01,104.62222883527268,92.61281361864975
1992-03-01,104.82620353985511,92.83073407543634
1992-04-01,105.0090332500357,93.02307823071015
1992-05-01,105.22479915112727,93.23998056119366
1992-06-01,105.4423753368602,93.45994064455282
1992-07-01,105.67952179513789,93.69578269169462
1992-08-01,105.9582287039845,93.96355138575514
1992-09-01,106.1734551056798,94.17152698553737
1992-10-01,106.29454434903336,94.28332900589511
1992-11-01,106.41468073225137,94.39040203728263
1992-12-01,106.79905050682767,94.72016746437242
1993-01-01,106.89189635321702,94.80049140875731
1993-02-01,106.98878987391943,94.88883942927684
1993-03-01,107.05589357914202,94.95141978661589
1993-04-01,107.18349399774793,95.05522581059346
1993-05-01,107.27170017141184,95.11866815047114
1993-06-01,107.30492787931483,95.12777188517772
1993-07-01,107.33315678932901,95.12572104223462
1993-08-01,107.29719136399437,95.06343172445965
1993-09-01,107.2697117470761,95.01145307159926
1993-10-01,107.25782143254436,94.97989820275437
1993-11-01,107.24829919697787,94.95697372377134
1993-12-01,107.2308407965549,94.92748315361682
1994-01-01,107.35519571612201,94.9854323143232
1994-02-01,107.44624798646082,95.0198544891058
1994-03-01,107.59472546405392,95.11398250788808
1994-04-01,107.74715697829014,95.15552638508056
1994-05-01,107.91834266548214,95.29917095125266
1994-06-01,108.08643352320091,95.4433212507975
1994-07-01,108.26264920250357,95.59341489048661
1994-08-01,108.43704290370216,95.74549356492041
1994-09-01,108.65232024251151,95.93732691319816
1994-10-01,108.98540460951779,96.24314319817911
1994-11-01,109.27788104772291,96.5131262392859
1994-12-01,109.29512812579526,96.54394781515714
1995-01-01,109.47357819398496,96.69734929500693
1995-02-01,109.69237336992863,96.87705565825092
1995-03-01,109.8913119002624,97.03610003685264
1995-04-01,110.0378676421662,97.15303707688041
1995-05-01,110.15464586317738,97.24372312008819
1995-06-01,110.33682068865663,97.38808074766517
1995-07-01,110.55242847397244,97.55938502297926
1995-08-01,110.80967990278783,97.7628758458029
1995-09-01,111.10633654706287,97.99596934723161
1995-10-01,111.2937111295587,98.12498778101191
1995-11-01,111.54414369382539,98.30355126301278
1995-12-01,111.75181140126216,98.44169789004486
1996-01-01,111.9721679697668,98.58523057296736
1996-02-01,112.2282830167258,98.75675203530238
1996-03-01,112.48978022041342,98.92867981304879
1996-04-01,112.73961919570645,99.08816262720438
1996-05-01,113.01722028563951,99.26478605019763
1996-06-01,113.3165175755883,99.4603525528052
1996-07-01,113.56315544601638,99.6134492715691
1996-08-01,113.8343001494179,99.78825070553349
1996-09-01,114.08129736856453,99.94210270116348
1996-10-01,114.35911053345575,100.1237649478461
1996-11-01,114.63489038034129,100.30334660449465
1996-12-01,114.92586003801874,100.49564924811754
1997-01-01,115.23928643994795,100.69902386467747
1997-02-01,115.46174222670787,100.82400491552666
1997-03-01,115.70504200103642,100.96891848156834
1997-04-01,115.95512360938979,101.1911449432762
1997-05-01,116.22027111701287,101.35597247298348
1997-06-01,116.46090260312751,101.50115878198052
1997-07-01,116.74665530438476,101.68548590354818
1997-08-01,117.04115333995111,101.87738553823033
1997-09-01,117.31372199651663,102.05136269678026
1997-10-01,117.64036471133392,102.27192734997658
1997-11-01,118.00497962655909,102.5241143510297
1997-12-01,118.4433744049332,102.84234181909795
1998-01-01,118.86989496658607,103.17411777477461
1998-02-01,119.36637061495556,103.56580295275917
1998-03-01,119.85324216623474,103.94614225037493
1998-04-01,120.35415628779042,104.33440549459954
1998-05-01,120.88936622934807,104.74949583360568
1998-06-01,121.43581809661377,105.17656439259385
1998-07-01,121.98733988998355,105.61267306133499
1998-08-01,122.53653866735736,106.04698889970764
1998-09-01,123.08217797499412,106.47624540960506
1998-10-01,123.58304822497256,106.86463967009587
1998-11-01,124.05081472726756,107.22289672573253
1998-12-01,124.43208950944148,107.50371648677894
1999-01-01,124.80066275312849,107.78985696236914
1999-02-01,125.1402000333432,108.04868443714686
1999-03-01,125.44058807209346,108.27424784046406
1999-04-01,125.70147617217613,108.46701822407378
1999-05-01,125.89365655231028,108.59991843296956
1999-06-01,126.0623039228535,108.71145846440241
1999-07-01,126.22149838013384,108.81008178663706
1999-08-01,126.36952468953801,108.90121471170623
1999-09-01,126.50780248312564,108.98260936148164
1999-10-01,126.6977997827533,109.10914225464931
1999-11-01,126.92510316623446,109.27107892972815
1999-12-01,127.2406346872473,109.50979546756516
2000-01-01,127.63473455342569,109.77835281096525
2000-02-01,128.0039364142648,110.02980939551726
2000-03-01,128.43918207895751,110.33965508470317
2000-04-01,128.95445800317214,110.71863039815236
2000-05-01,129.5053979019036,111.1383303236442
2000-06-01,130.07580857475517,111.57641237180799
2000-07-01,130.63365669955414,112.00939996041865
2000-08-01,131.22401430742684,112.48068517844122
2000-09-01,131.79417812007955,112.94415248120578
2000-10-01,132.30855954692754,113.3666099868761
2000-11-01,132.7538523282499,113.73139371888443
2000-12-01,133.08687044406545,114.00101296509372
2001-01-01,133.38658790059253,114.25085714351518
2001-02-01,133.69423519282563,114.49826942133718
2001-03-01,133.98360289059664,114.72508868842392
2001-04-01,134.20084711757616,114.89070649166153
2001-05-01,134.35936935552922,115.00673947794587
2001-06-01,134.47719503656327,115.10217869090133
2001-07-01,134.5820648631976,115.32920055904661
2001-08-01,134.59746191064997,115.64735057589287
2001-09-01,134.61822253310132,115.87715492021242
2001-10-01,134.58170019217755,115.90217527164087
2001-11-01,134.51892667140132,115.9134366751084
2001-12-01,134.4760898751299,115.94639813088624
2002-01-01,134.7323228508851,116.44027650209874
2002-02-01,134.98926287347402,116.96141544943094
2002-03-01,135.20061682024723,117.46290593975446
2002-04-01,135.39944480651926,117.97687708138515
2002-05-01,135.62161338140737,118.51724203614405
2002-06-01,135.8841975142299,119.08475417072565
2002-07-01,136.09801124620097,119.47076776307368
2002-08-01,136.33223572849354,119.70133521872258
2002-09-01,136.588476686132,120.04519427774262
2002-10-01,136.914097043082,120.61126657384735
2002-11-01,137.28884848099685,121.21902883631093
2002-12-01,137.67399017745717,121.83917472139983
2003-01-01,137.63923400340892,121.92613132198868
2003-02-01,137.5607582345145,121.96097991684167
2003-03-01,137.52443549850702,122.0261954341198
2003-04-01,137.53529790849697,122.12363175804796
2003-05-01,137.63585950381346,122.28873408874652
2003-06-01,137.7448195288165,122.44973658981625
2003-07-01,137.92192706313242,122.78176503893154
2003-08-01,138.10344592693608,123.17096889542826
2003-09-01,138.28121952756524,123.41754324381232
2003-10-01,138.49009300505926,123.68194941487569
2003-11-01,138.73021138452984,123.97148412025196
2003-12-01,138.93661050604032,124.23028138727823
2004-01-01,139.18929745276688,124.52559699328494
2004-02-01,139.46670158059797,124.84625943455512
2004-03-01,139.7753398074706,125.19304971457501
2004-04-01,140.0805255705817,125.52716777197524
2004-05-01,140.33739889175484,125.81508801616872
2004-06-01,140.57958219346423,126.09242145679707
2004-07-01,140.80162401514798,126.22278042162088
2004-08-01,140.99785811526496,126.2645914339456
2004-09-01,141.19866385973708,126.43708140115842
2004-10-01,141.3316914441207,126.54653147322756
2004-11-01,141.35917255015298,126.55283203813225
2004-12-01,141.818362756722,126.97106620862924
2005-01-01,141.9135618048542,126.94228105799289
2005-02-01,141.9920016367894,126.88872700798201
2005-03-01,142.1162643867972,126.87297401848241
2005-04-01,142.24263938787817,126.85434371870384
2005-05-01,142.35502052233164,126.82477151328489
2005-06-01,142.4421314015156,126.77025677690749
2005-07-01,142.51842053374978,126.71530014923377
2005-08-01,142.6273980181703,126.69787249742392
2005-09-01,142.69584269960683,126.64972987611985
2005-10-01,142.84792594429388,126.67595202231894
2005-11-01,143.09899390204097,126.7929229511774
2005-12-01,142.94369918040817,126.51167435324793
2006-01-01,143.27253564773585,126.74699192714144
2006-02-01,143.69197429725554,127.05863553797559
2006-03-01,144.0831932542404,127.3376241829356
2006-04-01,144.42739004032777,127.569265282142
2006-05-01,144.7139399089797,127.75272139805564
2006-06-01,145.03944557099845,127.97732744990917
2006-07-01,145.34588072739135,128.1943917848017
2006-08-01,145.62065662593258,128.38652550022374
2006-09-01,145.995158936782,128.6642159521252
2006-10-01,146.3512518040498,128.9194268357597
2006-11-01,146.72461209862973,129.18233762751814
2006-12-01,147.1745680239402,129.50508937403376
2007-01-01,147.52963263971884,129.7443283999041
2007-02-01,147.88448447885432,129.98012362213973
2007-03-01,148.21484832117565,130.19344330080966
2007-04-01,148.5197642755994,130.39183431101603
2007-05-01,148.83160068519462,130.59591032118897
2007-06-01,149.124668402894,130.78106517083503
2007-07-01,149.46123874114204,131.0043601831018
2007-08-01,149.8114047492504,131.24324006649707
2007-09-01,150.10770072028853,131.44263734890987
2007-10-01,150.31485839880628,131.57794170141935
2007-11-01,150.42713392053628,131.63833411487232
2007-12-01,150.4926326294171,131.668456157291
2008-01-01,150.55794497028208,131.72216043935842
2008-02-01,150.5760590500811,131.73898950553811
2008-03-01,150.57245403383286,131.73292482102946
2008-04-01,150.531707076324,131.6861394029007
2008-05-01,151.05028339572812,132.20149464771393
2008-06-01,151.2003007433678,132.38161025750398
2008-07-01,151.109645992856,132.3566173023727
2008-08-01,150.9336172488012,132.25950720202619
2008-09-01,150.74740418832974,132.16903701523054
2008-10-01,150.67621706763512,132.1825547519089
2008-11-01,150.74850426063458,132.34093548442718
2008-12-01,150.71358288213997,132.42624291404925
2009-01-01,150.6052023850804,132.61396164279947
2009-02-01,150.297254636551,132.65047349337098
2009-03-01,149.90155959194735,132.6457022746508
2009-04-01,149.56431849681292,132.7453589983246
2009-05-01,148.8773260112319,132.48744492544446
2009-06-01,148.28571092925978,132.30727951111814
2009-07-01,147.97865668911177,132.361105381442
2009-08-01,147.7306502152134,132.4567469063916
2009-09-01,147.49908370729204,132.5535907333505
2009-10-01,147.1611077815295,132.54767497664042
2009-11-01,146.72243611669003,132.43790048352244
2009-12-01,146.4231292685291,132.43597399958585
2010-01-01,146.21887328365202,132.30685631406098
2010-02-01,146.17360688056894,132.30538369328025
2010-03-01,146.21432056922995,132.3560931939767
2010-04-01,146.36908566526816,132.46760491232234
2010-05-01,146.42475735424424,132.4683922555033
2010-06-01,146.75030036732062,132.71871777630267
2010-07-01,147.10800459077194,132.98935909554635
2010-08-01,147.54963078977596,133.32851473394865
2010-09-01,147.88957787512632,133.5632608475769
2010-10-01,148.28306778350247,133.83978709829177
2010-11-01,148.68606370512813,134.12058282290732
2010-12-01,149.09351613420537,134.39961957104856
