date,PI,DPI
2011-01-01,149.63068464612346,134.74270621616876
2011-02-01,150.23882199604873,135.1430978797307
2011-03-01,150.81418375601075,135.50777367609385
2011-04-01,151.23153159039882,135.72744311007386
2011-05-01,151.5360948096894,135.84750917966883
2011-06-01,151.88914555755932,136.01314814031485
2011-07-01,152.1111583646977,136.0710427371578
2011-08-01,152.24981570611695,136.0633773001242
2011-09-01,152.43128760845113,136.10225224378772
2011-10-01,152.57483576593668,136.1187327992855
2011-11-01,152.6835963840314,136.1111559433824
2011-12-01,152.83399143286093,136.14196900880233
2012-01-01,152.81893586240028,136.14927364368043
2012-02-01,152.82898785432852,136.176818322367
2012-03-01,152.90126559159012,136.26214544524305
2012-04-01,153.07887932035013,136.44342446886895
2012-05-01,153.27097910317198,136.6382510524833
2012-06-01,153.37538226095052,136.75147884116708
2012-07-01,153.41945955829482,136.8049292057968
2012-08-01,153.4406062184063,136.82912409593072
2012-09-01,153.58802648884503,136.9616279360823
2012-10-01,153.82632248774527,137.170836853392
2012-11-01,154.26431230849113,137.54960552115824
2012-12-01,154.90221745379236,138.1030982629092
2013-01-01,154.88809580948956,137.9441129575447
2013-02-01,154.78170428398872,137.70068913152951
2013-03-01,154.6874794272768,137.4632915086354
2013-04-01,154.61698051895365,137.23536809677032
2013-05-01,154.55852714300394,137.01882768701932
2013-06-01,154.55601353352048,136.86110834159368
2013-07-01,154.64253881856465,136.80594328467524
2013-08-01,154.77542721007381,136.8050254496389
2013-09-01,154.8635653560267,136.77301191699556
2013-10-01,154.84493362601876,136.6376880100835
2013-11-01,154.65991940251004,136.35061487643836
2013-12-01,154.21464671126245,135.8263952455894
2014-01-01,154.4830906509582,136.03308270754397
2014-02-01,154.84574944957703,136.3239350651651
2014-03-01,155.2120474621719,136.62657023638485
2014-04-01,155.51488323863722,136.8925118416253
2014-05-01,155.83289234838517,137.17789334392748
2014-06-01,156.1823027947827,137.4880986479021
2014-07-01,156.5804542126506,137.8211305052566
2014-08-01,157.0583624960145,138.2122784227234
2014-09-01,157.46314335598507,138.52954717931246
2014-10-01,157.90838379031987,138.8867406865971
2014-11-01,158.37552488773443,139.26774173440336
2014-12-01,158.86177392349995,139.6744335935879
2015-01-01,159.44838854791652,140.13832018922042
2015-02-01,160.01908702386694,140.59208647205392
2015-03-01,160.50094320481864,140.95495839247835
2015-04-01,160.88537228305663,141.21423091600423
2015-05-01,161.31089006392614,141.49997713730235
2015-06-01,161.65329782544697,141.71667966306487
2015-07-01,161.999607106648,141.95262873083115
2015-08-01,162.3031878462714,142.16040621061725
2015-09-01,162.61967142899823,142.38460424267979
2015-10-01,162.96364822355153,142.62861483594904
2015-11-01,163.25801635529646,142.83095687616927
2015-12-01,163.54722874095398,143.03384754754296
2016-01-01,163.69252867439647,143.18268437164406
2016-02-01,163.7954268989885,143.29975092967288
2016-03-01,163.91969732685502,143.44614041124868
2016-04-01,164.0260193759681,143.57914617834888
2016-05-01,164.06445664907093,143.65390593838256
2016-06-01,164.14902760576763,143.76205608918775
2016-07-01,164.21741665769002,143.84443951314202
2016-08-01,164.29633293534562,143.93474680419757
2016-09-01,164.35423875855363,144.00640051243863
2016-10-01,164.43715568427675,144.10926290163758
2016-11-01,164.57345802402642,144.2603571673104
2016-12-01,164.70181379816947,144.39679641033257
2017-01-01,164.80457744383082,144.48913646230253
2017-02-01,164.90176366178704,144.57169437497774
2017-03-01,165.09325503110406,144.7420235863386
2017-04-01,165.36559410208534,144.9954579340258
2017-05-01,165.73520004641202,145.34562311774928
2017-06-01,166.18379321054022,145.76412253456803
2017-07-01,166.63819697781238,146.18543988714035
2017-08-01,167.0084471530997,146.52491304591663
2017-09-01,167.40695954169993,146.87968594056846
2017-10-01,167.76008157780316,147.18002951011556
2017-11-01,168.08038890334774,147.4392814218861
2017-12-01,168.36340275047053,147.6635843124332
2018-01-01,168.65782518142305,147.9433854415158
2018-02-01,169.0164409956739,148.2894521532672
2018-03-01,169.29726633479314,148.57331991427202
2018-04-01,169.49064162839494,148.78721613588337
2018-05-01,169.61670155155196,148.9432560692463
2018-06-01,169.68655213016385,149.0573365384822
2018-07-01,169.8470552689154,149.25444580534372
2018-08-01,170.050438244342,149.49532211001002
2018-09-01,170.1980950708223,149.70107976092166
2018-10-01,170.3107818119515,149.90109253510212
2018-11-01,170.42400301221917,150.11933774472917
2018-12-01,170.6671719445469,150.46894552384342
2019-01-01,170.97010651092683,150.7824723749334
2019-02-01,171.25711348848708,151.06263316113464
2019-03-01,171.52563785349767,151.29680089592443
2019-04-01,171.8889993714877,151.58301645773173
2019-05-01,172.248470017292,151.85044718625653
2019-06-01,172.59649309535868,152.11041916476356
2019-07-01,172.81429070581052,152.27913715376692
2019-08-01,173.0543774854335,152.47986597899958
2019-09-01,173.35412492517435,152.73309932455342
2019-10-01,173.63189558585017,152.94663756782225
2019-11-01,173.93810109813793,153.1750610470512
2019-12-01,173.97944414214177,153.148731768495
2020-01-01,174.09033750059032,153.21926840084123
2020-02-01,174.24071128043656,153.32543263361103
2020-03-01,174.04871681289305,153.16530498671705
2020-04-01,175.49368792240443,154.79418289627213
2020-05-01,176.129696944519,155.58753132181397
2020-06-01,176.6874596850574,156.26430716655605
2020-07-01,177.38816914734366,157.0388653693153
2020-08-01,177.5633119870768,157.25330876008485
2020-09-01,178.07086855707453,157.74561080598917
2020-10-01,178.59449822409138,158.22036034164316
2020-11-01,178.9247270797033,158.4829828425201
2020-12-01,179.40473260999477,158.87280107693323
2021-01-01,181.20113502115976,160.51881882385155
2021-02-01,181.714980442984,160.89232575963987
2021-03-01,185.60128784398682,164.56304392009812
2021-04-01,185.44655102511942,164.02285226143363
2021-05-01,185.67916459142603,163.88861946323465
2021-06-01,185.88213183413464,163.75335041680916
2021-07-01,186.0370043824524,163.58890178802997
2021-08-01,186.60751190574857,163.87128518186165
2021-09-01,186.66694295390826,163.686364517327
2021-10-01,186.79066610406846,163.5848187355833
2021-11-01,187.03458105244553,163.62082106306045
2021-12-01,187.1715094432498,163.55937098992482
2022-01-01,185.76546058947224,161.79898513965435
2022-02-01,185.5439799454771,161.22561307685223
2022-03-01,182.25326470092833,157.59662684729082
2022-04-01,181.35757930964022,156.3934271532216
2022-05-01,180.82889154402346,155.59020700212713
2022-06-01,180.28923364071034,154.82818474994153
2022-07-01,179.79171645051613,154.13832272307545
2022-08-01,179.4410541282402,153.61310976400168
2022-09-01,179.26271489367835,153.28200977112647
2022-10-01,179.0234033713549,152.92380272689385
2022-11-01,178.7929620699479,152.60061956560165
2022-12-01,178.62979779965463,152.37484033453268
2023-01-01,178.5910613320128,152.72381421003584
2023-02-01,178.57949973130488,153.1282438795843
2023-03-01,178.7089906718487,153.68189225999012
2023-04-01,178.77043942709875,154.1893435507782
2023-05-01,178.89777055776116,154.74643649448652
2023-06-01,179.1117174762221,155.34505333400827
2023-07-01,179.197168288002,155.78566310545241
2023-08-01,179.25013978356094,156.16708392645936
2023-09-01,179.30762079039985,156.53865595169935
2023-10-01,179.36911328569158,156.903960467374
2023-11-01,179.52061602482948,157.336414244231
2023-12-01,179.69102674077308,157.76257784201337
2024-01-01,179.94925031162725,158.0358588018117
2024-02-01,180.24221092320303,158.31189469873763
2024-03-01,180.45960690562228,158.50527608925242
2024-04-01,180.73464871726173,158.74088645984503
2024-05-01,181.01600321872783,158.97248582511358
2024-06-01,181.28624105306824,159.19270727222957
2024-07-01,181.5354507886336,159.39025115929496
2024-08-01,181.71145638656353,159.51524356924503
2024-09-01,181.89043369407864,159.642396739902
2024-10-01,182.15991686361505,159.83948813940546
2024-11-01,182.4056338654308,160.00722887517216
2024-12-01,182.66534852552306,160.18918048236947
2025-01-01,182.78417565854218,160.2338556673091
2025-02-01,182.93849568751762,160.31596668931093
2025-03-01,183.16142834764761,160.45797482483894
2025-04-01,183.50242691261758,160.7095034367012
2025-05-01,183.69184246999055,160.81597983425831
2025-06-01,183.88683612312073,160.93037223601172
