date,M2,Monetary Base,Currency,Reserve Balances,Demand Deposits
2024-07-01,71.7937,19.3152,8.03285,11.2824,17.7948
2024-08-01,71.8058,19.2908,7.99078,11.3001,17.8635
2024-09-01,71.7909,18.9342,7.96634,10.9679,17.8682
2024-10-01,71.7129,18.7958,7.95174,10.8441,17.9061
2024-11-01,72.0643,18.8956,7.93757,10.958,18.0366
2024-12-01,72.3664,18.7878,7.92317,10.8646,18.3607
2025-01-01,72.1027,18.7758,7.88661,10.8892,18.2982
2025-02-01,71.7696,18.7299,7.84823,10.8816,18.0972
2025-03-01,72.5578,19.2223,7.87728,11.3451,18.4541
2025-04-01,72.4571,18.9878,7.87513,11.113,18.4376
2025-05-01,71.6313,18.6173,7.86179,10.7555,18.2686
2025-06-01,71.7801,18.8554,7.84728,11.0084,18.3807
2025-07-01,71.781,18.7733,7.84815,10.9248,18.2745
2025-08-01,71.8588,18.5426,7.84021,10.7024,18.3359
2025-09-01,71.9719,17.8119,7.83589,9.97606,18.3667
