date,Losing,Leaving
2019-01-01,14.49621868133545,21.4306640625
2019-02-01,14.54876899719238,21.20869636535645
2019-03-01,14.29011821746826,21.76749038696289
2019-04-01,13.59158611297607,20.32144737243652
2019-05-01,14.72111511230469,21.18869972229004
2019-06-01,13.52699661254883,20.39789581298828
2019-07-01,13.77036762237549,21.58560371398926
2019-08-01,14.14809799194336,20.09002113342285
2019-09-01,13.36020660400391,20.08552742004395
2019-10-01,14.84120464324951,22.09021949768066
2019-11-01,14.42281913757324,21.17351913452148
2019-12-01,15.38951969146729,20.89233589172363
2020-01-01,14.74089241027832,21.1864013671875
2020-02-01,13.82764911651611,22.24424934387207
2020-03-01,18.537109375,20.02340888977051
2020-04-01,20.92951965332031,17.31262397766113
2020-05-01,18.64857482910156,19.13620758056641
2020-06-01,15.0422887802124,18.98837471008301
2020-07-01,15.99591732025146,18.86473274230957
2020-08-01,18.0198974609375,19.71786499023438
2020-09-01,16.59491539001465,20.33359718322754
2020-10-01,15.47841358184814,17.87070274353027
2020-11-01,14.5596866607666,16.60967445373535
2020-12-01,14.98997592926025,17.05993461608887
2021-01-01,13.60908603668213,16.00934982299805
2021-02-01,14.23746681213379,17.72097778320312
2021-03-01,12.83226108551025,16.69720840454102
2021-04-01,15.01834583282471,19.10960388183594
2021-05-01,12.60835361480713,18.71636199951172
2021-06-01,10.93699645996094,18.60000610351562
2021-07-01,12.23536491394043,19.65110778808594
2021-08-01,12.44520854949951,19.95717239379883
2021-09-01,11.09307670593262,18.91439628601074
2021-10-01,10.98882102966309,20.02672576904297
2021-11-01,12.94916439056396,20.16284942626953
2021-12-01,11.62841606140137,19.8596134185791
2022-01-01,11.63508129119873,19.26785659790039
2022-02-01,10.75324440002441,18.97710037231445
2022-03-01,11.06106472015381,19.16474151611328
2022-04-01,10.76287937164307,19.03142166137695
2022-05-01,11.10012626647949,20.34696960449219
2022-06-01,11.92100143432617,18.63552665710449
2022-07-01,11.8224630355835,19.45808601379395
2022-08-01,11.10598945617676,18.51069641113281
2022-09-01,11.63804626464844,19.39758682250977
2022-10-01,12.02559280395508,19.48844146728516
2022-11-01,11.69978046417236,18.59802055358887
2022-12-01,12.60383224487305,19.31583595275879
2023-01-01,11.97176933288574,19.06670951843262
2023-02-01,11.83091068267822,20.83368682861328
2023-03-01,11.35094261169434,19.33829498291016
2023-04-01,12.20413208007812,19.58647918701172
2023-05-01,10.8607873916626,19.09954452514648
2023-06-01,12.93042182922363,18.87389755249023
2023-07-01,11.76541519165039,17.02642822265625
2023-08-01,13.82943630218506,18.90912055969238
2023-09-01,12.36977767944336,18.15922164916992
2023-10-01,12.65751647949219,18.19706535339355
2023-11-01,13.63220882415771,19.60624885559082
2023-12-01,13.37426567077637,20.36716461181641
2024-01-01,11.77032852172852,17.67939758300781
2024-02-01,14.45281600952148,19.47650909423828
2024-03-01,15.73170566558838,20.63642120361328
2024-04-01,15.1172399520874,19.36330223083496
2024-05-01,12.36229515075684,19.60663604736328
2024-06-01,14.7815408706665,20.4679012298584
2024-07-01,14.26694488525391,20.70206642150879
2024-08-01,13.31503582000732,19.08789253234863
2024-09-01,13.33106708526611,20.35854721069336
2024-10-01,12.95510482788086,20.51998710632324
2024-11-01,13.5244607925415,20.20688819885254
2024-12-01,11.91368865966797,18.19571304321289
2025-01-01,14.20606136322021,19.8817024230957
2025-02-01,14.09638023376465,17.60404396057129
2025-03-01,15.67875003814697,18.00423622131348
2025-04-01,15.29172325134277,18.17988777160645
2025-05-01,14.82918930053711,18.25666809082031
2025-06-01,13.95813941955566,18.78615951538086
2025-07-01,14.43162059783936,18.97438621520996
2025-08-01,14.47752094268799,18.94955635070801
