date,NDI
1988-02-15,39.28306230003262
1988-05-16,39.62305598202151
1988-08-15,39.88748376883758
1988-11-15,40.30609463646583
1989-02-15,40.43029527438262
1989-05-16,40.105142258388206
1989-08-15,40.1856932619261
1989-11-15,40.039648350600906
1990-02-15,40.22956803703616
1990-05-16,40.4319752244444
1990-08-15,40.04933164443413
1990-11-15,39.42087820139712
1991-02-15,39.35508595368976
1991-05-16,39.41420607712322
1991-08-15,39.431311810242484
1991-11-15,39.402738433456605
1992-02-15,39.974860078526724
1992-05-16,40.19738375848169
1992-08-15,40.11368098520332
1992-11-15,40.38325992006135
1993-02-15,40.03974877764525
1993-05-16,40.41512036115361
1993-08-15,40.39943752203878
1993-11-15,41.1264702475203
1994-02-15,41.284716314488534
1994-05-16,41.82322665563257
1994-08-15,42.01860026271731
1994-11-15,42.42823973729378
1995-02-15,42.45463719361169
1995-05-16,42.505427367069146
1995-08-15,42.95542171358564
1995-11-15,43.11980985842663
1996-02-15,43.50299181605107
1996-05-16,43.96144679277821
1996-08-15,44.18137445394133
1996-11-15,44.562522244909005
1997-02-15,45.02589979910973
1997-05-16,45.457654237313754
1997-08-15,46.1630868304095
1997-11-15,46.67347393344409
1998-02-15,47.09690695353969
1998-05-16,47.67181479893169
1998-08-15,48.261094442768325
1998-11-15,48.560410190236055
1999-02-15,49.192374100900274
1999-05-16,49.136031508657275
1999-08-15,49.32502650172245
1999-11-15,49.85546618664332
2000-02-15,50.65397347853008
2000-05-16,50.8908086576372
2000-08-15,51.19733065929251
2000-11-15,51.03149781734373
2001-02-15,51.426150630144946
2001-05-16,51.16139614125121
2001-08-15,50.80664270082388
2001-11-15,50.28150409660888
2002-02-15,50.932674533180865
2002-05-16,51.14052647769508
2002-08-15,51.11491978947106
2002-11-15,51.44855511159532
2003-02-15,51.144557504522794
2003-05-16,51.613283127626225
2003-08-15,52.04964168735546
2003-11-15,52.452870352909486
2004-02-15,52.759150043891786
2004-05-16,53.33591117644341
2004-08-15,53.9365403248183
2004-11-15,53.98077959204858
2005-02-15,54.420588509673046
2005-05-16,54.852588496416935
2005-08-15,54.994293276509644
2005-11-15,55.70769609506588
2006-02-15,56.60004779987644
2006-05-16,56.64676129939044
2006-08-15,56.654797764170944
2006-11-15,56.81839601339226
2007-02-15,56.63328330527315
2007-05-16,56.67888987068021
2007-08-15,55.89716657379903
2007-11-15,55.382328494589764
2008-02-15,54.88298001194069
2008-05-16,54.314824823542374
2008-08-15,53.88481863085423
2008-11-15,53.23003004152424
2009-02-15,52.39579464468191
2009-05-16,52.26671695299719
2009-08-15,52.156034022385626
2009-11-15,52.72563909216558
2010-02-15,52.929085930264336
2010-05-16,53.63388947086775
2010-08-15,54.538917748105874
2010-11-15,54.52629090238709
2011-02-15,54.27044132370599
2011-05-16,54.43015512936088
2011-08-15,54.4975559262081
2011-11-15,54.78787571985196
2012-02-15,55.99715902669915
2012-05-16,56.16761660477424
2012-08-15,55.623382021349485
2012-11-15,56.347462587302815
2013-02-15,56.18922982681408
2013-05-16,56.56072843889731
2013-08-15,56.4507534401813
2013-11-15,56.77251751211069
2014-02-15,56.86824082320324
2014-05-16,57.73565840389999
2014-08-15,58.40426572612584
2014-11-15,58.92275628151785
2015-02-15,59.34108828008668
2015-05-16,59.53557551273105
2015-08-15,59.49283989130297
2015-11-15,59.46972663070711
2016-02-15,59.65175367861603
2016-05-16,59.19263006970588
2016-08-15,59.38059426147346
2016-11-15,59.54278667561072
2017-02-15,59.90299134710982
2017-05-16,60.278307971423224
2017-08-15,60.5421411948819
2017-11-15,61.02273051598739
2018-02-15,61.436010783404505
2018-05-16,61.65561220146663
2018-08-15,62.3896636680726
2018-11-15,62.63931090181411
2019-02-15,62.93729518587012
2019-05-16,62.981206348386735
2019-08-15,63.132986617916956
2019-11-15,63.65532083690943
2020-02-15,63.463588241776485
2020-05-16,56.71581591827736
2020-08-15,60.46964879324907
2020-11-15,63.453774014019
2021-02-15,63.895068360228905
2021-05-16,64.33740207727436
2021-08-15,65.08730567794554
2021-11-15,66.25921342156941
2022-02-15,66.35809625123053
2022-05-16,66.29244453013858
2022-08-15,66.52652566973953
2022-11-15,65.71249230350081
2023-02-15,65.1577434091206
