date,Imports Canada,Imports China,Imports EU,Imports Japan,Imports Mexico,Imports SA,Exports Canada,Exports China,Exports EU,Exports Japan,Exports Mexico,Exports SA,Balance Canada,Balance China,Balance EU,Balance Japan,Balance Mexico,Balance SA
2001-04-01,2.24977,0.994886,2.24957,1.40335,1.32468,0.716779,1.69265,0.169068,1.66054,0.633867,1.07212,0.583908,-0.557124,-0.825819,-0.589027,-0.769485,-0.25256,-0.132871
2001-05-01,2.24049,0.990887,2.24498,1.37645,1.32115,0.712229,1.68037,0.169209,1.6573,0.62967,1.06401,0.586598,-0.560121,-0.821678,-0.587679,-0.746783,-0.257141,-0.12563
2001-06-01,2.22004,0.986729,2.2363,1.35144,1.31258,0.70128,1.66603,0.173058,1.6505,0.620498,1.05141,0.585329,-0.554008,-0.813671,-0.585792,-0.730941,-0.261177,-0.115951
2001-07-01,2.20376,0.98156,2.24142,1.32649,1.30564,0.695327,1.65735,0.171116,1.63946,0.611358,1.03518,0.585581,-0.546407,-0.810444,-0.60196,-0.715129,-0.270453,-0.109746
2001-08-01,2.18113,0.979083,2.22758,1.30118,1.29541,0.688284,1.63845,0.175481,1.62583,0.599638,1.01908,0.58257,-0.542677,-0.803603,-0.601742,-0.701542,-0.276329,-0.105714
2001-09-01,2.15077,0.975634,2.19527,1.27899,1.27676,0.677944,1.61173,0.175991,1.60097,0.58698,0.997246,0.573099,-0.539034,-0.799644,-0.594291,-0.692008,-0.279513,-0.104845
2001-10-01,2.11821,0.975483,2.18936,1.24899,1.26551,0.665749,1.591,0.17715,1.58586,0.574418,0.985127,0.565696,-0.527204,-0.798333,-0.603503,-0.674576,-0.280385,-0.100053
2001-11-01,2.08759,0.971826,2.16744,1.22599,1.25297,0.652053,1.5695,0.178935,1.5619,0.559344,0.96824,0.559962,-0.518095,-0.792891,-0.605534,-0.666643,-0.284725,-0.0920909
2001-12-01,2.04737,0.968252,2.14488,1.1973,1.24335,0.63778,1.54711,0.181596,1.53297,0.543883,0.958956,0.550552,-0.500263,-0.786656,-0.611909,-0.653415,-0.284397,-0.0872283
2002-01-01,2.00447,0.966199,2.11254,1.17158,1.23402,0.621092,1.52885,0.184839,1.50828,0.530438,0.948401,0.540907,-0.475626,-0.78136,-0.604262,-0.641142,-0.285622,-0.0801851
2002-02-01,1.98036,0.979555,2.09419,1.15055,1.22868,0.61102,1.51612,0.186687,1.48217,0.516432,0.931975,0.534155,-0.464241,-0.792868,-0.612013,-0.63412,-0.29671,-0.0768644
2002-03-01,1.95204,0.974035,2.07565,1.13259,1.21636,0.600633,1.49764,0.184016,1.45892,0.504315,0.914189,0.525134,-0.454402,-0.79002,-0.616726,-0.628274,-0.302166,-0.0754993
2002-04-01,1.94225,0.984948,2.0712,1.12179,1.22275,0.596433,1.49135,0.184943,1.44054,0.492494,0.912563,0.517676,-0.450904,-0.800005,-0.630657,-0.629297,-0.310184,-0.0787566
2002-05-01,1.93018,1.00222,2.06479,1.11509,1.22458,0.59476,1.48301,0.18618,1.41651,0.485584,0.909337,0.510259,-0.447167,-0.816041,-0.648277,-0.629504,-0.315239,-0.0845007
2002-06-01,1.91204,1.02172,2.06353,1.11372,1.22065,0.592152,1.47187,0.18968,1.39605,0.481544,0.904337,0.500142,-0.440171,-0.832041,-0.667482,-0.632178,-0.316311,-0.0920107
2002-07-01,1.90838,1.04002,2.0709,1.11013,1.22426,0.595424,1.46734,0.19257,1.38527,0.482066,0.904763,0.490368,-0.441042,-0.847451,-0.685627,-0.628066,-0.319499,-0.105056
2002-08-01,1.90262,1.06159,2.07248,1.10582,1.2236,0.598737,1.4647,0.191208,1.3734,0.482485,0.897977,0.482098,-0.437916,-0.870385,-0.699072,-0.623332,-0.325622,-0.116639
2002-09-01,1.90773,1.08032,2.08958,1.10824,1.22664,0.607028,1.46878,0.196157,1.36505,0.479213,0.900696,0.480772,-0.43895,-0.884166,-0.724528,-0.629026,-0.325943,-0.126256
2002-10-01,1.91585,1.08304,2.08913,1.09913,1.22987,0.620576,1.47182,0.198476,1.3604,0.475915,0.8975,0.478567,-0.444038,-0.884568,-0.728734,-0.623213,-0.332368,-0.142008
2002-11-01,1.91477,1.11373,2.09979,1.10064,1.23175,0.629291,1.47374,0.20235,1.35906,0.475617,0.897171,0.476448,-0.441035,-0.911382,-0.740736,-0.625019,-0.334584,-0.152844
2002-12-01,1.91899,1.14901,2.13216,1.11446,1.2355,0.637896,1.47694,0.203087,1.34568,0.472198,0.894574,0.473134,-0.442055,-0.945923,-0.786478,-0.642267,-0.340923,-0.164762
2003-01-01,1.92599,1.17287,2.14593,1.11507,1.23952,0.639152,1.48004,0.207051,1.34575,0.470534,0.892285,0.473177,-0.445948,-0.965817,-0.800178,-0.644537,-0.347232,-0.165975
2003-02-01,1.92938,1.18403,2.15522,1.11186,1.24434,0.646487,1.48404,0.211167,1.34133,0.471625,0.88818,0.471696,-0.445339,-0.972865,-0.813892,-0.640233,-0.356156,-0.174791
2003-03-01,1.94496,1.20646,2.17392,1.10828,1.24727,0.65825,1.49243,0.217842,1.34339,0.467744,0.887194,0.470473,-0.452532,-0.988616,-0.830533,-0.640535,-0.360079,-0.187776
2003-04-01,1.94149,1.22477,2.18014,1.10159,1.24061,0.669374,1.49273,0.222416,1.34705,0.47153,0.88049,0.466914,-0.44876,-1.00236,-0.833083,-0.630056,-0.360122,-0.20246
2003-05-01,1.9343,1.23938,2.18592,1.0976,1.23282,0.673942,1.49369,0.223625,1.34959,0.472771,0.873696,0.461721,-0.440604,-1.01575,-0.836328,-0.624825,-0.359128,-0.212221
2003-06-01,1.93838,1.24804,2.20227,1.09092,1.22986,0.680387,1.49604,0.222133,1.3524,0.468855,0.870219,0.460188,-0.442338,-1.0259,-0.849875,-0.622065,-0.359645,-0.220199
2003-07-01,1.94194,1.26356,2.20198,1.08611,1.22396,0.68588,1.49448,0.223309,1.35731,0.464893,0.866582,0.461403,-0.447457,-1.04025,-0.844666,-0.621218,-0.357378,-0.224477
2003-08-01,1.93106,1.26834,2.19764,1.07294,1.21509,0.687185,1.48032,0.224168,1.35396,0.458645,0.85763,0.460033,-0.450737,-1.04418,-0.84368,-0.6143,-0.357459,-0.227152
2003-09-01,1.93606,1.28473,2.20828,1.06268,1.21347,0.68605,1.48446,0.223798,1.35349,0.456881,0.856156,0.457299,-0.451594,-1.06093,-0.854798,-0.6058,-0.35731,-0.228752
2003-10-01,1.93681,1.32314,2.21277,1.05977,1.21059,0.683471,1.48516,0.229993,1.35303,0.456833,0.854851,0.457097,-0.451648,-1.09315,-0.859748,-0.602936,-0.355739,-0.226375
2003-11-01,1.93573,1.33065,2.21153,1.04903,1.20649,0.681867,1.48395,0.239085,1.35761,0.455203,0.850785,0.454602,-0.451773,-1.09156,-0.85392,-0.593827,-0.355701,-0.227265
2003-12-01,1.94429,1.33749,2.22021,1.03566,1.21135,0.691652,1.49092,0.248902,1.36147,0.456289,0.854698,0.45578,-0.453365,-1.08858,-0.858733,-0.579373,-0.35665,-0.235872
2004-01-01,1.94445,1.35388,2.21255,1.03076,1.2082,0.7023,1.48679,0.252398,1.35981,0.454373,0.852852,0.45709,-0.45765,-1.10149,-0.852732,-0.576383,-0.355352,-0.245209
2004-02-01,1.95295,1.36089,2.22778,1.03219,1.20829,0.709495,1.48848,0.258696,1.36628,0.451782,0.856821,0.462156,-0.464476,-1.10219,-0.861504,-0.580409,-0.351469,-0.247339
2004-03-01,1.96539,1.38541,2.24686,1.03834,1.21741,0.714754,1.49657,0.265407,1.37432,0.454661,0.868669,0.466858,-0.468821,-1.12,-0.872535,-0.583683,-0.348743,-0.247897
2004-04-01,1.98076,1.40549,2.26257,1.04036,1.22294,0.716312,1.50022,0.269213,1.37992,0.453699,0.877013,0.471767,-0.480536,-1.13628,-0.88265,-0.586657,-0.345928,-0.244545
2004-05-01,1.99177,1.42483,2.2715,1.04084,1.2294,0.723976,1.50129,0.274977,1.38814,0.449385,0.881809,0.477594,-0.490487,-1.14986,-0.883354,-0.591452,-0.347595,-0.246382
2004-06-01,2.02021,1.45719,2.28289,1.04598,1.24308,0.73604,1.50493,0.278894,1.38786,0.44903,0.886667,0.482806,-0.515278,-1.1783,-0.895037,-0.596949,-0.356412,-0.253234
2004-07-01,2.0319,1.48402,2.28098,1.04798,1.24545,0.743973,1.51216,0.28202,1.38999,0.448692,0.888898,0.48585,-0.519737,-1.202,-0.890984,-0.599287,-0.356553,-0.258123
2004-08-01,2.05835,1.51227,2.29863,1.05553,1.25459,0.755787,1.53,0.285448,1.39324,0.446047,0.897213,0.48885,-0.52835,-1.22683,-0.905387,-0.609485,-0.357375,-0.266937
2004-09-01,2.06721,1.53491,2.29872,1.05903,1.26237,0.76931,1.5398,0.290098,1.40014,0.445509,0.901648,0.492026,-0.527407,-1.24481,-0.898582,-0.613516,-0.360727,-0.277284
2004-10-01,2.07545,1.5541,2.29882,1.059,1.26841,0.783865,1.54362,0.290002,1.4034,0.447835,0.901627,0.496582,-0.531824,-1.26409,-0.895419,-0.61116,-0.366788,-0.287283
2004-11-01,2.09975,1.59174,2.31638,1.06551,1.28019,0.801461,1.55283,0.285349,1.39884,0.443255,0.908183,0.499573,-0.546921,-1.30639,-0.917541,-0.622253,-0.37201,-0.301888
2004-12-01,2.10921,1.61821,2.31983,1.06798,1.28269,0.81163,1.56225,0.283256,1.4088,0.440739,0.911048,0.505004,-0.546968,-1.33496,-0.911029,-0.62724,-0.371641,-0.306626
2005-01-01,2.12177,1.64062,2.33099,1.0703,1.28297,0.826694,1.57232,0.281649,1.41172,0.438456,0.915446,0.508112,-0.549452,-1.35898,-0.919267,-0.631848,-0.367525,-0.318582
2005-02-01,2.12752,1.67771,2.3325,1.07054,1.28319,0.836416,1.57742,0.281145,1.41187,0.436166,0.918014,0.50832,-0.550099,-1.39657,-0.920636,-0.634373,-0.36518,-0.328095
2005-03-01,2.12777,1.68746,2.32412,1.07244,1.2801,0.850188,1.58214,0.279338,1.41016,0.432104,0.914427,0.510866,-0.545622,-1.40813,-0.913959,-0.640334,-0.365677,-0.339322
2005-04-01,2.13165,1.70543,2.32158,1.07098,1.28668,0.865171,1.59004,0.282037,1.41481,0.428347,0.91333,0.517742,-0.541619,-1.4234,-0.906773,-0.642637,-0.373353,-0.347429
2005-05-01,2.13821,1.72799,2.33571,1.07244,1.29055,0.877389,1.59746,0.283596,1.41676,0.424388,0.914035,0.524251,-0.540749,-1.4444,-0.918949,-0.648053,-0.376517,-0.353137
2005-06-01,2.13008,1.75126,2.34134,1.07437,1.29157,0.889283,1.6068,0.2869,1.42315,0.423664,0.916621,0.530701,-0.523278,-1.46436,-0.918184,-0.650707,-0.374947,-0.358582
2005-07-01,2.12894,1.77117,2.35128,1.07133,1.28853,0.899793,1.60489,0.292801,1.42563,0.422477,0.915283,0.535693,-0.524053,-1.47837,-0.925651,-0.648855,-0.373243,-0.3641
2005-08-01,2.14118,1.79582,2.35985,1.07186,1.29425,0.910935,1.61334,0.299932,1.4257,0.424456,0.919225,0.541194,-0.527837,-1.49589,-0.93415,-0.647399,-0.375029,-0.369741
2005-09-01,2.16285,1.82444,2.37102,1.06856,1.29499,0.923558,1.61811,0.300977,1.42266,0.422659,0.919433,0.545488,-0.544739,-1.52346,-0.948359,-0.645905,-0.375555,-0.37807
2005-10-01,2.19268,1.85102,2.38376,1.06856,1.29776,0.929313,1.6233,0.306786,1.42025,0.419535,0.921255,0.546273,-0.569375,-1.54423,-0.963508,-0.649028,-0.376506,-0.38304
2005-11-01,2.20838,1.86262,2.39169,1.06537,1.30329,0.937649,1.6283,0.311916,1.42581,0.420141,0.92389,0.551429,-0.580075,-1.5507,-0.965871,-0.64523,-0.379402,-0.38622
2005-12-01,2.23841,1.87678,2.38675,1.06379,1.31127,0.94716,1.63341,0.317526,1.42734,0.421502,0.926922,0.557505,-0.605002,-1.55925,-0.959409,-0.642292,-0.384351,-0.389656
2006-01-01,2.25849,1.89389,2.39651,1.06412,1.32868,0.956374,1.63795,0.321925,1.42804,0.422244,0.931847,0.56438,-0.620539,-1.57197,-0.968466,-0.641873,-0.396837,-0.391994
2006-02-01,2.26386,1.8914,2.38757,1.06309,1.33864,0.962719,1.64344,0.327983,1.42879,0.422224,0.934777,0.569184,-0.620422,-1.56342,-0.958789,-0.640863,-0.403861,-0.393535
2006-03-01,2.27068,1.91443,2.39808,1.059,1.35625,0.969322,1.65174,0.337873,1.43637,0.423266,0.945443,0.576093,-0.618938,-1.57656,-0.961709,-0.635731,-0.410808,-0.393229
2006-04-01,2.26921,1.92941,2.39572,1.05699,1.3596,0.96747,1.65063,0.343419,1.43697,0.420807,0.947537,0.578766,-0.618581,-1.58599,-0.958754,-0.636183,-0.412065,-0.388704
2006-05-01,2.27942,1.94389,2.40511,1.06109,1.37311,0.976709,1.65828,0.350728,1.44532,0.422793,0.954927,0.582587,-0.621137,-1.59316,-0.959789,-0.638297,-0.418188,-0.394122
2006-06-01,2.28908,1.95634,2.40741,1.05809,1.38797,0.979597,1.66607,0.355878,1.46356,0.423293,0.961949,0.587684,-0.623017,-1.60047,-0.943845,-0.634797,-0.426018,-0.391913
2006-07-01,2.29146,1.97167,2.41374,1.06152,1.40159,0.988142,1.67198,0.363387,1.46818,0.422458,0.966177,0.593466,-0.619481,-1.60828,-0.945557,-0.639061,-0.435417,-0.394676
2006-08-01,2.29001,1.99416,2.42403,1.06421,1.41827,0.994284,1.6792,0.36815,1.48315,0.421247,0.969697,0.601026,-0.610804,-1.62601,-0.940878,-0.642967,-0.448569,-0.393258
2006-09-01,2.27254,2.01675,2.41753,1.06674,1.42946,0.993292,1.67819,0.376047,1.50297,0.423176,0.970492,0.611738,-0.594343,-1.6407,-0.914561,-0.643561,-0.45897,-0.381553
2006-10-01,2.2431,2.04454,2.40994,1.07386,1.4363,0.99079,1.67978,0.381616,1.51778,0.425104,0.97617,0.623579,-0.563314,-1.66293,-0.892165,-0.648756,-0.460135,-0.367211
2006-11-01,2.22495,2.07465,2.40381,1.07676,1.44278,0.98255,1.68201,0.385701,1.53011,0.426724,0.977715,0.635974,-0.542935,-1.68895,-0.8737,-0.650038,-0.465062,-0.346576
2006-12-01,2.19859,2.092,2.40246,1.07721,1.44122,0.971766,1.67677,0.39018,1.54033,0.424972,0.972099,0.642482,-0.521823,-1.70182,-0.862133,-0.652239,-0.469116,-0.329284
2007-01-01,2.18338,2.11421,2.40137,1.07634,1.43634,0.961405,1.67379,0.39576,1.56441,0.427013,0.969543,0.650732,-0.509586,-1.71845,-0.836965,-0.649327,-0.466793,-0.310673
2007-02-01,2.17435,2.14298,2.40112,1.07387,1.43306,0.950615,1.67017,0.397537,1.57882,0.427504,0.965389,0.656587,-0.504174,-1.74544,-0.822308,-0.646363,-0.467667,-0.294028
2007-03-01,2.17178,2.15082,2.40653,1.06923,1.43371,0.94132,1.67014,0.400081,1.60096,0.428159,0.958417,0.661872,-0.501641,-1.75073,-0.80557,-0.641074,-0.475293,-0.279448
2007-04-01,2.17258,2.16269,2.41378,1.06729,1.43257,0.940626,1.67189,0.40196,1.61247,0.430721,0.955695,0.667741,-0.500693,-1.76073,-0.801308,-0.636564,-0.476871,-0.272885
2007-05-01,2.16763,2.17569,2.40543,1.05674,1.4333,0.933052,1.67484,0.405394,1.62555,0.432072,0.954828,0.675131,-0.492792,-1.77029,-0.779881,-0.624666,-0.478471,-0.257921
2007-06-01,2.1685,2.18922,2.41022,1.04906,1.42915,0.923251,1.67475,0.41278,1.62988,0.430237,0.950072,0.68199,-0.493744,-1.77644,-0.780348,-0.618822,-0.479074,-0.241261
2007-07-01,2.17192,2.20874,2.41862,1.04645,1.43369,0.914785,1.68342,0.410172,1.64352,0.428642,0.951877,0.690838,-0.488501,-1.79856,-0.775103,-0.617804,-0.481811,-0.223947
2007-08-01,2.16751,2.21199,2.42121,1.03861,1.43556,0.909454,1.6844,0.415228,1.65607,0.427958,0.952083,0.700737,-0.483115,-1.79676,-0.765139,-0.610652,-0.483476,-0.208717
2007-09-01,2.16871,2.21599,2.42287,1.03144,1.43614,0.90561,1.69024,0.419515,1.66459,0.426987,0.950916,0.707208,-0.478477,-1.79647,-0.758279,-0.604448,-0.485222,-0.198402
2007-10-01,2.18542,2.22225,2.45198,1.02509,1.44675,0.911958,1.7067,0.422361,1.67741,0.425186,0.947311,0.719732,-0.478721,-1.79989,-0.774571,-0.599908,-0.499435,-0.192226
2007-11-01,2.19606,2.22743,2.46166,1.0173,1.45571,0.921508,1.7203,0.427554,1.6858,0.423867,0.946286,0.727432,-0.475758,-1.79988,-0.775859,-0.593435,-0.509426,-0.194076
2007-12-01,2.19904,2.22947,2.45811,1.00891,1.46147,0.935055,1.72624,0.436518,1.69349,0.424191,0.942702,0.740608,-0.472804,-1.79295,-0.764627,-0.584715,-0.518769,-0.194447
2008-01-01,2.20678,2.2254,2.46092,1.00744,1.46792,0.95245,1.73867,0.443041,1.70073,0.42312,0.948402,0.751859,-0.468107,-1.78236,-0.760192,-0.584315,-0.51952,-0.200592
2008-02-01,2.2261,2.22562,2.48821,1.00918,1.48071,0.9678,1.75328,0.449663,1.72716,0.42733,0.959048,0.769532,-0.472815,-1.77596,-0.761047,-0.581847,-0.521661,-0.198268
2008-03-01,2.2386,2.21743,2.48402,1.00725,1.47323,0.975582,1.75503,0.454369,1.72833,0.426096,0.958411,0.784436,-0.48357,-1.76306,-0.755691,-0.581149,-0.514815,-0.191146
2008-04-01,2.26772,2.22304,2.50067,1.00788,1.49048,0.989146,1.77243,0.45961,1.74992,0.427636,0.966735,0.80341,-0.49529,-1.76343,-0.750746,-0.580245,-0.523745,-0.185736
2008-05-01,2.28451,2.23308,2.51405,1.006,1.49206,1.00444,1.78538,0.466204,1.76544,0.432627,0.966468,0.823467,-0.499127,-1.76687,-0.748613,-0.573375,-0.525591,-0.180971
2008-06-01,2.30199,2.23305,2.52798,1.00551,1.49633,1.03596,1.79413,0.469246,1.79022,0.435317,0.97634,0.847401,-0.507858,-1.76381,-0.73776,-0.570197,-0.519985,-0.188563
2008-07-01,2.34816,2.24572,2.54525,0.998089,1.50867,1.07096,1.81401,0.478792,1.81973,0.439656,0.991771,0.86974,-0.53415,-1.76693,-0.725522,-0.558433,-0.516903,-0.201219
2008-08-01,2.36412,2.26399,2.53652,0.990267,1.50822,1.09388,1.81486,0.482169,1.83939,0.444472,0.999603,0.900005,-0.549257,-1.78182,-0.697123,-0.545795,-0.508614,-0.193871
2008-09-01,2.38175,2.28449,2.5451,0.985717,1.50615,1.11194,1.81983,0.48089,1.8385,0.446124,1.00736,0.914474,-0.561921,-1.8036,-0.7066,-0.539593,-0.498793,-0.197461
2008-10-01,2.37242,2.29883,2.53085,0.971173,1.50348,1.11983,1.80951,0.484105,1.84541,0.445684,1.02351,0.927317,-0.562909,-1.81472,-0.685443,-0.525488,-0.479966,-0.192511
2008-11-01,2.33531,2.28805,2.49895,0.955112,1.47687,1.10477,1.78556,0.481286,1.84447,0.445316,1.02204,0.93163,-0.549743,-1.80677,-0.654475,-0.509796,-0.454823,-0.173137
2008-12-01,2.29716,2.28553,2.48747,0.942313,1.46116,1.0825,1.76706,0.471845,1.83919,0.440779,1.02323,0.926638,-0.530096,-1.81368,-0.648277,-0.501533,-0.437936,-0.155857
2009-01-01,2.23286,2.27781,2.44526,0.919177,1.43142,1.05051,1.72973,0.462817,1.81729,0.434581,1.0092,0.919692,-0.503127,-1.815,-0.627977,-0.484596,-0.422219,-0.130816
2009-02-01,2.16621,2.24503,2.39069,0.878731,1.39729,1.02227,1.6929,0.456363,1.78732,0.426144,0.99215,0.905705,-0.473312,-1.78867,-0.603378,-0.452587,-0.405143,-0.11656
2009-03-01,2.08759,2.24028,2.34297,0.840914,1.37382,0.997645,1.65442,0.452219,1.76456,0.418748,0.981687,0.892557,-0.433169,-1.78806,-0.578406,-0.422166,-0.39213,-0.105088
2009-04-01,1.99626,2.21724,2.28267,0.800962,1.33806,0.963874,1.6079,0.449771,1.72787,0.408637,0.963728,0.872918,-0.388364,-1.76746,-0.554801,-0.392326,-0.374336,-0.0909562
2009-05-01,1.90635,2.18904,2.20682,0.768068,1.30357,0.927614,1.5551,0.443876,1.69182,0.397636,0.946218,0.853956,-0.351247,-1.74516,-0.514996,-0.370432,-0.357352,-0.0736581
2009-06-01,1.8245,2.16801,2.1428,0.740421,1.27182,0.886487,1.51204,0.440727,1.65434,0.386697,0.929431,0.831671,-0.312467,-1.72728,-0.488455,-0.353724,-0.342387,-0.0548151
2009-07-01,1.73722,2.13563,2.08246,0.715942,1.23989,0.842146,1.47585,0.435298,1.61372,0.377759,0.913633,0.80923,-0.261372,-1.70033,-0.468738,-0.338183,-0.32626,-0.0329155
2009-08-01,1.6678,2.09984,2.03753,0.6974,1.21249,0.798379,1.44925,0.431751,1.57023,0.365965,0.897639,0.777701,-0.218554,-1.66809,-0.467298,-0.331435,-0.314848,-0.0206777
2009-09-01,1.60496,2.06953,2.00404,0.682519,1.20324,0.769981,1.42609,0.43636,1.55519,0.360035,0.891599,0.764213,-0.178865,-1.63317,-0.448852,-0.322484,-0.31164,-0.00576799
2009-10-01,1.56286,2.04203,1.96331,0.667909,1.1886,0.74105,1.40614,0.442574,1.54207,0.355784,0.878256,0.752332,-0.156716,-1.59946,-0.421234,-0.312125,-0.310348,0.0112818
2009-11-01,1.5487,2.03846,1.95584,0.664021,1.20128,0.739451,1.40308,0.458039,1.52967,0.350347,0.879346,0.749445,-0.145622,-1.58042,-0.42617,-0.313674,-0.321935,0.00999393
2009-12-01,1.56309,2.04756,1.94688,0.66188,1.22045,0.746826,1.41392,0.480132,1.52406,0.353271,0.890479,0.756841,-0.149162,-1.56743,-0.422823,-0.308609,-0.329975,0.0100153
2010-01-01,1.59014,2.04917,1.94604,0.662562,1.24449,0.756198,1.43008,0.498652,1.52893,0.358957,0.901781,0.762578,-0.160058,-1.55052,-0.417111,-0.303605,-0.342711,0.0063798
2010-02-01,1.61535,2.07739,1.95129,0.677977,1.27092,0.770172,1.44907,0.512992,1.52115,0.3614,0.917463,0.773861,-0.166277,-1.5644,-0.430147,-0.316577,-0.353459,0.00368928
2010-03-01,1.65644,2.09452,1.9761,0.698968,1.31087,0.787907,1.48252,0.524543,1.52596,0.365066,0.944446,0.795081,-0.173918,-1.56998,-0.450143,-0.333902,-0.366428,0.00717402
2010-04-01,1.69668,2.11692,1.982,0.714507,1.34119,0.807558,1.51202,0.533156,1.53041,0.368777,0.967406,0.81662,-0.184663,-1.58376,-0.451586,-0.34573,-0.373789,0.00906258
2010-05-01,1.74143,2.154,2.01038,0.729506,1.37905,0.821031,1.54376,0.541864,1.53633,0.374017,0.991155,0.835641,-0.197666,-1.61213,-0.474049,-0.355489,-0.387893,0.0146098
2010-06-01,1.77741,2.20716,2.03472,0.743567,1.41553,0.830331,1.57573,0.548103,1.54244,0.37968,1.0106,0.848971,-0.201672,-1.65906,-0.492281,-0.363887,-0.404939,0.0186406
2010-07-01,1.7883,2.25091,2.04992,0.753985,1.43857,0.836177,1.59179,0.560215,1.54846,0.385018,1.02112,0.86531,-0.196506,-1.69069,-0.501457,-0.368967,-0.417444,0.0291324
2010-08-01,1.81024,2.30735,2.07735,0.768528,1.46835,0.85036,1.61006,0.569579,1.56099,0.389503,1.03833,0.879694,-0.200182,-1.73778,-0.516358,-0.379026,-0.430014,0.0293338
2010-09-01,1.8243,2.34763,2.09018,0.775445,1.48811,0.854214,1.62701,0.576466,1.5701,0.39151,1.05032,0.89143,-0.197287,-1.77116,-0.520072,-0.383936,-0.437789,0.0372169
2010-10-01,1.83222,2.3758,2.1024,0.78649,1.50753,0.861094,1.64348,0.59132,1.57245,0.39616,1.06093,0.905084,-0.188746,-1.78448,-0.529954,-0.39033,-0.446598,0.0439901
2010-11-01,1.8422,2.41393,2.11424,0.794353,1.52428,0.869295,1.65417,0.603179,1.58187,0.400968,1.07639,0.916787,-0.188031,-1.81075,-0.532378,-0.393386,-0.447891,0.0474924
2010-12-01,1.85164,2.43397,2.12926,0.803996,1.53384,0.876509,1.66236,0.612981,1.5979,0.403304,1.09153,0.924208,-0.189276,-1.82099,-0.531361,-0.400692,-0.442313,0.0476989
2011-01-01,1.866,2.46637,2.15395,0.811431,1.55182,0.896005,1.6792,0.618267,1.60334,0.402936,1.10981,0.940217,-0.1868,-1.8481,-0.550607,-0.408495,-0.442015,0.0442113
2011-02-01,1.87287,2.4839,2.17126,0.82056,1.56378,0.907086,1.68654,0.626403,1.61155,0.405876,1.1206,0.94993,-0.186338,-1.8575,-0.559708,-0.414684,-0.443181,0.0428444
2011-03-01,1.89317,2.49772,2.19885,0.826637,1.57972,0.927786,1.70426,0.638661,1.629,0.410154,1.13768,0.962266,-0.188906,-1.85906,-0.569844,-0.416483,-0.442037,0.0344804
2011-04-01,1.90211,2.51381,2.23368,0.819958,1.59286,0.951007,1.71788,0.645828,1.65338,0.413412,1.15236,0.976312,-0.184227,-1.86798,-0.580298,-0.406547,-0.440501,0.0253048
2011-05-01,1.91776,2.53034,2.26554,0.815234,1.6111,0.980246,1.73282,0.650955,1.66971,0.414936,1.17188,0.988656,-0.184945,-1.87938,-0.595836,-0.400297,-0.439224,0.00841034
2011-06-01,1.92588,2.53239,2.28873,0.807461,1.62347,1.00398,1.74059,0.656318,1.68401,0.41673,1.18716,1.00242,-0.185288,-1.87607,-0.60472,-0.390731,-0.436304,-0.00156445
2011-07-01,1.94713,2.53707,2.29286,0.810036,1.63735,1.02085,1.75235,0.659681,1.69603,0.416686,1.20208,1.01874,-0.194775,-1.87739,-0.59683,-0.39335,-0.435268,-0.00210422
2011-08-01,1.96553,2.54278,2.31109,0.814864,1.6515,1.04299,1.77182,0.665666,1.71073,0.418685,1.22194,1.03497,-0.193712,-1.87711,-0.600359,-0.396179,-0.429557,-0.00802654
2011-09-01,1.98734,2.54375,2.32356,0.81783,1.66252,1.06827,1.78075,0.671988,1.72472,0.420779,1.23897,1.05176,-0.206593,-1.87176,-0.598841,-0.397052,-0.423543,-0.0165075
2011-10-01,2.00276,2.55441,2.3354,0.822711,1.66973,1.08886,1.79116,0.672245,1.72978,0.423427,1.25317,1.06366,-0.2116,-1.88217,-0.605616,-0.399284,-0.416563,-0.0252053
2011-11-01,2.01819,2.56141,2.35157,0.827048,1.6819,1.10605,1.80029,0.673714,1.73143,0.424743,1.26736,1.07474,-0.2179,-1.88769,-0.620141,-0.402305,-0.414539,-0.031308
2011-12-01,2.02712,2.56742,2.36873,0.828834,1.68993,1.12046,1.80833,0.669362,1.72975,0.423004,1.27473,1.08652,-0.218788,-1.89806,-0.638979,-0.40583,-0.415194,-0.0339346
2012-01-01,2.03346,2.57876,2.38337,0.838194,1.69672,1.12421,1.81174,0.669427,1.72992,0.425523,1.28453,1.09003,-0.22172,-1.90933,-0.653453,-0.41267,-0.412188,-0.0341776
2012-02-01,2.04558,2.57525,2.38595,0.847182,1.71356,1.13432,1.82459,0.66966,1.7407,0.425276,1.29938,1.09621,-0.220991,-1.90559,-0.645248,-0.421906,-0.414175,-0.0381061
2012-03-01,2.04339,2.58983,2.38581,0.853524,1.71878,1.14106,1.82223,0.66869,1.73931,0.424946,1.30506,1.10135,-0.221164,-1.92114,-0.646505,-0.428578,-0.413722,-0.0397076
2012-04-01,2.04772,2.60211,2.37802,0.871038,1.72133,1.13724,1.81952,0.669201,1.72604,0.427341,1.30772,1.10718,-0.228209,-1.93291,-0.651978,-0.443697,-0.413609,-0.0300594
2012-05-01,2.04457,2.60648,2.38082,0.891922,1.72689,1.12703,1.82213,0.67385,1.72079,0.426212,1.3133,1.11031,-0.222443,-1.93263,-0.660031,-0.46571,-0.413596,-0.0167201
