date,PrRes,PrNR,Pub,Total,PrMan
2005-03-01,591580.0,251961.0,228202.0,1071745.0,28650.0
2005-04-01,598335.0,254161.0,228516.0,1081012.0,27939.0
2005-05-01,603707.0,255438.0,234195.0,1093341.0,27051.0
2005-06-01,616958.0,252025.0,236913.0,1105896.0,27548.0
2005-07-01,628750.0,253900.0,236450.0,1119101.0,27589.0
2005-08-01,633710.0,257599.0,237852.0,1129163.0,29024.0
2005-09-01,647374.0,263183.0,237879.0,1148438.0,29048.0
2005-10-01,658590.0,265451.0,236787.0,1160831.0,29294.0
2005-11-01,665376.0,269373.0,237341.0,1172090.0,29590.0
2005-12-01,670522.0,272395.0,241758.0,1184677.0,29672.0
2006-01-01,675679.0,277343.0,242619.0,1195642.0,29698.0
2006-02-01,678562.0,280283.0,246794.0,1205639.0,28900.0
2006-03-01,668311.0,285365.0,251494.0,1205169.0,30851.0
2006-04-01,650388.0,287651.0,255257.0,1193296.0,31862.0
2006-05-01,633815.0,292927.0,253839.0,1180581.0,31848.0
2006-06-01,615053.0,299334.0,257741.0,1172128.0,33010.0
2006-07-01,598487.0,301402.0,258037.0,1157926.0,32092.0
2006-08-01,584460.0,306563.0,254884.0,1145907.0,35881.0
2006-09-01,573878.0,307094.0,254781.0,1135753.0,34212.0
2006-10-01,561444.0,304567.0,256903.0,1122914.0,32318.0
2006-11-01,548971.0,312164.0,260614.0,1121749.0,32408.0
2006-12-01,545011.0,320162.0,270232.0,1135406.0,32700.0
2007-01-01,537571.0,320249.0,280098.0,1137917.0,33382.0
2007-02-01,531641.0,332339.0,275052.0,1139032.0,34468.0
2007-03-01,527865.0,340354.0,278405.0,1146624.0,33954.0
2007-04-01,523666.0,345178.0,281745.0,1150590.0,35825.0
2007-05-01,514131.0,358048.0,289401.0,1161581.0,35234.0
2007-06-01,505936.0,369495.0,288080.0,1163511.0,37526.0
2007-07-01,495976.0,370632.0,288841.0,1155448.0,40927.0
2007-08-01,480974.0,384672.0,293431.0,1159077.0,40314.0
2007-09-01,465709.0,395532.0,297339.0,1158580.0,48027.0
2007-10-01,447819.0,408729.0,295943.0,1152491.0,49256.0
2007-11-01,431878.0,402136.0,298893.0,1132908.0,44181.0
2007-12-01,416486.0,401961.0,296694.0,1115141.0,47937.0
2008-01-01,402138.0,414958.0,294251.0,1111347.0,48190.0
2008-02-01,386197.0,411129.0,299323.0,1096648.0,48028.0
2008-03-01,390471.0,406437.0,306539.0,1103446.0,48567.0
2008-04-01,385328.0,411413.0,304512.0,1101252.0,49910.0
2008-05-01,381911.0,414316.0,305320.0,1101547.0,52617.0
2008-06-01,374495.0,408045.0,307558.0,1090098.0,54289.0
2008-07-01,364873.0,411470.0,310609.0,1086952.0,52515.0
2008-08-01,352598.0,403794.0,313684.0,1070075.0,54380.0
2008-09-01,340396.0,410624.0,308559.0,1059579.0,56654.0
2008-10-01,329304.0,412323.0,314332.0,1055959.0,58710.0
2008-11-01,312540.0,405596.0,316897.0,1035033.0,58318.0
2008-12-01,293997.0,393186.0,311957.0,999139.0,58386.0
2009-01-01,283870.0,381677.0,309552.0,975099.0,63869.0
2009-02-01,267938.0,382404.0,321367.0,971708.0,66482.0
2009-03-01,254645.0,383667.0,325481.0,963793.0,64284.0
2009-04-01,243958.0,369627.0,318896.0,932482.0,63750.0
2009-05-01,237188.0,365757.0,317075.0,920020.0,63219.0
2009-06-01,237343.0,354227.0,320961.0,912530.0,59394.0
2009-07-01,244141.0,344704.0,322593.0,911438.0,57699.0
2009-08-01,250768.0,334891.0,314453.0,900112.0,55482.0
2009-09-01,254135.0,322235.0,310870.0,887241.0,52194.0
2009-10-01,254942.0,308583.0,307866.0,871391.0,52021.0
2009-11-01,255941.0,299917.0,302635.0,858493.0,50901.0
2009-12-01,255801.0,286479.0,300330.0,842609.0,42551.0
2010-01-01,254826.0,268992.0,298296.0,822114.0,45115.0
2010-02-01,255121.0,267569.0,292195.0,814885.0,45228.0
2010-03-01,253924.0,267614.0,300311.0,821849.0,49045.0
2010-04-01,254574.0,267185.0,307905.0,829664.0,45738.0
2010-05-01,252896.0,264485.0,306066.0,823447.0,43094.0
2010-06-01,250518.0,264369.0,307056.0,821943.0,42111.0
2010-07-01,244354.0,252883.0,302457.0,799694.0,40652.0
2010-08-01,238695.0,255187.0,308148.0,802030.0,38943.0
2010-09-01,237834.0,253420.0,316474.0,807728.0,37552.0
2010-10-01,236512.0,257733.0,307128.0,801372.0,36219.0
2010-11-01,237468.0,265154.0,301529.0,804151.0,34646.0
2010-12-01,239030.0,257397.0,292968.0,789395.0,31102.0
2011-01-01,240548.0,225709.0,293706.0,759964.0,29987.0
2011-02-01,240062.0,229621.0,288693.0,758376.0,32647.0
2011-03-01,241586.0,237178.0,290393.0,769157.0,34676.0
2011-04-01,244598.0,239923.0,284917.0,769437.0,34064.0
2011-05-01,245449.0,246937.0,282865.0,775251.0,36799.0
2011-06-01,247520.0,262949.0,284369.0,794839.0,41628.0
2011-07-01,249770.0,262747.0,279864.0,792381.0,40811.0
2011-08-01,251877.0,272384.0,287691.0,811953.0,42902.0
2011-09-01,250152.0,273972.0,289537.0,813660.0,45106.0
2011-10-01,252821.0,270982.0,284575.0,808378.0,44638.0
2011-11-01,247279.0,277776.0,286995.0,812050.0,44834.0
2011-12-01,247983.0,284011.0,289373.0,821367.0,46481.0
2012-01-01,251869.0,293950.0,284790.0,830610.0,43668.0
2012-02-01,247503.0,294111.0,282754.0,824368.0,43965.0
2012-03-01,252283.0,297053.0,279952.0,829288.0,45132.0
2012-04-01,258567.0,304401.0,278772.0,841740.0,46145.0
2012-05-01,263797.0,305582.0,281548.0,850928.0,46011.0
2012-06-01,269664.0,302591.0,285755.0,858009.0,46496.0
2012-07-01,273587.0,304534.0,280813.0,858934.0,47315.0
2012-08-01,279216.0,302812.0,280699.0,862726.0,46790.0
2012-09-01,286120.0,305507.0,274961.0,866588.0,47936.0
2012-10-01,294197.0,306335.0,274834.0,875366.0,48505.0
2012-11-01,296510.0,301430.0,274113.0,872052.0,48213.0
2012-12-01,299101.0,304580.0,268128.0,871809.0,49105.0
2013-01-01,303792.0,292746.0,266184.0,862722.0,49235.0
2013-02-01,309078.0,292424.0,272082.0,873583.0,50552.0
2013-03-01,312083.0,290250.0,262177.0,864510.0,50400.0
2013-04-01,316537.0,293188.0,270003.0,879728.0,49566.0
2013-05-01,321706.0,297883.0,269164.0,888752.0,48010.0
2013-06-01,324770.0,302661.0,271864.0,899295.0,49633.0
2013-07-01,328388.0,316339.0,273029.0,917756.0,55194.0
2013-08-01,335690.0,319524.0,273848.0,929061.0,54150.0
2013-09-01,339977.0,325461.0,272683.0,938121.0,51670.0
2013-10-01,346273.0,333928.0,271014.0,951214.0,52232.0
2013-11-01,353317.0,340714.0,270092.0,964122.0,52525.0
2013-12-01,360754.0,348710.0,269747.0,979211.0,57978.0
2014-01-01,368359.0,353903.0,264326.0,986587.0,55426.0
2014-02-01,363860.0,359437.0,264241.0,987538.0,53740.0
2014-03-01,369329.0,355615.0,266214.0,991157.0,51172.0
2014-04-01,375347.0,360049.0,271505.0,1006901.0,53868.0
2014-05-01,376671.0,356841.0,273635.0,1007147.0,53158.0
2014-06-01,372569.0,360030.0,273824.0,1006424.0,58530.0
2014-07-01,372572.0,359951.0,282412.0,1014935.0,57665.0
2014-08-01,372893.0,360732.0,281471.0,1015096.0,59052.0
2014-09-01,382053.0,363100.0,276738.0,1021890.0,61635.0
2014-10-01,386299.0,373536.0,286566.0,1046402.0,70768.0
2014-11-01,391521.0,373100.0,280272.0,1044893.0,73302.0
2014-12-01,401584.0,370648.0,284197.0,1056429.0,71119.0
2015-01-01,405105.0,374782.0,281353.0,1061241.0,76229.0
2015-02-01,410055.0,382163.0,280677.0,1072895.0,79694.0
2015-03-01,409845.0,393447.0,283456.0,1086748.0,80123.0
2015-04-01,415034.0,407690.0,292894.0,1115619.0,82248.0
2015-05-01,422979.0,418064.0,294390.0,1135433.0,83638.0
2015-06-01,433746.0,424797.0,299650.0,1158193.0,87946.0
2015-07-01,439819.0,414231.0,300511.0,1154561.0,82296.0
2015-08-01,439616.0,419103.0,305657.0,1164377.0,83628.0
2015-09-01,448021.0,416898.0,299018.0,1163937.0,86539.0
2015-10-01,448256.0,411466.0,291812.0,1151533.0,84557.0
2015-11-01,446990.0,410953.0,287566.0,1145510.0,83469.0
2015-12-01,452947.0,405378.0,298029.0,1156354.0,79245.0
2016-01-01,456468.0,401068.0,303453.0,1160988.0,77111.0
2016-02-01,462448.0,409310.0,301093.0,1172851.0,79181.0
2016-03-01,469622.0,419150.0,300005.0,1188776.0,80125.0
2016-04-01,468416.0,422929.0,294558.0,1185902.0,79989.0
2016-05-01,468910.0,430910.0,290865.0,1190685.0,81361.0
2016-06-01,474571.0,441636.0,301397.0,1217604.0,82181.0
2016-07-01,476926.0,445429.0,292178.0,1214532.0,81731.0
2016-08-01,481061.0,448016.0,292172.0,1221250.0,79882.0
2016-09-01,482953.0,451562.0,297923.0,1232438.0,77125.0
2016-10-01,496403.0,446695.0,298001.0,1241100.0,74966.0
2016-11-01,504630.0,458428.0,301823.0,1264881.0,76758.0
2016-12-01,512328.0,461342.0,296774.0,1270443.0,75736.0
2017-01-01,510981.0,456087.0,287515.0,1254583.0,72253.0
2017-02-01,531553.0,448256.0,296102.0,1275911.0,69398.0
2017-03-01,526970.0,448499.0,297255.0,1272724.0,71235.0
2017-04-01,533062.0,446586.0,289430.0,1269079.0,71190.0
2017-05-01,536314.0,447834.0,298778.0,1282926.0,72715.0
2017-06-01,536675.0,444343.0,296333.0,1277352.0,69849.0
2017-07-01,541970.0,437904.0,296014.0,1275888.0,69898.0
2017-08-01,542139.0,437551.0,295285.0,1274974.0,67858.0
2017-09-01,544359.0,440135.0,296678.0,1281172.0,68393.0
2017-10-01,538409.0,442307.0,302551.0,1283266.0,69040.0
2017-11-01,562039.0,441516.0,305341.0,1308896.0,69227.0
2017-12-01,565020.0,447371.0,301276.0,1313666.0,69961.0
2018-01-01,570932.0,465821.0,299717.0,1336469.0,68321.0
2018-02-01,576594.0,477978.0,300533.0,1355105.0,71401.0
2018-03-01,572219.0,469820.0,302929.0,1344968.0,69551.0
2018-04-01,573855.0,471318.0,309928.0,1355101.0,69410.0
2018-05-01,577087.0,472940.0,312337.0,1362364.0,71616.0
2018-06-01,569346.0,461819.0,312049.0,1343214.0,71016.0
2018-07-01,559852.0,461304.0,315475.0,1336631.0,70236.0
2018-08-01,550497.0,467011.0,322942.0,1340449.0,74205.0
2018-09-01,551118.0,464825.0,310169.0,1326111.0,74559.0
2018-10-01,536547.0,462942.0,311458.0,1310946.0,73729.0
2018-11-01,538953.0,452225.0,309516.0,1300694.0,73658.0
2018-12-01,519036.0,462060.0,308835.0,1289930.0,76376.0
2019-01-01,517390.0,458626.0,320033.0,1296049.0,77017.0
2019-02-01,516797.0,465357.0,329886.0,1312040.0,80674.0
2019-03-01,517696.0,474886.0,329950.0,1322532.0,81345.0
2019-04-01,522630.0,480435.0,350592.0,1353657.0,82255.0
2019-05-01,528461.0,489938.0,346022.0,1364421.0,80460.0
2019-06-01,540442.0,499431.0,343436.0,1383309.0,81079.0
2019-07-01,552575.0,508131.0,350044.0,1410749.0,81246.0
2019-08-01,559755.0,519560.0,346775.0,1426091.0,81085.0
2019-09-01,563783.0,520507.0,353830.0,1438119.0,80323.0
2019-10-01,567704.0,525057.0,349389.0,1442150.0,79549.0
2019-11-01,580112.0,531161.0,351763.0,1463036.0,81660.0
2019-12-01,586250.0,524947.0,355218.0,1466415.0,80512.0
2020-01-01,598551.0,523187.0,372379.0,1494117.0,78776.0
2020-02-01,609465.0,521188.0,371137.0,1501790.0,77990.0
2020-03-01,617132.0,514152.0,375051.0,1506335.0,78456.0
2020-04-01,595620.0,496322.0,368528.0,1460471.0,74051.0
2020-05-01,583199.0,492143.0,376744.0,1452086.0,73137.0
2020-06-01,589685.0,496124.0,373379.0,1459188.0,74086.0
2020-07-01,609849.0,493423.0,367700.0,1470971.0,75185.0
2020-08-01,641103.0,484271.0,364267.0,1489640.0,73925.0
2020-09-01,662353.0,483009.0,364821.0,1510182.0,72709.0
2020-10-01,684180.0,486381.0,364339.0,1534900.0,75260.0
2020-11-01,702717.0,479857.0,368402.0,1550976.0,73233.0
2020-12-01,725025.0,479213.0,368521.0,1572760.0,74403.0
2021-01-01,748052.0,487039.0,371470.0,1606561.0,76350.0
2021-02-01,742853.0,482055.0,360136.0,1585044.0,75580.0
2021-03-01,757335.0,494365.0,361345.0,1613045.0,77959.0
2021-04-01,766640.0,490488.0,358509.0,1615638.0,76564.0
2021-05-01,779374.0,487791.0,361116.0,1628281.0,76124.0
2021-06-01,792075.0,493292.0,354413.0,1639779.0,78396.0
2021-07-01,806948.0,496732.0,354666.0,1658346.0,80227.0
2021-08-01,813307.0,495095.0,358354.0,1666756.0,80893.0
2021-09-01,819594.0,496612.0,351127.0,1667332.0,81483.0
2021-10-01,828907.0,502628.0,353708.0,1685243.0,87133.0
2021-11-01,852881.0,515402.0,358303.0,1726586.0,93420.0
2021-12-01,881281.0,515033.0,358113.0,1754426.0,93364.0
2022-01-01,912687.0,521907.0,361867.0,1796460.0,97276.0
2022-02-01,931898.0,525726.0,366104.0,1823728.0,97563.0
2022-03-01,949368.0,531524.0,368746.0,1849637.0,101623.0
2022-04-01,965838.0,545022.0,371893.0,1882753.0,107091.0
2022-05-01,969636.0,544106.0,367154.0,1880896.0,109595.0
2022-06-01,955943.0,546267.0,370975.0,1873184.0,108167.0
2022-07-01,929672.0,559199.0,380391.0,1869262.0,117242.0
2022-08-01,907606.0,561457.0,378222.0,1847285.0,119292.0
2022-09-01,891657.0,563872.0,381400.0,1836930.0,122160.0
2022-10-01,877990.0,567845.0,384642.0,1830477.0,120245.0
2022-11-01,865170.0,585319.0,391718.0,1842206.0,131312.0
2022-12-01,853718.0,594609.0,392570.0,1840896.0,132746.0
2023-01-01,856046.0,627226.0,398928.0,1882199.0,164186.0
2023-02-01,847507.0,636032.0,406023.0,1889562.0,168545.0
2023-03-01,846865.0,644654.0,409882.0,1901401.0,176948.0
2023-04-01,824707.0,665887.0,417243.0,1907837.0,194403.0
2023-05-01,853896.0,670081.0,422756.0,1946733.0,199731.0
2023-06-01,860888.0,665615.0,429723.0,1956226.0,192447.0
2023-07-01,855438.0,678747.0,434820.0,1969005.0,196698.0
2023-08-01,866550.0,683024.0,438738.0,1988312.0,199254.0
2023-09-01,872038.0,683866.0,440622.0,1996525.0,198453.0
