date,GWG
1989-01-01,0.7017747651304698
1989-04-01,0.6988936768041246
1989-07-01,0.7023524581661318
1989-10-01,0.7015282823419559
1990-01-01,0.7050920128931341
1990-04-01,0.7120838394745129
1990-07-01,0.7114558557150876
1990-10-01,0.7189300825192113
1991-01-01,0.723275109876791
1991-04-01,0.7321207382920916
1991-07-01,0.7392843062518266
1991-10-01,0.7430550593673816
1992-01-01,0.7486157637232668
1992-04-01,0.7497252251283254
1992-07-01,0.752983565552313
1992-10-01,0.7575934564079821
1993-01-01,0.7621833867057137
1993-04-01,0.7637479047284919
1993-07-01,0.767102534233018
1993-10-01,0.7699369838460196
1994-01-01,0.765430561576577
1994-04-01,0.7649928530323563
1994-07-01,0.7662898504458585
1994-10-01,0.7626948696801505
1995-01-01,0.7643394460119863
1995-04-01,0.7638105062146274
1995-07-01,0.7579869441180026
1995-10-01,0.7534501913326555
1996-01-01,0.7521054585607015
1996-04-01,0.7494361921047074
1996-07-01,0.7485202958489706
1996-10-01,0.7507957463118539
1997-01-01,0.7460724261537511
1997-04-01,0.7467398364763642
1997-07-01,0.7456707473650058
1997-10-01,0.7453377100648282
1998-01-01,0.7525263615018216
1998-04-01,0.7544200779534649
1998-07-01,0.7587289883900935
1998-10-01,0.7627183500922212
1999-01-01,0.7630357970911583
1999-04-01,0.7639582911871962
1999-07-01,0.76516274143357
1999-10-01,0.7644523940398685
2000-01-01,0.7639781340154408
2000-04-01,0.7648504034329165
2000-07-01,0.7672707711981899
2000-10-01,0.7697787939268008
2001-01-01,0.7714944624957527
2001-04-01,0.7736972350521436
2001-07-01,0.7656879969134576
2001-10-01,0.7640553173358
2002-01-01,0.7652647816481333
2002-04-01,0.7648710983247806
2002-07-01,0.7742478116107421
2002-10-01,0.7802508480020213
2003-01-01,0.7844940407781424
2003-04-01,0.7903393951867226
2003-07-01,0.7935400468328475
2003-10-01,0.795312852412388
2004-01-01,0.7964904250070621
2004-04-01,0.7988283327640451
2004-07-01,0.8016645247908695
2004-10-01,0.8025815475828924
2005-01-01,0.8038440177868299
2005-04-01,0.8069272091053152
2005-07-01,0.8087017673597794
2005-10-01,0.8097244081512558
2006-01-01,0.810663695118907
2006-04-01,0.8100753450247711
2006-07-01,0.8064247171222677
2006-10-01,0.8079291856593712
2007-01-01,0.8092292015374278
2007-04-01,0.8046821641432351
2007-07-01,0.8055946853198869
2007-10-01,0.8013637646217979
2008-01-01,0.8006784911237952
2008-04-01,0.7995864499848125
2008-07-01,0.7975711394240053
2008-10-01,0.7996101107052871
2009-01-01,0.7953555917479967
2009-04-01,0.7963677313257029
2009-07-01,0.800240670927917
2009-10-01,0.8018669157684055
2010-01-01,0.8019806622092427
2010-04-01,0.8087952396228422
2010-07-01,0.8103757036613436
2010-10-01,0.8126675609483611
2011-01-01,0.8214611024923996
2011-04-01,0.8223077322546921
2011-07-01,0.8219365691847982
2011-10-01,0.821990022870791
2012-01-01,0.8212347303922876
2012-04-01,0.8117208126523623
2012-07-01,0.8153093293987739
2012-10-01,0.809388110345289
2013-01-01,0.8065810285213253
2013-04-01,0.8136863547689779
2013-07-01,0.8125898635409077
2013-10-01,0.8196374914677077
2014-01-01,0.8233762332340742
2014-04-01,0.8267059510922756
2014-07-01,0.825861727777725
2014-10-01,0.8262317226425651
2015-01-01,0.823866412552402
2015-04-01,0.8196692607363582
2015-07-01,0.8172191153165729
2015-10-01,0.8126727559318088
2016-01-01,0.813853862226381
2016-04-01,0.8144738088155979
2016-07-01,0.8153315303764446
2016-10-01,0.8190846909327023
2017-01-01,0.8152453372043209
2017-04-01,0.8196183156807569
2017-07-01,0.8195692729940024
2017-10-01,0.8183478671464035
2018-01-01,0.8201483976067435
2018-04-01,0.8147748151852152
2018-07-01,0.8143887956391547
2018-10-01,0.8106058812102559
2019-01-01,0.8084487169885154
2019-04-01,0.8090660239461472
2019-07-01,0.8101624618403378
2019-10-01,0.8157783281050939
2020-01-01,0.8160179444153254
2020-04-01,0.8229094259340719
2020-07-01,0.8216129386267543
2020-10-01,0.8241330557515023
2021-01-01,0.8298233513254063
2021-04-01,0.8257041187532506
2021-07-01,0.8295711567952169
2021-10-01,0.8314537276366619
2022-01-01,0.8327465569848354
2022-04-01,0.8333658335488965
2022-07-01,0.8334079431751958
2022-10-01,0.8301308739251989
2023-01-01,0.8313434403927836
2023-04-01,0.8352450144862728
2023-07-01,0.8358768694666143
