date,PCE,CORE
2003-01-01,2.299728339112894,1.726967729477935
2003-02-01,2.534651485420758,1.6454461134466358
2003-03-01,2.485261675370487,1.6506256015399456
2003-04-01,1.8404070488955204,1.4298395029148647
2003-05-01,1.6320051589220785,1.4317378541903736
2003-06-01,1.6040131293738824,1.3170801732181658
2003-07-01,1.6885669431499384,1.375604513702311
2003-08-01,1.8273122100483485,1.2860548271752092
2003-09-01,1.9484918279119467,1.2459390953553973
2003-10-01,1.751862506454227,1.3185271492943684
2003-11-01,1.7771391375901224,1.3552517489992866
2003-12-01,1.9265221979532177,1.4146688820317888
2004-01-01,2.0754809339664337,1.671550425302204
2004-02-01,1.9125050280963896,1.7527227048102167
2004-03-01,1.8473250878665137,1.8037210623490951
2004-04-01,2.2360869088383195,1.986801958419071
2004-05-01,2.7076495064244144,2.003307347035199
2004-06-01,2.9074728757771506,2.126453745793744
2004-07-01,2.71811142311853,2.0118496531090546
2004-08-01,2.4439893855493278,1.9569540710057787
2004-09-01,2.3449675618861354,2.028678890456037
2004-10-01,2.7909674145492724,2.084066746462021
2004-11-01,3.0565946663448695,2.1644869451085347
2004-12-01,2.867668303958393,2.147404390769103
2005-01-01,2.570373567352413,2.2146507666098714
2005-02-01,2.6109941632379563,2.1872306724744384
2005-03-01,2.7368471329974,2.2426060267856984
2005-04-01,2.8224749100097757,2.080289431573079
2005-05-01,2.537660979898315,2.139978692852851
2005-06-01,2.30053900373155,2.038244543100265
2005-07-01,2.6308003645013622,2.0576179204433886
2005-08-01,2.9841742956496997,2.092518639920593
2005-09-01,3.766791793564228,2.117365159090401
2005-10-01,3.4803766000211622,2.179460652458798
2005-11-01,2.8652389260330313,2.2184241617820843
2005-12-01,2.8146431664443083,2.1996402671646154
2006-01-01,3.1827107391649845,2.066210045662098
2006-02-01,2.9513585341119697,2.0560747663551426
2006-03-01,2.8301448197308288,2.070612314514775
2006-04-01,2.9953863631094313,2.235550708833145
2006-05-01,3.2001668443249587,2.2686045984309233
2006-06-01,3.3905763284968193,2.456406712063375
2006-07-01,3.3198035100666656,2.421170534128314
2006-08-01,3.2342165409043444,2.5527104177265336
2006-09-01,1.9805471816165099,2.4908623257073215
2006-10-01,1.5788636725050598,2.386095173810321
2006-11-01,1.833807626636319,2.182622064120854
2006-12-01,2.206007899739326,2.222919726030481
2007-01-01,2.072973187281235,2.4314953584610333
2007-02-01,2.3448025995493893,2.504913785401608
2007-03-01,2.53410645055554,2.3416438295122743
2007-04-01,2.3140123804164414,2.1922222222222176
2007-05-01,2.346469069271362,2.0664043013136846
2007-06-01,2.315058520468183,1.981709002842047
2007-07-01,2.118279929911493,2.033647420106699
2007-08-01,1.8612671747232579,1.9732563138690207
2007-09-01,2.5154496575418905,2.0803064324395715
2007-10-01,3.0572080332781804,2.144795684038181
2007-11-01,3.555739372463984,2.279865580179652
2007-12-01,3.4146721758790077,2.3346858208136867
2008-01-01,3.321532810263128,2.1128144654088077
2008-02-01,3.212602606367665,1.99810430671008
2008-03-01,3.165959323154932,2.1345844037096606
2008-04-01,3.167007678261058,2.108227414567332
2008-05-01,3.341377797279521,2.2092126557255787
2008-06-01,3.8576057448112877,2.2555004933907385
2008-07-01,4.137750139345786,2.2323748484323724
2008-08-01,3.9821752331855143,2.2053338810633205
2008-09-01,3.706162065701135,2.076728990101584
2008-10-01,2.7831427269373377,1.7533857556232046
2008-11-01,1.0805034433626348,1.5740760624476602
2008-12-01,0.30585321199718685,1.3512789464096286
2009-01-01,0.07626044553286082,1.1323902094761529
2009-02-01,0.06966923192350816,1.130088334882129
2009-03-01,-0.3237629157895827,1.0092828443231783
2009-04-01,-0.37639281334967967,1.1617258710281853
2009-05-01,-0.700592318960569,1.056289385035547
2009-06-01,-0.8179096926514751,0.970317818852795
2009-07-01,-1.2373406097497042,0.9117865085248145
2009-08-01,-0.867610604596436,0.9381974339718546
2009-09-01,-0.8089647140294032,0.9897747919043409
2009-10-01,0.18157441912021177,1.446195807300743
2009-11-01,1.5932851361020184,1.5253699788583708
2009-12-01,2.1859800942677143,1.615563544089671
2010-01-01,2.353686153714052,1.7445917655268595
2010-02-01,2.1293231794179635,1.7099884874153704
2010-03-01,2.3412375112559447,1.7367265974508328
2010-04-01,2.2208665125438953,1.5294253865667518
2010-05-01,2.117674726872343,1.5300167197703551
2010-06-01,1.4601487778958644,1.438864032600251
2010-07-01,1.5408156759399105,1.3579456611852114
2010-08-01,1.383797071351367,1.3035732998009086
2010-09-01,1.3084962342388096,1.1683489357251053
2010-10-01,1.2202446811873768,0.9191233938787624
2010-11-01,1.159405055973095,0.9495746696791985
2010-12-01,1.3459416863672136,0.9021101261081244
2011-01-01,1.4764171717383645,1.0246497900818996
2011-02-01,1.7860326582836095,1.1402105962740716
2011-03-01,2.071898437172659,1.162597747402061
2011-04-01,2.4574114986336104,1.3529484946503967
2011-05-01,2.7489610267254383,1.493495732869321
2011-06-01,2.788193644342951,1.575830365277886
2011-07-01,2.8883586587969523,1.73940052803232
2011-08-01,3.000501651268772,1.857790098682166
2011-09-01,3.055140801687317,1.8827154111784372
2011-10-01,2.7566965447598735,1.8101463193003209
2011-11-01,2.7743718697396114,1.9081016966634001
2011-12-01,2.6011860330098724,2.0582624387728954
2012-01-01,2.6308719284105164,2.129322937025546
2012-02-01,2.577946297937217,2.0976220789354683
2012-03-01,2.3510457073661284,2.1057379822232214
2012-04-01,2.0632779446931204,2.037622364746672
2012-05-01,1.6321457316638144,1.8929730391656685
2012-06-01,1.59472568680199,1.8775610054430958
2012-07-01,1.446356645917235,1.8185518750318153
2012-08-01,1.53721272385976,1.6664974103788088
2012-09-01,1.7011317237256796,1.7200612930395875
2012-10-01,1.9928068486905426,1.906771065763313
2012-11-01,1.715735835321719,1.8025403572693666
2012-12-01,1.6470469357853679,1.713633286518279
2013-01-01,1.4720096657269366,1.5924015954232207
2013-02-01,1.6001044638193518,1.5537163487163053
2013-03-01,1.2813700031081732,1.484984487484553
2013-04-01,1.0683568131526933,1.4104838952211818
2013-05-01,1.2540724775700562,1.421145930354828
2013-06-01,1.5295734245393877,1.4897746828350877
2013-07-01,1.6172371613627723,1.5122136489025717
2013-08-01,1.431997601678825,1.5652625585599989
2013-09-01,1.1626053517703072,1.5533031385303042
2013-10-01,1.0320645263827144,1.5207611767984464
2013-11-01,1.252422841807066,1.5807368818722356
2013-12-01,1.4613052338585453,1.6331071751418014
2014-01-01,1.4605782778670973,1.5208446934020792
2014-02-01,1.1458343631672196,1.4556761467163115
2014-03-01,1.4789882690689593,1.5532866357988118
2014-04-01,1.74162869031107,1.6498616053776116
2014-05-01,1.841474763875417,1.7103132282655809
2014-06-01,1.7288048525082589,1.652257065962126
2014-07-01,1.7533127448175145,1.7062964603948183
2014-08-01,1.5832044373072618,1.6267039084167711
2014-09-01,1.5628539071347758,1.6317107912962259
2014-10-01,1.3685835357041043,1.5117054233167337
2014-11-01,1.1348353212585316,1.4455449420607724
2014-12-01,0.7710772546906552,1.3937895240980769
2015-01-01,0.11735482230523786,1.2822390843660658
2015-02-01,0.2287211166282166,1.3284010385148592
2015-03-01,0.2243705430742704,1.2947411491923688
2015-04-01,0.12074237083488093,1.2895194935280907
2015-05-01,0.2002605331207663,1.2514563106796217
