date,Date,Price,Dividend,DY,Pch,Return
1989-01-01,1989.01,606.0071890999175,20.837240816432704,0.0438615,0.0490572,9.29187
1989-02-01,1989.02,621.7012006578948,20.92779463100329,0.0437045,0.0545441,9.82487
1989-03-01,1989.03,615.4095282093214,21.04629100572363,0.0435566,0.0525476,9.61043
1989-04-01,1989.04,631.4631982128352,21.069731529650692,0.0434065,0.054377,9.77834
1989-05-01,1989.05,651.986527463651,21.17201105573506,0.0432348,0.0615858,10.4821
1989-06-01,1989.06,670.7163118452861,21.486957534246578,0.0430642,0.0636992,10.6763
1989-07-01,1989.07,686.0485056270096,21.545313012057875,0.042888,0.0662361,10.9124
1989-08-01,1989.08,715.2839277688605,21.765392386035312,0.0427184,0.0669308,10.9649
1989-09-01,1989.09,714.4349976,22.07281176,0.0425531,0.066769,10.9322
1989-10-01,1989.1,711.2268200636943,22.10392230334395,0.042369,0.0712582,11.3627
1989-11-01,1989.11,694.8267498014296,22.30982079984114,0.0421862,0.0705752,11.2761
1989-12-01,1989.12,710.8537303727201,22.553190642347346,0.0420139,0.069988,11.2002
1990-01-01,1990.01,686.1816784144428,22.484524803767663,0.0418586,0.0647114,10.657
1990-02-01,1990.02,663.840488671875,22.559929453125,0.0417262,0.0585572,10.0283
1990-03-01,1990.03,676.2336125874126,22.61704335664336,0.0415433,0.0724115,11.3955
1990-04-01,1990.04,674.6258108611327,22.814752531419707,0.0413521,0.0751134,11.6466
1990-05-01,1990.05,697.0815383126935,22.993839076625388,0.041171,0.0748932,11.6064
1990-06-01,1990.06,713.3974150115473,23.081145034642034,0.0410087,0.0718856,11.2894
1990-07-01,1990.07,709.9521025306748,23.12417109892638,0.0408639,0.0666231,10.7487
1990-08-01,1990.08,646.2669015957447,23.023905613221885,0.0407541,0.054198,9.49521
1990-09-01,1990.09,611.1847173323287,22.923544611906557,0.0406668,0.046693,8.73598
1990-10-01,1990.1,591.5545294382023,22.972432294382024,0.0406,0.0412648,8.18647
1990-11-01,1990.11,605.9294118834081,23.08735387668161,0.0405411,0.040313,8.08541
1990-12-01,1990.12,631.7970571748879,23.234757174887893,0.040463,0.047355,8.7818
1991-01-01,1991.01,621.8140647102526,23.128564125557208,0.0403845,0.0469261,8.73106
1991-02-01,1991.02,691.0324491097922,23.106838640207716,0.0402582,0.0628585,10.3117
1991-03-01,1991.03,709.0941253333333,23.066320666666666,0.0401364,0.0624231,10.2559
1991-04-01,1991.04,722.1193455621303,23.070237204142018,0.0400109,0.0641233,10.4134
1991-05-01,1991.05,716.7844440265487,23.021146460176993,0.0398766,0.0663287,10.6205
1991-06-01,1991.06,715.2434728676471,22.97234448529412,0.0397417,0.0665603,10.6302
1991-07-01,1991.07,717.8558147577094,23.020359535242296,0.0395937,0.0707396,11.0333
1991-08-01,1991.08,733.0155680819912,23.034647154465596,0.0394391,0.0733817,11.2821
1991-09-01,1991.09,725.6867405247814,23.015065014577264,0.0392441,0.0831815,12.2426
1991-10-01,1991.1,724.0315598253276,22.93159613318777,0.039052,0.0818024,12.0854
1991-11-01,1991.11,720.1384824383164,22.815394857039184,0.0388689,0.0788066,11.7675
1991-12-01,1991.12,724.4457787527193,22.74906308919507,0.0386843,0.0790076,11.7692
1992-01-01,1992.01,774.7313187545258,22.790596379435193,0.0384563,0.0924956,13.0952
1992-02-01,1992.02,765.4059584415585,22.78258961038961,0.0382175,0.0941603,13.2378
1992-03-01,1992.03,751.9608258435032,22.741941708542715,0.0379641,0.0957007,13.3665
1992-04-01,1992.04,750.9749103225807,22.709336774193552,0.0377324,0.0907228,12.8455
1992-05-01,1992.05,763.5206055118111,22.676825196850398,0.0374945,0.0934691,13.0964
1992-06-01,1992.06,748.802707061341,22.595952068473615,0.0372287,0.0991993,13.6428
1992-07-01,1992.07,759.6123982206407,22.59034746405694,0.0369567,0.101644,13.86
1992-08-01,1992.08,762.7118684882896,22.56892030731015,0.036684,0.102016,13.87
1992-09-01,1992.09,761.5536356687898,22.56563057324841,0.0364645,0.0900675,12.6532
1992-10-01,1992.1,748.0242418899859,22.461943944287725,0.0362842,0.0796894,11.5974
1992-11-01,1992.11,765.694751830986,22.424150554225353,0.0361141,0.0776854,11.38
