date,Imports,Exports,Balance
1989-02-01,1.582096297950331,1.3884866025655542,-0.19360969538477654
1989-03-01,1.5787662106981026,1.3896362592649434,-0.18912995143315925
1989-04-01,1.581929335788707,1.3997136718488532,-0.1822156639398539
1989-05-01,1.5853679273079413,1.4062599160526437,-0.17910801125529757
1989-06-01,1.5778612488726762,1.408378790534206,-0.16948245833847023
1989-07-01,1.5746894043879713,1.407277955607685,-0.16741144878028594
1989-08-01,1.5741650059675796,1.4061886921772528,-0.1679763137903267
1989-09-01,1.567211386399578,1.4025256011028446,-0.1646857852967336
1989-10-01,1.567177936556954,1.4054158840268278,-0.16176205253012632
1989-11-01,1.5692046406293594,1.4034055356333783,-0.1657991049959809
1989-12-01,1.5670627881369228,1.4041419231180734,-0.16292086501884903
1990-01-01,1.5480575994804642,1.4017237171818058,-0.14633388229865832
1990-02-01,1.5344252594922962,1.3985647631055718,-0.13586049638672418
1990-03-01,1.536460063561567,1.4053966678772936,-0.13106339568427333
1990-04-01,1.526438930720629,1.4040341217995145,-0.12240480892111455
1990-05-01,1.5226617379273857,1.4052999743399703,-0.11736176358741533
1990-06-01,1.5264369539276277,1.4081095789904745,-0.11832737493715313
1990-07-01,1.5350580411335553,1.4176924615934294,-0.11736557954012591
1990-08-01,1.5336194880191163,1.41922338153545,-0.11439610648366634
1990-09-01,1.5366840181850705,1.4118450455786908,-0.12483897260637992
1990-10-01,1.5446763384630133,1.4140871201401881,-0.13058921832282527
1990-11-01,1.5433154311526995,1.4134251743830495,-0.12989025676965
1990-12-01,1.5379488635087024,1.40824999770688,-0.1296988658018224
1991-01-01,1.540159746808929,1.4109055998484248,-0.12925414696050436
1991-02-01,1.5358315105905083,1.4016116042938023,-0.13421990629670624
1991-03-01,1.5198029322442699,1.380634513834541,-0.13916841840972888
1991-04-01,1.5226924463703253,1.3811490904509367,-0.14154335591938869
1991-05-01,1.5165679044558786,1.3734792191530387,-0.14308868530284002
1991-06-01,1.5057026409917385,1.3681563503517666,-0.13754629063997204
1991-07-01,1.499758881917783,1.369720512340962,-0.13003836957682097
1991-08-01,1.5003413417485871,1.3667181731402813,-0.13362316860830561
1991-09-01,1.4960864660452506,1.3784959486164503,-0.11759051742880021
1991-10-01,1.4906448253717508,1.387114014689119,-0.1035308106826321
1991-11-01,1.4849902362340877,1.3905934695329472,-0.09439676670114068
1991-12-01,1.4839764781495748,1.3876003588594457,-0.09637611929012924
1992-01-01,1.477483506212573,1.3842565571899845,-0.0932269490225886
1992-02-01,1.4840990913160206,1.3885523804327289,-0.09554671088329172
1992-03-01,1.4945346757429532,1.4016986670185219,-0.09283600872443118
1992-04-01,1.4969247789278823,1.3992940245788181,-0.09763075434906408
1992-05-01,1.496946290249664,1.3932688322735998,-0.103677457976064
1992-06-01,1.504954305081606,1.4028983397650827,-0.10205596531652313
1992-07-01,1.5033132777809588,1.4036555218523645,-0.09965775592859447
1992-08-01,1.5035845237934475,1.400902774782353,-0.10268174901109464
1992-09-01,1.5109401082025349,1.4026206548351359,-0.10831945336739879
1992-10-01,1.510729960438662,1.392261103401776,-0.11846885703688584
1992-11-01,1.5110378896255863,1.3891349156695925,-0.12190297395599392
1992-12-01,1.520741519365145,1.3968447003625857,-0.12389681900255932
1993-01-01,1.5243273473931462,1.3890477055375492,-0.1352796418555971
1993-02-01,1.530137201895874,1.3930635335193546,-0.13707366837651933
1993-03-01,1.5472985233697139,1.406256819658866,-0.1410417037108479
1993-04-01,1.5577509812960177,1.4143640761428828,-0.14338690515313493
1993-05-01,1.5680747876531038,1.4249473784108653,-0.14312740924223832
1993-06-01,1.581043585082858,1.428543970927032,-0.15249961415582605
1993-07-01,1.5835633407277787,1.425367853046535,-0.15819548768124356
1993-08-01,1.5905027337342912,1.4388846883224833,-0.15161804541180782
1993-09-01,1.6005069365455118,1.4439749672916282,-0.15653196925388363
1993-10-01,1.6111386826394674,1.4515046373974245,-0.1596340452420432
1993-11-01,1.6268406887714602,1.4640362330571577,-0.16280445571430308
1993-12-01,1.628157366849658,1.4704572723745817,-0.1577000944750764
1994-01-01,1.6314662078073072,1.4743927313261846,-0.1570734764811228
1994-02-01,1.6322409435995004,1.474149098255576,-0.15809184534392437
1994-03-01,1.6355762391729274,1.480462590662558,-0.15511364851036935
1994-04-01,1.63912531268213,1.4819697269768015,-0.15715558570532862
1994-05-01,1.6458621757068148,1.4920820589232042,-0.1537801167836103
1994-06-01,1.6551203077311079,1.5002364613080588,-0.15488384642304917
1994-07-01,1.6636786859072779,1.5006900536232366,-0.16298863228404153
1994-08-01,1.6855937948353987,1.5151718465430855,-0.1704219482923132
1994-09-01,1.701877148038726,1.5303187363900719,-0.17155841164865412
1994-10-01,1.7181418282876524,1.5444575509632545,-0.1736842773243975
1994-11-01,1.7431590119179003,1.559816190007876,-0.18334282191002432
1994-12-01,1.771008217339617,1.578367512558547,-0.19264070478107032
1995-01-01,1.8020119974487314,1.6052363289032472,-0.19677566854548406
1995-02-01,1.8253743520105492,1.6246250930882358,-0.20074925892231357
1995-03-01,1.8398154763275172,1.6349387818587857,-0.20487669446873125
1995-04-01,1.8542876296937219,1.6443749164340458,-0.20991271325967598
1995-05-01,1.8716376923065257,1.6566549418676673,-0.2149827504388584
1995-06-01,1.8786838704133941,1.6605316796694451,-0.2181521907439492
1995-07-01,1.880180091186752,1.664850372079974,-0.21532971910677765
1995-08-01,1.8897271266613498,1.6707328846846696,-0.21899424197668024
1995-09-01,1.894925596566419,1.6716338002856095,-0.22329179628080928
1995-10-01,1.9026056239272755,1.6777773781068317,-0.22482824582044356
1995-11-01,1.899249245365305,1.6781447807914105,-0.22110446457389446
1995-12-01,1.8962835175026256,1.67110018638088,-0.2251833311217454
1996-01-01,1.8987529892312096,1.6677578837077403,-0.2309951055234691
1996-02-01,1.9046233682234595,1.6753493712507406,-0.229273996972719
1996-03-01,1.8994430717488333,1.6675284785215925,-0.23191459322724045
1996-04-01,1.9050256873396398,1.6722948452154103,-0.23273084212422968
1996-05-01,1.9125682960400379,1.6652791458503216,-0.2472891501897162
1996-06-01,1.917278220259358,1.6621485414308221,-0.25512967882853627
1996-07-01,1.9322322796440834,1.669636403701361,-0.2625958759427226
1996-08-01,1.9351036518029003,1.6629828350473035,-0.2721208167555973
1996-09-01,1.9390031484730328,1.6664458370196336,-0.27255731145339923
1996-10-01,1.9338159778476547,1.6670803546459838,-0.2667356232016711
1996-11-01,1.9379412911727738,1.672189272814992,-0.2657520183577816
1996-12-01,1.9407675521128294,1.6708349294486926,-0.26993262266413676
1997-01-01,1.9492274937204397,1.680131135702754,-0.2690963580176858
1997-02-01,1.9527133812092818,1.682612581436436,-0.2701007997728456
1997-03-01,1.9588703248687351,1.691294617779535,-0.26757570708920025
1997-04-01,1.9624933131543847,1.7046777458931155,-0.257815567261269
1997-05-01,1.9598800789191209,1.7147217691858812,-0.24515830973323993
1997-06-01,1.954345584854475,1.7206613555077002,-0.23368422934677482
1997-07-01,1.9539038682623435,1.729645626856613,-0.22425824140573045
1997-08-01,1.9485559015644063,1.7365366797638397,-0.2120192218005666
1997-09-01,1.950014138963024,1.748017737407672,-0.20199640155535242
1997-10-01,1.9572734797070568,1.76235178205213,-0.19492169765492706
1997-11-01,1.952239065703943,1.7619573502155519,-0.1902817154883912
1997-12-01,1.9593059449236818,1.7780906977192392,-0.18121524720444313
1998-01-01,1.9443512373194436,1.7738432811555471,-0.17050795616389636
1998-02-01,1.9405413795625455,1.7747320271567149,-0.16580935240583036
1998-03-01,1.9464289768889766,1.7842819796517702,-0.16214699723720652
1998-04-01,1.9469554392118702,1.7832305717507477,-0.16372486746112253
1998-05-01,1.943244647480171,1.7817360302065592,-0.16150861727361177
1998-06-01,1.9412576450948686,1.7840535982673809,-0.1572040468274879
1998-07-01,1.9317053025423505,1.7696533670815924,-0.16205193546075816
1998-08-01,1.9256389755993812,1.7605767200871814,-0.1650622555121996
1998-09-01,1.9250655565684134,1.7513020999889655,-0.1737634565794477
1998-10-01,1.9248147583468256,1.74250553108413,-0.18230922726269566
1998-11-01,1.9269994541105653,1.7422377333028292,-0.18476172080773584
1998-12-01,1.92105172193038,1.736409840555734,-0.1846418813746459
1999-01-01,1.9262051270607545,1.7280663105617058,-0.19813881649904866
1999-02-01,1.931275438990052,1.7208958438532145,-0.21037959513683763
1999-03-01,1.9403488786686562,1.7168476024747958,-0.22350127619386023
1999-04-01,1.9430863978821395,1.7105491997044622,-0.23253719817767723
1999-05-01,1.950442196530385,1.7086000406071722,-0.24184215592321298
1999-06-01,1.9704270298900841,1.71285452445166,-0.25757250543842414
1999-07-01,1.9859258913815399,1.7150353608887,-0.27089053049284006
1999-08-01,2.013127360449531,1.724487775387425,-0.28863958506210585
1999-09-01,2.026040852125468,1.728255530139686,-0.2977853219857818
1999-10-01,2.0375958634102185,1.7280467220105473,-0.3095491413996709
1999-11-01,2.0583712003943972,1.7350759154911164,-0.3232952849032812
1999-12-01,2.074086377671232,1.7389204252808588,-0.3351659523903732
2000-01-01,2.0947464088804426,1.7451469658333667,-0.3495994430470762
2000-02-01,2.1129015960272493,1.756039565871718,-0.3568620301555316
2000-03-01,2.139847049877198,1.7687552800176407,-0.3710917698595577
2000-04-01,2.1540209019017014,1.7660244671693586,-0.38799643473234335
2000-05-01,2.177144037005003,1.772992030580044,-0.40415200642495874
2000-06-01,2.1968446594340745,1.7772406591435412,-0.419604000290533
2000-07-01,2.206792079935772,1.7733170191324064,-0.4334750608033654
2000-08-01,2.220389551760751,1.7786378960210631,-0.4417516557396874
2000-09-01,2.229184365135432,1.7735539916319158,-0.45563037350351693
2000-10-01,2.244996900497674,1.7736991966835112,-0.4712977038141631
2000-11-01,2.2521914293878003,1.7660330991219522,-0.4861583302658481
2000-12-01,2.2617190430743617,1.7532361012659727,-0.5084829418083887
2001-01-01,2.280222058709144,1.746528113296193,-0.533693945412951
2001-02-01,2.2728288869641786,1.7239256830017642,-0.548903203962414
2001-03-01,2.2566394385856574,1.702293247833067,-0.5543461907525902
2001-04-01,2.249770085473274,1.692646568661566,-0.5571235168117079
2001-05-01,2.2404911047693274,1.6803702521647175,-0.5601208526046099
2001-06-01,2.2200406751570956,1.6660327591187019,-0.5540079160383939
2001-07-01,2.203761106722386,1.6573541093844828,-0.5464069973379034
2001-08-01,2.181130666558515,1.6384536610648452,-0.5426770054936699
2001-09-01,2.150765620614853,1.6117311926218962,-0.5390344279929569
2001-10-01,2.118205988193564,1.5910019341343413,-0.5272040540592223
2001-11-01,2.087591744131797,1.5694967473725931,-0.5180949967592035
2001-12-01,2.0473706257020687,1.54710755443502,-0.5002630712670488
2002-01-01,2.0044719320271875,1.528845973973115,-0.47562595805407254
2002-02-01,1.9803592743698357,1.5161187136948246,-0.46424056067501096
2002-03-01,1.9520383429201447,1.4976358456050114,-0.4544024973151332
2002-04-01,1.9422514260390267,1.4913471389378343,-0.4509042871011923
