date,OVC,INC,INV,RV
2006-01-01,0.5336478533086172,1.6452027683014632,-0.2507063520081592,9.375659945658283
2006-04-01,0.5548788211327754,1.6298691416481972,-0.5757052509075966,6.849030366679282
2006-07-01,0.7727091584278084,1.6141017264821762,-0.5388171505470074,5.612069901712254
2006-10-01,0.6873477868013791,1.5952718376565196,-0.8135185114081456,5.542182484652168
2007-01-01,0.35437048091228285,1.5702340334611244,-0.6869175057453656,4.373089072236913
2007-04-01,0.3502952360861859,1.5888479035535426,-1.0506933874645465,5.278695640468223
2007-07-01,0.40970525348129216,1.5797994192122733,-0.2746012343572358,3.750047313553182
2007-10-01,0.40284864313843366,1.5636987493445502,0.2352841551107098,-0.03160973009040464
2008-01-01,0.2295390924207311,1.555499060415004,0.4681215251311852,-4.5410199106264235
2008-04-01,0.17282140443512883,1.5682319804475147,0.9261249312896671,-7.71892082057595
2008-07-01,0.17440745098143184,1.5665166868730567,0.5474072145289437,-11.604674056509504
2008-10-01,0.0650382516306831,1.5915290283500045,0.7150570467561461,-15.271088913475076
2009-01-01,0.7392572307997956,1.6402728407563898,0.49132732217268915,-15.005981267852658
2009-04-01,0.7040731061041328,1.6725688164316836,0.33617838410412965,-11.966090042676674
2009-07-01,0.6478026859581886,1.729892239917235,-0.0067275160231197555,-5.941250115153104
2009-10-01,0.7068415368067419,1.822557270616869,-0.5722616368620161,-0.03826185378894264
2010-01-01,0.18475153773779132,1.8747416040389622,-0.42871140846051414,4.4056328664334465
2010-04-01,0.5597798018785359,1.8703956698541901,-0.05351433115131094,1.9046390379168683
2010-07-01,0.7644469346602291,1.8426114547574246,0.04898961125475626,2.2903493412444274
2010-10-01,1.296314192298758,1.8550140841617717,0.20523952514493307,3.6220594119354335
2011-01-01,0.9684143459995775,1.8464180796147496,0.0922553341651519,3.85317325307171
2011-04-01,0.7303895759568336,1.881561768965392,0.2079993209730101,5.433371901168129
2011-07-01,0.60894587597151,1.8431251133571525,0.661618187230176,-0.8970336208243496
2011-10-01,0.029262258611871907,1.8196934555264412,0.6224973802495146,-0.6618875645122979
2012-01-01,0.048537907317652465,1.8103981895264785,0.3879658820221805,0.9452497009283439
2012-04-01,-0.045440056745113755,1.8222116927978407,0.3589037033444591,0.4587048132958257
2012-07-01,-0.16172231035918014,1.8886384158964309,0.21434693222190282,6.330026532489029
2012-10-01,-0.007938575028876991,1.881819921265946,0.2602661004669754,5.558602908645555
2013-01-01,0.4146238549615701,1.8310144925266336,0.47076070312342155,5.937749810447207
2013-04-01,1.0421793516126832,1.8290123735517565,0.12264194939342359,7.227516231824124
2013-07-01,1.4257776836331908,1.781546059999316,-0.232417893503392,7.727465731221465
2013-10-01,1.5317661446532844,1.7479699838952145,-0.46811713919408854,9.110332729719355
2014-01-01,1.139604536577031,1.694874494452954,-0.45159704323687333,7.478011717845166
2014-04-01,0.6077173765511182,1.6914812721251382,-0.2761014770499173,8.627767427157837
2014-07-01,0.3802626594502944,1.6635098697755348,-0.25526422477834937,6.07899745975232
2014-10-01,0.3216168091982305,1.6495038512438387,0.24206328129204785,5.2495171144673
2015-01-01,0.2507105349887391,1.6398390130059348,0.5739229838156448,5.075515515810978
2015-04-01,0.3677216397890141,1.6215075141268471,0.2343356052993574,3.5441555500355917
2015-07-01,0.19283075936127242,1.625597646255316,0.3434123197272447,1.7137076636898723
2015-10-01,0.034228361273145776,1.6020325791020147,0.11367924674390095,1.668183496373233
2016-01-01,-0.033150585532242344,1.5809580806991912,0.021097433832762462,0.9989109096950647
2016-04-01,-0.2372180787337762,1.5823511956111118,0.2796749579101883,1.9281454772181124
2016-07-01,-0.13848594277067325,1.6090500815610385,-0.08075258800582258,5.337598397840427
2016-10-01,0.19085404448361845,1.5961179831868355,-0.618694668454121,4.510735258096857
2017-01-01,0.289396897512865,1.590323857191054,-0.7424410901019224,5.885005250802608
2017-04-01,0.34576049037468953,1.5852065598207357,-0.7954338507153723,6.089383910215178
2017-07-01,0.21927124313731822,1.5760869042726888,-0.6401390901258471,6.027195025076202
2017-10-01,0.04710212324737384,1.5846829911294011,-0.2079658058124595,7.7449373649608395
2018-01-01,0.1913808719550919,1.5662504891391755,-0.15444552862669578,5.51126030037196
2018-04-01,0.29014941697148144,1.5614103465576128,-0.28593753715843395,5.309049067043268
2018-07-01,0.3660849987690017,1.5544060167608347,-0.07882949270078714,4.938884555061634
2018-10-01,-0.005268471233922973,1.5358176325213124,0.03785708401657892,-0.949609280160813
2019-01-01,0.07443197656678335,1.543931768242487,0.16270025103983435,3.8034990134347795
2019-04-01,0.12617639480897402,1.5344772943721654,0.3627579801103917,4.182510648221291
2019-07-01,-0.0017842290972887617,1.5189243146505063,0.2268526753335629,3.3018428658117314
2019-10-01,0.48193835711098515,1.5827240250232781,0.43857547594650365,9.534237167876638
2020-01-01,-0.11329324755322018,1.5095435014540688,0.4559163246790561,-1.8551311677733076
2020-04-01,-0.230154399966035,1.5256078774934263,1.3048812656702689,2.4761556449728634
2020-07-01,-0.2702791072465208,1.5432355792105894,1.3663951080282462,4.863546118277735
2020-10-01,-0.4343376783285713,1.511938480512861,1.2568471698803485,7.761001461608337
