date,IndexWS_ALL_NSA_SIC,IndexWS_ALL_NSA
1989-01-01,4.4883303411131115,
1989-04-01,4.448398576512447,
1989-07-01,4.561403508771922,
1989-10-01,4.521739130434788,
1990-01-01,4.4673539518900185,
1990-04-01,4.599659284497437,
1990-07-01,4.36241610738255,
1990-10-01,4.159733777038266,
1991-01-01,4.111842105263164,
1991-04-01,4.071661237785018,
1991-07-01,3.6977491961414755,
1991-10-01,3.6741214057508076,
1992-01-01,3.31753554502372,
1992-04-01,2.8169014084507005,
1992-07-01,2.7906976744185963,
1992-10-01,2.6194144838212363,
1993-01-01,2.752293577981657,
1993-04-01,2.8919330289193246,
1993-07-01,3.016591251885359,
1993-10-01,3.1531531531531654,
1994-01-01,2.8273809523809312,
1994-04-01,2.9585798816567976,
1994-07-01,2.9282576866764387,
1994-10-01,2.7656477438136706,
1995-01-01,2.894356005788712,
1995-04-01,3.0172413793103647,
1995-07-01,2.8449502133712556,
1995-10-01,2.9745042492917984,
1996-01-01,3.234880450070343,
1996-04-01,3.207810320781035,
1996-07-01,3.181189488243419,
1996-10-01,3.301237964236581,
1997-01-01,3.2697547683923522,
1997-04-01,3.1081081081081097,
1997-07-01,3.4852546916890104,
1997-10-01,3.7283621837550074,
1998-01-01,3.693931398416872,
1998-04-01,3.8007863695937116,
1998-07-01,3.886010362694292,
1998-10-01,3.7227214377406836,
1999-01-01,3.30788804071247,
1999-04-01,3.535353535353525,
1999-07-01,3.366583541147139,
1999-10-01,3.4653465346534684,
2000-01-01,4.064039408866993,
2000-04-01,4.024390243902443,
2000-07-01,3.9806996381182014,
2000-10-01,3.7081339712918826,
2001-01-01,3.7869822485207205,
2001-04-01,3.6342321219226426,
2001-07-01,3.596287703016232,
2001-10-01,3.806228373702414,
2002-01-01,3.534777651083232,3.5388127853881457
2002-04-01,3.6199095022624306,3.5107587768969495
2002-07-01,3.2474804031354942,3.135498320268759
2002-10-01,2.888888888888874,2.7808676307007785
2003-01-01,2.8634361233480288,2.866593164277842
2003-04-01,2.6200873362445476,2.7352297592997843
2003-07-01,2.9284164859002093,2.931596091205213
2003-10-01,2.807775377969768,2.9220779220779036
2004-01-01,2.569593147751603,2.5723472668810254
2004-04-01,2.553191489361706,2.555910543130979
2004-07-01,2.4236037934667998,2.5316455696202667
2004-10-01,2.4159663865546133,2.5236593059936974
2005-01-01,2.4008350730688965,2.507836990595602
2005-04-01,2.385892116182564,2.492211838006231
2005-07-01,2.263374485596703,2.263374485596703
2005-10-01,2.564102564102555,2.564102564102555
2006-01-01,,2.650356778797147
2006-04-01,,2.8368794326241176
2006-07-01,,3.2193158953722323
2006-10-01,,3.200000000000003
2007-01-01,,3.5749751737835123
2007-04-01,,3.4482758620689724
2007-07-01,,3.3138401559454245
2007-10-01,,3.3914728682170603
2008-01-01,,3.163950143815919
2008-04-01,,3.23809523809524
2008-07-01,,3.113207547169816
2008-10-01,,2.7179006560449803
2009-01-01,,2.230483271375472
2009-04-01,,1.7527675276752586
2009-07-01,,1.4638609332113584
2009-10-01,,1.4598540145985384
2010-01-01,,1.4545454545454417
2010-04-01,,1.6319129646418906
2010-07-01,,1.5329125338142457
2010-10-01,,1.618705035971213
2011-01-01,,1.6129032258064724
2011-04-01,,1.605709188224802
2011-07-01,,1.598579040852588
2011-10-01,,1.4159292035398119
2012-01-01,,1.6754850088183337
2012-04-01,,1.668129938542573
2012-07-01,,1.6608391608391448
2012-10-01,,1.6579406631762605
2013-01-01,,1.561144839548989
2013-04-01,,1.7271157167530138
2013-07-01,,1.6337059329320835
2013-10-01,,1.8884120171673846
2014-01-01,,1.6225448334756587
2014-04-01,,1.7826825127334578
2014-07-01,,2.1150592216582
2014-10-01,,2.1061499578769904
2015-01-01,,2.6050420168067134
2015-04-01,,2.0850708924103456
2015-07-01,,2.07125103562551
2015-10-01,,2.062706270627057
2016-01-01,,1.9656019656019597
2016-04-01,,2.450980392156854
2016-07-01,,2.3538961038960915
2016-10-01,,2.3443815683104274
2017-01-01,,2.489959839357425
2017-04-01,,2.3125996810207328
2017-07-01,,2.5376685170499735
2017-10-01,,2.527646129541883
2018-01-01,,2.742946708463956
2018-04-01,,2.8059236165237644
2018-07-01,,2.9389017788089555
2018-10-01,,3.081664098613257
2019-01-01,,2.898550724637694
2019-04-01,,2.8809704321455465
2019-07-01,,2.9301277235161516
2019-10-01,,2.914798206278002
2020-01-01,,3.1134173461823567
2020-04-01,,2.8739867354458326
2020-07-01,,2.481751824817513
2020-10-01,,2.614379084967333
2021-01-01,,2.7318475916606744
2021-04-01,,3.2234957020057298
2021-07-01,,4.202279202279202
2021-10-01,,4.52937013446566
2022-01-01,,4.688593421973408
2022-04-01,,5.274115197779317
2022-07-01,,5.058099794941895
2022-10-01,,5.077860528097489
2023-01-01,,5.0133689839572115
2023-04-01,,4.614370468028994
2023-07-01,,4.554326610279769
2023-10-01,,4.317010309278357
2024-01-01,,4.392106938255891
