date,NSDQ,MA
2018-01-02,7006.899902,6234.980424355731
2018-01-03,7065.529785,6241.630264940712
2018-01-04,7077.910156,6248.147379873519
2018-01-05,7136.560059,6254.706905798419
2018-01-08,7157.390137,6261.305523173913
2018-01-09,7163.580078,6267.797697162055
2018-01-10,7153.569824,6274.207776213439
2018-01-11,7211.779785,6280.768882778656
2018-01-12,7261.060059,6287.478013833992
2018-01-16,7223.689941,6294.103309118577
2018-01-17,7298.279785,6300.918169466403
2018-01-18,7296.049805,6307.864097628458
2018-01-19,7336.379883,6314.902556051383
2018-01-22,7408.029785,6322.285756474308
2018-01-23,7460.290039,6329.815242486166
2018-01-24,7415.060059,6337.175401055336
2018-01-25,7411.160156,6344.33034253755
2018-01-26,7505.77002,6351.640343233201
2018-01-29,7466.509766,6358.799748727273
2018-01-30,7402.47998,6365.683939221343
2018-01-31,7411.47998,6372.789749573122
2018-02-01,7385.859863,6379.790025557312
2018-02-02,7240.950195,6386.107418019763
2018-02-05,6967.529785,6391.3695903122525
2018-02-06,7115.879883,6397.097297280632
2018-02-07,7051.97998,6402.58516358498
2018-02-08,6777.160156,6406.944609992095
2018-02-09,6874.490234,6411.656230699605
2018-02-12,6981.959961,6416.663265422924
2018-02-13,7013.509766,6421.720102905138
2018-02-14,7143.620117,6427.173305102767
2018-02-15,7256.430176,6432.998840090909
2018-02-16,7239.470215,6438.6116079723315
2018-02-20,7234.310059,6444.221924798419
2018-02-21,7218.22998,6449.675086466404
2018-02-22,7210.089844,6454.987891403162
2018-02-23,7337.390137,6460.824888454545
2018-02-26,7421.459961,6467.093466300395
2018-02-27,7330.350098,6472.963189774704
2018-02-28,7273.009766,6478.540699118577
2018-03-01,7180.560059,6483.896905118578
2018-03-02,7257.870117,6489.248052675889
2018-03-05,7330.709961,6495.056312541502
2018-03-06,7372.009766,6500.9901456086955
2018-03-07,7396.649902,6507.106626739131
2018-03-08,7427.950195,6513.40710112253
2018-03-09,7560.810059,6520.218406474309
2018-03-12,7588.319824,6527.133464833992
2018-03-13,7511.009766,6533.652357268775
2018-03-14,7496.810059,6540.059591553359
2018-03-15,7481.740234,6546.482201869566
2018-03-16,7481.990234,6552.734930837944
2018-03-19,7344.240234,6558.440387233202
2018-03-20,7364.299805,6564.2241809288535
2018-03-21,7345.290039,6569.930743197628
2018-03-22,7166.680176,6575.35702816996
2018-03-23,6992.669922,6579.985604395257
2018-03-26,7220.540039,6585.530466442688
2018-03-27,7008.810059,6590.194774051383
2018-03-28,6949.22998,6594.577619359684
2018-03-29,7063.450195,6599.2744970592885
2018-04-02,6870.120117,6603.118648490118
2018-04-03,6941.279785,6607.177699640316
2018-04-04,7042.109863,6611.645563786561
2018-04-05,7076.549805,6616.31698524506
2018-04-06,6915.109863,6620.334771806324
2018-04-09,6950.339844,6624.6267080276675
2018-04-10,7094.299805,6629.430461426877
2018-04-11,7069.029785,6634.138839790514
2018-04-12,7140.25,6639.116388501976
2018-04-13,7106.649902,6644.0170994980235
2018-04-16,7156.279785,6649.23496364427
2018-04-17,7281.100098,6655.068758885375
2018-04-18,7295.240234,6660.754332778656
2018-04-19,7238.060059,6666.242830185771
2018-04-20,7146.129883,6671.314372075099
2018-04-23,7128.600098,6676.104175683794
2018-04-24,7007.350098,6680.439472434783
2018-04-25,7003.740234,6684.4707784031625
2018-04-26,7118.680176,6688.791687264822
2018-04-27,7119.799805,6693.118050209487
2018-04-30,7066.27002,6697.139117715415
2018-05-01,7130.700195,6701.42010716996
2018-05-02,7100.899902,6705.409434458497
2018-05-03,7088.149902,6709.333465229249
2018-05-04,7209.620117,6713.827814288537
2018-05-07,7265.209961,6718.530858229248
2018-05-08,7266.899902,6723.140107778657
2018-05-09,7339.910156,6728.03042398419
2018-05-10,7404.970215,6733.107026241107
2018-05-11,7402.879883,6738.1415706917
2018-05-14,7411.319824,6743.261570150197
2018-05-15,7351.629883,6748.124810873518
2018-05-16,7398.299805,6753.060106853754
2018-05-17,7382.470215,6757.8529926166
2018-05-18,7354.339844,6763.161686727273
2018-05-21,7394.040039,6768.453821731225
2018-05-22,7378.459961,6773.571449264822
2018-05-23,7425.959961,6778.679511889329
2018-05-24,7424.430176,6783.761409972331
2018-05-25,7433.850098,6788.7844537588935
2018-05-29,7396.589844,6793.493268296443
2018-05-30,7462.450195,6798.44291356917
2018-05-31,7442.120117,6803.339870786561
2018-06-01,7554.330078,6808.698803822134
2018-06-04,7606.459961,6814.072834980237
2018-06-05,7637.859863,6819.337894498024
2018-06-06,7689.240234,6824.846037019763
2018-06-07,7635.069824,6830.2215696877465
2018-06-08,7645.509766,6835.550146300396
2018-06-11,7659.930176,6840.839357407114
2018-06-12,7703.790039,6846.751887513835
2018-06-13,7695.700195,6852.760742193676
2018-06-14,7761.040039,6858.850346628457
2018-06-15,7746.379883,6864.982717166008
2018-06-18,7747.029785,6871.233823035574
2018-06-19,7725.589844,6877.454495280633
2018-06-20,7781.509766,6883.551333225297
2018-06-21,7712.950195,6889.578686624506
2018-06-22,7692.819824,6895.344969743082
2018-06-25,7532.009766,6900.464810948616
2018-06-26,7561.629883,6905.588842106719
2018-06-27,7445.080078,6910.323743988142
2018-06-28,7503.680176,6915.6876177391305
2018-06-29,7510.299805,6920.73065983004
2018-07-02,7567.689941,6926.356509011857
2018-07-03,7502.669922,6931.740896363636
2018-07-05,7586.430176,6937.576351371542
2018-07-06,7688.390137,6943.653546130436
2018-07-09,7756.200195,6950.241452193675
2018-07-10,7759.200195,6956.589753051383
2018-07-11,7716.609863,6962.677578055335
2018-07-12,7823.919922,6969.122716857708
2018-07-13,7825.97998,6975.3077368498025
2018-07-16,7805.720215,6981.360228051383
2018-07-17,7855.120117,6987.457658494071
2018-07-18,7854.439941,6993.544653612648
2018-07-19,7825.299805,6999.398368023715
2018-07-20,7820.200195,7005.070937810277
2018-07-23,7841.870117,7010.809554873517
2018-07-24,7840.77002,7016.552717007906
2018-07-25,7932.240234,7022.566275011857
2018-07-26,7852.180176,7028.258015146245
2018-07-27,7737.419922,7033.454338948616
2018-07-30,7630.0,7038.386394517786
2018-07-31,7671.790039,7043.513310972332
2018-08-01,7707.290039,7048.885524102768
2018-08-02,7802.689941,7054.576235565218
2018-08-03,7812.009766,7060.304930679841
2018-08-06,7859.680176,7066.310228434782
2018-08-07,7883.660156,7072.365960043478
2018-08-08,7888.330078,7078.312837743082
2018-08-09,7891.779785,7084.325959577075
2018-08-10,7839.109863,7090.2025595177865
2018-08-13,7819.709961,7096.537894869565
2018-08-14,7870.890137,7102.918646166008
2018-08-15,7774.120117,7108.586196114624
2018-08-16,7806.52002,7114.410347316206
2018-08-17,7816.330078,7120.225446980237
2018-08-20,7821.009766,7126.545998798419
2018-08-21,7859.169922,7133.038647561264
2018-08-22,7889.100098,7139.663035762846
2018-08-23,7878.459961,7145.911968494071
2018-08-24,7945.97998,7152.50315356917
2018-08-27,8017.899902,7159.406591608696
2018-08-28,8030.040039,7166.380504264822
2018-08-29,8109.689941,7173.600543478261
2018-08-30,8088.359863,7180.661688640316
2018-08-31,8109.540039,7187.544020577076
2018-09-04,8091.25,7194.115521936759
2018-09-05,7995.169922,7200.28089681423
2018-09-06,7922.72998,7206.396154347825
2018-09-07,7902.540039,7212.361490237154
2018-09-10,7924.160156,7218.394257189723
2018-09-11,7972.470215,7224.76690649407
2018-09-12,7954.22998,7230.782599039526
2018-09-13,8013.709961,7236.946354675889
2018-09-14,8010.040039,7243.072244391305
2018-09-17,7895.790039,7248.869516964428
2018-09-18,7956.109863,7254.828566956522
2018-09-19,7950.040039,7260.739238505929
2018-09-20,8028.22998,7266.932559280633
2018-09-21,7986.959961,7272.9836261660075
2018-09-24,7993.25,7279.191373434782
2018-09-25,8007.470215,7285.438607794466
2018-09-26,7990.370117,7291.8409013636365
2018-09-27,8041.970215,7298.40932056917
2018-09-28,8046.350098,7304.706120300396
2018-10-01,8037.299805,7310.966395438735
2018-10-02,7999.549805,7316.909438300396
2018-10-03,8025.089844,7322.871373592886
2018-10-04,7879.509766,7328.198645549407
2018-10-05,7788.450195,7333.154457059289
2018-10-08,7735.950195,7337.702244932807
2018-10-09,7738.02002,7342.239161312253
2018-10-10,7422.049805,7345.568488683794
2018-10-11,7329.060059,7348.500544252965
2018-10-12,7496.890137,7352.031533707509
2018-10-15,7430.740234,7355.348650181819
2018-10-16,7645.490234,7359.458098517787
2018-10-17,7642.700195,7363.484581501977
2018-10-18,7485.140137,7366.889640715415
2018-10-19,7449.029785,7370.149757592885
2018-10-22,7468.629883,7373.563038458498
2018-10-23,7437.540039,7376.758652031622
2018-10-24,7108.399902,7378.820192837944
2018-10-25,7318.339844,7381.665685596839
2018-10-26,7167.209961,7384.050348932806
2018-10-29,7050.290039,7386.001020944665
2018-10-30,7161.649902,7387.820744802371
2018-10-31,7305.899902,7390.219716901186
2018-11-01,7434.060059,7393.011772778656
2018-11-02,7356.990234,7395.5432370039525
2018-11-05,7328.850098,7397.9697593636365
2018-11-06,7375.959961,7400.386834541502
2018-11-07,7570.75,7403.486874300394
2018-11-08,7530.879883,7406.503080221343
2018-11-09,7406.899902,7408.94489755336
2018-11-12,7200.870117,7410.726796019763
2018-11-13,7200.870117,7412.505176162054
2018-11-14,7136.390137,7414.002369992095
2018-11-15,7259.029785,7416.062289628458
2018-11-16,7247.870117,7418.20323886166
2018-11-19,7028.47998,7419.132843371542
2018-11-20,6908.819824,7419.630984814229
2018-11-21,6972.25,7420.348534375494
2018-11-23,6938.97998,7420.650905916997
2018-11-26,7081.850098,7421.498693407115
2018-11-27,7082.700195,7422.2636737984185
2018-11-28,7291.589844,7423.8963608498025
2018-11-29,7273.080078,7425.322132450593
2018-11-30,7330.540039,7427.322724948617
2018-12-03,7441.509766,7429.565964280632
2018-12-04,7158.430176,7430.7945821936755
2018-12-06,7188.259766,7432.426557090909
2018-12-07,6969.25,7433.244897166008
2018-12-10,7020.52002,7434.209877944664
2018-12-11,7031.830078,7435.075451992095
2018-12-12,7098.310059,7436.096123853756
2018-12-13,7070.330078,7436.867862984191
2018-12-14,6910.660156,7437.058931490118
2018-12-17,6753.72998,7436.576442063241
2018-12-18,6783.910156,7436.289407956521
2018-12-19,6636.830078,7435.104625347826
2018-12-20,6528.410156,7433.261346256916
2018-12-21,6332.990234,7430.767829007906
2018-12-24,6192.919922,7427.732097628459
2018-12-26,6554.359863,7426.107591699605
2018-12-27,6579.490234,7424.603758786561
2018-12-28,6584.52002,7423.213521711462
2018-12-31,6635.279785,7422.011703296442
2019-01-02,6665.939941,7420.888303237154
2019-01-03,6463.5,7419.149607043478
2019-01-04,6738.859863,7418.090160249012
2019-01-07,6823.470215,7417.133403055337
2019-01-08,6897.0,7416.418343150198
2019-01-09,6957.080078,7415.708936110673
2019-01-10,6986.069824,7415.0317807233205
2019-01-11,6971.47998,7414.27249179842
2019-01-14,6905.919922,7413.2936384308305
2019-01-15,7023.830078,7412.550754213439
2019-01-16,7034.689941,7411.656010664032
2019-01-17,7084.459961,7411.1056945375485
2019-01-18,7157.22998,7410.548185426877
2019-01-22,7020.359863,7409.45850186166
2019-01-23,7025.77002,7408.23079489328
2019-01-24,7073.459961,7406.908384521739
2019-01-25,7164.859863,7405.740676316205
2019-01-28,7085.680176,7404.438779545454
2019-01-29,7028.290039,7402.925458924901
2019-01-30,7183.080078,7401.650004608696
2019-01-31,7281.740234,7400.919690252965
2019-02-01,7263.870117,7400.371825181818
2019-02-04,7347.540039,7400.119098142292
2019-02-05,7402.080078,7400.183209664032
2019-02-06,7375.279785,7400.714156660079
2019-02-07,7288.350098,7401.98222113834
2019-02-08,7298.200195,7402.7028547826085
2019-02-11,7307.899902,7403.714395976285
2019-02-12,7414.620117,7406.234000565218
2019-02-13,7420.379883,7408.3916671620555
2019-02-14,7426.950195,7410.150521841898
2019-02-15,7472.410156,7411.964357375494
2019-02-19,7486.77002,7413.320681102767
2019-02-20,7489.069824,7414.240205403163
2019-02-21,7459.709961,7415.110718233202
2019-02-22,7527.540039,7416.269730011858
2019-02-25,7554.459961,7417.598702268774
2019-02-26,7549.299805,7418.939453102767
2019-02-27,7554.509766,7419.797633454546
2019-02-28,7532.529785,7420.236644616601
2019-03-01,7595.350098,7421.284075446641
2019-03-04,7577.569824,7422.487870142293
2019-03-05,7576.359863,7424.05229624506
2019-03-06,7505.919922,7425.032730256917
2019-03-07,7421.459961,7425.391425909091
2019-03-08,7408.140137,7425.5342336996055
2019-03-11,7558.060059,7426.1722185098815
2019-03-12,7591.029785,7426.816801869565
2019-03-13,7643.410156,7427.143284466403
2019-03-14,7630.910156,7427.3116256996045
2019-03-15,7688.529785,7428.0132858537545
2019-03-18,7714.47998,7428.873641272728
2019-03-19,7723.950195,7429.830992897233
2019-03-20,7728.970215,7430.807198355732
2019-03-21,7838.959961,7432.762612296442
2019-03-22,7642.669922,7433.862889438735
2019-03-25,7637.540039,7435.018027778657
2019-03-26,7691.52002,7437.092493565217
2019-03-27,7643.379883,7439.664469695652
2019-03-28,7669.169922,7441.437710339921
2019-03-29,7729.319824,7444.285575023715
2019-04-01,7828.910156,7447.762571766799
2019-04-02,7848.689941,7450.866286177866
2019-04-03,7895.549805,7454.919367948617
2019-04-04,7891.779785,7458.676284944664
2019-04-05,7938.689941,7462.220079719368
2019-04-08,7953.879883,7465.6877875375485
2019-04-09,7909.279785,7469.617312920948
2019-04-10,7964.240234,7473.624824343874
2019-04-11,7947.359863,7476.996603229249
2019-04-12,7984.160156,7480.613719320158
2019-04-15,7976.009766,7483.917117604744
2019-04-16,8000.22998,7487.449054671936
2019-04-17,7996.080078,7490.768423418972
2019-04-18,7998.060059,7493.602257256917
2019-04-22,8015.27002,7496.448224790514
2019-04-23,8120.819824,7499.937393822134
2019-04-24,8102.009766,7503.7155751778655
2019-04-25,8118.680176,7507.628935169961
2019-04-26,8146.399902,7512.1311083083
2019-04-29,8161.850098,7516.708617652173
2019-04-30,8095.390137,7520.569131332015
2019-05-01,8049.640137,7524.244389561264
2019-05-02,8036.77002,7528.080357940711
2019-05-03,8164.0,7532.16454689328
2019-05-06,8123.290039,7536.2056146284585
2019-05-07,7963.759766,7539.666523181819
2019-05-08,7943.319824,7542.566522023715
2019-05-09,7910.589844,7545.117430652174
2019-05-10,7916.939941,7547.686758869565
2019-05-13,7647.02002,7548.900631849802
2019-05-14,7734.490234,7550.203082517787
2019-05-15,7822.149902,7551.860276268775
2019-05-16,7898.049805,7553.78411018577
2019-05-17,7816.279785,7555.620671063241
2019-05-20,7702.379883,7556.8225686047435
2019-05-21,7785.720215,7558.4164421225305
2019-05-22,7750.839844,7559.983635798419
2019-05-23,7628.279785,7560.9094845968375
2019-05-24,7637.009766,7561.9314205849805
2019-05-28,7607.350098,7562.648377648221
2019-05-29,7547.310059,7563.134068885375
2019-05-30,7567.720215,7563.663199782608
2019-05-31,7453.149902,7563.886757324111
2019-06-03,7333.02002,7563.375175604743
2019-06-04,7527.120117,7563.71114398419
2019-06-05,7575.47998,7563.794740434783
2019-06-06,7615.549805,7563.830668671937
2019-06-07,7742.100098,7564.242685411067
2019-06-10,7823.169922,7564.7720517667985
2019-06-11,7822.569824,7565.513158486166
2019-06-12,7792.720215,7566.09501796838
2019-06-13,7837.129883,7566.795412067194
2019-06-14,7796.660156,7567.162487628459
2019-06-17,7845.02002,7567.752684565216
2019-06-18,7953.879883,7568.514897387352
2019-06-19,7987.319824,7569.46722916996
2019-06-20,8051.339844,7570.670035727272
2019-06-21,8031.709961,7571.879996664032
2019-06-24,8005.700195,7572.766124841897
2019-06-25,7884.720215,7573.445057727272
2019-06-26,7909.970215,7574.303359667984
2019-06-27,7967.759766,7576.025691683794
2019-06-28,8006.240234,7577.7830448498025
2019-07-01,8091.160156,7580.336721047432
2019-07-02,8109.089844,7582.729644636363
2019-07-03,8170.22998,7585.338064300395
2019-07-05,8161.790039,7587.686286031621
2019-07-08,8098.379883,7590.040870857708
2019-07-09,8141.72998,7592.235731743083
2019-07-10,8202.530273,7594.267906193676
2019-07-11,8196.040039,7596.006403600791
2019-07-12,8244.139648,7597.923160332016
2019-07-15,8258.19043,7600.063794984189
2019-07-16,8222.799805,7601.6403953122535
2019-07-17,8185.209961,7603.060276660079
2019-07-18,8207.240234,7604.6473123083
2019-07-19,8146.490234,7605.798972849802
2019-07-22,8204.139648,7607.181185130435
2019-07-23,8251.400391,7608.86537716996
2019-07-24,8321.5,7610.84679932411
2019-07-25,8238.540039,7612.414664628459
2019-07-26,8330.209961,7614.349209849802
2019-07-29,8293.330078,7615.776442434782
2019-07-30,8273.610352,7617.4421743557305
2019-07-31,8175.419922,7619.173399652174
2019-08-01,8111.120117,7621.075060193676
2019-08-02,8004.069824,7622.3884190276685
2019-08-05,7726.040039,7622.462529699605
2019-08-06,7833.27002,7622.5833995770745
2019-08-07,7862.830078,7622.784270375494
2019-08-08,8039.160156,7623.493677411067
2019-08-09,7959.140137,7623.7920172569175
2019-08-12,7863.410156,7623.693519541503
2019-08-13,8016.359863,7624.185930916996
2019-08-14,7773.939941,7623.92834229249
2019-08-15,7766.620117,7623.718501011857
2019-08-16,7895.990234,7623.8177108814225
2019-08-19,8002.810059,7624.721623695653
2019-08-20,7948.560059,7625.2830467747035
2019-08-21,8020.209961,7626.088896114624
2019-08-22,7991.390137,7626.762336316206
2019-08-23,7751.77002,7626.337830774704
2019-08-26,7853.740234,7626.198068466403
2019-08-27,7826.950195,7625.99447255336
2019-08-28,7856.879883,7625.642298256917
2019-08-29,7973.390137,7625.466370332017
2019-08-30,7962.879883,7625.20091516996
2019-09-03,7874.160156,7624.269967403163
2019-09-04,7976.879883,7623.8293350711465
2019-09-05,8116.830078,7623.858149454545
2019-09-06,8103.069824,7623.904868126482
2019-09-09,8087.439941,7624.269571758893
2019-09-10,8084.160156,7624.907635695653
2019-09-11,8169.680176,7625.9635255652165
2019-09-12,8194.469727,7627.031942841898
2019-09-13,8176.709961,7627.839214565218
2019-09-16,8153.540039,7628.627001359684
2019-09-17,8186.02002,7629.308068786562
2019-09-18,8177.390137,7629.969531624506
2019-09-19,8182.879883,7631.104274090909
2019-09-20,8117.669922,7631.742851399209
2019-09-23,8112.459961,7632.384827375494
2019-09-24,7993.629883,7632.248068098815
