date,NSDQ,MA
2019-09-25,8077.379883,7632.6054590948615
2019-09-26,8030.660156,7632.753325324111
2019-09-27,7939.629883,7632.4851817193685
2019-09-30,7999.339844,7632.5206351857705
2019-10-01,7908.680176,7631.993797086957
2019-10-02,7785.25,7630.961780889328
2019-10-03,7872.259766,7630.309448719367
2019-10-04,7982.470215,7630.241940458498
2019-10-07,7956.290039,7629.970004470355
2019-10-08,7823.779785,7629.749727865613
2019-10-09,7903.740234,7630.2054197193675
2019-10-10,7950.779785,7631.054548533597
2019-10-11,8057.040039,7632.315497225297
2019-10-14,8048.649902,7634.792177450593
2019-10-15,8148.709961,7638.031900383399
2019-10-16,8124.180176,7640.511307652174
2019-10-17,8156.850098,7643.381307114624
2019-10-18,8089.540039,7645.136444683794
2019-10-21,8162.990234,7647.192927051384
2019-10-22,8104.299805,7649.640198466403
2019-10-23,8119.790039,7652.291424766798
2019-10-24,8185.799805,7655.1260884901185
2019-10-25,8243.120117,7658.310199470355
2019-10-28,8325.990234,7663.122809478261
2019-10-29,8276.849609,7666.911385624506
2019-10-30,8303.980469,7671.404549687747
2019-10-31,8292.360352,7676.313918513834
2019-11-01,8386.400391,7681.1548295375505
2019-11-04,8433.200195,7685.610561920948
2019-11-05,8434.679688,7689.5655802173915
2019-11-06,8410.629883,7693.730163810277
2019-11-07,8434.519531,7698.10039872332
2019-11-08,8475.30957,7702.445654094861
2019-11-11,8464.280273,7705.977394304347
2019-11-12,8486.089844,7709.752927747036
2019-11-13,8482.099609,7714.002728960474
2019-11-14,8479.019531,7719.054702928854
2019-11-15,8540.830078,7724.350987359684
2019-11-18,8549.94043,7729.938142667985
2019-11-19,8570.660156,7735.122452434783
2019-11-20,8526.730469,7740.177236434783
2019-11-21,8506.209961,7746.018066399209
2019-11-22,8519.879883,7752.385892719368
2019-11-25,8632.490234,7758.948107083004
2019-11-26,8647.929688,7765.702849011858
2019-11-27,8705.179688,7772.119171501977
2019-11-29,8665.469727,7778.375177557313
2019-12-02,8567.990234,7783.420238387352
2019-12-03,8520.639648,7788.351303881423
2019-12-04,8566.669922,7793.237192747035
2019-12-05,8570.700195,7797.700396023715
2019-12-06,8656.530273,7803.621740280632
2019-12-09,8621.830078,7809.288026098814
2019-12-10,8616.179688,7815.797629608696
2019-12-11,8654.049805,7822.254269075099
2019-12-12,8717.320313,7828.916285814229
2019-12-13,8734.879883,7835.384941245059
2019-12-16,8814.230469,7842.277828166008
2019-12-17,8823.360352,7849.837907992094
2019-12-18,8827.740234,7858.035576980237
2019-12-19,8887.219727,7866.349053545455
2019-12-20,8924.959961,7875.393045177865
2019-12-23,8945.650391,7884.947354407115
2019-12-24,8952.879883,7895.30264946245
2019-12-26,9022.389648,7906.486324268774
2019-12-27,9006.620117,7916.179052545454
2019-12-30,8945.990234,7925.532807486165
2019-12-31,8972.599609,7934.97185724506
2020-01-02,9092.19043,7944.682966513835
2020-01-03,9020.769531,7953.990593351779
2020-01-06,9071.469727,7964.298774090909
2020-01-07,9068.580078,7973.507154387352
2020-01-08,9129.240234,7982.62086987747
2020-01-09,9203.429688,7991.73719275494
2020-01-10,9178.860352,8000.518932968379
2020-01-13,9273.929688,8009.561857332016
2020-01-14,9251.330078,8018.573122541502
2020-01-15,9258.700195,8027.872649312253
2020-01-16,9357.129883,8037.095178185771
2020-01-17,9388.94043,8046.4005160869565
2020-01-21,9370.80957,8055.437471063242
2020-01-22,9383.769531,8064.238022648221
2020-01-23,9402.480469,8073.653519114625
2020-01-24,9314.910156,8082.701503841898
2020-01-27,9139.30957,8090.866917316205
2020-01-28,9269.679688,8099.186363264822
2020-01-29,9275.160156,8107.840434332016
2020-01-30,9298.929688,8116.815294604743
2020-01-31,9150.94043,8124.593398762846
2020-02-03,9273.400391,8132.465573296442
2020-02-04,9467.969727,8141.177429462451
2020-02-05,9508.679688,8149.719483411068
2020-02-06,9572.150391,8158.296836426877
2020-02-07,9520.509766,8166.776006312253
2020-02-10,9628.389648,8176.0251744940715
2020-02-11,9638.94043,8185.277112181819
2020-02-12,9725.959961,8194.834661822133
2020-02-13,9711.969727,8203.915095063241
2020-02-14,9731.179688,8213.048691130434
2020-02-18,9732.740234,8222.162485750987
2020-02-19,9817.179688,8231.430349513834
2020-02-20,9750.969727,8240.379755470356
2020-02-21,9576.589844,8248.630822743084
2020-02-24,9221.280273,8255.593551249012
2020-02-25,8965.610352,8261.277623632412
2020-02-26,8980.780273,8266.91525332411
2020-02-27,8566.480469,8270.935730256917
2020-02-28,8567.370117,8274.939130853754
2020-03-02,8952.169922,8280.5503566917
2020-03-03,8684.089844,8284.85367584585
2020-03-04,9018.089844,8290.547430865612
2020-03-05,8738.589844,8295.141225256917
2020-03-06,8575.620117,8299.369289268774
2020-03-09,7950.680176,8301.461068774704
2020-03-10,8344.25,8305.161107758893
2020-03-11,7952.049805,8306.718379482212
2020-03-12,7201.799805,8305.179921063242
2020-03-13,7874.879883,8306.09482116996
2020-03-16,6904.589844,8303.223989897233
2020-03-17,7334.779785,8301.825768553359
2020-03-18,6989.839844,8298.96157829249
2020-03-19,7150.580078,8296.695293245059
2020-03-20,6879.52002,8293.337782592884
2020-03-23,6860.669922,8289.471023545455
2020-03-24,7417.859863,8288.582446237155
2020-03-25,7384.299805,8287.581496695651
2020-03-26,7797.540039,8288.00054815415
2020-03-27,7502.379883,8287.443235901186
2020-03-30,7774.149902,8287.858176533597
2020-03-31,7700.100098,8287.742683545455
2020-04-01,7360.580078,8285.891576517786
2020-04-02,7487.310059,8284.46319753755
2020-04-03,7373.080078,8282.398099802373
2020-04-06,7913.240234,8282.482923711463
2020-04-07,7887.259766,8282.279642387351
2020-04-08,8090.899902,8282.821223490118
2020-04-09,8153.580078,8283.786837296442
2020-04-13,8192.419922,8284.688733296442
2020-04-14,8515.740234,8286.935296027668
2020-04-15,8393.179688,8288.551974019763
2020-04-16,8532.360352,8290.750988193675
2020-04-17,8650.139648,8293.319801110672
2020-04-20,8560.730469,8295.551620837945
2020-04-21,8263.230469,8296.599725225296
2020-04-22,8495.379883,8298.497392667983
2020-04-23,8494.75,8299.975377553359
2020-04-24,8634.519531,8302.080159233203
2020-04-27,8730.160156,8304.497076150197
2020-04-28,8607.730469,8306.320517126482
2020-04-29,8914.709961,8309.296247810276
2020-04-30,8889.549805,8312.435218830038
2020-05-01,8604.950195,8314.63012024506
2020-05-04,8710.709961,8317.293914478261
2020-05-05,8809.120117,8319.843796363635
2020-05-06,8854.389648,8322.73351813834
2020-05-07,8979.660156,8326.748934699604
2020-05-08,9121.320313,8331.405063114624
2020-05-11,9192.339844,8336.471268648223
2020-05-12,9002.549805,8340.762216727273
2020-05-13,8863.169922,8345.569133335968
2020-05-14,8943.719727,8350.348696549408
2020-05-15,9014.55957,8355.061778241108
2020-05-18,9234.830078,8360.345494735178
2020-05-19,9185.099609,8365.75584977075
2020-05-20,9375.780273,8372.370080561264
2020-05-21,9284.879883,8378.29561284585
2020-05-22,9324.589844,8384.515968577074
2020-05-26,9340.219727,8391.282529612648
2020-05-27,9412.360352,8398.299725604744
2020-05-28,9368.990234,8405.262730094862
2020-05-29,9489.870117,8412.94083309091
2020-06-01,9552.049805,8420.784033051383
2020-06-02,9608.379883,8429.30272862846
2020-06-03,9682.910156,8438.590831932806
2020-06-04,9615.80957,8446.846521470357
2020-06-05,9814.080078,8455.69474320158
2020-06-08,9924.75,8464.822016699603
2020-06-09,9953.75,8473.563715916996
2020-06-10,10020.349609,8482.248220608695
2020-06-11,9492.730469,8488.849646083005
2020-06-12,9588.80957,8495.948813494073
2020-06-15,9726.019531,8503.414780482213
2020-06-16,9895.870117,8511.712053055337
2020-06-17,9910.530273,8519.876125201581
2020-06-18,9943.049805,8527.738456909092
2020-06-19,9946.120117,8535.480750557312
2020-06-22,10056.480469,8543.406207573124
2020-06-23,10131.370117,8551.705259573122
2020-06-24,9909.169922,8559.228855332016
2020-06-25,10017.0,8567.656838671937
2020-06-26,9757.219727,8574.95822014229
2020-06-29,9874.150391,8582.49336095257
2020-06-30,10058.769531,8590.606124972332
2020-07-01,10154.629883,8598.762131798418
2020-07-02,10207.629883,8607.056756458498
2020-07-06,10433.650391,8616.003082193676
2020-07-07,10343.889648,8624.627981833992
2020-07-08,10492.5,8634.09090719763
2020-07-09,10547.75,8643.600867750989
2020-07-10,10617.44043,8653.145967185772
2020-07-13,10390.839844,8661.82106522925
2020-07-14,10488.580078,8670.692371276678
2020-07-15,10550.490234,8679.752844810277
2020-07-16,10473.830078,8688.650197667985
2020-07-17,10503.19043,8697.812175806324
2020-07-20,10767.089844,8707.930158454546
2020-07-21,10680.360352,8717.945455363637
2020-07-22,10706.129883,8727.83474483004
2020-07-23,10461.419922,8736.569999893281
2020-07-24,10363.179688,8744.639880083005
2020-07-27,10536.269531,8753.721814833993
2020-07-28,10402.089844,8761.911063383399
2020-07-29,10542.94043,8770.802803905139
2020-07-30,10587.80957,8779.949836387352
2020-07-31,10745.269531,8790.10734472332
2020-08-03,10902.799805,8801.141651790515
2020-08-04,10941.169922,8812.750743086957
2020-08-05,10998.400391,8825.684973727273
2020-08-06,11108.070313,8838.628848403163
2020-08-07,11010.980469,8851.07213058103
2020-08-10,10968.360352,8862.649996968381
2020-08-11,10782.820313,8873.810788177867
2020-08-12,11012.240234,8886.256756865612
2020-08-13,11042.5,8898.217785075098
2020-08-14,11019.299805,8911.045294418973
2020-08-17,11129.730469,8924.338220711463
2020-08-18,11210.839844,8937.440393083003
2020-08-19,11146.459961,8949.865886766798
