date,PTECON
1998-11-01,2.4129035055390555
1998-12-01,2.4669273049901177
1999-01-01,2.481241412055855
1999-02-01,2.464613901141998
1999-03-01,2.5589274129604265
1999-04-01,2.477709252369404
1999-05-01,2.4391295908904658
1999-06-01,2.4481622634196754
1999-07-01,2.4024842404205424
1999-08-01,2.356738148174711
1999-09-01,2.3484837633037774
1999-10-01,2.255832755006403
1999-11-01,2.3031601499732193
1999-12-01,2.3420389935581443
2000-01-01,2.2549150540884395
2000-02-01,2.22314258437693
2000-03-01,2.2684190572475673
2000-04-01,2.2318582706951267
2000-05-01,2.305671826277495
2000-06-01,2.250492667840186
2000-07-01,2.2097583603930335
2000-08-01,2.253111974963863
2000-09-01,2.257258732230315
2000-10-01,2.2289688827810576
2000-11-01,2.4251199619479302
2000-12-01,2.263905953311739
2001-01-01,2.317107093184979
2001-02-01,2.29365140117327
2001-03-01,2.278980573080237
2001-04-01,2.290884522424758
2001-05-01,2.3995590225931145
2001-06-01,2.6451446389084596
2001-07-01,2.4753922619627717
2001-08-01,2.358951453058262
2001-09-01,2.939807901992513
2001-10-01,3.079410907374762
2001-11-01,2.9929284525790347
2001-12-01,3.044246561103219
2002-01-01,2.8578775810901913
2002-02-01,2.965026649983063
2002-03-01,2.838435503630235
2002-04-01,2.9013646571083087
2002-05-01,2.8308656115028494
2002-06-01,2.7954256670902162
2002-07-01,2.862509754632155
2002-08-01,2.9660227985849152
2002-09-01,2.974194789491041
2002-10-01,2.9687435484536935
2002-11-01,2.9846732992739984
2002-12-01,2.97864420332814
2003-01-01,3.156841650849339
2003-02-01,3.3155373032169746
2003-03-01,3.1858213145964305
2003-04-01,3.2756666712181
2003-05-01,3.119453924914676
2003-06-01,3.1226199543031226
2003-07-01,3.1730211284431853
2003-08-01,3.0175151080610467
2003-09-01,3.331740940421757
2003-10-01,3.2804874723956488
2003-11-01,3.307482993197279
2003-12-01,3.2372605279120013
2004-01-01,3.2041241606624813
2004-02-01,3.1006959354913466
2004-03-01,3.2270797038327528
2004-04-01,3.110657133129043
2004-05-01,3.1197089722231666
2004-06-01,3.013020480130205
2004-07-01,3.01235002572922
2004-08-01,3.0319048006288796
2004-09-01,3.043787945595767
2004-10-01,3.261318195043067
2004-11-01,3.0689380542919236
2004-12-01,2.990024247090687
2005-01-01,2.964959568733154
2005-02-01,2.86457631231296
2005-03-01,2.9570526514411255
2005-04-01,2.872567583900729
2005-05-01,2.8909092127213403
2005-06-01,2.9697530119674616
2005-07-01,2.9444831093741635
2005-08-01,2.998417668698549
2005-09-01,3.117622737639543
2005-10-01,2.845981026793155
2005-11-01,2.8114483723719723
2005-12-01,2.7427847763780577
2006-01-01,2.7447508221603845
2006-02-01,2.770826003544852
2006-03-01,2.6337252093652403
2006-04-01,2.5848184993471675
2006-05-01,2.7212730606544033
2006-06-01,2.8529143597129907
2006-07-01,2.84257185701923
2006-08-01,2.765034670041393
2006-09-01,2.7132702984267647
2006-10-01,2.86238580382923
2006-11-01,2.749235594399171
2006-12-01,2.741403242280596
2007-01-01,2.794102282818785
2007-02-01,2.7584764320218587
2007-03-01,2.7788122913277276
2007-04-01,2.8294026962311807
2007-05-01,2.9298486932599723
2007-06-01,2.8371482151841665
2007-07-01,2.881335999059156
2007-08-01,2.9957642930559283
2007-09-01,2.9469279205287653
2007-10-01,2.823420353433475
2007-11-01,2.921311795105145
2007-12-01,3.0002988604321783
2008-01-01,3.145466465017558
2008-02-01,3.190305428465438
2008-03-01,3.1863190997219117
2008-04-01,3.394702443275303
2008-05-01,3.425727302774412
2008-06-01,3.590105823877444
2008-07-01,3.8389579786235424
2008-08-01,3.783602020162829
2008-09-01,3.977485928705441
2008-10-01,4.319584700018079
2008-11-01,4.72778535815674
2008-12-01,5.191555397497656
2009-01-01,5.217560469489657
2009-02-01,5.6918039576026604
2009-03-01,5.9331875717724305
2009-04-01,5.765359946669774
2009-05-01,5.888967152836566
2009-06-01,5.832622353214923
2009-07-01,5.754618063196593
2009-08-01,5.85132236385906
2009-09-01,5.751266032621062
2009-10-01,5.838708838370701
2009-11-01,5.922873965089226
2009-12-01,5.942094297601087
2010-01-01,5.5575825493211015
2010-02-01,5.814150194542402
2010-03-01,5.997245930602648
2010-04-01,5.935765932402893
2010-05-01,5.740114607602002
2010-06-01,5.583402770544735
2010-07-01,5.530577587496991
2010-08-01,5.711096400711291
2010-09-01,6.004870920603994
2010-10-01,5.751944543886484
2010-11-01,5.757015409570155
2010-12-01,5.815164334526521
2011-01-01,5.526448001148353
2011-02-01,5.524299346012766
2011-03-01,5.636475067807218
2011-04-01,5.634903577499463
2011-05-01,5.587735129887476
2011-06-01,5.495415596102931
2011-07-01,5.402249360680549
2011-08-01,5.715400624349636
2011-09-01,5.946889334397364
2011-10-01,5.622852540578458
2011-11-01,5.480509706218208
2011-12-01,5.306016429104841
2012-01-01,5.379548001373226
2012-02-01,5.32614387958958
2012-03-01,5.02426510025913
2012-04-01,5.120191529975089
2012-05-01,5.230973874188008
2012-06-01,5.204954766157477
2012-07-01,5.215943413274131
2012-08-01,5.152394306132603
2012-09-01,5.588424851765919
2012-10-01,5.273409876955912
2012-11-01,5.256923611736986
2012-12-01,5.103837355745753
2013-01-01,5.23295005874309
2013-02-01,5.265530029875348
2013-03-01,4.981774781458662
2013-04-01,5.125037002715677
2013-05-01,5.102998662689024
2013-06-01,5.202601621840269
2013-07-01,5.2050463049248386
2013-08-01,5.022974840140098
2013-09-01,4.986928902220481
2013-10-01,5.130824384346331
2013-11-01,4.970856277976362
2013-12-01,5.043755074686497
2014-01-01,4.696431330140584
2014-02-01,4.69440388981432
2014-03-01,4.765170354039019
2014-04-01,4.833010446099286
2014-05-01,4.6594383494771465
2014-06-01,4.766645044859897
2014-07-01,4.744658893511189
2014-08-01,4.5968103503490685
2014-09-01,4.4988464496283
2014-10-01,4.491199805647724
2014-11-01,4.407836722174652
2014-12-01,4.3855384694112525
2015-01-01,4.33547729733172
2015-02-01,4.254870917494446
2015-03-01,4.234469462408151
2015-04-01,4.209219406596206
2015-05-01,4.208029127630018
2015-06-01,4.067183659955941
2015-07-01,3.982878653732237
2015-08-01,4.08342452854198
2015-09-01,3.8549635367153057
2015-10-01,3.6986135766414066
2015-11-01,3.918380825971816
2015-12-01,3.844085171006423
2016-01-01,3.7475843427517654
2016-02-01,3.7610382406887988
2016-03-01,3.815138620893384
2016-04-01,3.7828419748271807
2016-05-01,4.080938615881653
2016-06-01,3.622627741817793
2016-07-01,3.731075960106333
2016-08-01,3.7511201348548364
2016-09-01,3.7023595737624904
2016-10-01,3.7343333291597283
2016-11-01,3.590074646978082
2016-12-01,3.517625696575042
2017-01-01,3.591674131051633
2017-02-01,3.4957156358947716
2017-03-01,3.412967151050192
2017-04-01,3.301748498212827
2017-05-01,3.2843933524928155
2017-06-01,3.2970942133905834
2017-07-01,3.3061201579154167
2017-08-01,3.251602464372394
2017-09-01,3.211299406992035
2017-10-01,3.0521642619311873
2017-11-01,3.0203725624571676
2017-12-01,3.105183819407243
2018-01-01,3.073857004494996
2018-02-01,3.1505164325052695
2018-03-01,3.0807006259122733
2018-04-01,3.0721766764353107
2018-05-01,3.0591694774948417
2018-06-01,2.9346332324720064
2018-07-01,2.8481929791025635
2018-08-01,2.6927451659166213
2018-09-01,2.871456952825183
2018-10-01,2.8283263122290214
2018-11-01,2.9226248294008434
2018-12-01,2.853884777850666
2019-01-01,3.1291758100305254
2019-02-01,2.63850300833502
2019-03-01,2.7722711510725135
2019-04-01,2.8951804412289444
2019-05-01,2.6876435969578947
2019-06-01,2.6665358940251207
2019-07-01,2.4318583854125224
2019-08-01,2.6730691788595067
2019-09-01,2.6430805054525726
2019-10-01,2.67455794064513
2019-11-01,2.6091136436929183
2019-12-01,2.520722428838815
2020-01-01,2.5406121283549807
2020-02-01,2.624190196054599
2020-03-01,3.5386985691749584
2020-04-01,6.957394188431823
2020-05-01,6.720092019693226
