date,Materials,Communication \\[-1ex] Services,Energy,Financials,Industrials,Information \\[-1ex] Technology,Consumer \\[-1ex] Staples,Real Estate,Utilities,Health Care,Consumer \\[-1ex] Discretionary,\textbf{S\&P 500}
2023-01-03,36.42536163330078,46.91241455078125,37.877681732177734,32.53663635253906,93.72893524169922,60.233367919921875,68.11911010742188,33.19807052612305,31.921184539794922,128.35768127441406,62.45234298706055,3824.139892578125
2023-01-04,37.059051513671875,47.7906379699707,37.873191833496094,33.05805206298828,94.5574722290039,60.38974380493164,68.38509368896484,33.95927810668945,32.21097183227539,128.69883728027344,63.357086181640625,3852.969970703125
2023-01-05,36.4723014831543,47.85818862915039,38.5643196105957,32.81156921386719,93.53845977783203,59.21692657470703,67.69721984863281,32.96522521972656,31.5136775970459,127.38169860839844,62.768516540527344,3808.10009765625
2023-01-06,37.725589752197266,48.6399040222168,39.295841217041016,33.54155349731445,96.10025787353516,60.95170974731445,69.50405883789062,33.9234619140625,32.1475830078125,128.5567169189453,64.24239349365234,3895.080078125
2023-01-09,37.96498107910156,48.71711730957031,39.15672302246094,33.41830825805664,95.67169189453125,61.660274505615234,68.82534790039062,33.90555191040039,32.36491394042969,126.40570831298828,64.63153839111328,3892.090087890625
2023-01-10,38.345191955566406,49.4505729675293,39.43497848510742,33.6079216003418,96.19549560546875,62.04143524169922,68.73363494873047,34.004066467285156,32.37396240234375,127.46697998046875,65.4438705444336,3919.25
2023-01-11,38.94602966308594,49.807655334472656,39.55614471435547,33.920772552490234,97.11925506591797,63.11651611328125,68.77031707763672,35.239925384521484,32.63658142089844,128.1871337890625,67.20958709716797,3969.610107421875
2023-01-12,39.0915412902832,50.35774612426758,40.31010437011719,33.98713302612305,97.6906509399414,63.585628509521484,68.22917938232422,35.63396072387695,32.414710998535156,127.77965545654297,67.32147979736328,3983.169921875
2023-01-13,39.33094024658203,50.52180480957031,40.36844253540039,34.243106842041016,97.57637023925781,63.76643753051758,68.5501937866211,35.42798614501953,32.297000885009766,128.3482208251953,67.95381927490234,3999.090087890625
2023-01-17,38.9366340637207,50.04891586303711,40.453712463378906,34.01557922363281,96.74784851074219,64.05475616455078,68.59605407714844,35.43694305419922,32.25171661376953,127.7512435913086,68.00247192382812,3990.969970703125
2023-01-18,38.387447357177734,49.440921783447266,39.713218688964844,33.38038635253906,94.92888641357422,63.228904724121094,66.72501373291016,34.890655517578125,31.477462768554688,125.95086669921875,67.1171875,3928.860107421875
2023-01-19,38.09172439575195,49.69184494018555,40.20687484741211,32.9916877746582,92.97657775878906,62.49100875854492,66.09214782714844,34.72050857543945,31.16050910949707,126.25407409667969,66.00326538085938,3898.85009765625
2023-01-20,38.85684585571289,51.2456169128418,40.60630798339844,33.51311492919922,94.27175903320312,64.18180847167969,66.60576629638672,35.12350082397461,31.346149444580078,126.88896179199219,67.6036148071289,3972.610107421875
2023-01-23,38.98358154296875,52.14313507080078,40.66016387939453,33.90180969238281,95.30028533935547,65.64292907714844,66.81672668457031,35.22201156616211,31.35521125793457,127.32485961914062,68.6591567993164,4019.81005859375
2023-01-24,39.007049560546875,51.99837112426758,40.50308609008789,33.920772552490234,95.9288330078125,65.61360931396484,67.09188079833984,35.3742561340332,31.5136775970459,126.48150634765625,68.58132934570312,4016.949951171875
2023-01-25,39.08683776855469,52.18173599243164,40.507568359375,34.18622589111328,95.3955307006836,65.4767837524414,67.25696563720703,35.410072326660156,31.088064193725586,126.51941680908203,68.93155670166016,4016.219970703125
2023-01-26,39.27461624145508,52.992401123046875,41.786617279052734,34.36634826660156,95.91930389404297,66.52253723144531,67.01850128173828,35.813072204589844,31.192201614379883,126.75631713867188,70.34217071533203,4060.429931640625
2023-01-27,39.14786911010742,53.35913848876953,40.94289016723633,34.36634826660156,96.31929779052734,66.80107879638672,66.82588958740234,36.13547134399414,31.192201614379883,125.89405059814453,71.93767547607422,4070.56005859375
2023-01-30,38.88031768798828,52.51951599121094,40.00492858886719,34.195701599121094,95.37647247314453,65.52565002441406,66.90843963623047,35.696651458740234,31.05183982849121,124.75695037841797,70.71185302734375,4017.77001953125
2023-01-31,39.73462677001953,53.156463623046875,40.35947036743164,34.66024398803711,96.99545288085938,66.43946075439453,67.63301086425781,36.35040283203125,31.282756805419922,126.3677978515625,72.33167266845703,4076.60009765625
2023-02-01,39.99747848510742,53.78377151489258,39.565120697021484,34.66024398803711,97.7001724243164,68.00320434570312,68.17415618896484,36.61907196044922,31.337099075317383,126.96478271484375,73.70339965820312,4119.2099609375
2023-02-02,39.87074661254883,57.315948486328125,38.66305923461914,34.75504684448242,98.46205139160156,69.86013793945312,67.587158203125,37.46088790893555,31.405012130737305,126.10247802734375,75.96041107177734,4179.759765625
2023-02-03,39.152565002441406,56.16750717163086,38.57778549194336,34.68868637084961,97.94779205322266,69.27864074707031,67.32118225097656,36.68175506591797,30.74848175048828,125.73295593261719,73.6207046508789,4136.47998046875
2023-02-06,38.72072219848633,55.4919548034668,38.40275573730469,34.679203033447266,97.70970153808594,68.43321990966797,67.40371704101562,36.44891357421875,31.01109504699707,125.03173065185547,73.51368713378906,4111.080078125
2023-02-07,39.24175262451172,56.524593353271484,39.65038299560547,35.07737350463867,98.01445007324219,70.14356994628906,67.119384765625,36.305625915527344,30.99750518798828,125.83717346191406,73.68392181396484,4164.0
2023-02-08,38.92724609375,54.748844146728516,39.295841217041016,34.868804931640625,97.46207427978516,69.29815673828125,66.60576629638672,36.20711135864258,30.476802825927734,125.46763610839844,73.05645751953125,4117.85986328125
2023-02-09,38.363975524902344,53.552154541015625,38.95924758911133,34.48011779785156,96.5859375,68.91700744628906,66.3122787475586,35.857852935791016,30.06024742126465,124.36842346191406,72.92024230957031,4081.5
2023-02-10,38.504783630371094,53.0406494140625,40.485137939453125,34.5938835144043,97.27163696289062,68.59937286376953,66.92678833007812,35.92949676513672,30.65791893005371,125.54341888427734,72.06414031982422,4090.4599609375
2023-02-13,38.70663833618164,53.793418884277344,40.38191604614258,34.99205780029297,98.15728759765625,69.7868423461914,67.68804931640625,36.26084899902344,30.84356117248535,126.5857162475586,73.11968994140625,4137.2900390625
2023-02-14,38.79581832885742,53.812713623046875,40.3953742980957,34.802452087402344,97.89064025878906,70.08493041992188,67.07353210449219,35.88471603393555,30.712257385253906,125.83717346191406,73.99524688720703,4136.1298828125
2023-02-15,38.964813232421875,54.30491256713867,39.7087287902832,34.84037399291992,98.5001449584961,70.4123306274414,67.2019271850586,35.98323059082031,30.911474227905273,125.21175384521484,74.861083984375,4147.60009765625
2023-02-16,38.5235710144043,53.474945068359375,39.31828308105469,34.48959732055664,97.48113250732422,69.19066619873047,66.71583557128906,35.65187454223633,30.67603302001953,123.96096801757812,73.22667694091797,4090.409912109375
2023-02-17,38.162139892578125,53.41704177856445,37.918067932128906,34.49907302856445,98.11919403076172,68.32571411132812,67.5779800415039,35.4727668762207,31.006567001342773,125.06964111328125,73.24130249023438,4079.090087890625
2023-02-21,37.533138275146484,52.23964309692383,37.72957992553711,33.788047790527344,95.8716812133789,66.70333862304688,67.32118225097656,34.77423858642578,30.426998138427734,123.44927978515625,70.79456329345703,3997.340087890625
2023-02-22,37.81477737426758,52.34580612182617,37.47825241088867,33.750125885009766,95.63361358642578,66.60560607910156,67.22027587890625,34.46078872680664,30.309276580810547,123.0323486328125,71.15451049804688,3991.050048828125
2023-02-23,37.85702896118164,52.104530334472656,38.043724060058594,33.778568267822266,96.08121490478516,67.70999908447266,67.13772583007812,34.79214096069336,30.15079689025879,123.36400604248047,71.09615325927734,4012.320068359375
2023-02-24,38.110496520996094,51.38072967529297,37.99435806274414,33.807010650634766,95.52883911132812,66.50297546386719,66.68830871582031,34.14734649658203,30.15985679626465,121.7720947265625,69.97737121582031,3970.0400390625
2023-02-27,38.237239837646484,51.5447883605957,38.10655975341797,33.797523498535156,96.37643432617188,66.85971069335938,66.61494445800781,34.20108413696289,29.956111907958984,121.40254211425781,70.84320831298828,3982.239990234375
2023-02-28,38.41091537475586,51.631649017333984,37.55903625488281,33.8638916015625,96.15739440917969,66.71312713623047,66.06464385986328,34.2189826965332,29.430877685546875,120.50235748291016,70.79456329345703,3970.14990234375
2023-03-01,38.71133041381836,51.2359619140625,38.299530029296875,33.750125885009766,96.53832244873047,66.22444152832031,65.5785140991211,33.69061279296875,28.9464054107666,120.3033676147461,69.90441131591797,3951.389892578125
2023-03-02,39.152565002441406,51.718502044677734,38.63612365722656,33.588958740234375,97.6716079711914,67.04051208496094,66.47735595703125,34.12943649291992,29.4942684173584,121.0424575805664,69.6709213256836,3981.35009765625
2023-03-03,39.711151123046875,52.84764099121094,39.16121292114258,34.11986541748047,98.72869873046875,68.48208618164062,66.53239440917969,34.70259475708008,29.996856689453125,122.39749145507812,71.16910552978516,4045.639892578125
2023-03-06,39.06807327270508,52.84764099121094,39.179168701171875,34.14830017089844,98.54777526855469,68.80950927734375,66.7066650390625,34.56825256347656,30.141748428344727,122.34063720703125,70.64862823486328,4048.419921875
