date,APERMITS,ASTARTS,ACOMPLETIONS
1989-01-01,333.3333333333333,385.0,366.0
1989-04-01,378.6666666666667,306.3333333333333,342.0
1989-07-01,312.0,292.6666666666667,337.6666666666667
1989-10-01,340.3333333333333,298.6666666666667,311.3333333333333
1990-01-01,419.3333333333333,323.3333333333333,316.3333333333333
1990-04-01,249.33333333333334,269.0,301.3333333333333
1990-07-01,231.33333333333334,244.0,294.0
1990-10-01,183.33333333333334,222.66666666666666,281.6666666666667
1991-01-01,153.33333333333334,159.66666666666666,255.66666666666666
1991-04-01,156.66666666666666,136.0,240.0
1991-07-01,139.66666666666666,126.33333333333333,226.33333333333334
1991-10-01,157.33333333333334,131.33333333333334,150.33333333333334
1992-01-01,144.33333333333334,171.66666666666666,150.33333333333334
1992-04-01,130.66666666666666,125.33333333333333,155.33333333333334
1992-07-01,152.66666666666666,140.33333333333334,160.33333333333334
1992-10-01,125.66666666666667,120.0,164.33333333333334
1993-01-01,138.33333333333334,107.33333333333333,137.33333333333334
1993-04-01,143.33333333333334,130.66666666666666,131.0
1993-07-01,162.0,135.33333333333334,118.0
1993-10-01,192.33333333333334,154.33333333333334,123.0
1994-01-01,187.0,168.0,120.66666666666667
1994-04-01,232.66666666666666,224.0,145.33333333333334
1994-07-01,264.3333333333333,222.33333333333334,160.33333333333334
1994-10-01,265.0,266.0,185.33333333333334
1995-01-01,261.0,238.66666666666666,180.66666666666666
1995-04-01,261.6666666666667,237.0,201.66666666666666
1995-07-01,275.3333333333333,256.0,236.0
1995-10-01,290.6666666666667,246.66666666666666,226.66666666666666
1996-01-01,272.3333333333333,284.6666666666667,248.33333333333334
1996-04-01,284.0,258.0,259.6666666666667
1996-07-01,294.3333333333333,275.0,250.0
1996-10-01,309.0,264.3333333333333,242.0
1997-01-01,307.0,251.66666666666666,247.0
1997-04-01,292.6666666666667,321.0,230.0
1997-07-01,325.0,271.0,234.66666666666666
1997-10-01,312.6666666666667,331.0,279.3333333333333
1998-01-01,359.0,278.6666666666667,280.0
1998-04-01,328.6666666666667,286.0,278.3333333333333
1998-07-01,353.6666666666667,314.0,274.6666666666667
1998-10-01,382.3333333333333,323.6666666666667,265.0
1999-01-01,371.3333333333333,341.6666666666667,274.3333333333333
1999-04-01,332.6666666666667,273.6666666666667,292.6666666666667
1999-07-01,331.6666666666667,328.3333333333333,319.6666666666667
1999-10-01,367.6666666666667,293.6666666666667,303.0
2000-01-01,366.6666666666667,347.6666666666667,325.3333333333333
2000-04-01,330.0,313.3333333333333,301.6666666666667
2000-07-01,319.3333333333333,270.0,310.6666666666667
2000-10-01,309.3333333333333,279.6666666666667,283.3333333333333
2001-01-01,363.3333333333333,311.3333333333333,289.3333333333333
2001-04-01,330.3333333333333,291.3333333333333,283.6666666666667
2001-07-01,309.6666666666667,286.3333333333333,279.3333333333333
2001-10-01,345.6666666666667,284.0,272.6666666666667
2002-01-01,320.3333333333333,300.0,255.33333333333334
2002-04-01,344.6666666666667,304.6666666666667,294.0
2002-07-01,337.6666666666667,325.6666666666667,307.6666666666667
2002-10-01,358.0,300.3333333333333,289.0
2003-01-01,348.0,288.6666666666667,297.6666666666667
2003-04-01,342.0,298.6666666666667,283.0
2003-07-01,342.6666666666667,327.0,237.0
2003-10-01,346.3333333333333,346.3333333333333,235.33333333333334
2004-01-01,317.6666666666667,330.6666666666667,261.3333333333333
2004-04-01,355.6666666666667,289.3333333333333,316.6666666666667
2004-07-01,375.0,282.6666666666667,295.0
2004-10-01,403.6666666666667,312.0,260.3333333333333
2005-01-01,402.0,322.6666666666667,246.66666666666666
2005-04-01,396.3333333333333,313.6666666666667,277.0
2005-07-01,392.6666666666667,307.6666666666667,240.33333333333334
2005-10-01,375.0,309.0,268.0
2006-01-01,439.6666666666667,344.6666666666667,283.6666666666667
2006-04-01,400.0,293.6666666666667,278.0
2006-07-01,368.6666666666667,260.6666666666667,265.0
2006-10-01,336.0,284.3333333333333,315.0
2007-01-01,384.6666666666667,258.0,282.0
2007-04-01,364.6666666666667,262.3333333333333,222.33333333333334
2007-07-01,343.3333333333333,276.0,261.0
2007-10-01,349.3333333333333,303.6666666666667,250.66666666666666
2008-01-01,313.3333333333333,298.6666666666667,292.3333333333333
2008-04-01,390.6666666666667,323.0,236.66666666666666
2008-07-01,276.6666666666667,259.6666666666667,275.0
2008-10-01,196.33333333333334,183.0,302.6666666666667
2009-01-01,159.0,150.33333333333334,251.33333333333334
2009-04-01,110.33333333333333,99.0,297.6666666666667
2009-07-01,101.66666666666667,76.33333333333333,254.66666666666666
2009-10-01,115.66666666666667,72.66666666666667,234.33333333333334
2010-01-01,119.66666666666667,81.66666666666667,187.66666666666666
2010-04-01,134.0,102.66666666666667,183.66666666666666
2010-07-01,144.66666666666666,136.0,114.66666666666667
2010-10-01,137.0,91.0,111.33333333333333
2011-01-01,149.66666666666666,152.33333333333334,144.0
2011-04-01,180.33333333333334,143.66666666666666,103.33333333333333
2011-07-01,179.33333333333334,187.66666666666666,145.33333333333334
2011-10-01,220.0,181.0,126.33333333333333
2012-01-01,249.66666666666666,210.66666666666666,139.0
2012-04-01,258.0,213.0,145.0
2012-07-01,311.0,222.33333333333334,170.33333333333334
2012-10-01,313.0,294.3333333333333,163.33333333333334
2013-01-01,318.3333333333333,311.3333333333333,166.66666666666666
2013-04-01,333.0,253.0,173.66666666666666
2013-07-01,334.0,268.3333333333333,192.66666666666666
2013-10-01,375.0,348.3333333333333,205.0
2014-01-01,384.6666666666667,318.6666666666667,238.66666666666666
2014-04-01,374.3333333333333,340.0,234.33333333333334
2014-07-01,383.3333333333333,360.6666666666667,273.3333333333333
2014-10-01,388.6666666666667,341.6666666666667,271.0
2015-01-01,407.0,327.6666666666667,242.0
2015-04-01,542.3333333333334,427.3333333333333,327.6666666666667
2015-07-01,407.3333333333333,411.0,338.6666666666667
2015-10-01,449.0,365.6666666666667,324.0
2016-01-01,392.3333333333333,341.6666666666667,312.0
2016-04-01,408.0,392.6666666666667,282.3333333333333
2016-07-01,457.0,386.0,302.0
2016-10-01,423.6666666666667,401.3333333333333,353.6666666666667
2017-01-01,424.0,378.6666666666667,342.0
2017-04-01,430.6666666666667,331.0,352.0
2017-07-01,423.3333333333333,320.3333333333333,331.6666666666667
2017-10-01,426.0,350.3333333333333,358.3333333333333
2018-01-01,440.6666666666667,403.3333333333333,368.0
2018-04-01,452.0,346.0,382.0
2018-07-01,409.3333333333333,356.6666666666667,320.3333333333333
2018-10-01,434.3333333333333,339.6666666666667,286.6666666666667
2019-01-01,438.0,326.6666666666667,401.6666666666667
2019-04-01,453.3333333333333,388.6666666666667,334.0
2019-07-01,508.6666666666667,387.6666666666667,309.6666666666667
2019-10-01,518.3333333333334,455.0,342.6666666666667
2020-01-01,447.6666666666667,491.3333333333333,346.6666666666667
2020-04-01,422.0,293.3333333333333,312.3333333333333
2020-07-01,447.3333333333333,398.0,396.3333333333333
2020-10-01,453.6666666666667,343.0,396.3333333333333
2021-01-01,545.0,426.0,355.6666666666667
2021-04-01,527.3333333333334,463.6666666666667,383.0
2021-07-01,568.6666666666666,464.6666666666667,353.0
2021-10-01,608.6666666666666,494.3333333333333,358.0
2022-01-01,647.6666666666666,512.0,292.6666666666667
2022-04-01,680.3333333333334,530.6666666666666,354.3333333333333
2022-07-01,671.0,537.0,378.6666666666667
2022-10-01,625.3333333333334,540.6666666666666,402.6666666666667
2023-01-01,647.3333333333334,531.6666666666666,436.3333333333333
2023-04-01,525.3333333333334,508.3333333333333,456.6666666666667
2023-07-01,520.6666666666666,393.0,404.6666666666667
2023-10-01,466.3333333333333,407.0,458.3333333333333
2024-01-01,465.3333333333333,334.0,567.3333333333334
2024-04-01,420.3333333333333,319.6666666666667,548.6666666666666
2024-07-01,434.0,333.6666666666667,644.0
2024-10-01,444.6666666666667,360.0,601.0
2025-01-01,434.3333333333333,363.3333333333333,542.6666666666666
2025-04-01,465.3333333333333,394.3333333333333,465.6666666666667
2025-07-01,462.0,443.6666666666667,446.0
2025-10-01,487.3333333333333,380.0,429.6666666666667
2026-01-01,481.0,454.6666666666667,442.0
2026-05-01,474.0,284.0,426.0
