date,Date,Price,Dividend,DY,Pch,Return
1989-01-01,1989.01,605.2047225433525,20.80964842283237,0.0439789,0.0089318,5.29107
1989-02-01,1989.02,620.8779523026316,20.900082327261515,0.0439626,0.0134098,5.73724
1989-03-01,1989.03,614.5946112019624,21.01842179067866,0.0439564,0.0107548,5.47112
1989-04-01,1989.04,630.627023151909,21.041831274979693,0.0439339,0.0163216,6.02555
1989-05-01,1989.05,651.1231756865913,21.14397536389338,0.0438987,0.0214191,6.53178
1989-06-01,1989.06,669.8281583400483,21.458504794520547,0.0438601,0.0238176,6.76778
1989-07-01,1989.07,685.1400494372989,21.51678299879421,0.0437873,0.034441,7.82283
1989-08-01,1989.08,714.3367584269664,21.73657094662921,0.0436962,0.0410854,8.47817
1989-09-01,1989.09,713.4889523999999,22.04358324,0.0435751,0.0494894,9.30645
1989-10-01,1989.1,710.285023089172,22.07465258718153,0.0434603,0.0485201,9.19804
1989-11-01,1989.11,693.9066695790309,22.280278435663224,0.0433601,0.045162,8.85222
1989-12-01,1989.12,709.9124274385408,22.5233260111023,0.0432382,0.0520025,9.52407
1990-01-01,1990.01,685.2730458791209,22.4547510989011,0.0431428,0.0443052,8.7448
1990-02-01,1990.02,662.9614400390625,22.5300558984375,0.0430787,0.0356862,7.87649
1990-03-01,1990.03,675.3381531468532,22.587094172494172,0.0430211,0.0341256,7.71467
1990-04-01,1990.04,673.7324804499611,22.78454154344453,0.0429675,0.0334536,7.64211
1990-05-01,1990.05,696.1584723297215,22.963390944659444,0.0429228,0.0318585,7.47813
1990-06-01,1990.06,712.4527437644341,23.05058129330254,0.0428795,0.0322315,7.51109
1990-07-01,1990.07,709.0119935199386,23.093550383052143,0.0428376,0.0325974,7.5435
1990-08-01,1990.08,645.4111236702128,22.993417667553192,0.042795,0.0314959,7.42909
1990-09-01,1990.09,610.3753947626225,22.89318956292389,0.04276,0.0288795,7.16395
1990-10-01,1990.1,590.7712008988764,22.942012508988764,0.0427436,0.0239392,6.66828
1990-11-01,1990.11,605.1270483183856,23.056781913677124,0.0427277,0.0249278,6.76555
1990-12-01,1990.12,630.9604400224214,23.20399002242152,0.0427015,0.0290866,7.17882
1991-01-01,1991.01,620.9906669019316,23.097937592496287,0.0426969,0.0221035,6.48004
1991-02-01,1991.02,690.117393249258,23.07624087574184,0.0426791,0.0269701,6.96491
1991-03-01,1991.03,708.1551524444443,23.035776555555554,0.042657,0.0285209,7.11779
1991-04-01,1991.04,721.1631248520711,23.039687906804737,0.0426321,0.0294738,7.21059
1991-05-01,1991.05,715.835287721239,22.990662168141593,0.0426054,0.0299257,7.25311
1991-06-01,1991.06,714.2963570955882,22.94192481617647,0.0425786,0.0297357,7.23143
1991-07-01,1991.07,716.9052397577093,22.989876285242293,0.0425547,0.0287484,7.13031
1991-08-01,1991.08,732.0449187408492,23.004144984992678,0.0425238,0.0311388,7.36626
1991-09-01,1991.09,724.7257959183673,22.984588775510204,0.0424973,0.0292402,7.17375
