CZ90,Total,Age 0-17,Age 65+
10802.0,55615.01345332556,0.2195711153906084,0.18889513854146245
6200.0,236867.05809718557,0.2088681667056526,0.19673164539932034
10501.0,91037.99662710354,0.213284986165058,0.17129994974756743
10600.0,170423.53999187052,0.22190418656057903,0.1848196960738882
6000.0,655296.8124670032,0.22127782580368155,0.1638432815110138
6100.0,318200.70681005716,0.223254032457214,0.18965723069933077
10700.0,1133154.7283137557,0.22669117323205265,0.16891474619958594
9500.0,149331.13360750026,0.21196111596435635,0.1992386773605911
9600.0,547287.8305834346,0.2304828831767358,0.16609547346201683
6600.0,530227.4572166329,0.23791533788279598,0.16010771207376343
10801.0,291727.2800230384,0.21096044462181354,0.15262971487950458
11001.0,687521.3761856393,0.2242078829492355,0.1832567209542192
11101.0,394360.34156159416,0.22805090304182996,0.16217808591068616
11002.0,66386.27983231252,0.21345482333677976,0.20157482132334456
10302.0,244675.10587676027,0.22501333714113692,0.18913208652347674
9800.0,200487.31608582143,0.21173840412020875,0.13483630468042107
10301.0,60609.063208198495,0.22309448250273284,0.17813402385757954
9701.0,320413.1747025887,0.23957284637980758,0.14750913958250866
11102.0,83900.59835451865,0.22134632581815636,0.18546813648551563
34102.0,455025.0,0.24398879182462502,0.12519531893851987
34113.0,7579.503896338458,0.27766047803238814,0.10752658000676131
34106.0,9448.42266667867,0.2776604780252081,0.10752658001022862
34111.0,21910.03057344997,0.24455755219601052,0.12351230753309436
34105.0,7475.675076563552,0.27766047802763466,0.1075265800090568
34115.0,106784.44233214064,0.23404037233979144,0.12859115682750327
34112.0,23776.799891561735,0.2776604780374152,0.10752658000433368
34110.0,16544.72946578206,0.25038356547414964,0.12069886858544751
34101.0,2803.3781531116692,0.2776604780381499,0.1075265800039789
34109.0,40705.91105997021,0.2360858239127127,0.12760338820322364
34107.0,6956.53097289172,0.2776604780356388,0.10752658000519152
34108.0,14328.377224883065,0.27766047804546484,0.10752658000044645
