date,EPOP,AAH,EPOP_sa,AAH_trend,AAH_sa,POP,EMP_sa,TOT_HRS
2020-01-01,48.6289,37.5381,49.1402,37.6453,37.6056,331.443,0.162872,318.831
2020-02-01,48.8618,37.4956,49.1158,37.6319,37.6034,331.525,0.162831,318.638
2020-03-01,47.9536,36.6905,48.1181,36.7233,36.7614,331.667,0.159592,304.759
2020-04-01,41.218,34.3666,41.3358,36.7191,34.0997,331.75,0.137132,261.838
2020-05-01,42.4667,35.6325,42.4786,36.7237,35.1252,331.75,0.140923,269.111
2020-06-01,44.1604,36.098,44.0794,36.7399,36.536,331.79,0.146251,279.409
2020-07-01,44.8782,35.6864,44.48,36.7676,36.6848,331.86,0.147611,282.22
2020-08-01,45.5894,36.5884,45.4576,36.806,36.9375,331.94,0.150892,288.794
2020-09-01,45.7989,35.8545,45.5851,36.8533,35.3637,332.02,0.151352,290.046
2020-10-01,46.6157,37.2495,46.4498,36.9074,36.9958,332.09,0.154255,296.044
2020-11-01,46.4452,36.9285,46.2909,36.9652,36.7664,332.13,0.153746,295.528
2020-12-01,46.2745,37.2459,46.3413,37.023,36.9319,332.11,0.153904,296.296
2021-01-01,45.8571,37.159,46.3627,37.0769,37.2331,332.06,0.153952,296.819
2021-02-01,46.0684,36.8832,46.3619,37.1227,36.9568,332.03,0.153936,297.154
2021-03-01,46.3658,37.4565,46.4998,37.1579,37.5142,332.07,0.154412,298.356
2021-04-01,46.5165,37.5139,46.6219,37.1816,37.258,332.14,0.15485,299.394
2021-05-01,46.7082,37.626,46.7349,37.1949,37.1187,332.21,0.155258,300.289
2021-06-01,46.8904,37.0051,46.8239,37.1993,37.4359,332.3,0.155596,300.979
2021-07-01,47.4294,36.2708,47.047,37.1976,37.256,332.45,0.156408,302.536
2021-08-01,47.3665,36.6003,47.2111,37.1909,36.9268,332.64,0.157043,303.71
2021-09-01,47.563,37.5895,47.3537,37.1813,37.0839,332.81,0.157598,304.704
2021-10-01,47.7925,37.3251,47.6259,37.1713,37.0985,332.96,0.158575,306.511
2021-11-01,48.0019,37.2572,47.846,37.1628,37.1414,333.12,0.159385,308.006
2021-12-01,47.9367,37.6093,48.0494,37.1578,37.3131,333.26,0.160129,309.403
2022-01-01,47.6226,36.3437,48.1337,37.1552,36.4258,333.36,0.160459,310.017
2022-02-01,48.0053,37.4666,48.3066,37.1525,37.5039,333.46,0.161083,311.201
2022-03-01,48.3093,37.589,48.4018,37.1475,37.6325,333.61,0.161473,311.913
2022-04-01,48.2798,36.9112,48.3365,37.1382,36.6557,333.79,0.161342,311.583
2022-05-01,48.5704,37.6665,48.5845,37.1256,37.1748,333.98,0.162262,313.253
2022-06-01,48.6199,36.6488,48.5316,37.1098,37.0547,334.17,0.162178,312.956
2022-07-01,48.9323,36.142,48.5788,37.0913,37.1126,334.39,0.162443,313.311
2022-08-01,48.8317,36.721,48.6898,37.0728,37.0447,334.65,0.16294,314.114
2022-09-01,48.8728,37.6426,48.6847,37.0575,37.134,334.91,0.16305,314.195
2022-10-01,48.8699,37.2974,48.7175,37.047,37.1032,335.15,0.163277,314.544
2022-11-01,48.6975,36.9332,48.5561,37.0416,36.8337,335.39,0.162852,313.68
2022-12-01,48.6425,37.2625,48.8069,37.0403,36.9593,335.6,0.163796,315.487
2023-01-01,48.624,36.9842,49.1266,37.0417,37.097,335.81,0.164972,317.763
2023-02-01,48.8758,37.1894,49.1688,37.0455,37.1868,336.01,0.165212,318.259
2023-03-01,49.0291,36.954,49.0915,37.0493,36.9922,336.23,0.16506,317.999
2023-04-01,49.0982,37.1503,49.0764,37.0512,36.8906,336.45,0.165118,318.126
2023-05-01,49.0007,37.6331,49.02,37.0488,37.159,336.68,0.165041,317.957
2023-06-01,49.2533,36.6898,49.1229,37.0408,37.0882,336.92,0.165505,318.782
2023-07-01,49.4038,36.1913,49.0863,37.0264,37.1612,337.2,0.165519,318.686
2023-08-01,49.1795,36.6049,49.0735,37.0055,36.9062,337.5,0.165623,318.706
2023-09-01,49.2293,37.4689,49.058,36.9782,36.9547,337.8,0.165718,318.653
2023-10-01,49.1982,37.0913,49.0569,36.9463,36.9281,338.09,0.165856,318.644
2023-11-01,49.1727,37.047,49.054,36.9136,36.9446,338.37,0.165984,318.607
2023-12-01,48.7278,37.2616,48.9142,36.8826,36.9612,338.63,0.165638,317.677
2024-01-01,48.3509,36.5707,48.8386,36.8553,36.7032,338.87,0.165499,317.175
2024-02-01,48.5795,36.9828,48.8665,36.8328,36.9588,339.11,0.165711,317.387
2024-03-01,49.0251,36.6392,49.0806,36.8175,36.6689,339.38,0.16657,318.9
2024-04-01,49.0662,37.1851,48.9806,36.8102,36.9256,339.65,0.166363,318.439
2024-05-01,48.9514,37.1561,48.9698,36.8091,36.6985,339.93,0.166463,318.623
2024-06-01,49.089,36.4228,48.93,36.8128,36.8131,340.21,0.166465,318.658
2024-07-01,49.1858,35.7857,48.8945,36.8205,36.7654,340.45,0.166461,318.718
2024-08-01,48.9058,36.6785,48.8337,36.8317,36.9618,340.64,0.166347,318.596
2024-09-01,49.0647,37.3877,48.897,36.8446,36.8728,340.83,0.166656,319.299
2024-10-01,48.9965,36.8812,48.8634,36.857,36.7329,341,0.166624,319.346
2024-11-01,48.7342,37.1271,48.6474,36.867,37,341.17,0.16597,318.179
2024-12-01,48.7321,37.0939,48.9155,36.8736,36.7935,341.32,0.166958,320.131
2025-01-01,48.6275,36.7856,49.0889,36.8772,36.9445,341.45,0.167614,321.419
2025-02-01,48.594,36.7763,48.88,36.879,36.7394,341.59,0.166969,320.198
2025-03-01,48.7729,36.9874,48.8329,36.8795,37.0147,341.73,0.166877,320.025
2025-04-01,48.976,37.2092,48.8525,36.8804,36.9461,341.87,0.167012,320.292
2025-05-01,48.7289,37.2584,48.755,36.8822,36.8129,342.03,0.166757,319.818
2025-06-01,48.9567,36.456,48.7865,36.8858,36.8523,342.2,0.166947,320.215
2025-07-01,49.0331,35.7983,48.7552,36.8908,36.796,342.37,0.166923,320.212
2025-08-01,48.866,36.7187,48.8071,36.8968,36.9769,342.56,0.167193,320.783
2025-09-01,48.9574,37.3853,48.7973,36.9035,36.8635,342.74,0.167248,320.946
2025-10-01,,,,,,342.91,,
2025-11-01,,,,,,343.08,,
2025-12-01,,,,,,343.25,,
