date,VALUE
1984-01-01,10417
1985-01-01,11008
1986-01-01,11546
1987-01-01,12103
1988-01-01,12935
1989-01-01,13856
1990-01-01,14383
1991-01-01,14688
1992-01-01,14902
1993-01-01,15427
1994-01-01,15943
1995-01-01,16775
1996-01-01,17587
1997-01-01,18756
1998-01-01,19953
1999-01-01,20584
2000-01-01,21516
2001-01-01,21934
2002-01-01,22118
2003-01-01,22672
2004-01-01,23214
2005-01-01,24325
2006-01-01,25795
2007-01-01,26625
2008-01-01,26513
2009-01-01,26134
2010-01-01,26175
2011-01-01,26588
2012-01-01,26989
2013-01-01,27677
2014-01-01,28757
2015-01-01,30240
2016-01-01,31099
2017-01-01,31962
2018-01-01,33706
2019-01-01,35977
2020-01-01,35805
