date,Corporate Assets,Corporate Debt,Corporate Liabilities,Corporate Net Worth,Corporate GVA,Noncorporate Assets,Noncorporate Debt,Noncorporate Liabilities,Noncorporate Net Worth,Noncorporate GVA
2003-10-01,22713108.0,4999601.0,10397214.0,12315894.0,5864860.0,9074033.0,2334572.0,3312495.0,5761538.0,1972825.0
2004-01-01,23365866.0,5067033.0,10529493.0,12836373.0,5968278.0,9346847.0,2399966.0,3406954.0,5939893.0,2010400.0
2004-04-01,23992902.0,5095107.0,10656931.0,13335971.0,6089736.0,9779740.0,2462448.0,3491922.0,6287818.0,2075940.0
2004-07-01,24655006.0,5146293.0,10826905.0,13828101.0,6213908.0,10222861.0,2524377.0,3577416.0,6645444.0,2114301.0
2004-10-01,25310479.0,5225433.0,10930881.0,14379598.0,6262645.0,10447584.0,2588533.0,3667158.0,6780426.0,2150312.0
2005-01-01,25886149.0,5278241.0,11190416.0,14695733.0,6402892.0,10735709.0,2663856.0,3797809.0,6937901.0,2149183.0
2005-04-01,26389110.0,5372533.0,11398651.0,14990459.0,6536343.0,11169191.0,2750764.0,3932739.0,7236452.0,2199640.0
2005-07-01,27072529.0,5419973.0,11532679.0,15539850.0,6582839.0,11650685.0,2837106.0,4067178.0,7583507.0,2254508.0
2005-10-01,27911612.0,5520881.0,11703422.0,16208190.0,6780039.0,11980998.0,2927084.0,4206761.0,7774236.0,2315817.0
2006-01-01,28617323.0,5602931.0,11888552.0,16728771.0,6914657.0,12193697.0,3027038.0,4351920.0,7841777.0,2396814.0
2006-04-01,29325134.0,5732032.0,12169887.0,17155247.0,6951191.0,12568242.0,3134256.0,4498889.0,8069354.0,2461565.0
2006-07-01,29953690.0,5783776.0,12268887.0,17684803.0,7091964.0,12927656.0,3236616.0,4642982.0,8284675.0,2447512.0
2006-10-01,30709099.0,5930148.0,12365847.0,18343252.0,7128475.0,13193158.0,3342402.0,4790114.0,8403044.0,2450659.0
2007-01-01,31443698.0,6045178.0,12629153.0,18814545.0,7219279.0,13362240.0,3456937.0,4937614.0,8424627.0,2451629.0
2007-04-01,32534510.0,6255612.0,12883926.0,19650584.0,7285738.0,13641612.0,3573080.0,5083891.0,8557721.0,2543350.0
2007-07-01,33197945.0,6454577.0,13157547.0,20040398.0,7221844.0,13838520.0,3688442.0,5229961.0,8608559.0,2535110.0
2007-10-01,33438817.0,6624044.0,13493934.0,19944883.0,7302607.0,13839039.0,3806850.0,5378302.0,8460737.0,2562720.0
2008-01-01,32172901.0,6737876.0,13763847.0,18409054.0,7293447.0,13466639.0,3890748.0,5501980.0,7964659.0,2520509.0
2008-04-01,32239074.0,6869015.0,13952762.0,18286312.0,7302296.0,13479335.0,3978248.0,5612761.0,7866573.0,2553800.0
2008-07-01,31150950.0,6925474.0,14128178.0,17022772.0,7442761.0,13315089.0,4049866.0,5719231.0,7595858.0,2602499.0
2008-10-01,29798580.0,6886780.0,14527289.0,15271291.0,7272308.0,12997731.0,4125380.0,5823630.0,7174102.0,2561749.0
2009-01-01,28876209.0,6820659.0,14450230.0,14425979.0,6892148.0,12566735.0,4110044.0,5820739.0,6745996.0,2464043.0
2009-04-01,27911163.0,6773074.0,14246430.0,13664733.0,6839493.0,12001047.0,4079670.0,5800123.0,6200924.0,2364603.0
2009-07-01,28340929.0,6650795.0,14038006.0,14302923.0,6856556.0,11848481.0,4047182.0,5779232.0,6069249.0,2358017.0
2009-10-01,28236799.0,6484699.0,13973741.0,14263058.0,7027944.0,11629700.0,4016242.0,5757987.0,5871714.0,2437855.0
2010-01-01,28616048.0,6454476.0,14017480.0,14598569.0,7113167.0,11700944.0,4006696.0,5740612.0,5960332.0,2506653.0
2010-04-01,28883818.0,6386378.0,14246963.0,14636855.0,7231480.0,12027275.0,3999160.0,5729686.0,6297589.0,2565963.0
2010-07-01,29531756.0,6434803.0,14310488.0,15221268.0,7399216.0,12176168.0,3996014.0,5719744.0,6456424.0,2606985.0
2010-10-01,28280492.0,6382876.0,14271079.0,14009412.0,7404896.0,12245178.0,3986717.0,5701607.0,6543571.0,2667911.0
2011-01-01,29032219.0,6416545.0,14379009.0,14653210.0,7475558.0,12301588.0,3967085.0,5690258.0,6611329.0,2720118.0
2011-04-01,29084516.0,6505948.0,14485892.0,14598624.0,7651843.0,12339928.0,3948845.0,5682959.0,6656969.0,2774086.0
2011-07-01,28287477.0,6606514.0,14816048.0,13471428.0,7738200.0,12426980.0,3930604.0,5675793.0,6751187.0,2796615.0
2011-10-01,28981018.0,6718556.0,15002013.0,13979005.0,7778650.0,12565718.0,3921230.0,5671083.0,6894634.0,2830397.0
2012-01-01,29557034.0,6766394.0,15091946.0,14465088.0,8012066.0,12631368.0,3959775.0,5727404.0,6903963.0,2923806.0
2012-04-01,29612744.0,6839390.0,15334433.0,14278312.0,8108724.0,12857848.0,4004798.0,5790471.0,7067377.0,2910960.0
2012-07-01,30270771.0,6979193.0,15510417.0,14760354.0,8078170.0,13161110.0,4047216.0,5851111.0,7309999.0,2849009.0
2012-10-01,30484685.0,7127659.0,15709090.0,14775596.0,8244816.0,13338214.0,4092540.0,5913045.0,7425169.0,2974574.0
2013-01-01,31034858.0,7174932.0,15874218.0,15160640.0,8346333.0,13491337.0,4110278.0,5954761.0,7536576.0,2979703.0
2013-04-01,31573504.0,7332307.0,16150566.0,15422938.0,8396531.0,13916526.0,4138365.0,6002438.0,7914088.0,3025177.0
2013-07-01,32920217.0,7489729.0,16500138.0,16420079.0,8415684.0,14313118.0,4164856.0,6048862.0,8264256.0,3059773.0
2013-10-01,33638003.0,7592755.0,16673772.0,16964232.0,8512505.0,14478441.0,4197016.0,6096892.0,8381550.0,3059824.0
2014-01-01,33784697.0,7731016.0,16855692.0,16929005.0,8564091.0,14547429.0,4260053.0,6185535.0,8361894.0,3110202.0
2014-04-01,34776019.0,7846717.0,17014186.0,17761833.0,8769342.0,14907331.0,4330069.0,6280491.0,8626840.0,3169290.0
2014-07-01,35057253.0,7966590.0,17354418.0,17702835.0,8975267.0,15275294.0,4400611.0,6375238.0,8900056.0,3205372.0
2014-10-01,35545103.0,8133629.0,17802500.0,17742602.0,9098096.0,15591271.0,4478818.0,6472826.0,9118445.0,3217889.0
2015-01-01,36347720.0,8319743.0,18087200.0,18260519.0,9125750.0,15835552.0,4531284.0,6532689.0,9302863.0,3211858.0
2015-04-01,37121726.0,8549026.0,18610341.0,18511384.0,9174265.0,16190864.0,4595848.0,6599359.0,9591505.0,3241670.0
2015-07-01,37002632.0,8652717.0,19144678.0,17857953.0,9288631.0,16417303.0,4660470.0,6665823.0,9751480.0,3245088.0
2015-10-01,37107942.0,8742104.0,19267613.0,17840329.0,9300674.0,16527876.0,4725378.0,6729586.0,9798289.0,3217046.0
2016-01-01,36986109.0,8929640.0,19377195.0,17608914.0,9308512.0,16621552.0,4815459.0,6889788.0,9731764.0,3229976.0
2016-04-01,37873980.0,8981056.0,19715420.0,18158560.0,9264807.0,17045584.0,4914155.0,7056882.0,9988702.0,3213610.0
2016-07-01,38904129.0,9072995.0,19934383.0,18969746.0,9356559.0,17385318.0,5008992.0,7224468.0,10160849.0,3243371.0
2016-10-01,39302025.0,9026016.0,20248841.0,19053184.0,9455676.0,17555813.0,5111839.0,7394001.0,10161812.0,3278331.0
2017-01-01,39663887.0,9200392.0,20179440.0,19484447.0,9611722.0,17714269.0,5222429.0,7534777.0,10179492.0,3364830.0
2017-04-01,41000004.0,9328135.0,20229762.0,20770242.0,9715436.0,18360230.0,5338943.0,7681479.0,10678751.0,3375029.0
2017-07-01,41707145.0,9386257.0,20503565.0,21203580.0,9789915.0,18605705.0,5453278.0,7826370.0,10779335.0,3427205.0
2017-10-01,42365429.0,9574009.0,20387914.0,21977514.0,9968723.0,18934469.0,5574077.0,7972684.0,10961785.0,3480638.0
2018-01-01,42691320.0,9680272.0,20743179.0,21948141.0,10122002.0,19137632.0,5641517.0,8070542.0,11067090.0,3527142.0
2018-04-01,43122037.0,10054434.0,21008913.0,22113124.0,10278160.0,19456724.0,5714435.0,8176049.0,11280675.0,3578759.0
2018-07-01,43655103.0,10131290.0,21351323.0,22303780.0,10426241.0,19708544.0,5788061.0,8283052.0,11425492.0,3643593.0
2018-10-01,43073243.0,10269242.0,21906558.0,21166685.0,10524815.0,19781072.0,5865841.0,8386988.0,11394084.0,3707368.0
2019-01-01,45356854.0,10504690.0,22861257.0,22495597.0,10638483.0,20059275.0,5891656.0,8426354.0,11632920.0,3741862.0
2019-04-01,46973391.0,10635160.0,23304426.0,23668965.0,10723939.0,20497277.0,5921928.0,8468952.0,12028325.0,3765642.0
2019-07-01,47643208.0,10792022.0,23888686.0,23754522.0,10876984.0,20661030.0,5945715.0,8511057.0,12149973.0,3761977.0
2019-10-01,48870943.0,10850774.0,24382312.0,24488631.0,10964519.0,20766559.0,5978452.0,8553264.0,12213295.0,3791282.0
2020-01-01,47664371.0,11656775.0,24950591.0,22713779.0,10811196.0,21140555.0,6060321.0,8793099.0,12347457.0,3837242.0
2020-04-01,48330160.0,12115238.0,24661652.0,23668508.0,9580496.0,21614155.0,6266551.0,9122600.0,12491556.0,3135070.0
2020-07-01,49388195.0,11960802.0,24396082.0,24992114.0,10542983.0,22298040.0,6381233.0,9367845.0,12930195.0,3514760.0
2020-10-01,51079974.0,11906343.0,24166631.0,26913343.0,11065514.0,22922063.0,6503915.0,9630647.0,13291416.0,3804567.0
2021-01-01,52376293.0,12102644.0,24398869.0,27977423.0,11432206.0,23479749.0,6594131.0,9833483.0,13646266.0,3874347.0
2021-04-01,53918729.0,12298024.0,24471842.0,29446887.0,11849618.0,24475129.0,6669022.0,10074491.0,14400639.0,3920234.0
2021-07-01,55726294.0,12410533.0,24640075.0,31086218.0,12157639.0,25459590.0,6730243.0,10290236.0,15169354.0,4039731.0
2021-10-01,57702096.0,12641164.0,25012901.0,32689196.0,12544092.0,26265639.0,6889173.0,10567890.0,15697749.0,4281507.0
2022-01-01,57717134.0,13047813.0,25775639.0,31941495.0,12884337.0,26840192.0,7008956.0,10722383.0,16117809.0,4391270.0
2022-04-01,56748876.0,13249943.0,26365776.0,30383100.0,13250379.0,27597792.0,7133579.0,10872147.0,16725646.0,4480441.0
2022-07-01,56492347.0,13328697.0,26611492.0,29880855.0,13517150.0,27686220.0,7212500.0,10966572.0,16719647.0,4519218.0
2022-10-01,57572895.0,13446886.0,26729179.0,30843716.0,13551372.0,27425595.0,7321928.0,11105201.0,16320394.0,4480812.0
2023-01-01,58446661.0,13642883.0,26821500.0,31625161.0,13693193.0,27191038.0,7392244.0,11201429.0,15989609.0,4464324.0
2023-04-01,59489911.0,13679270.0,26968429.0,32521482.0,13841306.0,27505052.0,7422292.0,11266233.0,16238819.0,4390648.0
2023-07-01,59571999.0,13706468.0,27270447.0,32301552.0,14013865.0,27588222.0,7452315.0,11310983.0,16277239.0,4387937.0
