date,Durable manufacturing,Mining,Nondurable manufacturing,Electric and gas utilities
2015-01-01,1.37814481569956,1.793933097842244,0.37220058984975235,-0.3676785126964154
2015-02-01,0.3372279886077444,0.9838517216055486,0.15797828236240238,0.23229606402882758
2015-03-01,0.0006931002402290037,0.40543774066215515,0.08911630744696093,-0.03122162144131563
2015-04-01,0.06091572825824972,-0.07915350984563556,0.04111220864801819,-0.03581583366699822
2015-05-01,-0.2341915868918052,-0.43265365668758987,0.0936402959486736,-0.13452960225020333
2015-06-01,-0.5903022640150822,-0.6632300451398937,-0.12020301347801698,0.12423287983738061
2015-07-01,-0.6368412959615956,-0.5810718013869205,0.06453859403932707,0.2970911855041507
2015-08-01,-0.5350689755580464,-0.6337752043596732,0.12215058976349083,0.24841199108254242
2015-09-01,-0.842410546381303,-0.8238521782690569,0.12106633474889184,0.1263694766619798
2015-10-01,-0.9520715731135703,-1.0213911610291713,0.27372045102469045,-0.09232848440060086
2015-11-01,-1.5870572666590976,-1.1621271638685724,0.0843472610883568,-0.6466420019416199
2015-12-01,-1.511911485565657,-1.4525048205741338,0.0008608485886188549,-0.5668366984622926
2016-01-01,-1.1340777626535101,-1.3728166584815495,0.4585500149127993,-0.26811153259422815
2016-02-01,-1.0128670824914985,-1.2458316060466597,0.4140535331640378,-0.8164084342418991
2016-03-01,-1.3439607794611839,-1.3245970895680967,0.4149183598550868,-0.8862243465567488
2016-04-01,-1.260280654769037,-1.3703639242755443,0.11726727835706448,-0.02477636552960173
2016-05-01,-1.417336680329439,-1.1589866570335634,0.33749547673421304,-0.03805768745950372
2016-06-01,-0.9446668261461707,-1.0974229697074882,0.3739599293856566,0.1500796710915058
2016-07-01,-1.063217662630574,-1.1999731620161902,0.18070992170697112,0.2603648048974616
2016-08-01,-0.9526645471926476,-1.293568913871465,0.015742099346655495,0.46582966370477846
2016-09-01,-0.6304425792671866,-1.232127584251846,0.27629360821931415,0.08615728718604075
2016-10-01,-0.37183030615441104,-0.8522388016643159,0.2604831466825139,-0.07339367962650577
2016-11-01,-0.06891328678846537,-0.7132036893935428,0.23345119069489983,-0.032108406023537775
2016-12-01,0.30243807811998746,-0.6275974036827738,0.34969513009353304,0.8550096335643267
2017-01-01,0.4150806375579869,-0.2758056891701754,0.16184090509312707,-0.2390876390594712
2017-02-01,0.5957223621468409,0.16213112159471377,0.3705144162516431,-0.6971031881151767
2017-03-01,0.7286540374992234,0.5447691617106388,0.15414247693515337,0.47695598062205324
2017-04-01,1.319771468618305,0.9532878930562538,0.7312476276573413,-0.22042202942249284
2017-05-01,1.119449641592345,1.0239705135451038,0.7625649310148737,0.0951474016429125
2017-06-01,0.8550590233913803,1.225924396564505,0.9035147144304846,-0.2335442724505858
2017-07-01,0.4350525721411227,1.2142036239291634,1.029449365948094,-0.1680405237342862
2017-08-01,0.7051529327854723,1.1807396735826305,0.8233147540409029,-0.5416516841490852
2017-09-01,1.0163316014559844,1.426312855966164,0.13116699552461059,-0.33820541264793963
2017-10-01,1.0039730576563775,1.3426062881322864,0.9100246131635199,0.234205322285974
2017-11-01,1.110437779054843,1.7188872547690635,0.9737043143720863,0.5519382673785368
2017-12-01,0.8331924162336517,1.8716813811205801,0.9847976784562947,0.21809484428890438
2018-01-01,0.5463075732276997,1.3912935422863844,0.5556516792488607,1.0274174044638604
2018-02-01,1.0982874805561884,1.507527502344155,0.8578139174937474,0.7277833136840897
2018-03-01,1.2931029027105743,1.6137547457704429,0.8762730838349979,0.3193173945745967
2018-04-01,0.9185958872214666,1.6460940109173987,0.7576312192179132,0.8428266755526254
2018-05-01,0.653688307686972,1.6910682161230741,0.6033745345545967,0.304555325648647
2018-06-01,1.1622420977417134,1.8937969069736236,0.5836379322465973,0.29091347993761874
2018-07-01,1.4081160645844726,2.049386578792138,0.7733208048824843,0.18737890976729554
2018-08-01,1.7864463433904645,2.561837318971091,0.9297066932914435,0.4816537213500833
2018-09-01,1.5687663969714365,2.5273301987445556,1.2512008461770954,0.46983089200742084
2018-10-01,1.4327551558631835,2.200173774406106,0.32088182880305294,0.4771737757632972
2018-11-01,1.4229663434112918,2.0127217492341716,0.2396412542978046,0.6824057219798074
2018-12-01,1.8218803751330992,2.231974663489617,0.33921211878264873,-0.29512969430964653
2019-01-01,1.379537711767222,2.283392816135035,0.6144943567054262,-0.36737489955965896
2019-02-01,0.7517404325622475,1.6254791636092463,0.05808508397293917,0.45691222328301323
2019-03-01,0.6735104865661673,1.382832870867072,0.08186100241021053,0.23746137801765738
2019-04-01,0.187752291375538,1.6294656452234173,-0.4398998490148558,-0.5123439929962267
2019-05-01,0.8283572391566413,1.4365860394381376,-0.4248990849466074,-0.020247596746597745
2019-06-01,0.5036474504961124,1.170211549102202,-0.2769459842094311,-0.3605937305228599
2019-07-01,0.4360471078465165,0.7004171008331757,-0.7874546185204976,0.06662611388978115
2019-08-01,0.21265287953961765,0.7453112591448388,-0.39965987430355554,-0.13169646517263608
2019-09-01,-0.30682508520652474,0.5591401544106983,-0.43987567488711865,0.05514390344187292
2019-10-01,-0.7917903755141981,0.42359523798047555,-0.39528493482059324,-0.44711120553016387
2019-11-01,-0.0897484296574479,0.2790724930416872,-0.40441869010917186,-0.43247240438559326
