date,FL103165005.Q,FL103168005.Q,FL103170005.Q,FL103178005.Q,FL103193005.Q,FL103196005.Q,FL104122005.Q,FL104122085.Q,FL104135005.Q,FL104140005.Q,FL104141005.Q,FL104150005.Q,FL104190005.Q,FL113165005.Q,FL113168005.Q,FL113170005.Q,FL113196005.Q,FL114135005.Q,FL114141005.Q,FL114190005.Q,FL103178013.Q,FL113170003.Q,FL113178003.Q,FL103190005.Q,FL113193003.Q,FL103169005.Q,FL113169005.Q,FL104104005.Q,FL114104005.Q,FL103163003.Q,FL114123005.Q,BLM,CTTP,NCTTP,NCOTH
2007-10-01,7.62261,5.01928,12.9044,0.243478,30.5272,46.2858,23.5523,22.7324,21.5847,14.8035,13.9621,27.9514,91.701,18.2349,6.29743,2.54776,10.6792,25.8704,7.63551,36.5496,0,2.57387,0.675981,30.8054,7.45095,8.94283,1.33808,45.1371,25.8704,19.4498,25.8704,12.6419,13.1479,3.22375,7.63551
2008-01-01,7.73083,5.2938,12.6254,0.374031,30.3818,46.1508,23.8761,22.8456,22.0842,15.305,14.3534,28.3045,93.5874,18.5648,6.4853,2.61418,10.9559,26.4559,7.89108,37.4118,0,2.55507,0.687735,31.8581,7.64955,9.05958,1.40578,45.9603,26.4559,19.6,26.4559,13.0246,12.9994,3.30192,7.89108
2008-04-01,7.63507,5.24792,12.2269,0.255225,30.0959,45.5451,24.3142,22.7778,22.0484,15.3539,14.4133,27.836,93.8574,18.6812,6.63627,2.539,10.9952,26.7613,8.0801,37.7565,0,2.50764,0.691605,32.0457,7.75985,9.16537,1.44383,46.3626,26.7613,19.8817,26.7613,12.883,12.4821,3.2306,8.0801
2008-07-01,7.40574,5.40609,11.7166,0.362897,30.0088,44.9989,24.4927,21.9008,22.1667,15.7445,14.761,27.824,94.826,18.9531,6.82453,2.56406,11.2046,27.1821,8.22908,38.3867,0,2.48201,0.701275,33.1765,7.93428,9.35489,1.40455,46.6594,27.1821,19.9424,27.1821,12.8118,12.0795,3.26534,8.22908
2008-10-01,7.32064,5.49901,11.4249,0.266658,32.212,46.7973,25.0731,22.0999,22.2932,15.8726,14.9725,27.5641,99.4451,19.649,7.16221,2.60616,11.6253,28.2402,8.5912,39.8655,0,2.51099,0.726674,37.4936,8.2878,9.47354,1.429,47.3663,28.2402,20.4535,28.2402,12.8197,11.6915,3.33284,8.5912
2009-01-01,7.39284,5.14253,10.9615,0.278714,32.4179,46.4668,25.9331,22.7604,21.6046,14.9527,14.2118,26.1929,100.132,19.8977,7.14978,2.67898,11.8544,28.4809,8.58312,40.3352,0,2.54656,0.724757,38.5458,8.44619,9.06923,1.43334,47.5377,28.4809,21.3354,28.4809,12.5354,11.2402,3.40374,8.58312
2009-04-01,7.30343,4.70697,10.8516,0.240918,32.6377,46.5358,26.407,24.1183,20.9353,14.2311,13.6319,25.3237,99.0585,19.9605,6.97702,2.70987,11.9632,28.368,8.40752,40.3312,0,2.56007,0.716378,37.8182,8.53211,8.92488,1.43051,47.3423,28.368,21.8748,28.368,12.0104,11.0925,3.42625,8.40752
2009-07-01,7.02303,4.18624,10.7219,0.288894,33.2564,47.1308,26.4043,25.1081,19.5727,13.0542,12.5497,24.065,97.1509,19.8612,6.74524,2.73054,11.9874,28.0103,8.14916,39.9978,0,2.55279,0.702193,37.2995,8.54865,8.36344,1.40391,45.977,28.0103,21.9317,28.0103,11.2093,11.0108,3.43274,8.14916
2009-10-01,6.65794,3.85657,10.798,0.243665,33.6548,47.4643,26.2221,25.1106,17.9929,11.7336,11.335,22.7753,95.3745,19.5829,6.44518,2.7138,11.888,27.4123,7.82941,39.3003,0,2.52217,0.681805,37.35,8.48629,7.47841,1.38423,44.215,27.4123,21.8273,27.4123,10.5145,11.0417,3.3956,7.82941
2010-01-01,6.47074,3.49717,10.9665,0.335017,33.6313,47.7517,26.5142,25.4682,17.151,11.1789,10.6803,22.4804,94.9387,19.405,6.34707,2.75991,11.7437,27.1372,7.73217,38.8809,0,2.55928,0.675331,37.153,8.30228,7.18314,1.3851,43.6652,27.1372,21.9821,27.1372,9.9679,11.3015,3.43524,7.73217
2010-04-01,6.10476,3.2081,11.0849,0.292887,33.8003,47.9459,26.4324,25.5465,16.1735,10.616,10.0688,21.9938,95.1044,19.0987,6.24232,2.78059,11.5521,26.6963,7.5976,38.2484,0,2.5781,0.664391,38.3529,8.10096,6.86066,1.35528,42.6059,26.6963,21.8379,26.6963,9.31286,11.3778,3.44498,7.5976
2010-07-01,5.87781,3.12378,11.1559,0.310799,33.9182,48.143,26.738,26.4934,15.7086,10.4776,9.83075,21.9443,94.512,18.8685,6.15196,2.78829,11.3841,26.391,7.52242,37.775,0,2.60569,0.656099,37.8407,7.93362,6.70697,1.37047,42.4465,26.391,22.0593,26.391,9.00159,11.4667,3.44439,7.52242
2010-10-01,5.79629,3.24466,11.3584,0.512088,33.6045,48.1289,26.7089,26.1916,14.9379,9.68332,9.14164,21.5538,93.2244,18.6351,6.05859,2.78111,11.2015,26.0408,7.40574,37.2423,0,2.63158,0.64771,37.0532,7.76654,5.89698,1.34715,41.6468,26.0408,22.1185,26.0408,9.04096,11.8705,3.42882,7.40574
2011-01-01,5.5427,3.32768,11.5211,0.668797,34.0432,48.8238,27.043,26.6188,14.7262,9.90309,9.18355,22.093,93.6726,18.5071,5.99551,2.86087,11.2248,25.8418,7.33464,37.0666,0,2.7079,0.64689,37.1228,7.71103,5.85587,1.33913,41.7692,25.8418,22.2212,25.8418,8.87037,12.1899,3.50776,7.33464
2011-04-01,5.31342,3.43485,11.4932,0.558617,33.5731,48.1904,27.0619,26.9563,14.7384,10.1122,9.42503,22.1641,93.1168,18.2011,5.89746,2.92598,11.1465,25.3822,7.18111,36.5287,0,2.75444,0.639259,36.6992,7.57506,5.99018,1.28365,41.8004,25.3822,22.2822,25.3822,8.74827,12.0519,3.56524,7.18111
2011-07-01,5.16725,3.74734,11.3304,0.63835,33.4255,48.035,27.2831,27.3446,14.9342,10.5638,9.76697,22.5326,94.6886,18.0354,5.84102,3.01229,11.153,25.1194,7.08397,36.2724,0,2.82051,0.63651,37.8617,7.49779,6.01963,1.24295,42.2174,25.1194,22.425,25.1194,8.91459,11.9688,3.6488,7.08397
2011-10-01,5.10664,4.04716,11.126,0.579116,34.1707,48.585,27.1702,27.4504,15.2149,10.8424,10.1083,22.5475,94.7021,17.7531,5.74622,3.0366,11.0455,24.7517,6.99863,35.7972,0,2.8668,0.629613,37.9028,7.37248,6.06111,1.25241,42.3851,24.7517,22.3861,24.7517,9.1538,11.7051,3.66621,6.99863
2012-01-01,4.80479,4.00758,11.1474,0.689398,34.5477,48.9647,27.3975,28.122,14.6977,10.6869,9.89289,22.5236,93.9045,17.6517,5.74555,3.0124,11.0004,24.6426,6.99091,35.643,0,2.85783,0.632573,37.3924,7.34908,5.88531,1.24536,42.0951,24.6426,22.5492,24.6426,8.81238,11.8368,3.64498,6.99091
2012-04-01,4.55662,4.17712,10.9759,0.617161,35.0709,49.2557,27.654,28.611,14.5361,10.7944,9.97946,22.3875,94.5871,17.6481,5.81614,3.00611,11.0178,24.7101,7.06199,35.728,0,2.86462,0.638911,38.2123,7.3662,5.80234,1.24585,42.1901,24.7101,22.7374,24.7101,8.73374,11.5931,3.64502,7.06199
2012-07-01,4.3834,4.18496,11.2353,0.608583,35.1094,49.5741,28.1611,29.6009,14.5801,11.03,10.1967,22.8739,95.0203,17.6716,5.87417,3.00617,11.0536,24.7998,7.12821,35.8534,0,2.87585,0.646164,37.8145,7.39475,6.01171,1.25404,42.7411,24.7998,23.2261,24.7998,8.56836,11.8438,3.65233,7.12821
2012-10-01,4.38381,4.42478,11.1488,0.566989,35.2873,49.4831,28.7142,30.2166,14.6854,11.0953,10.3016,22.8111,95.6755,17.7065,5.93635,2.99882,11.0868,24.9235,7.21698,36.0103,0,2.88895,0.653777,38.0802,7.42814,5.87682,1.28063,43.3996,24.9235,23.7624,24.9235,8.80859,11.7158,3.6526,7.21698
2013-01-01,4.23142,4.2242,11.0015,0.638598,35.3696,49.4705,28.6754,29.9278,14.3902,11.0002,10.1588,22.6403,95.3466,17.5791,5.85071,3.03419,11.0792,24.689,7.10995,35.7682,0,2.89801,0.649596,38.1801,7.38928,5.93459,1.25924,43.0657,24.689,23.7091,24.689,8.45561,11.6401,3.68379,7.10995
2013-04-01,4.31843,4.3304,11.1065,0.500302,35.0733,49.1427,28.9907,29.3213,14.8127,11.3745,10.4943,22.9813,96.5426,17.609,5.87472,3.06954,11.143,24.7381,7.1291,35.8811,0,2.93241,0.651217,38.6697,7.4162,6.16391,1.25438,43.8035,24.7381,23.9303,24.7381,8.64883,11.6068,3.72076,7.1291
2013-07-01,4.35516,4.34158,11.3439,0.475662,35.0318,49.306,29.4257,29.5545,14.7251,11.3796,10.3699,23.1991,97.3298,17.4879,5.8378,3.07962,11.1126,24.5659,7.07799,35.6784,0,2.94118,0.647246,38.9047,7.37936,6.02835,1.24019,44.1508,24.5659,24.2645,24.5659,8.69674,11.8196,3.72686,7.07799
2013-10-01,4.31768,4.52983,11.2332,0.483893,34.8212,48.9752,29.2195,29.2036,14.8996,11.4225,10.582,23.1396,96.9931,17.3568,5.79631,3.06384,11.0509,24.4126,7.05581,35.4635,0,2.94748,0.642897,38.7199,7.33792,6.05213,1.2595,44.1191,24.4126,24.1975,24.4126,8.84751,11.717,3.70674,7.05581
2014-01-01,4.22891,4.62107,11.4598,0.572796,34.8875,49.3183,29.8358,30.1544,15.0732,11.8918,10.8442,23.9244,98.0217,17.6195,5.88517,3.08878,11.1961,24.771,7.15149,35.9671,0,2.95474,0.652638,38.6819,7.44873,6.22317,1.26632,44.9089,24.771,24.5615,24.771,8.84998,12.0326,3.74142,7.15149
2014-04-01,4.14623,4.73065,11.5119,0.484117,34.5375,48.964,29.842,30.6673,14.9186,11.8328,10.7724,23.8288,97.1276,17.56,5.91037,3.05326,11.1335,24.7171,7.15712,35.8506,0,2.90873,0.650461,37.9405,7.42352,6.04171,1.24674,44.7606,24.7171,24.5399,24.7171,8.87687,11.996,3.70372,7.15712
2014-07-01,4.09397,4.71384,11.6938,0.588967,34.2994,49.1988,29.7678,30.3757,14.9789,12.0479,10.8849,24.3307,97.4763,17.5384,5.94107,3.02073,11.0908,24.7167,7.17829,35.8074,0,2.87001,0.649638,37.8302,7.41378,6.1711,1.23722,44.7467,24.7167,24.4225,24.7167,8.80781,12.2828,3.67036,7.17829
2014-10-01,4.16726,4.94984,11.6109,0.532652,36.0206,50.7652,30.0097,30.601,15.3854,12.2343,11.2181,24.3778,99.3956,17.6939,6.03914,2.99089,11.1322,25.0045,7.31059,36.1367,0,2.86065,0.655278,39.256,7.47788,6.26831,1.27145,45.3951,25.0045,24.8166,25.0045,9.1171,12.1435,3.64617,7.31059
2015-01-01,4.19228,5.03941,11.2564,0.611586,36.3316,50.951,30.4724,31.1478,15.5591,12.4091,11.3668,24.2771,100.128,17.7891,6.04506,2.97012,11.0798,25.0853,7.29617,36.1651,0,2.82301,0.656931,39.4774,7.44381,6.32737,1.25111,46.0315,25.0853,25.214,25.0853,9.2317,11.868,3.62705,7.29617
2015-04-01,4.31122,5.19105,11.3781,0.55511,36.9894,51.7251,31.0256,30.8778,15.7263,12.3864,11.4151,24.3196,101.806,17.8219,6.07428,2.91048,10.9603,25.1417,7.31978,36.102,0,2.77613,0.656217,40.3185,7.38403,6.22401,1.2455,46.7518,25.1417,25.7954,25.1417,9.50227,11.9332,3.56669,7.31978
2015-07-01,4.37797,5.13863,11.5048,0.510205,38.2417,53.0054,31.473,31.0911,15.5469,12.2626,11.1689,24.2776,104.041,17.9478,6.12685,2.86592,10.8977,25.3264,7.37859,36.2241,0,2.74436,0.658882,42.2575,7.36324,6.03027,1.25174,47.0199,25.3264,26.0875,25.3264,9.5166,12.015,3.5248,7.37859
2015-10-01,4.59494,5.34419,11.4135,0.402525,38.7561,53.327,31.5739,30.5881,15.827,12.2032,11.2321,24.0192,104.523,18.1589,6.2099,2.81899,10.8717,25.6325,7.47352,36.5041,0,2.726,0.664687,42.5508,7.37791,5.88791,1.26362,47.4009,25.6325,26.3008,25.6325,9.93912,11.816,3.48368,7.47352
2016-01-01,4.51238,5.48046,11.2459,0.427309,38.3141,52.6563,32.2184,32.1323,15.9831,12.4676,11.4708,24.1408,104.604,18.4302,6.32289,2.89816,11.1969,25.9931,7.56284,37.19,0,2.80358,0.674935,42.0602,7.61348,5.99029,1.23995,48.2015,25.9931,26.8736,25.9931,9.99284,11.6732,3.5731,7.56284
2016-04-01,4.43999,5.43633,11.541,0.330488,39.0367,53.6958,32.4111,33.1872,15.6358,12.188,11.1958,24.0595,105.371,18.605,6.4275,2.95105,11.4513,26.2625,7.65746,37.7137,0,2.86579,0.681611,42.6648,7.80693,5.75947,1.22996,48.0469,26.2625,27.0156,26.2625,9.87631,11.8714,3.63266,7.65746
2016-07-01,4.50199,5.28985,11.8588,0.339376,39.3899,54.0132,32.5112,33.3215,15.5272,11.9582,11.0252,24.1564,105.519,18.7809,6.52978,3.02628,11.7267,26.5129,7.73203,38.2396,0,2.92752,0.688332,42.8568,7.99862,5.7354,1.20226,48.0384,26.5129,27.1767,26.5129,9.79183,12.1981,3.71461,7.73203
2016-10-01,4.48039,5.0899,11.9874,0.346334,40.421,55.2024,32.1666,31.9668,15.1403,11.607,10.6599,23.9407,106.08,18.9374,6.6164,3.06688,11.9551,26.7785,7.84105,38.7336,0,2.98561,0.694349,43.9916,8.1799,5.57002,1.22465,47.3069,26.7785,26.8134,26.7785,9.5703,12.3338,3.76123,7.84105
2017-01-01,4.28061,4.95306,11.5799,0.466834,39.2325,53.7508,32.5779,32.6289,15.169,11.9024,10.8884,23.9492,104.666,19.178,6.69656,3.05219,11.9935,27.0872,7.90914,39.0806,0,2.96428,0.693451,42.4007,8.23435,5.93531,1.21258,47.7469,27.0872,27.1267,27.0872,9.23367,12.0467,3.74564,7.90914
2017-04-01,4.23499,4.84744,11.6066,0.382974,38.6869,53.109,32.7608,33.3538,15.2697,12.0362,11.0347,24.0258,104.072,19.4456,6.8217,3.04294,12.0509,27.4656,8.02006,39.5165,0,2.94824,0.693716,41.6189,8.30143,6.18729,1.19836,48.0305,27.4656,27.2883,27.4656,9.08243,11.9896,3.73666,8.02006
2017-07-01,4.06317,4.6724,11.7781,0.353382,39.2671,53.7854,32.7602,33.453,14.954,11.9372,10.8908,24.0687,104.122,19.6133,6.90015,3.02147,12.0507,27.692,8.07873,39.7427,0,2.91824,0.690615,41.89,8.3269,6.21839,1.17858,47.7141,27.692,27.2833,27.692,8.73556,12.1315,3.71208,8.07873
2017-10-01,4.14107,4.6131,11.8264,1.43012,36.1005,51.7124,32.4855,33.1959,15.3372,12.2276,11.1962,25.4841,101.756,19.6876,6.93894,2.96055,11.9708,27.8188,8.13119,39.7896,1.08213,2.87596,0.684486,38.3215,8.31399,6.58308,1.19225,47.8227,27.8188,26.9758,27.8188,8.75417,13.2565,3.64504,8.13119
2018-01-01,4.14511,4.57285,11.7411,1.44691,36.3898,51.8506,32.5195,32.292,15.1775,12.2229,11.0324,25.4109,102.047,19.6573,6.91379,2.9251,11.9488,27.7517,8.09436,39.7005,1.06662,2.84517,0.697359,38.889,8.30991,6.45955,1.18057,47.697,27.7517,26.9295,27.7517,8.71796,13.188,3.62246,8.09436
2018-04-01,4.27973,4.61274,12.1621,1.29443,35.2485,50.7402,32.163,31.498,16.7598,13.6503,12.4801,27.1069,102.086,19.6662,6.93755,2.90697,11.9607,27.7657,8.09946,39.7263,0.969257,2.82059,0.711222,37.6718,8.32174,7.86738,1.16191,48.9228,27.7657,26.6111,27.7657,8.89247,13.4566,3.61819,8.09946
2018-07-01,4.25387,4.51066,12.7561,1.32326,35.718,51.8076,32.0525,31.4997,16.7277,13.5488,12.4738,27.6281,102.663,19.7074,6.9657,2.88877,11.9959,27.8289,8.12144,39.8248,0.959107,2.80126,0.725953,37.7927,8.34712,7.96313,1.15574,48.7801,27.8289,26.6362,27.8289,8.76452,14.0794,3.61472,8.12144
2018-10-01,4.37853,4.92652,12.8615,1.31589,36.1413,52.2702,31.9249,30.4309,17.2596,13.8203,12.8811,27.9977,104.733,19.841,7.01729,2.86334,12.0526,28.0423,8.20128,40.0949,0.953644,2.79545,0.743866,39.4192,8.41146,7.95456,1.18399,49.1845,28.0423,26.6244,28.0423,9.30505,14.1774,3.6072,8.20128
2019-01-01,4.43605,4.99962,12.8356,1.42965,39.7927,55.8884,32.3121,32.5947,17.5486,14.2546,13.1125,28.5198,108.29,19.7623,6.96278,2.77149,12.0062,27.9072,8.14495,39.9134,0.944893,2.70675,0.745079,42.3336,8.45741,8.1129,1.18217,49.8607,27.9072,26.805,27.9072,9.43567,14.2652,3.51656,8.14495
2019-04-01,4.44226,4.98812,13.0456,1.21636,40.6283,56.6754,32.2874,32.903,17.5461,14.2094,13.1038,28.4714,108.911,19.5994,6.90299,2.66286,11.9031,27.6752,8.07576,39.5783,0.851185,2.60833,0.743034,43.0308,8.46573,8.1157,1.17277,49.8335,27.6752,26.7951,27.6752,9.43038,14.2619,3.40589,8.07576
2019-07-01,4.64607,4.83883,13.2702,1.24452,41.3547,57.6411,32.2298,33.3231,17.609,13.9589,12.9629,28.4737,110.003,19.4108,6.81962,2.57865,11.8125,27.3779,7.96704,39.1904,0.838673,2.5087,0.739921,43.8775,8.46099,8.12406,1.14742,49.8388,27.3779,26.8381,27.3779,9.4849,14.5147,3.31857,7.96704
2019-10-01,4.76905,4.79948,13.3153,1.2207,42.9612,59.286,31.8951,33.199,17.739,13.8569,12.9699,28.3929,111.172,19.3176,6.76836,2.47095,11.7393,27.2576,7.94002,38.997,0.830412,2.4233,0.740366,45.2134,8.49617,8.17045,1.17166,49.6341,27.2576,26.6081,27.2576,9.56853,14.536,3.21131,7.94002
2020-01-01,4.86205,6.99616,12.6652,1.34161,41.3749,57.1239,33.2927,32.0531,20.4942,16.7499,15.6322,30.7568,114.717,19.8552,6.79796,2.64006,12.5639,27.8621,8.00692,40.426,0.837359,2.59431,0.755272,45.1811,9.13807,8.636,1.20896,53.7869,27.8621,27.6956,27.8621,11.8582,14.0068,3.39533,8.00692
2020-04-01,5.31704,7.7172,12.8642,1.59682,43.7267,60.0072,38.3043,39.9573,22.6162,18.1314,17.2992,32.5924,123.576,22.0264,7.8483,3.047,14.3103,31.3984,9.37198,45.7087,0.912583,2.99164,0.832611,46.3751,10.3986,9.58198,1.52369,60.9205,31.3984,32.4444,31.3984,13.0342,14.461,3.87961,9.37198
2020-07-01,4.92315,6.0943,12.4393,1.24931,39.8172,55.16,35.3353,37.2854,19.9908,15.6308,15.0676,29.3194,112.41,20.582,7.28587,2.9621,13.7606,29.4008,8.81886,43.1615,0.759246,2.90202,0.774358,41.7415,9.99544,8.97334,1.53298,55.3261,29.4008,30.1326,29.4008,11.0174,13.6886,3.73646,8.81886
2020-10-01,4.88862,5.45068,12.5168,1.24684,39.1357,54.3487,34.8395,37.3243,19.3044,15.0143,14.4158,28.7779,109.421,20.6656,7.18133,3.04864,14.1567,29.4475,8.78187,43.6042,0.74609,3.00017,0.769519,40.0644,10.3124,8.96507,1.60054,54.1439,29.4475,29.6485,29.4475,10.3393,13.7636,3.81816,8.78187
2021-01-01,4.69953,5.31758,12.3718,1.22193,37.9992,53.0349,34.5786,35.9825,18.992,14.9275,14.2925,28.5212,107.601,20.4797,6.99465,3.04504,14.2818,29.0883,8.60857,43.3701,0.726565,3.00461,0.784989,38.9949,10.4271,8.97488,1.61392,53.5706,29.0883,29.4309,29.0883,10.0171,13.5937,3.83003,8.60857
2021-04-01,4.62506,4.85491,12.397,1.08109,36.4827,51.2299,33.6698,34.9497,19.0673,15.0056,14.4422,28.4837,104.494,20.1728,6.52587,3.03788,14.5354,28.4409,8.26809,42.9763,0.629406,2.98934,0.794492,37.0094,10.6817,9.58731,1.74222,52.7371,28.4409,28.6597,28.4409,9.47997,13.4781,3.83237,8.26809
2021-07-01,4.61649,4.47122,12.4897,1.05153,35.0403,49.9025,33.2017,34.0534,18.8415,14.7356,14.225,28.2768,102.768,20.0414,6.20167,3.04734,14.8407,27.9979,7.9565,42.8386,0.614801,2.99842,0.809736,35.8625,10.9636,9.75378,1.75483,52.0432,27.9979,28.3432,27.9979,9.08771,13.5413,3.85708,7.9565
2021-10-01,4.74511,4.51077,12.8735,1.00689,34.0127,49.1403,32.056,32.7194,19.1115,14.9235,14.3663,28.8038,100.809,19.7673,6.27021,2.98909,14.8206,27.7712,8.00391,42.5918,0.594206,2.97379,0.815158,34.5134,10.9979,9.85558,1.7337,51.1675,27.7712,27.2455,27.7712,9.25588,13.8804,3.80425,8.00391
2022-01-01,4.77516,4.54635,13.1424,1.22199,34.8101,50.2682,31.9014,30.3672,19.4769,15.4492,14.7017,29.8136,102.643,19.7427,6.2961,2.99977,15.3009,27.83,8.08737,43.1309,0.583929,3.00986,0.828226,35.8066,11.4567,10.1554,1.79126,51.3783,27.83,26.9463,27.83,9.32151,14.3644,3.828,8.08737
2022-04-01,4.8477,4.78291,13.5608,1.09106,35.0571,50.8709,30.9877,27.2043,19.7564,15.6362,14.9088,30.2881,103.655,19.6382,6.30517,3.03976,15.6591,27.7185,8.08026,43.3776,0.503061,3.02419,0.83519,37.097,11.7682,10.1258,1.77509,50.7442,27.7185,26.1132,27.7185,9.63061,14.6519,3.87495,8.08026
2022-07-01,4.86256,4.64081,13.4853,1.09213,37.0557,52.9371,30.4609,25.6717,19.4696,15.3619,14.607,29.9393,105.087,19.552,6.34835,3.08181,16.1605,27.6546,8.10262,43.8151,0.493987,3.05354,0.846174,39.2747,12.2158,9.96619,1.75426,49.9304,27.6546,25.6529,27.6546,9.50337,14.5774,3.92799,8.10262
2022-10-01,4.86616,4.6964,13.43,0.992125,38.9686,54.6942,29.9838,25.5522,19.1423,15.0141,14.2762,29.4363,105.344,19.5119,6.39553,3.10647,16.6335,27.6842,8.17227,44.3177,0.485975,3.08655,0.858075,40.4924,12.6529,9.57977,1.77674,49.1261,27.6842,25.221,27.6842,9.56256,14.4222,3.96454,8.17227
2023-01-01,4.85057,4.63856,13.0345,1.11434,39.2624,54.6584,30.091,26.1942,18.8689,14.7759,14.0183,28.9248,104.961,19.3802,6.3508,3.05456,16.5792,27.4864,8.10625,44.0656,0.478012,3.02742,0.850526,40.6048,12.6599,9.37973,1.75545,48.9598,27.4864,25.3334,27.4864,9.48913,14.1489,3.90509,8.10625
2023-04-01,4.80584,4.53003,13.2134,0.923391,39.9588,55.3185,29.8208,26.341,18.6039,14.498,13.7981,28.6347,105.005,19.3189,6.27539,3.02251,16.7061,27.2877,7.96882,43.9938,0.354427,2.98447,0.847278,41.221,12.8236,9.26806,1.69343,48.4248,27.2877,25.1334,27.2877,9.33587,14.1368,3.86979,7.96882
2023-07-01,4.74822,4.35966,13.6706,0.925907,39.9067,55.6379,29.3126,25.1806,18.1849,14.1603,13.4367,28.7568,104.941,19.0855,6.10402,2.95915,16.7257,26.8587,7.77311,43.5844,0.34755,2.91827,0.837148,41.7121,12.9179,9.07704,1.6691,47.4975,26.8587,24.6593,26.8587,9.10788,14.5965,3.7963,7.77311
2023-10-01,4.75373,4.30448,13.5525,0.878475,40.4602,55.9995,29.0389,26.6828,17.9522,13.9652,13.1984,28.3962,104.297,18.939,6.06294,2.90157,16.7602,26.6643,7.72535,43.4245,0.343272,2.87415,0.833081,41.7662,13.0128,8.89394,1.66241,46.9911,26.6643,24.3916,26.6643,9.05821,14.4309,3.73465,7.72535
2024-01-01,4.73231,4.26336,12.9971,0.968599,39.6817,54.7807,29.2018,27.2257,17.8596,13.9367,13.1273,27.9024,102.869,18.8972,6.004,2.89919,16.8557,26.5473,7.65012,43.4029,0.339882,2.85976,0.8323,40.7085,13.1111,8.8639,1.64612,47.0614,26.5473,24.513,26.5473,8.99567,13.9657,3.73149,7.65012
2024-04-01,4.67793,4.26428,13.073,0.797549,38.6214,53.7331,28.9509,26.3671,17.8477,13.8967,13.1698,27.7673,101.575,18.7184,5.94222,2.86967,16.8012,26.3098,7.59135,43.111,0.185981,2.82777,0.825662,39.6645,13.0931,8.90548,1.64913,46.7986,26.3098,24.3663,26.3098,8.94221,13.8706,3.69533,7.59135
2024-07-01,4.68119,4.19329,13.1612,0.7927,38.1173,53.2939,28.9318,27.5368,17.7501,13.7197,13.0689,27.6736,100.703,18.6279,5.84231,2.85255,16.7767,26.1197,7.49178,42.8964,0.183683,2.8027,0.820713,38.8446,13.0913,8.87564,1.64947,46.682,26.1197,24.4331,26.1197,8.87448,13.9539,3.67326,7.49178
2024-10-01,4.64996,3.80827,13.1901,0.811137,38.3815,53.5688,28.5601,26.509,17.3048,13.3131,12.6549,27.3144,100.35,18.5813,5.81005,2.83258,16.8804,26.0637,7.48238,42.9441,0.181752,2.78939,0.820682,39.2974,13.2155,8.8466,1.67233,45.8649,26.0637,24.1098,26.0637,8.45823,14.0013,3.65327,7.48238
2025-01-01,4.63449,3.53416,13.5261,1.13744,37.537,53.4105,28.9077,27.1791,17.1106,13.2612,12.4761,27.9247,100.627,18.5714,5.79176,2.82708,17.0183,26.0279,7.4566,43.0463,0.18044,2.7838,0.822502,38.7351,13.3559,8.94197,1.66484,46.0183,26.0279,24.3442,26.0279,8.16864,14.6635,3.64959,7.4566
2025-04-01,4.62881,3.52807,13.6403,0.734596,37.8826,53.3915,28.4796,27.4418,17.1239,13.328,12.4951,27.7029,99.8174,18.4418,5.76775,2.81501,17.1116,25.8523,7.41054,42.9639,0,2.7619,0.820436,38.705,13.4632,8.96704,1.64279,45.6035,25.8523,23.8312,25.8523,8.15688,14.3749,3.63544,7.41054
2025-07-01,4.61233,3.45444,13.7252,0.632577,37.36,52.7431,28.1363,27.5469,17.0036,13.1304,12.3912,27.4882,98.4177,18.2794,5.6441,2.7869,17.0978,25.5384,7.25898,42.6362,0,2.72519,0.813688,37.8947,13.4846,8.93679,1.61489,45.1399,25.5384,23.6355,25.5384,8.06678,14.3578,3.60059,7.25898
2025-10-01,4.62779,3.50857,13.8175,0.586248,38.2251,53.6341,27.9671,27.8501,17.0372,13.1007,12.4095,27.5044,99.2069,18.3081,5.62356,2.76954,17.3349,25.6408,7.3327,42.9757,0,2.72102,0.818047,38.7935,13.734,8.90089,1.70914,45.0043,25.6408,23.5291,25.6408,8.13635,14.4037,3.58759,7.3327
2026-01-01,4.63729,3.72344,14.2152,0.608282,38.033,53.8413,28.2308,28.3508,17.3189,13.597,12.6816,28.4205,100.276,18.21,5.65159,2.75939,17.5308,25.56,7.34997,43.0908,0,2.71022,0.820162,38.9183,13.9379,8.95812,1.69838,45.5496,25.56,23.6047,25.56,8.36073,14.8235,3.57955,7.34997
