date,All
1989-01-01,
1989-02-01,
1989-03-01,187.38409741490887
1989-04-01,188.3615817175944
1989-05-01,189.84374665595553
1989-06-01,188.82563774740836
1989-07-01,186.49747298873157
1989-08-01,184.152983381445
1989-09-01,186.80462998196106
1989-10-01,189.71030730728054
1989-11-01,193.16891338818482
1989-12-01,193.08415723264352
1990-01-01,194.00437963463034
1990-02-01,195.65246774882675
1990-03-01,196.78518894450653
1990-04-01,198.47347130050397
1990-05-01,198.80119902036418
1990-06-01,197.64693115823954
1990-07-01,194.77939947383229
1990-08-01,192.9429061014824
1990-09-01,194.28038288577417
1990-10-01,196.145986906193
1990-11-01,198.91805885903963
1990-12-01,199.88015940579956
1991-01-01,203.07493669987343
1991-02-01,205.86291597681023
1991-03-01,207.3879631236267
1991-04-01,207.21528353731392
1991-05-01,206.16232759326257
1991-06-01,204.75967104768515
1991-07-01,202.68862578167406
1991-08-01,201.01216199670657
1991-09-01,203.3953963371239
1991-10-01,207.1404989283662
1991-11-01,209.3893133829225
1991-12-01,209.94119051420424
1992-01-01,209.71526209203242
1992-02-01,209.98460718041906
1992-03-01,210.44110204090134
1992-04-01,211.51962439776517
1992-05-01,211.7931414912358
1992-06-01,209.5823267535709
1992-07-01,206.12333200126776
1992-08-01,204.32573593788982
1992-09-01,207.7345896758234
1992-10-01,210.48374441156253
1992-11-01,213.9777794537175
1992-12-01,213.29882701130848
1993-01-01,213.2080006945007
1993-02-01,213.57325045917204
1993-03-01,214.7608362014228
1993-04-01,216.1449177671209
1993-05-01,217.10848498335542
1993-06-01,215.69520400222794
1993-07-01,213.17146269253627
1993-08-01,209.78412598718467
1993-09-01,211.62155608564754
1993-10-01,214.83388477162464
1993-11-01,218.70562940876246
1993-12-01,218.74918324875617
1994-01-01,221.12193189497907
1994-02-01,219.48055130819856
1994-03-01,221.11042393162924
1994-04-01,219.38263964466105
1994-05-01,220.05841584105374
1994-06-01,216.67633198335236
1994-07-01,213.52687318775452
1994-08-01,212.6175128359504
1994-09-01,216.24083848733562
1994-10-01,219.33745401018072
1994-11-01,220.78616238618758
1994-12-01,219.7884129191009
1995-01-01,222.3159848003073
1995-02-01,224.41288586186647
1995-03-01,225.40056889436963
1995-04-01,223.48600790689713
1995-05-01,223.0029962636224
1995-06-01,222.05077882312847
1995-07-01,219.87818155305362
1995-08-01,218.05935903520245
1995-09-01,222.19893805752562
1995-10-01,227.65284948343046
1995-11-01,230.29154839911965
1995-12-01,228.45742422967737
1996-01-01,228.3568228838933
1996-02-01,231.0120382375933
1996-03-01,231.5112271149326
1996-04-01,231.44887333308773
1996-05-01,229.66127046021447
1996-06-01,229.04209689428282
1996-07-01,226.4351609430914
1996-08-01,224.74629876079564
1996-09-01,225.92186308011898
1996-10-01,231.8277245630195
1996-11-01,235.605484176307
1996-12-01,237.06686348744094
1997-01-01,237.51670779647907
1997-02-01,239.52222781243086
1997-03-01,241.14333794857365
1997-04-01,241.0514518979096
1997-05-01,239.58187319108933
1997-06-01,237.52150002952808
1997-07-01,233.74806529941
1997-08-01,233.6978291795597
1997-09-01,237.3244779516584
1997-10-01,243.05547674836598
1997-11-01,246.33039010050297
1997-12-01,248.03253898598166
1998-01-01,251.26394396590413
1998-02-01,254.18618512216744
1998-03-01,255.30797577915413
1998-04-01,254.39601022860472
1998-05-01,255.07670940330715
1998-06-01,254.51005320726162
1998-07-01,253.506011774252
1998-08-01,250.53477040276653
1998-09-01,250.50772042340805
1998-10-01,252.7194613036312
1998-11-01,255.7816334747496
1998-12-01,259.9309809962898
1999-01-01,263.9819022301746
1999-02-01,266.4782988555775
1999-03-01,268.78427583406295
1999-04-01,270.0370465761227
1999-05-01,270.31332563965105
1999-06-01,266.78750985415155
1999-07-01,261.7569163659196
1999-08-01,258.96312076372715
1999-09-01,263.281130063096
1999-10-01,267.55632979516776
1999-11-01,271.91480691410766
1999-12-01,273.67532719952493
2000-01-01,276.8079757478269
2000-02-01,279.7184065540884
2000-03-01,280.3743865756126
2000-04-01,279.414736011996
2000-05-01,278.435157405609
2000-06-01,277.56666250430345
2000-07-01,273.85686396026057
2000-08-01,273.90384109998445
2000-09-01,275.2373070510536
2000-10-01,280.46746429080736
2000-11-01,282.8621497266342
2000-12-01,283.3965704220472
2001-01-01,285.21654746596374
2001-02-01,285.60231093075754
2001-03-01,287.160049039949
2001-04-01,286.6634593967438
2001-05-01,287.1587342724818
2001-06-01,286.3552181693919
2001-07-01,285.4341717160933
2001-08-01,285.31870196202357
2001-09-01,286.61533412184536
2001-10-01,289.67129108514536
2001-11-01,292.5991184630539
2001-12-01,294.8391573353954
2002-01-01,296.3180036833223
2002-02-01,295.74828863072656
2002-03-01,294.7312802456184
2002-04-01,294.70566448302674
2002-05-01,296.0919893753617
2002-06-01,295.1499755782017
2002-07-01,292.7220721542881
2002-08-01,290.51103444317215
2002-09-01,292.6790568144502
2002-10-01,294.61146227634976
2002-11-01,298.2262719907116
2002-12-01,299.9168886263279
2003-01-01,301.0752104141602
2003-02-01,300.9515727860192
2003-03-01,301.12495843430503
2003-04-01,302.2438825451532
2003-05-01,302.0943073112145
2003-06-01,300.97686668928213
2003-07-01,300.1475356777946
2003-08-01,297.86804297221124
2003-09-01,299.86978429505507
2003-10-01,300.60621753757164
2003-11-01,303.4803641315458
2003-12-01,302.25186739167
2004-01-01,303.59822361349273
2004-02-01,305.3724444679811
2004-03-01,308.02137883562904
2004-04-01,308.8896407619891
2004-05-01,307.78409087592905
2004-06-01,305.2417938782735
2004-07-01,301.87665085627606
2004-08-01,301.18839354551693
2004-09-01,302.45281750666214
2004-10-01,305.7752059493575
2004-11-01,306.6961348525055
2004-12-01,306.47534445176666
2005-01-01,308.56606147393023
2005-02-01,310.1201487749778
2005-03-01,312.9875288902119
2005-04-01,312.7416264600368
2005-05-01,312.14241242271913
2005-06-01,308.19864140979263
2005-07-01,303.5110276599849
2005-08-01,302.80915102317
2005-09-01,306.70980464787664
2005-10-01,309.9227200211487
2005-11-01,313.8996807884186
2005-12-01,317.41072923759265
2006-01-01,321.99990296322056
2006-02-01,322.62855819175905
2006-03-01,319.9770398756329
2006-04-01,318.60116398852404
2006-05-01,317.8488265818416
2006-06-01,316.9054459369726
2006-07-01,314.40975532162224
2006-08-01,313.26323408852096
2006-09-01,316.3989771570216
2006-10-01,319.5227982399735
2006-11-01,321.5149391626669
2006-12-01,321.74186524201735
2007-01-01,321.7983623540205
2007-02-01,326.27888150101114
2007-03-01,326.7011933261452
2007-04-01,330.3398337590151
2007-05-01,328.3385446220434
2007-06-01,328.79472646218716
2007-07-01,324.82205161907194
2007-08-01,325.3444739114225
2007-09-01,327.5897933704088
2007-10-01,330.93489705218485
2007-11-01,333.5578899141439
2007-12-01,335.85492311543914
2008-01-01,340.4844978547921
2008-02-01,343.92563862690355
2008-03-01,344.8988102192213
2008-04-01,345.4145902213657
2008-05-01,344.64267912685153
2008-06-01,345.48995440416394
2008-07-01,343.05370566430923
2008-08-01,342.14903047238084
2008-09-01,343.3927576562226
2008-10-01,345.81479696465414
2008-11-01,347.1402197997821
2008-12-01,348.44648344291153
2009-01-01,350.909267419207
2009-02-01,352.5840897945296
2009-03-01,352.3687075046662
2009-04-01,352.6375690943191
2009-05-01,353.41978539475093
2009-06-01,353.78293990304536
2009-07-01,349.06573138216646
2009-08-01,346.26822669291164
2009-09-01,342.7647035071397
2009-10-01,345.78508658923107
2009-11-01,348.79862014181543
2009-12-01,355.93991280137726
2010-01-01,360.3711261421661
2010-02-01,359.85221322649744
2010-03-01,358.0575316444108
2010-04-01,359.4738008660518
2010-05-01,359.12476462492054
2010-06-01,355.06700433669545
2010-07-01,346.92820317310196
2010-08-01,345.85899115419807
2010-09-01,350.2500831945033
2010-10-01,353.92285702730675
2010-11-01,355.34678167852536
2010-12-01,353.823108771212
2011-01-01,355.4325689935979
2011-02-01,360.6238694345512
2011-03-01,359.65760284740344
2011-04-01,360.8636159337016
2011-05-01,359.70997256492984
2011-06-01,362.0250419880704
2011-07-01,359.1657902368047
2011-08-01,355.00125584270216
2011-09-01,356.82416108915123
2011-10-01,356.3815217388157
2011-11-01,357.4755762515442
2011-12-01,356.5805471809547
2012-01-01,360.41015567245535
2012-02-01,361.2435200542581
2012-03-01,360.0897828553084
2012-04-01,360.7719980188962
2012-05-01,361.16625962333586
2012-06-01,359.8124923752089
2012-07-01,353.02937689974533
2012-08-01,354.3182063401228
2012-09-01,357.1730513227444
2012-10-01,363.3657774158352
2012-11-01,361.3809167827128
2012-12-01,360.51805209912686
2013-01-01,361.912284945342
2013-02-01,364.62373102077004
2013-03-01,367.4226528912882
2013-04-01,368.8172633852142
2013-05-01,369.90773298794346
2013-06-01,372.53045385590985
2013-07-01,369.1236501683787
2013-08-01,368.6321081357498
2013-09-01,367.5413289721783
2013-10-01,371.75984973653
2013-11-01,376.46056673964745
2013-12-01,375.3839057275054
2014-01-01,376.91355692790347
2014-02-01,376.86146640612066
2014-03-01,380.52028547371765
2014-04-01,378.9834251704943
2014-05-01,377.33261046161357
2014-06-01,374.4750805740234
2014-07-01,375.3674361919789
2014-08-01,376.4266234586773
2014-09-01,379.77244651248697
2014-10-01,377.7443381561637
2014-11-01,376.12885240157516
2014-12-01,375.86143962620326
2015-01-01,379.3672079160235
2015-02-01,381.04537021383567
2015-03-01,380.130874309631
2015-04-01,379.8745373746205
2015-05-01,382.0176070576799
2015-06-01,382.2258794255297
2015-07-01,382.3545290773703
2015-08-01,377.9965602250256
2015-09-01,377.8644774715079
2015-10-01,381.02347142725483
2015-11-01,385.6784262940659
2015-12-01,390.29635462450295
2016-01-01,391.06291818127403
2016-02-01,393.8092712729619
2016-03-01,393.17674573204584
2016-04-01,393.7835269270222
2016-05-01,393.60726065640637
2016-06-01,393.3004224462927
2016-07-01,392.44466848226693
2016-08-01,391.08612767327105
2016-09-01,394.8520418885359
2016-10-01,400.2696364976319
2016-11-01,404.0116713247424
2016-12-01,401.97601689697575
2017-01-01,400.5083097692697
2017-02-01,403.9295879442946
2017-03-01,406.8771058877309
2017-04-01,408.08244187919473
2017-05-01,406.8259989974745
2017-06-01,406.04473306566234
2017-07-01,405.5724065119589
2017-08-01,406.2622095633331
2017-09-01,409.05855918436606
2017-10-01,411.7566810223091
2017-11-01,413.8307194870756
2017-12-01,415.18358519087906
2018-01-01,415.58676448199384
2018-02-01,416.12048384543664
2018-03-01,420.42532020161366
2018-04-01,423.6130575055615
2018-05-01,425.24087593032465
