date,VALUE
1989-01-01,7.3
1989-04-01,7.23333
1989-07-01,6.53333
1989-10-01,6.83333
1990-01-01,7.46667
1990-04-01,8.13333
1990-07-01,8.13333
1990-10-01,8.46667
1991-01-01,8.2
1991-04-01,7.1
1991-07-01,7.1
1991-10-01,6.36667
1992-01-01,5.4
1992-04-01,5.9
1992-07-01,5.16667
1992-10-01,5.16667
1993-01-01,5.36667
1993-04-01,5.06667
1993-07-01,5.23333
1993-10-01,4.76667
1994-01-01,5.23333
1994-04-01,5.56667
1994-07-01,6.13333
1994-10-01,6.16667
1995-01-01,6.96667
1995-04-01,6.26667
1995-07-01,6
1995-10-01,6.5
1996-01-01,5.96667
1996-04-01,5.96667
1996-07-01,5.3
1996-10-01,5.26667
1997-01-01,4.43333
1997-04-01,4.56667
1997-07-01,4.3
1997-10-01,4.2
1998-01-01,4
1998-04-01,3.9
1998-07-01,4.06667
1998-10-01,3.76667
1999-01-01,4
1999-04-01,3.93333
1999-07-01,4.16667
1999-10-01,4.26667
2000-01-01,4.3
2000-04-01,4.53333
2000-07-01,4.16667
2000-10-01,3.93333
2001-01-01,3.76667
2001-04-01,4.03333
2001-07-01,4.33333
2001-10-01,4.06667
2002-01-01,4.1
2002-04-01,4.16667
2002-07-01,4.03333
2002-10-01,4
2003-01-01,4.2
2003-04-01,3.83333
2003-07-01,3.63333
2003-10-01,3.96667
2004-01-01,3.7
2004-04-01,3.9
2004-07-01,4.3
2004-10-01,4.1
2005-01-01,4.26667
2005-04-01,4.26667
2005-07-01,4.46667
2005-10-01,4.8
2006-01-01,5.76667
2006-04-01,6.26667
2006-07-01,6.9
2006-10-01,6.8
2007-01-01,7.66667
2007-04-01,7.8
2007-07-01,8.9
2007-10-01,9.16667
2008-01-01,9.83333
2008-04-01,10.5667
2008-07-01,10.9
2008-10-01,11.4
2009-01-01,11.2333
2009-04-01,9.5
2009-07-01,7.73333
2009-10-01,7.66667
2010-01-01,7.83333
2010-04-01,7.93333
2010-07-01,8.43333
2010-10-01,7.8
2011-01-01,7.53333
2011-04-01,6.63333
2011-07-01,6.5
2011-10-01,5.66667
2012-01-01,5
2012-04-01,4.8
2012-07-01,4.56667
2012-10-01,4.66667
2013-01-01,4.1
2013-04-01,4.36667
2013-07-01,5.46667
2013-10-01,5.03333
2014-01-01,5.33333
2014-04-01,5.53333
2014-07-01,5.66667
2014-10-01,5.36667
2015-01-01,4.8
2015-04-01,5.1
2015-07-01,5.36667
2015-10-01,5.4
2016-01-01,5.53333
2016-04-01,5.13333
2016-07-01,4.9
2016-10-01,5.26667
2017-01-01,5.23333
2017-04-01,5.26667
2017-07-01,5.73333
2017-10-01,5.3
2018-01-01,5.63333
2018-04-01,5.63333
2018-07-01,6.36667
2018-10-01,7.06667
2019-01-01,6.3
2019-04-01,5.86667
2019-07-01,5.66667
2019-10-01,5.4
2020-01-01,5.9
2020-04-01,5.36667
2020-07-01,3.46667
2020-10-01,3.76667
2021-01-01,4.4
2021-04-01,5.36667
2021-07-01,6.26667
2021-10-01,6.1
2022-01-01,6.2
2022-04-01,8.73333
2022-07-01,9.8
2022-10-01,9.2
2023-01-01,8.06667
2023-04-01,7.43333
2023-07-01,7.66667
2023-10-01,8.33333
2024-01-01,8.2
2024-04-01,8.2
2024-07-01,8
2024-10-01,8.73333
2025-01-01,9.16667
2025-04-01,9.06667
2025-07-01,8.6
2025-10-01,8.2
2026-01-01,9.7
