date,p10,p25,p50,p75,p90,p10_3M,p25_3M,p50_3M,p75_3M,p90_3M,p10_gr,p25_gr,p50_gr,p75_gr,p90_gr,p10_3M_gr,p25_3M_gr,p50_3M_gr,p75_3M_gr,p90_3M_gr
2012-05-01,359.915,503.297,767.341,1181.72,1868.46,361.2,505.45,769.913,1202.34,1856.83,-1.50199,0.079662,1.18786,1.33831,4.21063,0.408505,0.948266,1.90348,3.04873,4.54983
2012-06-01,354.134,500.745,763.468,1223.42,1892.21,359.85,503.572,768.302,1204.37,1871,-1.31835,1.86852,2.61959,5.31386,5.08,-0.610198,0.927252,2.2103,3.82496,4.68186
2012-07-01,345.176,485.981,753.612,1193.43,1836.08,353.075,496.674,761.474,1199.52,1865.58,-2.30166,-1.02593,1.43555,3.16922,3.50019,-1.70302,0.306165,1.74423,3.27149,4.26749
2012-08-01,363.758,503.231,738.28,1169.7,1802.41,354.356,496.652,751.787,1195.51,1843.56,3.06015,3.6643,2.19998,0.974729,1.82817,-0.193593,1.49422,2.08422,3.15463,3.47872
2012-09-01,362.67,506.385,768.043,1224.56,1894.74,357.202,498.532,753.312,1195.9,1844.41,-0.456862,-0.259653,-0.674781,0.943931,1.98845,0.0938315,0.770284,0.953276,1.68361,2.43239
2012-10-01,363.727,501.91,772.38,1200.12,1872.37,363.385,503.842,759.568,1198.13,1856.51,3.34188,1.30577,2.1455,1.61221,5.52061,1.95451,1.541,1.19451,1.17615,3.0961
2012-11-01,357.787,499.445,767.043,1226.54,1888.16,361.395,502.58,769.156,1217.08,1885.09,0.4437,0.0407871,0.903553,2.49122,1.66391,1.08887,0.356411,0.780667,1.67939,3.02038
2012-12-01,360.099,507.373,784.905,1243.15,1902.24,360.537,502.909,774.776,1223.27,1887.59,-0.423209,0.301881,2.66531,4.42105,1.79032,1.10416,0.546473,1.90581,2.84413,2.95101
2013-01-01,367.919,511.077,772.151,1248.26,1867.89,361.935,505.965,774.7,1239.32,1886.1,1.22907,1.19436,0.28328,1.71425,-1.00507,0.417754,0.514042,1.2824,2.86305,0.808783
2013-02-01,365.928,506.758,771.406,1246.38,1897.88,364.649,508.403,776.154,1245.93,1889.34,2.01685,-0.102967,0.395479,5.63003,5.68226,0.938475,0.463502,1.11153,3.89424,2.09921
2013-03-01,368.465,511.281,774.201,1243.21,1883.07,367.437,509.705,772.586,1245.95,1882.95,2.87082,0.967766,0.768039,2.12566,1.80354,2.03495,0.685471,0.48212,3.1272,2.1047
2013-04-01,372.099,512.194,775.849,1234.36,1907.22,368.831,510.078,773.818,1241.32,1896.06,1.80485,1.08932,0.226381,2.18522,2.96362,2.22786,0.65101,0.462704,3.29255,3.46134
2013-05-01,369.191,503.043,768.802,1215.93,1885.84,369.918,508.839,772.951,1231.17,1892.05,2.57718,-0.0504156,0.190371,2.89467,0.930483,2.41373,0.670434,0.394593,2.39755,1.89645
2013-06-01,376.447,506.774,772.161,1248.83,1897.65,372.579,507.337,772.27,1233.04,1896.91,6.30088,1.20398,1.13855,2.07759,0.287588,3.53721,0.74762,0.516537,2.38081,1.3847
2013-07-01,361.904,494.068,759.211,1207.29,1892.25,369.181,501.295,766.725,1224.02,1891.92,4.84616,1.6639,0.742985,1.16206,3.0595,4.56154,0.930279,0.689562,2.04228,1.41157
2013-08-01,367.736,502.314,759.935,1192.24,1822.27,368.696,501.052,763.769,1216.12,1870.73,1.09342,-0.182202,2.93312,1.92627,1.10216,4.04666,0.885812,1.59382,1.72359,1.47327
2013-09-01,373.051,519.839,777.956,1230.3,1901.61,367.564,505.407,765.701,1209.94,1872.04,2.8623,2.65693,1.29069,0.468464,0.362382,2.90087,1.37896,1.6446,1.17447,1.49834
2013-10-01,374.525,509.038,766.452,1209.39,1893.58,371.771,510.397,768.114,1210.64,1872.49,2.96888,1.42029,-0.767482,0.772155,1.13271,2.30763,1.30107,1.12519,1.04427,0.860759
2013-11-01,381.828,517.909,796.316,1260.59,1893.49,376.468,515.595,780.241,1233.43,1896.23,6.71952,3.69674,3.81623,2.77599,0.282287,4.17096,2.58971,1.44129,1.34344,0.590683
2013-12-01,369.824,514.589,795.507,1278.31,1917.08,375.392,513.845,786.092,1249.43,1901.38,2.70056,1.42206,1.35068,2.82849,0.779854,4.12023,2.17447,1.46045,2.13847,0.730618
2014-01-01,379.213,523.187,796.681,1264.08,1903.85,376.955,518.561,796.168,1267.66,1904.81,3.0696,2.36944,3.17682,1.26699,1.92548,4.14991,2.4895,2.77112,2.28692,0.992006
2014-02-01,381.802,521.847,809.822,1272.95,1908.67,376.946,519.874,800.67,1271.78,1909.87,4.33816,2.97744,4.98,2.13168,0.568649,3.37246,2.25629,3.15862,2.07466,1.08667
2014-03-01,380.806,518.764,797.45,1246.52,1880.13,380.607,521.266,801.317,1261.18,1897.55,3.34928,1.46364,3.00298,0.266209,-0.156123,3.5842,2.26807,3.71889,1.22246,0.775703
2014-04-01,374.504,513.222,793.949,1244.12,1896.71,379.038,517.944,800.407,1254.53,1895.17,0.646517,0.200706,2.33295,0.790796,-0.551067,2.76741,1.54223,3.436,1.06445,-0.0467232
2014-05-01,376.766,513.275,767.043,1239.52,1885.37,377.359,515.087,786.147,1243.39,1887.4,2.0517,2.03413,-0.228741,1.94035,-0.0250309,2.01137,1.22788,1.70734,0.992664,-0.245273
2014-06-01,372.225,510.191,772.431,1246.59,1912.43,374.498,512.229,777.808,1243.41,1898.17,-1.12167,0.67428,0.0350386,-0.179598,0.778468,0.515138,0.964357,0.717028,0.841055,0.0666087
2014-07-01,377.254,514.296,769.415,1207.19,1881.35,375.415,512.587,769.63,1231.1,1893.05,4.24151,4.09419,1.34392,-0.00850339,-0.576286,1.68864,2.25268,0.378892,0.578632,0.0598302
2014-08-01,379.923,512.364,773.623,1234.99,1895.83,376.467,512.284,771.823,1229.59,1896.53,3.31414,2.00073,1.80122,3.58606,4.03663,2.10788,2.24162,1.0545,1.10758,1.37961
2014-09-01,382.29,524.674,807.78,1253.99,1899.6,379.822,517.111,783.606,1232.06,1892.26,2.47654,0.93017,3.83364,1.92554,-0.105505,3.33514,2.31585,2.33839,1.82767,1.07988
2014-10-01,371.1,504.833,767.335,1237.45,1886.98,377.771,513.957,782.913,1242.14,1894.14,-0.914455,-0.826069,0.115239,2.31994,-0.348444,1.614,0.697517,1.92659,2.60196,1.15629
2014-11-01,375.208,515.672,795.859,1249.35,1908.72,376.199,515.06,790.325,1246.93,1898.43,-1.73389,-0.43191,-0.0572756,-0.891528,0.804244,-0.0714187,-0.103862,1.29239,1.09474,0.11644
2014-12-01,381.463,532.095,810.309,1276.31,1920.08,375.924,517.533,791.168,1254.37,1905.26,3.14738,3.40194,1.86074,-0.156638,0.156812,0.141575,0.71773,0.645787,0.395282,0.203999
2015-01-01,381.663,524.955,818.889,1284.21,1918.42,379.445,524.24,808.352,1269.96,1915.74,0.646141,0.3379,2.78758,1.59292,0.765198,0.660512,1.09514,1.53043,0.1813,0.574034
2015-02-01,380.141,529.922,809.291,1314.9,1989.75,381.089,528.99,812.829,1291.81,1942.75,-0.435172,1.54738,-0.0655544,3.29588,4.24757,1.09905,1.75355,1.51871,1.57491,1.7217
2015-03-01,378.8,515.327,802.41,1266.42,1923.16,380.201,523.401,810.196,1288.51,1943.78,-0.526813,-0.662583,0.621992,1.59602,2.28881,-0.106618,0.409614,1.10806,2.16689,2.436
2015-04-01,380.976,520.539,793.946,1266.23,1912.42,379.972,521.929,801.882,1282.52,1941.78,1.72813,1.42585,-0.000409245,1.77699,0.828255,0.246615,0.769417,0.184321,2.23078,2.45913
2015-05-01,386.567,528.054,805.782,1285.95,1923.76,382.114,521.307,800.713,1272.87,1919.78,2.60153,2.8793,5.05038,3.74563,2.03637,1.26029,1.20752,1.85273,2.37069,1.7155
2015-06-01,379.409,518.194,784.657,1258.49,1920.89,382.317,522.262,794.795,1270.22,1919.02,1.93,1.56858,1.58274,0.954771,0.44236,2.08791,1.95871,2.18396,2.15638,1.09865
2015-07-01,381.303,510.967,770.655,1244.89,1916.26,382.426,519.072,787.031,1263.11,1920.3,1.07332,-0.647282,0.161281,3.12325,1.85576,1.86769,1.26499,2.26105,2.60021,1.43976
2015-08-01,373.433,511.494,797.989,1268.75,1911.47,378.048,513.552,784.434,1257.38,1916.2,-1.70822,-0.169661,3.14961,2.73361,0.824766,0.419972,0.247554,1.63391,2.25998,1.03714
2015-09-01,379.092,516.957,787.174,1262.91,1985.21,377.943,513.139,785.273,1258.85,1937.64,-0.836395,-1.47096,-2.55101,0.711149,4.50628,-0.494813,-0.76811,0.212713,2.17471,2.39838
2015-10-01,390.735,533.28,816.257,1301.05,1918.19,381.087,520.577,800.473,1277.57,1938.29,5.29085,5.63481,6.37548,5.14006,1.65377,0.877692,1.288,2.24294,2.85214,2.33077
2015-11-01,387.405,528.116,808.51,1327.59,2031.96,385.744,526.118,803.98,1297.18,1978.45,3.25081,2.41328,1.58959,6.26201,6.45704,2.53715,2.14689,1.7278,4.03011,4.21495
2015-12-01,392.859,536.295,822.902,1335.14,2014.17,390.333,532.564,815.889,1321.26,1988.11,2.98745,0.789371,1.55401,4.60984,4.90022,3.83302,2.90424,3.12468,5.33272,4.34833
2016-01-01,393.081,538.438,825.732,1307.2,1987.65,391.115,534.283,819.048,1323.31,2011.26,2.9918,2.5684,0.835756,1.78984,3.60866,3.07572,1.91565,1.32315,4.20108,4.98613
2016-02-01,395.699,556.234,836.848,1336.55,2007.62,393.88,543.655,828.494,1326.3,2003.15,4.09262,4.96526,3.40509,1.64633,0.898275,3.35638,2.77227,1.92715,2.66987,3.10884
2016-03-01,390.962,534.598,829.781,1348.18,2022.58,393.247,543.09,830.787,1330.64,2005.95,3.21077,3.73956,3.41102,6.45626,5.16931,3.4314,3.76167,2.54142,3.26983,3.19853
2016-04-01,394.899,542.43,821.786,1297.41,2007.61,393.853,544.421,829.471,1327.38,2012.6,3.65458,4.20545,3.5066,2.46202,4.97714,3.65318,4.30927,3.44057,3.49796,3.64737
2016-05-01,395.154,543.902,827.63,1329.15,2016.06,393.672,540.31,826.399,1324.91,2015.41,2.22135,3.00114,2.71143,3.35978,4.79771,3.02462,3.6453,3.20794,4.08902,4.98138
2016-06-01,390.031,531.997,809.121,1302.92,1984.03,393.361,539.443,819.512,1309.83,2002.57,2.79962,2.66376,3.11779,3.53049,3.28735,2.88871,3.28967,3.10993,3.11785,4.35337
2016-07-01,392.387,534.47,810.599,1315.95,1943.25,392.524,536.79,815.783,1316.01,1981.11,2.90684,4.59982,5.18302,5.70763,1.40845,2.64041,3.41344,3.6532,4.1878,3.16673
2016-08-01,391.105,532.392,815.33,1317.81,1971.58,391.174,532.953,811.683,1312.23,1966.29,4.73216,4.08552,2.17316,3.86655,3.14479,3.47198,3.77789,3.47379,4.36203,2.61363
2016-09-01,401.315,554.745,834.325,1357.56,2005.44,394.935,540.536,820.085,1330.44,1973.42,5.86204,7.3098,5.98991,7.49451,1.01933,4.49608,5.33898,4.4331,5.68666,1.84652
2016-10-01,408.557,562.308,848.985,1343.2,2002.27,400.325,549.815,832.88,1339.52,1993.1,4.56114,5.44335,4.00958,3.23941,4.38329,5.04836,5.61646,4.04848,4.8491,2.8277
2016-11-01,402.271,539.992,826.395,1353.3,2090.48,404.047,552.348,836.568,1351.35,2032.73,3.83719,2.24869,2.21205,1.93659,2.87986,4.74494,4.98574,4.05334,4.17585,2.74344
2016-12-01,395.17,548.754,842.065,1343.16,2093.49,401.999,550.351,839.148,1346.55,2062.08,0.588051,2.32314,2.32881,0.600523,3.93789,2.9887,3.34,2.85075,1.91419,3.72068
2017-01-01,404.158,563.048,852.398,1357.59,2086.11,400.533,550.598,840.286,1351.35,2090.03,2.81798,4.57056,3.2293,3.85484,4.95359,2.40787,3.05358,2.59301,2.11888,3.91618
2017-02-01,412.544,585.303,888.549,1382.22,2103.38,403.957,565.701,861.004,1360.99,2094.32,4.25718,5.22607,6.17809,3.41656,4.76966,2.55855,4.05512,3.92401,2.61561,4.55171
2017-03-01,404.059,568.822,859,1386.8,2076.07,406.92,572.391,866.649,1375.53,2088.52,3.34979,6.4019,3.52136,2.86457,2.6445,3.47694,5.39526,4.31664,3.37366,4.11615
2017-04-01,407.778,574.82,851.305,1348.72,2080,408.127,576.315,866.285,1372.58,2086.48,3.26113,5.97111,3.59199,3.95519,3.60599,3.62404,5.85838,4.43814,3.40517,3.67083
2017-05-01,408.795,567.077,864.167,1356.21,2090.11,406.877,570.24,858.157,1363.91,2082.06,3.45202,4.261,4.41457,2.03528,3.67313,3.35435,5.53936,3.84296,2.94325,3.30674
2017-06-01,401.713,560.283,837.448,1353.94,2078.95,406.095,567.393,850.973,1352.96,2083.02,2.99536,5.31694,3.50101,3.91535,4.78419,3.23721,5.18131,3.83896,3.29257,4.01762
2017-07-01,406.359,571.068,836.666,1336.49,1997.99,405.622,566.143,846.094,1348.88,2055.68,3.56072,6.84754,3.21584,1.56104,2.81678,3.33699,5.46829,3.7155,2.49766,3.76403
2017-08-01,410.863,561.751,836.385,1336.08,2017.75,406.312,564.368,836.833,1342.17,2031.56,5.05202,5.51456,2.58238,1.38692,2.34209,3.86983,5.8944,3.09849,2.28196,3.31985
2017-09-01,410.104,580.815,882.341,1374.64,2084.01,409.109,571.211,851.797,1349.07,2033.25,2.19005,4.69937,5.75505,1.25816,3.91794,3.58873,5.67503,3.86701,1.40053,3.03171
2017-10-01,414.423,579.938,857.577,1359.22,2122.47,411.797,574.168,858.768,1356.65,2074.75,1.43591,3.13536,1.01203,1.19279,6.00313,2.86552,4.42931,3.1082,1.27853,4.09659
2017-11-01,417.046,576.018,841.6,1363.77,2032.65,413.858,578.924,860.506,1365.87,2079.71,3.67299,6.67161,1.83995,0.773436,-2.76611,2.42801,4.81134,2.86142,1.07469,2.31128
2017-12-01,414.123,579.739,852.96,1379.54,2100.96,415.197,578.565,850.712,1367.51,2085.36,4.79626,5.64659,1.29377,2.70827,0.357025,3.2832,5.12657,1.37805,1.55619,1.12909
2018-01-01,415.637,590.197,882.79,1380.86,2109.81,415.602,581.985,859.117,1374.72,2081.14,2.84015,4.82185,3.56549,1.71403,1.13596,3.76227,5.70055,2.24097,1.72945,-0.425088
2018-02-01,418.646,585.796,878.293,1397.96,2157.24,416.135,585.244,871.348,1386.12,2122.67,1.4791,0.0842852,-1.15422,1.13872,2.561,3.01467,3.45462,1.20134,1.84634,1.35348
2018-03-01,427.134,587.123,874.775,1405.18,2190.52,420.472,587.705,878.619,1394.66,2152.53,5.71089,3.21727,1.83637,1.32503,5.51318,3.33038,2.67552,1.38121,1.3906,3.06472
2018-04-01,425.194,585.364,877.051,1398.3,2160.11,423.658,586.094,876.706,1400.48,2169.29,4.27114,1.83442,3.0243,3.67553,3.85151,3.80552,1.6969,1.20302,2.03237,3.96898
2018-05-01,423.525,580.611,872.777,1375.76,2095.86,425.284,584.366,874.868,1393.08,2148.83,3.60324,2.38663,0.996418,1.44156,0.275191,4.52405,2.47727,1.94724,2.13843,3.20709
2018-06-01,421.018,579.281,857.939,1366.61,2112.39,423.246,581.752,869.256,1380.22,2122.79,4.80555,3.39081,2.44681,0.936045,1.60842,4.22324,2.53068,2.14842,2.01526,1.90911
2018-07-01,431.406,592.555,893.841,1420.86,2141.43,425.316,584.149,874.852,1387.74,2116.56,6.16368,3.7626,6.83361,6.31265,7.17945,4.85518,3.18054,3.39899,2.88121,2.96146
2018-08-01,426.102,584.028,871.427,1383.68,2124.03,426.175,585.288,874.402,1390.38,2125.95,3.70898,3.96568,4.18964,3.56249,5.26684,4.8887,3.70694,4.48942,3.59217,4.64592
2018-09-01,425.529,591.939,882.442,1403.58,2022.24,427.679,589.508,882.57,1402.7,2095.9,3.76141,1.91531,0.0115018,2.10511,-2.96437,4.53923,3.20306,3.61266,3.97566,3.08108
2018-10-01,425.535,591.931,868.057,1397.69,2275.46,425.722,589.299,873.975,1394.98,2140.57,2.68114,2.06786,1.22199,2.83044,7.208,3.38158,2.63535,1.77085,2.82578,3.17278
2018-11-01,442.857,599.345,890.187,1410.91,2116.99,431.307,594.405,880.229,1404.06,2138.23,6.18911,4.04964,5.77315,3.45658,4.14913,4.21629,2.67412,2.29198,2.7955,2.81364
2018-12-01,443.471,598.549,910.757,1456.36,2250.95,437.288,596.608,889.667,1421.65,2214.46,7.08689,3.24441,6.77608,5.56836,7.13894,5.32045,3.11852,4.57905,3.95925,6.19096
2019-01-01,430.518,602.924,905.324,1446.26,2210.7,438.949,600.272,902.089,1437.84,2192.88,3.58033,2.15635,2.55261,4.73639,4.78204,5.61764,3.14226,5.00197,4.59148,5.3691
2019-02-01,443.079,609.367,915.088,1489.24,2283.62,439.023,603.613,910.39,1463.95,2248.42,5.83621,4.02383,4.18933,6.52975,5.85838,5.50002,3.1387,4.48065,5.61529,5.92426
2019-03-01,450.409,606.147,902.08,1444.31,2291.99,441.335,606.146,907.497,1459.93,2262.1,5.44898,3.24017,3.12146,2.7847,4.63199,4.96177,3.13773,3.28677,4.68012,5.09071
2019-04-01,449.867,611.443,916.267,1430.43,2199.54,447.785,608.986,911.145,1454.66,2258.38,5.80265,4.45519,4.4714,2.29814,1.82518,5.69484,3.90576,3.92822,3.86887,4.10687
2019-05-01,456.113,614.152,896.407,1432.73,2289.21,452.13,610.581,904.918,1435.82,2260.24,7.69455,5.77674,2.70746,4.14157,9.22495,6.31227,4.48596,3.43489,3.06857,5.18472
2019-06-01,448.303,603.486,902.546,1432.5,2279.09,451.428,609.694,905.074,1431.89,2255.94,6.48066,4.1783,5.19939,4.821,7.8915,6.65851,4.80294,4.12054,3.74329,6.27269
2019-07-01,454.98,612.778,909.556,1445.94,2186.31,453.132,610.138,902.837,1437.06,2251.54,5.46442,3.41277,1.75815,1.76549,2.09583,6.53999,4.44904,3.19874,3.55367,6.37705
2019-08-01,466.383,608.379,906.895,1457.23,2280.85,456.555,608.214,906.332,1445.22,2248.75,9.45327,4.16956,4.07012,5.31518,7.38317,7.12846,3.91705,3.65167,3.94411,5.77625
2019-09-01,455.957,608.655,919.5,1468.83,2298.1,459.106,609.938,911.984,1457.33,2255.08,7.15046,2.82395,4.19946,4.64937,13.6413,7.34832,3.46561,3.33273,3.89457,7.59518
2019-10-01,464.137,612.792,932.885,1480.51,2273.93,462.159,609.942,919.76,1468.86,2284.29,9.07153,3.52433,7.46828,5.92543,-0.0672536,8.55882,3.50298,5.2387,5.29569,6.71394
2019-11-01,470.477,632.136,942.736,1484.53,2292.13,463.524,617.861,931.707,1477.96,2288.05,6.23676,5.47124,5.90313,5.21859,8.27283,7.46952,3.9462,5.84831,5.26346,7.00682
2019-12-01,453.238,618.948,927.257,1495.39,2284,462.617,621.292,934.293,1486.81,2283.35,2.20225,3.40809,1.81163,2.68015,1.46825,5.79243,4.1374,5.01601,4.58343,3.11067
2020-01-01,459.736,626.704,944.763,1473.83,2293.53,461.15,625.929,938.252,1484.59,2289.88,6.78668,3.94425,4.35626,1.90654,3.74661,5.05785,4.27425,4.00872,3.25106,4.42357
2020-02-01,470.535,629.946,956.99,1538.14,2388.39,461.169,625.199,943.003,1502.45,2321.97,6.19647,3.37709,4.57908,3.2837,4.58765,5.0445,3.57617,3.58237,2.63006,3.27104
2020-03-01,472.743,643.045,975.653,1536.82,2393.91,467.671,633.232,959.135,1516.26,2358.61,4.95861,6.0874,8.15589,6.40556,4.44668,5.96728,4.46858,5.69014,3.85843,4.26606
2020-04-01,514.66,710.573,1051.84,1574.55,2378.44,485.979,661.188,994.827,1549.84,2386.91,14.4028,16.2124,14.7959,10.0749,8.13356,8.52959,8.57201,9.18423,6.54296,5.69113
2020-05-01,502.184,683.082,1031.7,1642.24,2522.7,496.529,678.9,1019.73,1584.53,2431.68,10.1007,11.2236,15.093,14.6228,10.2,9.82004,11.1892,12.6876,10.3573,7.58497
2020-06-01,501.228,681.695,1014.07,1587.91,2407.96,506.024,691.783,1032.53,1601.56,2436.37,11.8056,12.9596,12.356,10.8489,5.65448,12.0941,13.4641,14.083,11.8499,7.99768
2020-07-01,486.948,670.888,1008.4,1598.15,2382.07,496.786,678.555,1018.05,1609.43,2437.58,7.02635,9.48297,10.867,10.5266,8.9537,9.63398,11.2132,12.7618,11.9949,8.26287
2020-08-01,501.101,675.87,998.276,1576.61,2423.02,496.426,676.151,1006.91,1587.56,2404.35,7.44422,11.0935,10.0763,8.19244,6.23335,8.73293,11.1698,11.0975,9.84855,6.9194
2020-09-01,482.619,651.191,964.008,1545.64,2378.04,490.223,665.983,990.227,1573.47,2394.37,5.84755,6.98851,4.84051,5.2294,3.47853,6.77761,9.18872,8.57949,7.96893,6.17669
2020-10-01,491.664,655.123,990.617,1543.28,2363.23,491.795,660.728,984.301,1555.18,2388.09,5.93078,6.90781,6.18849,4.2399,3.92718,6.4125,8.32632,7.01709,5.87681,4.54429
2020-11-01,490.202,652.798,979.39,1522.23,2316.72,488.162,653.037,978.005,1537.05,2352.66,4.19249,3.26857,3.88809,2.53891,1.07294,5.31537,5.6932,4.96917,3.99818,2.82387
2020-12-01,492.023,654.605,992.317,1563.81,2388.7,491.297,654.175,987.441,1543.11,2356.22,8.55749,5.76098,7.01642,4.57546,4.58431,6.19932,5.29272,5.68866,3.78627,3.19122
2021-01-01,482.392,645.024,977.25,1556.55,2443.7,488.206,650.809,982.986,1547.53,2383.04,4.92809,2.9232,3.43868,5.6125,6.54783,5.86697,3.97484,4.7678,4.23981,4.06826
2021-02-01,486.514,667.935,1003.78,1621.79,2481.75,486.977,655.855,991.115,1580.72,2438.05,3.39603,6.0305,4.88902,5.43857,3.90887,5.59603,4.9033,5.10196,5.20909,4.99921
2021-03-01,496.064,677.739,1009.13,1555.86,2488.49,488.324,663.566,996.719,1578.07,2471.31,4.93333,5.39529,3.43115,1.2387,3.95087,4.41604,4.79039,3.91849,4.07599,4.77846
2021-04-01,497.992,671.097,994.933,1562.82,2409.42,493.523,672.257,1002.61,1580.16,2459.88,-3.23874,-5.55549,-5.40997,-0.74496,1.30255,1.55239,1.67412,0.7827,1.95633,3.05722
2021-05-01,500.401,665.914,993.438,1569.72,2420.99,498.153,671.583,999.167,1562.8,2439.63,-0.354907,-2.5133,-3.70884,-4.41562,-4.0321,0.327015,-1.0777,-2.01662,-1.37176,0.32683
2021-06-01,510.286,665.471,987.858,1546.84,2400.79,502.893,667.494,992.076,1559.79,2410.4,1.80718,-2.3799,-2.58442,-2.58629,-0.29795,-0.618725,-3.51109,-3.91838,-2.60813,-1.06596
2021-07-01,507.095,672.713,982.795,1547.78,2400.67,505.927,668.033,988.03,1554.78,2407.48,4.13743,0.272072,-2.5389,-3.15186,0.781048,1.84002,-1.55066,-2.94922,-3.3957,-1.23466
2021-08-01,508.267,679.54,982.538,1548.5,2389.32,508.549,672.575,984.397,1547.71,2396.93,1.42996,0.542932,-1.57656,-1.78258,-1.39078,2.44218,-0.528917,-2.23615,-2.51001,-0.308723
2021-09-01,510.195,695.953,1044.03,1652.86,2494.73,508.519,682.735,1003.12,1583.05,2428.24,5.71386,6.87384,8.30093,6.93675,4.90708,3.73224,2.51541,1.30209,0.608883,1.4144
2021-10-01,516.901,693.537,1011.3,1561.2,2404.4,511.788,689.677,1012.62,1587.52,2429.48,5.13298,5.86373,2.08816,1.16117,1.74213,4.0653,4.38133,2.87747,2.07979,1.73309
2021-11-01,513.253,694.623,1000.61,1558.05,2418.93,513.45,694.705,1018.65,1590.7,2439.35,4.70222,6.40707,2.16702,2.35319,4.41195,5.18022,6.38053,4.15577,3.49063,3.68484
2021-12-01,521.762,696.258,1009.72,1617.32,2507.05,517.305,694.806,1007.21,1578.86,2443.46,6.04421,6.36303,1.75334,3.42179,4.95465,5.29391,6.21101,2.00207,2.31678,3.70276
2022-01-01,525.304,693.915,1027.25,1620.28,2521.44,520.106,694.932,1012.53,1598.55,2482.47,8.89557,7.57966,5.11676,4.09428,3.18092,6.53419,6.7797,3.00533,3.29688,4.17249
2022-02-01,539.184,721.425,1069.35,1671.12,2510.53,528.75,703.866,1035.44,1636.24,2513.01,10.826,8.00818,6.53229,3.0415,1.15994,8.57813,7.32036,4.47213,3.51247,3.07446
2022-03-01,537.029,703.721,1044.11,1645.1,2579.38,533.839,706.353,1046.91,1645.5,2537.12,8.25788,3.83358,3.46684,5.73603,3.6528,9.32073,6.44808,5.03513,4.27318,2.6628
2022-04-01,532.91,720.507,1039.76,1649.22,2522.65,536.374,715.217,1051.08,1655.15,2537.52,7.01192,7.36254,4.50593,5.52856,4.69952,8.68268,6.39046,4.83356,4.74579,3.15621
2022-05-01,551.217,710.589,1045.88,1665.37,2675.78,540.385,711.606,1043.25,1653.23,2592.61,10.155,6.70886,5.27909,6.0932,10.5245,8.47791,5.95939,4.41236,5.78646,6.27044
2022-06-01,551.612,699.559,1030.76,1645.62,2511.64,545.247,710.218,1038.8,1653.4,2570.02,8.09867,5.12238,4.34279,6.38618,4.61737,8.42198,6.40071,4.70986,6.00147,6.62243
2022-07-01,546.415,714.029,1054.07,1655.85,2580.73,549.748,708.059,1043.57,1655.62,2589.39,7.75401,6.14178,7.25235,6.9825,7.50051,8.66146,5.99171,5.62131,6.48546,7.55578
2022-08-01,568.62,729.137,1063.96,1683.37,2579.98,555.549,714.242,1049.6,1661.61,2557.45,11.8744,7.29866,8.28688,8.70919,7.97968,9.24199,6.19519,6.62328,7.3597,6.69713
2022-09-01,579.628,739.791,1099.63,1730.68,2607.42,564.888,727.652,1072.55,1689.97,2589.38,13.6091,6.29892,5.32594,4.70824,4.51737,11.0849,6.57899,6.9218,6.75398,6.63606
2022-10-01,559.087,730.038,1082.04,1727.11,2613.86,569.112,732.989,1081.88,1713.72,2600.42,8.16126,5.26298,6.99472,10.6268,8.71155,11.2007,6.28002,6.83913,7.94925,7.03602
2022-11-01,569.919,730.058,1079.8,1658.19,2514.76,569.545,733.296,1087.16,1705.33,2578.68,11.0407,5.1013,7.91338,6.42724,3.96159,10.9251,5.55503,6.7254,7.20574,5.71169
2022-12-01,576.141,737.31,1062.33,1692.21,2607.33,568.382,732.469,1074.72,1692.5,2578.65,10.4221,5.89607,5.211,4.63075,3.99984,9.87367,5.42057,6.70288,7.19802,5.53268
2023-01-01,580.695,742.564,1100.79,1755.49,2732.2,575.585,736.644,1080.97,1701.96,2618.1,10.5446,7.01082,7.15873,8.34486,8.3589,10.6668,6.0023,6.75988,6.46928,5.46324
2023-02-01,564.527,746.704,1123.07,1767.32,2744.65,573.788,742.193,1095.4,1738.34,2694.73,4.70027,3.50406,5.02391,5.75665,9.32557,8.51774,5.44517,5.79071,6.24001,7.23123
2023-03-01,578.302,735.027,1097.52,1742.12,2697.58,574.508,741.432,1107.13,1754.98,2724.81,7.6855,4.44864,5.11496,5.89733,4.58218,7.61825,4.96608,5.75243,6.65305,7.39787
2023-04-01,580.374,748.271,1103.82,1726.73,2719.96,574.401,743.334,1108.14,1745.39,2720.73,8.90649,3.85346,6.1604,4.69989,7.82175,7.08958,3.93119,5.42881,5.45227,7.22002
2023-05-01,581.562,735.784,1084.31,1727.72,2694.47,580.079,739.694,1095.22,1732.19,2704,5.50511,3.54557,3.67425,3.74408,0.698367,7.3455,3.94717,4.98083,4.77613,4.29676
2023-06-01,587.551,743.783,1105.88,1737.29,2708.98,583.162,742.613,1098,1730.58,2707.8,6.5153,6.32167,7.28841,5.57041,7.85698,6.95391,4.56117,5.69913,4.66779,5.36106
2023-07-01,585.12,749.657,1095.54,1770.06,2788.73,584.744,743.075,1095.24,1745.03,2730.73,7.0834,4.98962,3.93407,6.89738,8.05969,6.36589,4.94524,4.95166,5.40043,5.4585
2023-08-01,584.916,746.665,1083.27,1724,2707.19,585.863,746.702,1094.9,1743.79,2734.97,2.86587,2.40393,1.81498,2.4139,4.93055,5.45645,4.54464,4.31609,4.94525,6.9411
