date,p10,p25,p50,p75,p90,p10_3M,p25_3M,p50_3M,p75_3M,p90_3M,p10_gr,p25_gr,p50_gr,p75_gr,p90_gr,p10_3M_gr,p25_3M_gr,p50_3M_gr,p75_3M_gr,p90_3M_gr
2000-12-01,283.214,386.348,587.925,888.29,1341.55,283.444,384.354,582.8,874.798,1298.75,1.78344,3.4995,3.28715,4.53507,7.08983,3.56326,4.32065,3.37154,3.46281,3.88034
2001-01-01,288.177,393.629,597.322,892.494,1339.86,285.278,388.321,588.836,882.854,1323,2.5742,3.78225,3.49121,5.06217,8.81494,3.05297,4.24033,3.76887,4.64979,6.82997
2001-02-01,285.602,393.67,595.827,902.285,1318.45,285.665,391.215,593.691,894.356,1333.29,1.97034,3.42136,3.31733,3.40245,1.93426,2.11052,3.56789,3.36561,4.32489,5.88685
2001-03-01,287.859,391.11,588.016,894.74,1351.18,287.213,392.803,593.722,896.506,1336.5,2.73823,2.9011,2.56495,4.05228,7.92847,2.42778,3.36797,3.1257,4.16493,6.16459
2001-04-01,286.671,391.459,588.187,875.935,1331.98,286.711,392.08,590.676,890.986,1333.87,3.09181,3.44451,2.6482,1.88265,6.34051,2.59896,3.25546,2.84446,3.11395,5.36334
2001-05-01,287.087,397.627,592.498,885.977,1334.48,287.206,393.399,589.567,885.55,1339.21,3.595,7.29041,4.03428,3.83592,6.04768,3.14014,4.52392,3.08045,3.25553,6.7709
2001-06-01,285.453,386.613,586.271,888.967,1332.2,286.404,391.9,588.986,883.626,1332.89,2.83823,4.76925,6.62708,4.33295,5.7848,3.17473,5.15657,4.40735,3.34633,6.05716
2001-07-01,283.898,380.027,578.632,879.431,1349.35,285.48,388.089,585.801,884.791,1338.68,6.35564,5.19417,4.43943,3.00607,1.99593,4.23622,5.75743,5.02035,3.72455,4.56583
2001-08-01,286.709,388.34,585.444,874.519,1330.14,285.354,384.994,583.449,880.972,1337.23,3.40043,4.23667,3.25683,3.47116,4.82135,4.17045,4.72853,4.75803,3.60335,4.16584
2001-09-01,289.34,395.564,595.95,899.68,1355.44,286.649,387.977,586.675,884.543,1344.98,2.71823,3.08738,2.58256,5.01451,5.39443,4.12289,4.15158,3.41164,3.83316,4.04753
2001-10-01,293.01,397.575,599.344,901.241,1361.17,289.686,393.826,593.579,891.813,1348.92,3.65538,4.1512,3.47503,3.7908,7.42337,3.25774,3.82048,3.1032,4.09359,5.8768
2001-11-01,295.558,399.881,601.802,901.748,1345.81,292.636,397.673,599.032,900.89,1354.14,3.90828,3.86876,3.5341,3.91455,4.52147,3.42913,3.70185,3.19701,4.23656,5.77114
2001-12-01,296.056,402.712,604.09,919.438,1378.26,294.875,400.056,601.745,907.476,1361.74,4.53452,4.23552,2.74962,3.50654,2.73622,4.03278,4.08515,3.25074,3.73551,4.85051
2002-01-01,297.439,410.077,611.67,920.972,1378.97,296.351,404.223,605.854,914.053,1367.68,3.2137,4.17869,2.40211,3.19088,2.91873,3.88164,4.09512,2.89024,3.53385,3.37699
2002-02-01,293.848,404.383,613.251,932.629,1378.2,295.781,405.724,609.671,924.346,1378.48,2.88689,2.72139,2.9244,3.36301,4.53185,3.54128,3.70859,2.69154,3.35327,3.38924
2002-03-01,293.046,402.539,611.464,924.294,1383.37,294.777,405.666,612.128,925.965,1380.18,1.80172,2.92227,3.98764,3.3031,2.3828,2.63366,3.27485,3.10025,3.28596,3.26857
2002-04-01,297.394,403.03,610.463,935.473,1400.42,294.763,403.317,611.726,930.799,1387.33,3.74064,2.9557,3.78722,6.79717,5.13808,2.80826,2.86616,3.56361,4.46834,4.00799
2002-05-01,297.959,406.162,603.582,912.798,1357.05,296.133,403.91,608.503,924.188,1380.28,3.78688,2.14644,1.87074,3.02732,1.6916,3.10827,2.67197,3.21185,4.36317,3.06668
2002-06-01,290.204,397.491,598.988,913.462,1370.96,295.186,402.227,604.344,920.578,1376.15,1.66438,2.81355,2.16904,2.7555,2.90983,3.0663,2.63526,2.60768,4.18185,3.24552
2002-07-01,290.109,393.111,594.236,914.609,1381.33,292.758,398.921,598.936,913.623,1369.78,2.18781,3.44285,2.69669,4.00014,2.37001,2.54938,2.79113,2.2422,3.2586,2.32365
2002-08-01,291.355,395.07,593.979,911.245,1372.13,290.556,395.224,595.734,913.106,1374.81,1.62044,1.73287,1.45802,4.19956,3.15668,1.82325,2.65725,2.10565,3.64748,2.81011
2002-09-01,296.69,403.208,608.356,918.066,1367.85,292.718,397.129,598.857,914.64,1373.77,2.54055,1.93227,2.08161,2.04364,0.91621,2.11733,2.35895,2.0764,3.40253,2.14097
2002-10-01,295.877,406.017,611.221,924.641,1400.54,294.641,401.431,604.519,917.984,1380.17,0.978475,2.12337,1.98167,2.59651,2.89238,1.71033,1.93104,1.84296,2.93458,2.31735
2002-11-01,302.196,417.201,621.052,946.702,1418.13,298.254,408.809,613.543,929.803,1395.51,2.24589,4.33133,3.1988,4.98522,5.37351,1.91999,2.80008,2.4224,3.20946,3.05498
2002-12-01,301.771,406.617,606.262,916.611,1380.86,299.948,409.945,612.845,929.318,1399.84,1.9303,0.969713,0.359404,-0.307468,0.188919,1.72047,2.47193,1.84456,2.40697,2.79767
2003-01-01,299.396,412.452,617.051,945.664,1412.07,301.121,412.09,614.788,936.326,1403.69,0.658168,0.579152,0.879648,2.6811,2.4005,1.60962,1.94614,1.47462,2.43675,2.63276
2003-02-01,301.816,420.014,625.224,953.568,1435.68,300.995,413.028,616.179,938.615,1409.54,2.71193,3.86535,1.9523,2.2452,4.1703,1.76272,1.80015,1.06747,1.5436,2.25324
2003-03-01,302.286,413.614,623.979,954.217,1432.77,301.166,415.36,622.085,951.15,1426.84,3.1533,2.75116,2.04681,3.23743,3.57107,2.16742,2.38951,1.62648,2.71987,3.38068
2003-04-01,302.736,414.796,623.212,949.895,1434.84,302.28,416.141,624.138,952.56,1434.43,1.79633,2.91953,2.08836,1.54161,2.45804,2.55027,3.17962,2.02905,2.33792,3.39499
2003-05-01,301.394,413.207,616.074,941.048,1393.91,302.139,413.872,621.088,948.387,1420.51,1.15278,1.73466,2.06962,3.09486,2.71613,2.0281,2.46644,2.06825,2.61832,2.91446
2003-06-01,298.935,405.723,607.106,931.612,1425.89,301.022,411.242,615.464,940.852,1418.22,3.00851,2.07097,1.35528,1.98696,4.00657,1.97704,2.24119,1.83993,2.20228,3.05711
2003-07-01,300.219,400.736,600.999,924.753,1409.51,300.183,406.555,608.06,932.471,1409.77,3.48466,1.93959,1.13814,1.10909,2.04019,2.53622,1.91368,1.52343,2.06299,2.91943
2003-08-01,294.531,402.68,612.998,939.469,1365.62,297.895,403.046,607.035,931.945,1400.34,1.08995,1.92627,3.20195,3.09729,-0.474198,2.5257,1.9792,1.89682,2.06321,1.85732
2003-09-01,304.958,421.68,627.653,968.205,1437.22,299.903,408.365,613.883,944.143,1404.12,2.78667,4.58144,3.17198,5.46138,5.07082,2.45432,2.82927,2.50917,3.22556,2.20892
2003-10-01,302.427,413.645,628.998,967.012,1451.85,300.639,412.668,623.216,958.229,1418.23,2.21372,1.87875,2.90842,4.58239,3.66335,2.03562,2.79922,3.09297,4.38401,2.75717
2003-11-01,303.149,412.905,618.167,951.427,1457.49,303.511,416.077,624.939,962.215,1448.85,0.315522,-1.02974,-0.464602,0.499095,2.77557,1.76261,1.7779,1.85743,3.48585,3.82249
2003-12-01,301.305,414.448,623.492,948.609,1423.7,302.294,413.666,623.552,955.683,1444.35,-0.154332,1.92587,2.84207,3.4909,3.10269,0.782097,0.907673,1.74714,2.83697,3.17921
2004-01-01,306.462,417.732,623.577,964.6,1468.37,303.639,415.028,621.745,954.879,1449.85,2.36004,1.28017,1.05768,2.00237,3.98661,0.836168,0.713025,1.13163,1.98145,3.28893
2004-02-01,308.431,430.352,641.8,984.159,1492.95,305.399,420.844,629.623,965.789,1461.67,2.19149,2.46152,2.65134,3.20805,3.98885,1.46342,1.89251,2.18192,2.89521,3.69873
2004-03-01,309.197,419.307,636.027,975.376,1444.32,308.03,422.464,633.802,974.712,1468.54,2.28601,1.37655,1.93084,2.21739,0.805714,2.27897,1.71036,1.88352,2.47719,2.92266
2004-04-01,309.066,423.55,646.974,982.243,1444.99,308.898,424.403,641.6,980.593,1460.75,2.09082,2.11039,3.81288,3.40546,0.707419,2.18939,1.9854,2.79784,2.94287,1.83491
2004-05-01,305.114,420.952,636.656,965.511,1447.2,307.792,421.27,639.886,974.377,1445.5,1.23427,1.87429,3.3407,2.59957,3.82287,1.8711,1.78736,3.02649,2.74045,1.7595
2004-06-01,301.583,413.58,628.609,961.313,1455.56,305.254,419.361,637.413,969.689,1449.25,0.885875,1.93649,3.54196,3.18811,2.0805,1.40609,1.97413,3.56625,3.06504,2.18827
2004-07-01,299.006,410.588,620.689,947.618,1425.8,301.901,415.04,628.651,958.147,1442.85,-0.404107,2.45848,3.27607,2.47251,1.15555,0.572429,2.08692,3.38639,2.75357,2.34649
2004-08-01,303.086,415.686,621.725,950.488,1452.01,301.225,413.284,623.674,953.14,1444.46,2.90452,3.22983,1.42359,1.17283,6.32612,1.11781,2.54021,2.74115,2.27424,3.15028
2004-09-01,305.347,422.807,636.135,991.786,1488.33,302.479,416.36,626.183,963.297,1455.38,0.127503,0.267233,1.3515,2.43546,3.55662,0.859205,1.95779,2.00356,2.02876,3.65105
2004-10-01,308.941,425.4,637.914,965.186,1467.87,305.791,421.298,631.925,969.153,1469.41,2.1539,2.84177,1.4175,-0.188796,1.10406,1.71385,2.09107,1.39734,1.14005,3.60865
2004-11-01,305.811,418.716,644.614,989.556,1496.37,306.7,422.308,639.554,982.176,1484.19,0.878094,1.40751,4.27834,4.00752,2.66742,1.05045,1.49759,2.33868,2.07449,2.43924
2004-12-01,304.704,420.528,644.087,974.137,1494.95,306.485,421.548,642.205,976.293,1486.4,1.12786,1.46695,3.30312,2.69108,5.00426,1.38654,1.90542,2.99136,2.1566,2.91141
2005-01-01,315.226,434.225,660.451,1008.72,1528.89,308.58,424.49,649.717,990.806,1506.73,2.85958,3.94807,5.91328,4.57435,4.12165,1.62735,2.27967,4.49894,3.76245,3.92325
2005-02-01,310.495,437.993,655.898,1024.8,1542.78,310.142,430.915,653.479,1002.55,1522.21,0.669423,1.77549,2.19651,4.12926,3.33806,1.55278,2.39304,3.78882,3.80657,4.14142
2005-03-01,313.299,435.024,649.321,985.358,1491.17,313.007,435.747,655.223,1006.29,1520.94,1.32666,3.74823,2.09012,1.02345,3.24355,1.61567,3.14424,3.37986,3.24011,3.56824
2005-04-01,314.479,432.998,646.219,987.357,1508.92,312.758,435.338,650.479,999.171,1514.29,1.7512,2.23056,-0.116695,0.520659,4.424,1.2495,2.57656,1.38383,1.89461,3.66498
2005-05-01,308.681,422.292,644.303,981.252,1487.37,312.153,430.105,646.614,984.656,1495.82,1.16915,0.318404,1.20116,1.63031,2.77579,1.41671,2.09719,1.05154,1.05494,3.48079
2005-06-01,301.463,414.1,633.863,975.849,1494.46,308.208,423.13,641.461,981.486,1496.92,-0.03969,0.125766,0.835704,1.51208,2.67281,0.967488,0.898829,0.635148,1.21657,3.2891
2005-07-01,300.445,409.136,629.483,977.936,1464.97,303.53,415.176,635.883,978.346,1482.27,0.481365,-0.353639,1.41686,3.19947,2.74735,0.539563,0.0328059,1.15034,2.10807,2.73179
2005-08-01,306.599,421.352,637.4,973.24,1444.78,302.836,414.863,633.582,975.675,1468.07,1.15931,1.36324,2.5213,2.3938,-0.498432,0.534852,0.381896,1.58861,2.36437,1.63472
2005-09-01,313.158,431.55,661.304,1012.05,1541.62,306.734,420.679,642.729,987.742,1483.79,2.55792,2.0677,3.95643,2.04322,3.58057,1.40655,1.03734,2.64237,2.53767,1.95195
2005-10-01,310.075,431.82,652.918,1013.76,1541.72,309.944,428.241,650.541,999.683,1509.37,0.367192,1.50915,2.35209,5.03241,5.03098,1.35808,1.64801,2.94593,3.15014,2.71996
2005-11-01,318.498,431.156,655.854,1016.11,1531.14,313.91,431.509,656.692,1013.97,1538.16,4.14851,2.97095,1.7436,2.68378,2.32422,2.351,2.17868,2.67958,3.2375,3.63651
2005-12-01,323.69,444.234,667.184,1003.95,1525.12,317.421,435.737,658.652,1011.27,1532.66,6.23109,5.63737,3.58601,3.0606,2.01836,3.56813,3.36589,2.56101,3.58308,3.11269
2006-01-01,323.819,449.089,669.963,1034.05,1526.92,322.002,441.493,664.334,1018.04,1527.73,2.72597,3.4232,1.44023,2.5105,-0.1285,4.34959,4.00567,2.24962,2.74847,1.39347
2006-02-01,320.387,447.915,675.674,1038.43,1557.48,322.632,447.079,670.94,1025.48,1536.51,3.18566,2.26519,3.01524,1.32989,0.952452,4.02726,3.75112,2.67216,2.2864,0.939494
2006-03-01,315.752,443.984,661.254,1020.93,1531.94,319.986,446.996,668.964,1031.13,1538.78,0.782929,2.05978,1.83781,3.6095,2.73434,2.22968,2.58149,2.09711,2.46844,1.17258
2006-04-01,319.693,441.569,653.639,1010.69,1526.05,318.61,444.489,663.523,1023.35,1538.49,1.65817,1.97955,1.14826,2.36335,1.1356,1.8714,2.10206,2.00521,2.41967,1.59818
2006-05-01,318.139,438.76,660.786,1020.94,1537.79,317.861,441.438,658.56,1017.52,1531.93,3.06407,3.89966,2.55833,4.04509,3.38986,1.82877,2.63501,1.84742,3.33767,2.41403
2006-06-01,312.908,433.337,653.585,1010.41,1549.61,316.914,437.889,656.003,1014.01,1537.82,3.79643,4.64557,3.11145,3.54149,3.68997,2.82468,3.48803,2.26701,3.31426,2.73229
2006-07-01,312.228,427.858,659.634,1016.8,1532.92,314.425,433.318,658.002,1016.05,1540.11,3.92178,4.57604,4.7899,3.97407,4.63826,3.58953,4.36983,3.47849,3.85399,3.902
2006-08-01,314.727,437.568,663.979,1000.97,1518.63,313.288,432.921,659.066,1009.39,1533.72,2.65084,3.84836,4.16979,2.84875,5.11173,3.45128,4.35282,4.02222,3.45568,4.4718
2006-09-01,322.311,447.81,682.486,1031.95,1546.86,316.422,437.745,668.7,1016.57,1532.8,2.92291,3.76803,3.2031,1.96669,0.339764,3.15839,4.0568,4.04069,2.91888,3.30326
2006-10-01,321.581,446.564,673.035,1039.77,1560.56,319.539,443.981,673.166,1024.23,1542.02,3.71055,3.41451,3.08105,2.56574,1.222,3.09585,3.67555,3.47799,2.45543,2.16273
2006-11-01,320.669,445.994,683.414,1038.53,1559.47,321.52,446.79,679.645,1036.75,1555.63,0.681714,3.4413,4.20222,2.20643,1.84988,2.42426,3.54128,3.49526,2.24641,1.1356
2006-12-01,322.992,454.9,680.973,1040.17,1601.52,321.747,449.153,679.141,1039.49,1573.85,-0.215625,2.40098,2.06682,3.60755,5.00954,1.36294,3.07892,3.11073,2.79015,2.68739
2007-01-01,321.75,456.198,688.893,1051.1,1574.95,321.804,452.364,684.427,1043.27,1578.65,-0.638942,1.5829,2.82546,1.64903,3.14571,-0.0616688,2.46225,3.02456,2.47828,3.33302
2007-02-01,334.15,468.779,695.173,1063.25,1632.41,326.297,459.959,688.346,1051.51,1602.96,4.29577,4.65819,2.88585,2.391,4.81153,1.13609,2.88087,2.59427,2.53861,4.32524
2007-03-01,324.259,458.772,696.301,1057.81,1579.33,326.72,461.25,693.456,1057.39,1595.56,2.69447,3.33066,5.30011,3.61251,3.0932,2.10446,3.18877,3.66117,2.54611,3.69031
2007-04-01,332.797,466.296,696.102,1069.29,1625.05,330.402,464.616,695.859,1063.45,1612.26,4.09889,5.59982,6.49634,5.79746,6.48685,3.70095,4.528,4.87342,3.91865,4.79512
2007-05-01,328.223,463.891,688.448,1066.49,1570.71,328.426,462.986,693.617,1064.53,1591.69,3.1694,5.72759,4.18622,4.46153,2.14093,3.32376,4.8814,5.32332,4.6199,3.90144
2007-06-01,325.702,457.223,682.099,1069.85,1636.02,328.907,462.47,688.883,1068.54,1610.59,4.08856,5.51219,4.36273,5.88249,5.57617,3.78446,5.61359,5.0121,5.37735,4.73235
2007-07-01,320.745,444.809,670.035,1059.76,1625.63,324.89,455.308,680.194,1065.37,1610.79,2.72797,3.96181,1.5767,4.22499,6.04782,3.32819,5.07461,3.37266,4.85365,4.5893
2007-08-01,329.681,460.535,694.634,1074.15,1571.12,325.376,454.189,682.256,1067.92,1610.92,4.75159,5.24886,4.61694,7.31104,3.45667,3.85859,4.91272,3.51862,5.79815,5.03376
2007-09-01,332.384,465.615,699.666,1083.75,1600.11,327.604,456.986,688.112,1072.55,1598.95,3.12534,3.97595,2.51734,5.01932,3.44215,3.53382,4.39547,2.90297,5.50666,4.31557
2007-10-01,330.885,459.649,691.937,1071.03,1643.1,330.983,461.933,695.413,1076.31,1604.78,2.89322,2.92998,2.80857,3.0063,5.28892,3.58139,4.04344,3.30471,5.08469,4.06991
2007-11-01,337.573,475.481,702.95,1085.81,1598.53,333.614,466.915,698.184,1080.2,1613.91,5.27135,6.61153,2.85851,4.5527,2.50469,3.7614,4.50443,2.72782,4.19055,3.74643
2007-12-01,339.385,471.441,698.827,1071.84,1619.27,335.947,468.857,697.905,1076.23,1620.3,5.0753,3.63613,2.62179,3.04509,1.10829,4.41345,4.38693,2.76289,3.53423,2.95128
2008-01-01,344.716,480.42,710.463,1087.74,1633.33,340.558,475.781,704.08,1081.8,1617.04,7.13791,5.30963,3.13119,3.48606,3.70659,5.82784,5.17653,2.87148,3.69344,2.43217
2008-02-01,347.93,484.097,730.678,1139.86,1726.52,344.01,478.653,713.323,1099.82,1659.71,4.12409,3.26762,5.10735,7.20472,5.76487,5.42855,4.06421,3.62846,4.59405,3.53996
2008-03-01,342.241,484.008,727.809,1119.97,1655.22,344.963,482.842,722.984,1115.86,1671.69,5.54556,5.50068,4.52502,5.87648,4.80523,5.58367,4.68119,4.25806,5.52962,4.77101
2008-04-01,346.271,484.454,725.093,1128.3,1667.96,345.481,484.186,727.86,1129.37,1683.23,4.0486,3.89412,4.1648,5.51863,2.64049,4.56376,4.2122,4.59882,6.19921,4.4018
2008-05-01,345.614,479.663,717.786,1116.09,1724.76,344.709,482.708,723.563,1121.45,1682.64,5.29871,3.39998,4.26145,4.65005,9.80728,4.9577,4.25973,4.31731,5.3471,5.7139
2008-06-01,344.792,483.45,712.054,1120.68,1739.15,345.559,482.523,718.311,1121.69,1710.62,5.86144,5.73611,4.39161,4.75174,6.30364,5.06283,4.33593,4.27186,4.97371,6.21059
2008-07-01,339.002,476.107,702.88,1108.41,1666.43,343.136,479.74,710.907,1115.06,1710.11,5.69198,7.03641,4.90195,4.59098,2.50982,5.61617,5.36616,4.51527,4.6645,6.1662
2008-08-01,342.907,484.533,715.534,1123.31,1696.12,342.234,481.363,710.156,1117.47,1700.56,4.01152,5.21086,3.00875,4.57684,7.95565,5.18096,5.98306,4.08936,4.63992,5.56455
2008-09-01,348.534,485.717,728.343,1139.86,1747.64,343.481,482.119,715.586,1123.86,1703.4,4.85862,4.31734,4.09862,5.17718,9.22007,4.84643,5.4997,3.99263,4.7837,6.53186
2008-10-01,346.18,489.111,732.582,1143.6,1753.51,345.873,486.454,725.486,1135.59,1732.42,4.62259,6.40971,5.87407,6.77618,6.71963,4.49871,5.30828,4.32459,5.50785,7.95405
2008-11-01,346.891,485.557,722.881,1134.36,1743.62,347.202,486.795,727.935,1139.27,1748.25,2.76049,2.11921,2.83537,4.47088,9.0764,4.07291,4.25779,4.26118,5.469,8.32408
2008-12-01,352.453,492.916,720.044,1105.68,1692.82,348.508,489.195,725.169,1127.88,1729.98,3.85061,4.55518,3.03611,3.15684,4.5418,3.73893,4.33775,3.90661,4.79937,6.76918
2009-01-01,353.616,491.04,736.429,1150.79,1772.78,350.987,489.838,726.451,1130.28,1736.41,2.58202,2.21049,3.65468,5.79599,8.5378,3.0624,2.95452,3.17736,4.48103,7.38144
2009-02-01,351.857,492.039,741.488,1161.83,1767.83,352.642,491.998,732.653,1139.43,1744.48,1.12849,1.64058,1.47939,1.92738,2.39238,2.50917,2.78815,2.70994,3.60216,5.10732
2009-03-01,351.782,494.72,751.843,1162.25,1736.76,352.418,492.6,743.253,1158.29,1759.12,2.78772,2.21322,3.30221,3.77535,4.92644,2.16137,2.02094,2.80359,3.80269,5.23021
2009-04-01,354.444,491.816,738.162,1149.28,1743.15,352.694,492.859,743.831,1157.79,1749.25,2.36045,1.51969,1.80238,1.85948,4.50837,2.08798,1.79107,2.19421,2.51563,3.92194
2009-05-01,354.201,495.786,734.902,1135.54,1725.31,353.476,494.107,741.636,1149.02,1735.07,2.48444,3.36128,2.38454,1.7431,0.0320042,2.54329,2.36148,2.49776,2.45865,3.11599
2009-06-01,352.854,488.982,734.192,1141.7,1755.13,353.833,492.195,735.752,1142.17,1741.2,2.33812,1.14432,3.10902,1.87581,0.918895,2.39436,2.00455,2.42804,1.82632,1.78747
2009-07-01,340.274,480.281,731.972,1139.86,1762.54,349.11,488.35,733.689,1139.04,1747.66,0.37534,0.876725,4.13905,2.8373,5.7672,1.74087,1.79467,3.20465,2.15012,2.19556
2009-08-01,345.83,483.634,718.782,1125.74,1748.11,346.32,484.299,728.316,1135.77,1755.26,0.852622,-0.185519,0.453993,0.216031,3.06539,1.1939,0.609897,2.55713,1.63756,3.21618
2009-09-01,342.332,484.129,738.774,1166.06,1843.31,342.812,482.681,729.843,1143.89,1784.65,-1.77922,-0.327024,1.43217,2.29904,5.47432,-0.194585,0.116627,1.99241,1.782,4.77028
2009-10-01,349.36,491.356,742.968,1139.79,1750.98,345.841,486.373,733.508,1143.86,1780.8,0.918486,0.459101,1.41778,-0.332914,-0.144533,-0.00943309,-0.0165692,1.10574,0.728704,2.79242
2009-11-01,354.883,497.859,750.095,1142.53,1758.5,348.858,491.115,743.946,1149.46,1784.26,2.30376,2.53358,3.76461,0.72064,0.853807,0.477143,0.887374,2.19942,0.894524,2.05965
2009-12-01,363.756,505.029,750.077,1153.41,1728.01,356,498.082,747.713,1145.25,1745.83,3.20692,2.45743,4.17094,4.31656,2.07917,2.14955,1.81663,3.10882,1.53961,0.916183
2010-01-01,362.604,499.301,764.213,1172.34,1881.37,360.414,500.73,754.795,1156.1,1789.3,2.54152,1.68228,3.77287,1.87324,6.12534,2.68592,2.22357,3.90165,2.28437,3.046
2010-02-01,353.287,494.297,743.835,1157.45,1771.58,359.882,499.542,752.708,1161.07,1793.65,0.406459,0.458795,0.316515,-0.376847,0.212139,2.0531,1.53328,2.73726,1.89878,2.81911
2010-03-01,358.369,503.967,758.767,1159.94,1752.41,358.087,499.188,755.605,1163.24,1801.79,1.87239,1.86911,0.92094,-0.199222,0.901021,1.60833,1.33746,1.66186,0.427736,2.42522
2010-04-01,366.841,503.791,753.854,1149.37,1754.26,359.499,500.685,752.152,1155.58,1759.41,3.49758,2.43477,2.12587,0.00777527,0.636882,1.92932,1.58794,1.11868,-0.190145,0.581215
2010-05-01,352.27,491.581,742.367,1161.52,1752.73,359.16,499.78,751.663,1156.94,1753.13,-0.54497,-0.848013,1.01577,2.28792,1.58932,1.60816,1.14801,1.35203,0.689114,1.04071
2010-06-01,346.24,482.464,724.503,1144.74,1748.15,355.117,492.612,740.241,1151.87,1751.71,-1.87454,-1.33308,-1.31974,0.265555,-0.39738,0.362912,0.0847735,0.610162,0.849302,0.603951
2010-07-01,342.408,475.655,725.238,1139,1766.18,346.973,483.233,730.703,1148.42,1755.69,0.627155,-0.963328,-0.919962,-0.0756688,0.206711,-0.612092,-1.04771,-0.407001,0.823786,0.459462
2010-08-01,349.081,483.986,728.219,1127.16,1746.98,345.91,480.702,725.987,1136.97,1753.77,0.940038,0.072863,1.3128,0.126595,-0.0647607,-0.118329,-0.742848,-0.319784,0.105493,-0.0847597
2010-09-01,359.382,494.567,747.983,1184.34,1835.15,350.29,484.736,733.813,1150.17,1782.77,4.98033,2.15606,1.24657,1.56735,-0.442659,2.18139,0.425665,0.544028,0.548972,-0.105498
2010-10-01,353.483,492.191,748.733,1144.79,1794.02,353.982,490.248,741.645,1152.1,1792.05,1.18035,0.169879,0.775939,0.438004,2.45821,2.35406,0.796728,1.1093,0.7196,0.631757
2010-11-01,353.292,496.199,749.597,1168.91,1862.28,355.386,494.319,748.771,1166.01,1830.48,-0.448315,-0.333527,-0.0662781,2.30857,5.90152,1.87105,0.652416,0.648666,1.43965,2.59046
2010-12-01,354.825,491.383,748.636,1165.35,1788.44,353.867,493.258,748.989,1159.68,1814.91,-2.45524,-2.7021,-0.192111,1.03567,3.49676,-0.599103,-0.968527,0.170603,1.26069,3.95696
2011-01-01,358.302,502.109,761.029,1178.27,1864.99,355.473,496.564,753.087,1170.84,1838.57,-1.18621,0.562501,-0.4166,0.505319,-0.870669,-1.37095,-0.832006,-0.226191,1.27572,2.75383
2011-02-01,368.881,510.054,763.758,1180.41,1768.85,360.669,501.182,757.808,1174.68,1807.43,4.41392,3.18777,2.67841,1.98329,-0.153722,0.218726,0.328249,0.677477,1.17206,0.767906
2011-03-01,351.877,496.831,755.51,1182,1766.86,359.687,502.998,760.099,1180.22,1800.23,-1.8115,-1.41596,-0.429202,1.90221,0.824451,0.446886,0.763216,0.594782,1.45983,-0.0861382
2011-04-01,361.91,502.38,752.75,1152.19,1768.26,360.889,503.088,757.339,1171.53,1767.99,-1.3441,-0.280005,-0.146533,0.246123,0.798197,0.386764,0.480038,0.689651,1.38022,0.487413
2011-05-01,365.403,502.896,758.333,1166.11,1792.96,359.73,500.702,755.531,1166.77,1776.03,3.72814,2.30164,2.15077,0.395395,2.29551,0.158754,0.184602,0.51465,0.849535,1.30593
2011-06-01,358.865,491.56,743.979,1161.69,1800.73,362.06,498.946,751.687,1160,1787.32,3.64634,1.88538,2.68822,1.48067,3.0079,1.95499,1.28567,1.54626,0.705262,2.03266
2011-07-01,353.308,491.019,742.947,1156.76,1773.98,359.192,495.158,748.42,1161.52,1789.23,3.18329,3.23012,2.44172,1.55967,0.441731,3.5217,2.46775,2.42466,1.1409,1.91034
2011-08-01,352.957,485.443,722.388,1158.41,1770.05,355.043,489.341,736.438,1158.95,1781.59,1.11035,0.300932,-0.800727,2.77262,1.3205,2.64047,1.79716,1.43958,1.93399,1.58617
2011-09-01,364.335,507.703,773.261,1213.11,1857.8,356.867,494.722,746.198,1176.1,1800.61,1.37821,2.65606,3.37945,2.42945,1.23449,1.87739,2.06,1.68776,2.25444,1.00079
2011-10-01,351.964,495.44,756.157,1181.08,1774.41,356.419,496.195,750.602,1184.2,1800.75,-0.42971,0.660178,0.991422,3.17043,-1.09273,0.68837,1.21311,1.20767,2.78679,0.485845
2011-11-01,356.206,499.242,760.175,1196.73,1857.25,357.502,500.795,763.198,1196.98,1829.82,0.824947,0.613252,1.41108,2.37996,-0.270066,0.595461,1.3101,1.92663,2.65541,-0.0360271
2011-12-01,361.629,505.846,764.528,1190.51,1868.78,356.6,500.176,760.287,1189.44,1833.48,1.9176,2.94343,2.12291,2.15917,4.49242,0.772384,1.40264,1.50841,2.56611,1.02321
2012-01-01,363.452,505.045,769.969,1227.22,1886.85,360.429,503.378,764.891,1204.82,1870.96,1.43719,0.584783,1.17476,4.15477,1.17224,1.3942,1.37228,1.56735,2.90206,1.76182
2012-02-01,358.694,507.281,768.367,1179.95,1795.84,361.258,506.057,767.622,1199.23,1850.49,-2.76167,-0.543714,0.603457,-0.0387507,1.52547,0.163246,0.972803,1.29506,2.09019,2.38257
2012-03-01,358.182,506.38,768.3,1217.34,1849.71,360.109,506.235,768.879,1208.17,1844.13,1.79191,1.92207,1.69287,2.98959,4.68949,0.117466,0.643637,1.15507,2.36774,2.43861
2012-04-01,365.502,506.674,774.096,1207.97,1852.33,360.793,506.778,770.254,1201.75,1832.62,0.992395,0.854717,2.8358,4.84049,4.75423,-0.0268192,0.733478,1.70532,2.57928,3.65588
