date,JRXWTFB_N.B,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.NZ,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.HK,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,V0.JRXWTFB_N.B,V0.JRXWTFN_N.B
2014-08-11,94.4767,0.9263,1.3385,0.8464,1.6787,2.274,1.0933,6.1528,5.5702,7.7514,61.17,102.14,1029.8,3.1965,13.192,6.1782,6.8685,10.633,1.2499,0.9063,30.02,102.8286,77.2732
2014-08-12,94.5211,0.927,1.3357,0.8435,1.6806,2.2739,1.0944,6.1575,5.5816,7.7511,61.09,102.22,1026.9,3.1945,13.17,6.1733,6.8793,10.6355,1.251,0.9082,30.02,102.8821,77.3689
2014-08-13,94.4681,0.9302,1.3367,0.8459,1.6696,2.2762,1.0929,6.1531,5.5775,7.7508,61.22,102.48,1029.35,3.192,13.106,6.1571,6.8785,10.582,1.2495,0.9079,30.0,102.8112,77.3755
2014-08-14,94.3508,0.9322,1.3376,0.8493,1.6694,2.2709,1.091,6.1575,5.573,7.7503,60.77,102.44,1026.9,3.1945,13.071,6.1485,6.8533,10.54,1.245,0.9056,29.96,102.6968,77.2942
2014-08-15,94.2941,0.9306,1.3392,0.8488,1.6686,2.2736,1.091,6.147,5.567,7.75,60.77,102.19,1020.95,3.153,13.1015,6.1469,6.8341,10.6,1.2455,0.9026,29.95,102.621,77.2219
2014-08-18,94.2519,0.933,1.3358,0.8477,1.672,2.2595,1.0888,6.1425,5.581,7.7506,60.77,102.54,1017.35,3.155,13.0495,6.153,6.8559,10.6135,1.2444,0.9066,29.98,102.5741,77.2932
2014-08-19,94.4356,0.9311,1.332,0.8443,1.662,2.2555,1.0929,6.1425,5.5974,7.7503,60.67,102.86,1017.35,3.155,13.057,6.1601,6.8702,10.641,1.2471,0.9089,29.99,102.7503,77.5529
2014-08-20,94.5937,0.9306,1.3284,0.8402,1.6633,2.2537,1.0944,6.1395,5.6127,7.7506,60.58,103.36,1022.6,3.166,13.0825,6.1742,6.9013,10.702,1.2497,0.9116,29.98,102.919,77.7343
2014-08-21,94.673,0.9302,1.3284,0.8402,1.6589,2.2555,1.0949,6.151,5.6114,7.75,60.56,103.78,1023.4,3.169,13.0935,6.149,6.8898,10.694,1.2493,0.9112,29.99,103.0052,77.8051
2014-08-22,94.8012,0.9309,1.3237,0.8393,1.6574,2.2784,1.0949,6.151,5.6321,7.75,60.47,103.97,1017.8,3.16,13.1375,6.1638,6.9178,10.6985,1.2491,0.9142,29.97,103.1269,77.9544
2014-08-25,94.9159,0.9296,1.3206,0.8351,1.6585,2.2823,1.098,6.154,5.6452,7.7501,60.56,103.96,1019.65,3.161,13.1305,6.1695,6.9233,10.702,1.2502,0.9144,29.96,103.2458,78.0904
2014-08-26,94.8617,0.932,1.3189,0.8337,1.657,2.2725,1.095,6.1522,5.6517,7.7505,60.43,104.12,1016.25,3.1585,13.105,6.1713,6.9416,10.685,1.2497,0.9167,29.96,103.1897,78.0966
2014-08-27,94.6863,0.9335,1.3192,0.8369,1.6573,2.2594,1.089,6.143,5.6501,7.7501,60.45,103.98,1013.95,3.1465,13.085,6.1821,6.9462,10.6195,1.247,0.9148,29.87,103.0064,77.9372
2014-08-28,94.6947,0.9352,1.3178,0.8376,1.6579,2.2521,1.0857,6.1423,5.6543,7.75,60.51,103.78,1014.85,3.1475,13.1175,6.181,6.9688,10.6455,1.2488,0.915,29.89,103.0349,77.8764
2014-08-29,94.7251,0.9344,1.315,0.8367,1.6585,2.2381,1.0858,6.143,5.6647,7.7501,61.51,104.0,1013.85,3.15,13.069,6.1844,6.9753,10.6475,1.2485,0.9174,29.88,103.0684,77.9776
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,95.063,0.9276,1.3124,0.8309,1.6502,2.2513,1.0923,6.148,5.6741,7.7502,60.69,105.1,1018.2,3.1785,13.131,6.2002,7.0127,10.742,1.2538,0.9196,29.94,103.4227,78.3587
2014-09-03,94.8709,0.9341,1.3136,0.8315,1.6451,2.2308,1.0872,6.1408,5.669,7.7502,60.41,104.88,1019.55,3.1775,13.0915,6.2274,7.0185,10.6805,1.2522,0.9186,29.89,103.2116,78.1998
2014-09-04,95.2641,0.9361,1.2926,0.831,1.6349,2.2399,1.0862,6.1383,5.7591,7.7502,60.38,105.22,1018.7,3.177,13.1115,6.2681,7.0707,10.7055,1.2555,0.9327,29.91,103.6003,78.8074
2014-09-05,95.2203,0.9376,1.2956,0.8327,1.6312,2.244,1.089,6.14,5.746,7.75,60.26,104.94,1024.25,3.183,13.068,6.2826,7.0869,10.6915,1.2533,0.9306,29.9,103.5531,78.7697
2014-09-08,95.4167,0.93,1.2948,0.8285,1.6141,2.2498,1.0933,6.14,5.7492,7.7504,60.29,105.65,1024.0,3.173,13.0755,6.3123,7.0877,10.778,1.2564,0.9317,29.93,103.7259,79.0468
2014-09-09,95.8811,0.9207,1.2909,0.8245,1.6088,2.2825,1.101,6.1362,5.7661,7.7502,60.6,106.32,1034.05,3.1885,13.204,6.3503,7.1136,10.9245,1.2627,0.9348,29.97,104.1884,79.437
2014-09-10,95.8641,0.9153,1.2908,0.8245,1.6134,2.2956,1.0954,6.1284,5.766,7.7503,60.95,106.76,1034.2,3.2,13.209,6.3509,7.0987,10.9265,1.2626,0.9382,30.0,104.1792,79.3746
2014-09-11,95.9184,0.9115,1.2936,0.8187,1.6225,2.2882,1.1032,6.1295,5.7535,7.7505,60.93,106.87,1035.9,3.192,13.212,6.3753,7.1179,10.9545,1.263,0.9349,30.02,104.2405,79.4497
2014-09-12,96.0748,0.9047,1.2955,0.8156,1.6243,2.3301,1.1075,6.1344,5.7446,7.7505,60.95,107.24,1034.9,3.196,13.2485,6.3617,7.1326,10.993,1.2631,0.9337,30.04,104.4033,79.5433
2014-09-15,96.1195,0.9027,1.2951,0.8166,1.6243,2.3451,1.105,6.1415,5.7472,7.7507,61.03,107.18,1037.8,3.225,13.2315,6.3936,7.1106,10.985,1.2636,0.9344,30.14,104.4826,79.4974
2014-09-16,95.8483,0.9096,1.2976,0.8207,1.629,2.3227,1.0985,6.1459,5.7383,7.751,61.06,106.91,1035.95,3.225,13.154,6.3941,7.1087,10.872,1.2593,0.9314,30.13,104.2234,79.2236
2014-09-17,95.9106,0.9028,1.2958,0.8151,1.6329,2.3458,1.0951,6.1385,5.7445,7.7511,60.9,107.58,1034.55,3.216,13.1805,6.399,7.1238,10.967,1.2644,0.9346,30.16,104.2869,79.2843
2014-09-18,96.1284,0.8984,1.2913,0.8144,1.6372,2.3602,1.0946,6.14,5.7638,7.7511,60.78,108.69,1043.3,3.23,13.2355,6.3247,7.1,11.054,1.2678,0.9344,30.23,104.5271,79.4921
2014-09-19,96.3417,0.8935,1.2835,0.8119,1.6314,2.3747,1.0968,6.1403,5.7991,7.7512,60.8,108.96,1043.55,3.2305,13.239,6.3519,7.146,11.08,1.2662,0.9404,30.21,104.7282,79.8223
2014-09-22,96.4625,0.8876,1.2829,0.8125,1.634,2.3862,1.1007,6.14,5.8019,7.7513,60.93,108.88,1040.75,3.242,13.2595,6.3527,7.1575,11.1635,1.2693,0.941,30.27,104.853,79.9205
2014-09-23,96.5112,0.8853,1.2858,0.8066,1.637,2.41,1.1059,6.1368,5.7888,7.7511,61.04,108.82,1039.9,3.2435,13.2925,6.349,7.1433,11.135,1.2684,0.9386,30.22,104.8877,79.9367
2014-09-24,96.6574,0.887,1.2788,0.8067,1.6344,2.4022,1.1088,6.1346,5.8207,7.7519,60.93,108.92,1039.77,3.24,13.299,6.3855,7.1759,11.1495,1.2672,0.9446,30.22,105.0177,80.2143
2014-09-25,96.8988,0.8796,1.2748,0.7932,1.6313,2.4179,1.1105,6.1355,5.8384,7.7538,61.33,108.7,1042.6,3.2515,13.38,6.3998,7.2146,11.183,1.2687,0.9467,30.32,105.2662,80.3703
2014-09-26,97.208,0.8761,1.2686,0.7876,1.6254,2.4243,1.1162,6.1266,5.8669,7.7581,61.14,109.32,1044.1,3.257,13.4445,6.449,7.26,11.25,1.2737,0.9513,30.34,105.5741,80.7703
2014-09-29,97.3523,0.8738,1.2703,0.7788,1.6262,2.4458,1.1142,6.1495,5.8588,7.765,61.53,109.34,1053.15,3.277,13.4823,6.4371,7.2391,11.2655,1.2734,0.9498,30.47,105.7702,80.6812
2014-09-30,97.5261,0.8737,1.2628,0.7788,1.622,2.4484,1.1207,6.138,5.8947,7.7648,61.92,109.66,1054.55,3.279,13.427,6.4371,7.2151,11.3055,1.2754,0.9554,30.44,105.9187,81.0756
2014-10-01,97.5387,0.8734,1.2618,0.7811,1.6216,2.4746,1.1171,6.138,5.8993,7.7645,61.71,109.3,1062.7,3.271,13.461,6.4462,7.2224,11.25,1.2728,0.9566,30.43,105.938,80.9928
2014-10-02,97.3062,0.8793,1.267,0.7881,1.614,2.4881,1.115,6.138,5.8741,7.7622,61.61,108.1,1061.1,3.25,13.41,6.4496,7.1889,11.215,1.2713,0.9532,30.43,105.6909,80.6819
2014-10-03,97.9846,0.8675,1.2517,0.7772,1.5962,2.487,1.1254,6.1385,5.9469,7.7563,61.81,109.7,1061.1,3.256,13.4725,6.5257,7.271,11.3425,1.2812,0.967,30.49,106.3541,81.6336
2014-10-06,97.5513,0.8747,1.2592,0.7806,1.6029,2.4086,1.1174,6.1385,5.9118,7.755,61.68,109.08,1068.75,3.256,13.397,6.4908,7.2206,11.245,1.2771,0.9626,30.42,105.9432,81.1335
2014-10-07,97.4459,0.8808,1.2626,0.7834,1.6072,2.3901,1.1182,6.1385,5.8957,7.7541,61.28,108.3,1069.4,3.258,13.437,6.4795,7.2049,11.1795,1.2756,0.9606,30.38,105.8436,80.9357
2014-10-08,97.4945,0.8751,1.2683,0.78,1.6068,2.4274,1.1181,6.1385,5.8687,7.7568,61.38,108.41,1074.4,3.2715,13.4855,6.4774,7.2206,11.173,1.2783,0.9564,30.43,105.9041,80.8064
2014-10-09,97.1711,0.8778,1.2683,0.7864,1.6123,2.3922,1.115,6.1299,5.8677,7.756,60.92,108.0,1062.6,3.239,13.394,6.4713,7.2147,11.085,1.2712,0.9545,30.37,105.5605,80.6583
2014-10-10,97.4144,0.8719,1.2636,0.7834,1.6049,2.4096,1.1173,6.1308,5.8901,7.7595,61.27,107.83,1073.1,3.256,13.427,6.5162,7.2213,11.0875,1.273,0.9568,30.38,105.8078,80.8601
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,97.3943,0.8727,1.266,0.7855,1.593,2.3943,1.1235,6.125,5.8801,7.7564,61.38,107.15,1064.62,3.265,13.4015,6.5638,7.2428,11.0405,1.275,0.9536,30.45,105.7662,80.8926
2014-10-15,97.3532,0.8794,1.2778,0.7937,1.5959,2.4393,1.1291,6.1249,5.8262,7.757,61.42,106.06,1058.9,3.277,13.5615,6.5722,7.1984,11.064,1.2726,0.9444,30.35,105.7127,80.5238
2014-10-16,97.2869,0.8766,1.2812,0.7963,1.6065,2.4742,1.1265,6.123,5.8119,7.7575,61.8,105.98,1060.16,3.28,13.5605,6.5706,7.1632,11.0975,1.273,0.9425,30.38,105.6599,80.3286
2014-10-17,97.3067,0.8761,1.2755,0.7935,1.6086,2.4328,1.1247,6.1238,5.838,7.7588,61.46,106.72,1063.62,3.274,13.5155,6.5445,7.1883,11.091,1.2752,0.9468,30.38,105.6812,80.5278
2014-10-20,97.2874,0.8786,1.2783,0.7967,1.6137,2.4555,1.1276,6.1233,5.8251,7.7577,61.2,106.87,1057.58,3.271,13.5365,6.5674,7.1869,11.018,1.2708,0.9438,30.36,105.658,80.4982
2014-10-21,97.2488,0.8797,1.2724,0.7968,1.6134,2.4687,1.1219,6.1205,5.8513,7.7565,61.14,106.7,1054.69,3.261,13.506,6.5677,7.2319,10.9925,1.271,0.9482,30.38,105.6143,80.5279
2014-10-22,97.459,0.8793,1.2658,0.7944,1.607,2.4711,1.1218,6.118,5.882,7.7567,61.18,107.32,1052.47,3.261,13.543,6.6044,7.2655,10.9835,1.2719,0.953,30.39,105.8265,80.8094
2014-10-23,97.6047,0.8773,1.2658,0.7841,1.6037,2.5029,1.1236,6.119,5.8819,7.7575,61.16,108.16,1057.87,3.2715,13.524,6.5676,7.2552,10.965,1.2747,0.9535,30.42,105.9812,80.9594
2014-10-24,97.4772,0.8812,1.2675,0.7863,1.6098,2.4657,1.1211,6.1168,5.8737,7.7565,61.16,108.06,1055.58,3.277,13.529,6.5952,7.2565,10.929,1.2753,0.9514,30.39,105.8641,80.8109
2014-10-27,97.5423,0.8799,1.2712,0.7887,1.6133,2.5429,1.1247,6.116,5.8553,7.7572,61.28,107.71,1050.99,3.2745,13.5727,6.6069,7.2906,10.942,1.2746,0.9484,30.38,105.9288,80.7399
2014-10-28,97.2173,0.8848,1.2747,0.7929,1.6157,2.4705,1.1176,6.113,5.84,7.7573,61.17,108.0,1047.0,3.2725,13.488,6.6103,7.328,10.8555,1.2723,0.9463,30.36,105.6156,80.5117
2014-10-29,97.0145,0.8904,1.2762,0.7965,1.6149,2.4349,1.1135,6.1107,5.8334,7.7548,61.2,108.1,1043.89,3.271,13.415,6.6419,7.299,10.8325,1.2705,0.9452,30.31,105.4152,80.3787
2014-10-30,97.456,0.8825,1.2622,0.784,1.6023,2.4058,1.1191,6.114,5.8973,7.7553,61.42,108.94,1053.8,3.2875,13.43,6.7022,7.3358,10.871,1.2767,0.9552,30.39,105.8359,81.0528
2014-10-31,98.1163,0.8791,1.253,0.778,1.5999,2.4535,1.1272,6.1124,5.9397,7.7551,61.44,112.09,1073.07,3.2895,13.4825,6.7491,7.3971,11.047,1.2854,0.9623,30.45,106.5307,81.8583
2014-11-03,98.5336,0.8701,1.2487,0.7732,1.5986,2.4964,1.1319,6.1178,5.9605,7.7545,61.38,113.92,1077.63,3.316,13.5405,6.7854,7.407,11.0755,1.2909,0.9655,30.48,106.969,82.3088
2014-11-04,98.5576,0.8729,1.2554,0.7777,1.5991,2.5178,1.1396,6.115,5.9283,7.7522,61.38,113.44,1076.99,3.328,13.593,6.8575,7.3907,11.046,1.289,0.9596,30.51,106.9872,82.2142
2014-11-05,98.8086,0.8592,1.2488,0.7728,1.5984,2.507,1.1377,6.1135,5.9574,7.7519,61.49,114.62,1089.38,3.341,13.5935,6.8267,7.373,11.14,1.2933,0.964,30.59,107.2755,82.5232
2014-11-06,99.1325,0.858,1.2414,0.7715,1.5862,2.5541,1.1423,6.1117,5.9923,7.7522,61.45,114.87,1084.0,3.3355,13.6205,6.8531,7.4163,11.2455,1.2945,0.9702,30.56,107.6017,82.9246
2014-11-07,99.0236,0.862,1.2422,0.7736,1.5844,2.5705,1.136,6.1225,5.9876,7.7523,61.5,114.73,1086.5,3.345,13.5625,6.8346,7.4289,11.2695,1.292,0.9684,30.58,107.5143,82.7461
2014-11-10,98.9305,0.8625,1.2425,0.7763,1.5857,2.5402,1.1344,6.119,5.9861,7.7542,61.52,114.78,1089.28,3.3295,13.5475,6.8086,7.4303,11.252,1.2917,0.9678,30.55,107.4035,82.7006
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,98.8897,0.8735,1.2456,0.7898,1.5815,2.5496,1.1284,6.1257,5.9745,7.7546,61.4,115.42,1093.62,3.3335,13.56,6.7766,7.4148,11.174,1.2892,0.965,30.58,107.3853,82.5341
2014-11-13,99.1045,0.873,1.2476,0.7901,1.5717,2.5922,1.1349,6.1243,5.9655,7.7546,61.55,115.63,1093.61,3.336,13.612,6.7808,7.4209,11.2125,1.2909,0.9634,30.61,107.5954,82.6806
2014-11-14,99.0917,0.8737,1.2494,0.791,1.5657,2.603,1.1294,6.129,5.9572,7.754,61.7,116.52,1102.23,3.346,13.536,6.7583,7.41,11.107,1.2979,0.9616,30.76,107.6151,82.6243
2014-11-17,99.2188,0.8718,1.2447,0.7935,1.5645,2.6016,1.1308,6.1242,5.9795,7.7548,61.82,116.44,1098.12,3.346,13.587,6.7882,7.4302,11.115,1.298,0.9653,30.7,107.7255,82.7956
2014-11-18,99.0185,0.8726,1.2534,0.7941,1.5648,2.5954,1.1305,6.1208,5.9393,7.7547,61.72,116.76,1096.64,3.3515,13.545,6.7228,7.3605,11.0245,1.2962,0.9583,30.73,107.5125,82.5553
2014-11-19,99.2424,0.8623,1.2548,0.7859,1.567,2.5744,1.1349,6.119,5.9317,7.755,61.98,117.7,1112.04,3.359,13.607,6.7877,7.3855,11.0665,1.3057,0.9572,30.9,107.7519,82.7301
2014-11-20,99.2554,0.861,1.2526,0.7852,1.5683,2.5718,1.1311,6.123,5.941,7.7557,61.92,118.14,1111.96,3.365,13.617,6.7641,7.4098,10.9625,1.3008,0.9596,30.89,107.7698,82.7627
2014-11-21,99.2894,0.8674,1.2394,0.7886,1.5672,2.5247,1.1237,6.1244,6.0033,7.7572,61.76,117.74,1111.05,3.3525,13.6255,6.7966,7.4754,10.936,1.2981,0.9696,30.89,107.8031,82.9417
2014-11-24,99.4227,0.8615,1.2427,0.7856,1.5701,2.5478,1.1279,6.1412,5.9868,7.7562,61.85,118.39,1114.66,3.351,13.6415,6.7808,7.4437,11.033,1.3035,0.9676,30.97,107.9431,83.0047
2014-11-25,99.2837,0.852,1.2472,0.7806,1.5714,2.53,1.126,6.1355,5.9648,7.7546,61.89,117.99,1108.68,3.3515,13.641,6.8133,7.4349,10.9375,1.3016,0.9645,30.93,107.8136,82.8118
2014-11-26,99.1893,0.8534,1.2503,0.7881,1.5787,2.5006,1.1236,6.1386,5.9503,7.7534,61.78,117.6,1103.26,3.35,13.7155,6.8208,7.3927,10.9645,1.2982,0.9614,30.88,107.7466,82.5859
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,100.0719,0.8524,1.2438,0.784,1.5638,2.572,1.1426,6.1429,5.9817,7.7548,62.2,118.7,1112.06,3.381,13.921,7.0062,7.4544,11.0595,1.3036,0.9658,30.99,108.6566,83.3705
2014-12-01,99.8964,0.8521,1.249,0.7899,1.5743,2.562,1.1343,6.1515,5.9568,7.754,61.94,118.14,1108.36,3.432,13.9355,6.9254,7.4119,10.994,1.305,0.9631,31.03,108.554,82.9377
2014-12-02,100.4478,0.8457,1.239,0.78,1.5651,2.5737,1.1397,6.149,6.0053,7.7545,61.8,119.1,1115.35,3.421,14.0695,7.0099,7.5123,11.121,1.3095,0.972,31.1,109.1314,83.5228
2014-12-03,100.5696,0.8417,1.2304,0.7778,1.57,2.5549,1.1359,6.1499,6.0465,7.7523,61.85,119.82,1114.57,3.44,14.092,7.0423,7.5289,11.2375,1.3111,0.9779,31.11,109.2572,83.7594
2014-12-04,100.3931,0.8405,1.2432,0.7811,1.5707,2.5781,1.1374,6.1541,5.9847,7.7515,61.78,119.67,1110.89,3.445,14.102,7.0372,7.4688,11.178,1.3108,0.9674,31.09,109.1007,83.3877
2014-12-05,101.0989,0.833,1.2304,0.7718,1.56,2.601,1.1423,6.1497,6.0459,7.751,61.9,121.38,1117.74,3.4695,14.326,7.1291,7.5455,11.3435,1.3219,0.9772,31.22,109.7828,84.1257
2014-12-08,101.31,0.8296,1.2292,0.7662,1.5625,2.6142,1.1473,6.1725,6.0528,7.751,61.82,120.89,1112.52,3.494,14.427,7.1628,7.5591,11.556,1.3193,0.9778,31.12,110.0316,84.219
2014-12-09,100.8095,0.8341,1.2415,0.7726,1.5694,2.5941,1.1422,6.1855,5.9931,7.7534,61.87,118.87,1102.31,3.482,14.3655,7.0938,7.518,11.421,1.3145,0.968,31.12,109.5507,83.4866
2014-12-10,101.0212,0.8305,1.2425,0.7715,1.5689,2.6106,1.1479,6.1763,5.9875,7.751,62.1,118.5,1103.75,3.478,14.5175,7.1836,7.522,11.53,1.3106,0.968,31.2,109.7534,83.5567
2014-12-11,101.4448,0.8265,1.2397,0.7801,1.5712,2.6445,1.1534,6.1881,5.9981,7.7509,62.46,119.4,1101.83,3.487,14.705,7.2818,7.5541,11.63,1.3147,0.9688,31.21,110.204,83.8522
2014-12-12,101.3735,0.8268,1.2484,0.7789,1.5728,2.672,1.1538,6.1864,5.9577,7.7519,62.52,118.22,1103.01,3.494,14.785,7.3418,7.5325,11.6625,1.3123,0.962,31.32,110.1715,83.4711
2014-12-15,101.674,0.8232,1.247,0.7754,1.5663,2.6917,1.1629,6.19,5.966,7.7524,63.16,117.75,1098.24,3.495,14.794,7.427,7.6343,11.7455,1.3122,0.9632,31.27,110.5371,83.7107
2014-12-16,101.526,0.822,1.2504,0.779,1.5736,2.7306,1.1624,6.189,5.9503,7.7538,63.65,117.28,1080.83,3.487,14.744,7.4611,7.6031,11.6675,1.3046,0.9604,31.25,110.4169,83.5181
2014-12-17,101.5527,0.8173,1.2406,0.773,1.5652,2.691,1.1629,6.1957,5.9965,7.7551,63.52,117.64,1094.59,3.4855,14.5655,7.3753,7.6484,11.624,1.3072,0.9679,31.32,110.373,83.91
2014-12-18,101.7531,0.8168,1.2291,0.7757,1.5662,2.6454,1.1594,6.2139,6.0523,7.7555,62.98,118.84,1101.75,3.4631,14.5585,7.3759,7.678,11.5605,1.3128,0.9794,31.43,110.6071,84.315
2014-12-19,102.0483,0.8128,1.2235,0.7745,1.5609,2.6538,1.1626,6.2196,6.0807,7.7538,63.24,119.56,1099.21,3.475,14.6635,7.3588,7.7302,11.616,1.3169,0.9832,31.5,110.8753,84.6676
2014-12-22,101.9942,0.8141,1.2252,0.774,1.5618,2.6532,1.1644,6.2213,6.0723,7.7561,63.22,119.84,1097.77,3.486,14.6405,7.4015,7.7779,11.527,1.3187,0.982,31.56,110.7703,84.6852
2014-12-23,102.348,0.8097,1.218,0.7712,1.5517,2.6996,1.1626,6.2256,6.1066,7.7572,63.4,120.68,1104.84,3.495,14.7075,7.427,7.7889,11.6355,1.3219,0.9872,31.75,111.1174,85.0083
2014-12-24,102.3028,0.8109,1.2188,0.7721,1.5549,2.695,1.1621,6.2148,6.1039,7.7616,63.55,120.45,1103.22,3.495,14.746,7.458,7.8081,11.654,1.3235,0.9865,31.8,111.0504,84.9349
2014-12-25,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,102.3767,0.8146,1.2179,0.7788,1.5524,2.6974,1.1631,6.2222,6.1108,7.7577,63.67,120.57,1097.34,3.496,14.7125,7.4246,7.8217,11.637,1.3226,0.9878,31.75,111.1902,85.0006
2014-12-30,102.1019,0.8199,1.2174,0.7847,1.5573,2.6605,1.1597,6.2015,6.1159,7.7576,63.38,119.34,1096.06,3.497,14.723,7.4227,7.7395,11.565,1.321,0.988,31.64,110.8644,84.7628
2014-12-31,102.2843,0.8173,1.2101,0.7796,1.5578,2.6563,1.1601,6.2046,6.1534,7.7531,63.04,119.85,1090.89,3.495,14.75,7.4816,7.8245,11.5425,1.3244,0.9934,31.6,111.0738,85.0652
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,102.9027,0.8118,1.2015,0.7711,1.5361,2.6967,1.1725,6.2046,6.1954,7.7563,63.27,120.2,1103.73,3.515,14.806,7.5682,7.8986,11.699,1.3303,1.0004,31.74,111.6852,85.7577
2015-01-05,103.4976,0.8095,1.1918,0.7702,1.5234,2.7284,1.1785,6.2201,6.2426,7.7557,63.34,119.64,1109.07,3.532,14.97,7.6073,7.9253,11.7155,1.3354,1.0079,32.0,112.3254,86.2016
2015-01-06,103.2938,0.8118,1.1936,0.7805,1.5174,2.7013,1.1802,6.2125,6.2345,7.7532,63.57,118.26,1098.14,3.5555,14.8785,7.6975,7.8847,11.7005,1.3319,1.0062,31.98,112.1016,86.0471
2015-01-07,103.6316,0.8049,1.182,0.7727,1.5073,2.7,1.1851,6.2127,6.2948,7.7548,63.27,119.52,1101.51,3.58,14.7875,7.7123,7.9743,11.7075,1.3412,1.016,31.99,112.4336,86.7411
2015-01-08,103.2799,0.8126,1.1811,0.7826,1.5118,2.6635,1.1812,6.2143,6.2986,7.7553,62.67,119.51,1096.19,3.565,14.6095,7.6132,8.0142,11.553,1.336,1.0169,31.99,112.0596,86.6519
2015-01-09,103.1213,0.8191,1.183,0.7832,1.5151,2.6375,1.1857,6.2085,6.288,7.753,62.34,118.66,1086.14,3.561,14.5765,7.669,8.0521,11.485,1.3337,1.0151,31.89,111.9052,86.5625
2015-01-12,103.2372,0.8165,1.1832,0.7776,1.5168,2.6673,1.1929,6.2027,6.2871,7.7528,62.09,118.32,1083.25,3.566,14.637,7.7148,8.0684,11.526,1.3341,1.015,31.88,112.0182,86.6687
2015-01-13,103.27,0.8164,1.1779,0.7732,1.5166,2.6366,1.1947,6.197,6.3147,7.7526,61.97,118.16,1080.42,3.592,14.5755,7.743,8.0718,11.51,1.334,1.0195,31.84,112.0622,86.8629
2015-01-14,103.0903,0.8163,1.1806,0.7746,1.5234,2.6145,1.1957,6.1957,6.3009,7.7544,62.09,116.78,1080.45,3.5925,14.574,7.6354,8.0543,11.4405,1.3332,1.0172,31.78,111.8773,86.6097
2015-01-15,103.083,0.8212,1.1598,0.7791,1.5161,2.6324,1.1932,6.187,6.41,7.7534,62.06,116.95,1077.94,3.562,14.592,7.6475,8.1431,11.51,1.3291,0.893,31.65,111.8911,86.705
2015-01-16,103.2191,0.8194,1.1517,0.7778,1.5132,2.6225,1.1986,6.2065,6.4521,7.7539,61.87,117.45,1076.68,3.557,14.611,7.5998,8.14,11.574,1.3264,0.8488,31.46,112.0592,86.9265
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,103.5235,0.8177,1.1559,0.7693,1.5162,2.6148,1.2085,6.2137,6.43,7.7519,61.64,118.48,1087.17,3.614,14.6465,7.6624,8.1809,11.613,1.3377,0.8751,31.66,112.3884,87.2325
2015-01-21,103.786,0.8101,1.1584,0.7578,1.5118,2.5982,1.2377,6.2112,6.4178,7.7508,61.55,117.86,1081.94,3.6125,14.725,7.6165,8.1819,11.524,1.3346,0.8596,31.47,112.6051,87.6474
2015-01-22,103.9273,0.8099,1.1414,0.7551,1.5052,2.5644,1.237,6.2085,6.5202,7.7521,61.32,117.92,1081.75,3.6,14.6015,7.6497,8.1948,11.3765,1.3357,0.8678,31.35,112.7187,88.232
2015-01-23,104.3678,0.7935,1.1279,0.7477,1.5022,2.5805,1.24,6.2279,6.5998,7.7511,61.46,117.8,1075.75,3.6,14.64,7.7603,8.2702,11.402,1.344,0.876,31.23,113.1599,88.8135
2015-01-26,104.482,0.7934,1.129,0.7425,1.5088,2.582,1.2409,6.2535,6.5998,7.7522,61.46,118.38,1079.42,3.617,14.564,7.7591,8.2669,11.443,1.3418,0.8988,31.31,113.3625,88.933
2015-01-27,104.1648,0.7939,1.137,0.7461,1.5196,2.5737,1.2402,6.243,6.5454,7.7518,61.34,117.62,1075.31,3.599,14.5775,7.7193,8.1703,11.541,1.3388,0.9042,31.06,113.0168,88.5382
2015-01-28,104.4739,0.7973,1.1342,0.7451,1.5165,2.5825,1.2452,6.2475,6.5629,7.7523,61.34,117.74,1084.84,3.6165,14.6855,7.7785,8.2331,11.525,1.3509,0.9055,31.18,113.3484,88.7602
2015-01-29,105.2765,0.7758,1.1308,0.7259,1.5043,2.6113,1.2644,6.2463,6.5803,7.7516,61.94,118.31,1098.6,3.628,14.8805,7.8265,8.2647,11.557,1.3533,0.9226,31.56,114.1467,89.5227
2015-01-30,105.5886,0.7762,1.129,0.7248,1.5026,2.6843,1.2716,6.2495,6.5907,7.7529,62.01,117.44,1104.3,3.629,15.005,7.7498,8.2732,11.651,1.3537,0.921,31.75,114.4698,89.6269
