date,LA104104005.Q,LA144104005.Q,LA153165105.Q,LA153166000.Q,LA154104005.Q,LA214104005.Q,LA314104005.Q,LA384104005.Q,FL264090005.Q,FL104104005.Q,FL104190005.Q,FL114190005.Q,FL144104005.Q,FL144190005.Q,FL154104005.Q,FL154190005.Q,FL214104005.Q,FL214190005.Q,FL314104005.Q,FL314190005.Q,FL384104005.Q,FL384122005.Q,FL384123005.Q,FL384190005.Q,FL153165005.Q,FL153166000.Q,FL104122005.Q,FL104123005.Q,FL113165505.Q,Government,NCB
2006-10-01,40.35850126357236,64.16553652678574,70.80172740456253,17.49852559481921,95.33575126286009,19.702583271840428,41.33977845459545,220.5436495160817,100.3195969104445,40.35850126357236,85.84358056805199,34.1186974520569,64.16553652678574,119.9622780201089,95.33575126286009,97.06526415357746,19.702583271840428,34.369695346577814,41.33977845459545,54.58246554735333,220.5436495160817,85.07951816153782,135.46413135454387,305.9797030676175,72.12166905515558,17.49852559481921,22.46227802010889,17.89622324346347,7.691736778075667,61.04236172643587,23.80703526321338
2007-01-01,40.77837166936639,65.114520608307,71.21194801419928,17.476744469880416,95.60971917501351,19.863754392957453,41.68283956886674,222.27084077964489,102.88669861127006,40.62518839270886,86.6046866232155,34.733674877077384,64.94304059659315,121.33836150029289,95.43346273765444,97.17678775316023,19.880988918481467,34.88958753981791,41.790727698647075,55.18292479183683,222.04821995137613,85.80072062827091,136.24749932310522,308.58766158510787,72.67345688213645,17.165390455913695,22.556912799842934,18.06827559286592,7.902930368788598,61.54659396182419,24.336148938940607
2007-04-01,41.55731789334347,66.37884716945786,71.7430507616885,17.49136687320625,96.48050191632015,20.003899436206517,41.238738954548374,224.1019874765329,107.34988177403795,41.53402265033625,87.22014636494919,35.29973652420532,66.34353977431874,122.5198828891545,96.22112969499827,97.97306389451191,19.97404264189025,33.74008008008842,40.41070589655023,54.08633973893496,222.9494180077575,84.98957997878362,137.95983802897388,308.3193666026898,73.10815894535249,17.19866613729876,23.003340766980774,18.530681883355477,8.163250285618426,61.24263839075489,24.821529276114383
2007-07-01,42.50030400057896,67.84030229913698,72.20825677244972,17.62547636770564,96.83325120225277,20.009383335769687,41.15796378180703,225.84090061896646,108.72708589199055,42.40374476530228,88.08093206062544,35.909949089258205,67.72933779644863,123.99088114988366,96.77496411213944,98.54123665718973,19.863538585964395,34.08041833226141,40.798491250791244,54.43176541358463,225.1663317453437,85.08217147665046,140.08416026869327,311.0443015529194,73.56777619954578,17.546906551217624,22.825894628558668,19.577850136743614,8.37607250751968,61.16734711757671,25.339998298558026
2007-10-01,43.05925263767224,68.92971811595986,72.20483942367065,17.733378964595314,97.08954596033533,19.989863444642896,41.279585850086356,227.28871337102441,108.2718940013692,43.05925263767224,89.37764295594349,36.54966905329221,68.92971811595986,125.9273120092357,97.08954596033533,98.86798951115246,19.989863444642896,34.823342184583986,41.279585850086356,54.74897890310728,227.28871337102441,85.7519963563854,141.536717014639,314.36762260807944,73.55239782269291,17.733378964595314,22.830185242898803,20.229067394773438,8.560272069603803,61.26944929472925,25.870465478287613
2008-01-01,43.87204520873642,70.3440469810094,72.72141138859465,17.989305164818532,98.20054862674003,20.16063875808161,42.45090856869238,231.15614973422024,106.68191249361338,43.81866078882739,91.24318721374127,37.411836830666736,70.27460167715883,128.655024044408,97.91632809842807,99.74592932748686,20.161998697450073,36.43455040200488,42.5623827987253,56.40916305387441,230.91531127176225,87.55754753430072,143.3577637374615,321.24466682777415,74.09679286858675,17.692865581280927,23.160467813702994,20.658192975124397,8.778007441316236,62.61154732677399,26.472001772272986
2008-04-01,44.19907947832396,70.97319527683223,71.90018149833634,17.9097507746187,96.8519278034719,20.0728105590177,42.566468947545765,230.46440258686758,104.28379394957561,44.24022116414154,91.55240644218527,37.7564973222588,71.00152222892146,129.30890376444407,96.53205725044516,98.38537718470188,19.990278292291766,36.593834357357245,41.82517191755707,55.80484902797386,229.34902968921546,87.1255987188226,142.22343097039285,320.0929643344771,73.2257900249709,17.62751046856115,23.5868527155228,20.653368448618735,8.96349253896604,62.63927950656346,26.77411579850826
2008-07-01,44.5459725180195,71.73797380615973,71.59076928590974,17.83601703711773,97.23100189482528,20.06897913074563,45.784257049752135,234.82221188148276,100.22725687812985,44.50953382841357,92.51340979350357,38.38671980580709,71.69170224120425,130.90012959931065,97.05645996754548,98.9449962376667,19.92017047588231,38.831534923923414,45.39181457761021,59.39678900575803,234.06014726224225,90.7927170140759,143.26743024816633,328.0734497666588,72.88217819197115,17.744903533452145,23.780476795790108,20.729057032623466,9.247607842647684,65.85323618049776,27.192001288140226
2008-10-01,45.11899439554842,73.35917086071262,72.40627512927834,18.097968067132662,97.18524700735045,20.414761316736364,50.49775095632874,241.4569301411282,95.89350070224214,45.11899439554842,97.0892598812079,39.865482483170936,73.35917086071262,136.9547423643788,97.18524700735045,99.16389476629202,20.414761316736364,42.9144051813607,50.49775095632874,64.52128388907909,241.4569301411282,96.99171198878658,144.4652181523416,343.5543262011106,73.82340983757831,18.097968067132662,24.354737805298377,20.764256590250042,9.834367785948297,70.9125122730651,28.240176465164208
2009-01-01,45.163212944000314,73.6631015857498,73.29570251395235,18.17507318669339,97.96533161960355,20.91088970044977,53.964069605628254,246.50339251143137,91.75404281728197,45.13854366137335,97.66792124289944,40.335261094559435,73.61941755269352,138.00318233745887,97.65426998256935,99.72609473752922,20.866637442344214,45.05816060562257,54.19042413287818,68.56070396708397,246.33074911048527,101.97169241395999,144.35905669652527,351.34814164769466,74.71187178736298,17.86542518270861,25.165606418781028,19.97293724259232,10.00018571257708,74.87495930607803,28.49988864174949
2009-04-01,44.9053961703987,73.29538990946259,73.41477464106701,18.019835012790278,98.15856578669595,21.277225406773105,57.38309975582071,250.1142739052471,96.48394616429353,44.98324761515631,96.64895284383067,40.33119962706961,73.35126827763622,136.98015942440554,97.78487746115842,99.92495777136263,21.169098400165325,45.205328665769756,56.760726268590545,71.25914629312807,249.0659704075505,105.35732116488457,143.70864924266593,353.36959215466595,74.7427759338627,17.723601782211208,25.649144482435304,19.334103132720998,10.03440872536964,78.66032516259381,28.389993739063872
