GeoName,LineCode,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,,,,,,
Alabama,60,9248.8,9290.9,9528.9,9438.3,9772.7,9903.5,10011.4,9899,10074.9,10062.6,10137.1,10315.2,10504.6,10839.8,11090.3,11455.5,10827.9,10883.1,10919.9,11047.2,10696,10855.3,11099.8,11179.6,10927.7,11079.6,11236.5,11209.4,11051.2,11242,11206.1,10946.6,11253.5,11092.5,11088,11083.3,10982.5,11103.7,11329.8,11234.8,11258.2,11317.2,11444.8,11586.2,11714.6,11670.4,11794.9,11931.2,12142.3,12291.7,12424.7,12758.7,12834.2,13150.5,13136.9,13117.7,13221.7,13253.9,13616.7,13576.3,14131,12935.5,13626.4,13930.7,13855.8,14581.4,14903.9,15219.6,15132,15270.6,15585.3,16034.2,16127,,,,,,
Alabama,64,1348.2,1473.6,1516.3,1499.6,1570.1,1456.5,1522.7,1523.1,1588.6,1592.4,1421.2,1536.8,1464.3,1477.8,1594.5,1460.9,1504.3,1574,1563.8,1498.8,1628.2,1697.3,1669.7,1761.7,1762.3,1722,1808,1772,1820.8,1874.3,1801.6,1941,1856.7,1763.8,1792.7,1890.6,1610.6,1776.6,1910,1849.2,1767.6,1808.7,1838.6,1839.2,2012.3,1976.3,1957,2124.6,2136.1,2346.7,2089.4,2268.5,2281.6,2161.5,2117.2,2272.4,2377.9,2381,2372.4,2320.6,2302.8,2303.8,2228.2,2379.8,2476.4,2477.2,2534.8,2717.2,2594.1,2640.4,2667.2,2757.8,2751.8,,,,,,
Alabama,65,3803.9,3933.4,4016.8,4128.3,4116.7,4024.7,4004.7,4023.7,4171.4,4258.7,4361,4404.1,4453.7,4477.4,4422,4276.8,4111.5,4062.3,4052.7,4177.2,4384.6,4616.7,4926.7,4802.1,4808.4,4766.4,4786,4713.7,4874.8,4838.4,4764,4782,4771.1,4797.4,4781.8,4833.9,4756.3,4895.1,4957.1,4998.2,4811.4,4870.1,4894.2,4887.5,4793,4819.9,4785.5,4830.7,5028,5074.1,5169.3,5208.4,5231.1,5242.2,5340,5471.7,5501,5540.6,5538.1,5505.7,5511.9,4572.7,5373.1,5492.8,5827.4,5949,6045.2,6172.1,6262,6320,6309.5,6321.1,6366.8,,,,,,
Alabama,69,993.8,996.1,978.8,1000.1,997.2,1026.8,1021.5,1020.4,1042.2,1072.4,1103.8,1064.3,1061.1,1044.8,1063.1,1111.2,1156.8,1159.1,1177.5,1209.2,1197.3,1213.5,1231.1,1213.8,1220.8,1219.9,1220.4,1195.3,1201,1214.4,1198.3,1186.6,1190.9,1174.2,1179.4,1178.1,1198,1187.2,1199.2,1205.9,1191.6,1175.8,1188.8,1201.9,1237.9,1243.1,1236,1226,1193.6,1171.1,1167.9,1135.8,1120.9,1136.9,1123.7,1157.6,1161.9,1179.8,1165.5,1132.8,1075.7,958.7,981.5,983.5,1018.7,1026.3,1050.2,1044.3,1089.2,1075,1094.8,1102.3,1111.8,,,,,,
Alabama,70,11547.1,11607.7,11788.8,11988.1,12172.5,12322.1,12421.6,12305.3,12098.8,12135.1,12155.9,12336.7,12464.3,12654.6,12878,13047.1,12940.7,12999.4,12928,12925,13007.6,12938.2,13102.6,13110.3,13232.1,13295,13388.1,13380.1,13514.4,13382.7,13275.1,13498.6,13557.3,13671.9,13579.4,13746.5,13602.1,13767.8,13868.7,14002,14358.6,14243.7,14451,14305.1,14586.4,14674.2,14661.7,14625.1,14850.1,14801.8,14835.4,14840.8,15334.8,15354.8,15283.9,15312.5,15961.3,15974.9,16116,16213.3,16391.4,13671.4,16773.1,16710.5,16459.5,16394.8,16372.9,16881.8,16760.5,16891,17112.8,17213.5,17557.3,,,,,,
Alabama,76,640.5,619.1,616.9,623.8,632.6,639.5,627.9,633.6,632.9,644.1,647.1,646.7,631.6,629.9,643,661.8,638.8,632.7,649,643.1,662.5,662,629.1,625.9,647.6,660.8,644,626.2,684.8,681,672.7,653.8,668.3,652.2,651.5,678.8,672.3,679.7,690.7,681.1,695.1,627.5,649,650.7,661.6,666.6,689.7,716.6,657.7,691.4,706.3,735,698.6,728.7,709.4,715.3,741.7,710.4,709.9,717.5,629.4,354.6,486.6,511.7,602.7,621.5,689.5,701.6,652.5,677,708.6,743,734.3,,,,,,
Alabama,79,4480.2,4479.7,4491.7,4599.2,4682.9,4648,4700,4667,4640.6,4656.5,4595,4632.6,4460.7,4487.6,4455.9,4355.3,4294,4220.9,4220.1,4174.1,4342.7,4371.3,4384.9,4384,4582.6,4582.7,4592.7,4536,4753.2,4698.4,4669.5,4726.3,4784.4,4740.8,4726.7,4738.6,4807.3,4864.8,4941,4939.6,4982.7,5018.2,5085.5,5074.1,5139.6,5065.6,5066.8,5149.4,5190.8,5159.2,5175.9,5131.7,5031,5078.5,5102,5264.7,5150.2,5144.5,5244.2,5261.7,4832.5,3666.1,4879.3,4561.8,5070.4,5452.4,5463.3,5297.1,5261.9,5276.7,5262.8,5191.2,5238.2,,,,,,
Alabama,82,5466.4,5451.2,5500.7,5469.7,5543,5526.2,5499,5467.6,5454.6,5372.2,5330.4,5299.4,5249.1,5185.1,5179.6,5123.5,5001.1,4956.6,4915.3,4950.8,4910.3,4977.9,5011.1,5020.5,4899.8,4892.7,4905.6,4891.6,4886.5,4843.5,4830.7,4818.6,4749.4,4702.8,4731,4765.4,4660.1,4765.9,4842.6,4834.4,4719.8,4739.5,4698.3,4723.8,4643.7,4600.3,4636.1,4592.8,4517.9,4564.2,4630.1,4678.4,4678.3,4741.8,4747.3,4840.3,4616.8,4587.8,4725.4,4719.1,4603.3,3994.9,4478.3,4526.6,4382.2,4572.3,4618.3,4609.7,4572.1,4561.3,4598.5,4625.9,4612.5,,,,,,
Alabama,83,30726.1,30784.8,30764,30998.1,30497.3,31095.6,30622.1,31482.8,31875,31969.7,31911,32442.6,31975.5,32255.2,32444.3,32373.2,32457.3,33101,33147.8,32776.3,32731.4,32753.7,32585.6,32180.8,32546.8,32607.2,32590.5,32664.8,32475.1,31956.2,31603.1,31775.9,31520.8,31350.4,31170,30920.5,31076.5,31191.7,31282.4,31226.4,30964.9,31119,31269.9,31108.7,31176.2,31289.4,31539.4,31758.6,31791.7,31937.6,31574.6,31920.3,31819.1,31821.6,31471.6,31692.4,31408.2,31870.8,32314.6,32612,32749.5,31807.6,32445,32353.3,32198.1,32483.7,32628.1,32460.7,32483.5,32433.4,32447.4,32739,32976.4,,,,,,
Alabama,84,7270.4,7286.2,7299.3,7355.6,7298.1,7344.6,7337,7356.9,7400.8,7370.2,7365.8,7277.1,7163.5,7137,7169.4,7267.2,7418.6,7585.6,7633.9,7603.5,7628,7749.1,7664.8,7662.6,7813.4,7898.1,7902.9,7864.9,7729.6,7679.6,7659.4,7654.7,7691.8,7636.9,7527,7537.9,7770.4,7774.1,7778.9,7788.1,7763.2,7801,7761.6,7771.9,7808.6,7806.1,7855.2,7869.8,7915.3,7893,7891.9,7854.6,7803.4,7809.6,7807.3,7797.8,7712,7867.7,7918,7886.7,7916.9,7963.4,7980.2,7943.9,7937.4,7881.3,7813.1,7759.8,7714.3,7720.1,7715.8,7812.3,7957.2,,,,,,
Alabama,85,3761.1,3783.4,3831.4,3909.6,3781.4,3833.6,3920.4,3937.3,3940,3953.1,3992.2,4072.8,4027.9,4134.1,4214,4296.5,4357,4414.6,4487.5,4450.3,4456.5,4389.7,4300.3,4305.8,4298.6,4297.5,4320.1,4308.5,4255.2,4243.1,4206.3,4190.8,4175.7,4119.1,4116.5,4031.3,3958.7,4009,4010.1,3998.3,3883.7,3880.1,3836.2,3929.9,3879.7,3920.1,3926.3,3927.1,3921.3,4048.5,4085.9,4160.2,4150.5,4206.6,4155.2,4207.4,4093.8,4157.2,4207.3,4198.9,4187,4255.7,4234.8,4245.8,4376.1,4373.1,4402.7,4326.3,4222,4139.5,4055.5,4133,4194.5,,,,,,
Alabama,86,19697.2,19717,19632,19729.4,19414.4,19919.5,19356.9,20190.8,20540,20654.2,20558.9,21104.9,20795.5,20995.8,21071,20815.6,20685.5,21104.7,21029.3,20724.8,20648.6,20616,20622.9,20213,20435.4,20411.3,20366.4,20491.2,20491.3,20033.4,19737.1,19929.9,19655.7,19595.8,19526.4,19352,19351.4,19413,19496.8,19444.2,19320.4,19439.2,19666.2,19409.5,19488.5,19563.5,19756.2,19956.5,19951.4,19995,19605,19908.5,19866.8,19810.6,19518.7,19694.8,19605.5,19851.4,20190.3,20516.7,20632.4,19612.7,20233,20167.4,19904.3,20235.2,20410.7,20367.6,20527.4,20549.1,20643.5,20766.8,20808.6,,,,,,
Alaska,1,45176.1,45776.9,45501.7,46173.5,47346.6,48911.2,49486.7,51016.2,51384.8,52275.8,52106.7,51116.5,49885.8,48777.2,50833.6,55511.7,57551.9,56989.5,55545.6,54773.5,53479.1,54794.8,55173,54959.1,53410.9,54642.5,55356.9,57711.1,57685,59227.9,58744.5,57477.2,56769.5,54798,55176.3,54673.4,53780.7,54013.5,54271.9,54686.8,55210.6,54650.5,54560.8,54541.5,55065.2,54197.5,53849.2,53874.6,54049.9,54133.8,54771.1,54159.9,53587.9,53171,53245.9,53303.1,53136.3,53072.5,53940.9,53585.5,53030,48540.1,50181.2,51069.4,50690.3,50707.9,50935.9,51143.5,49070.4,48963.4,49999.1,50501.7,50700.8,,,,,,
Alaska,2,36110.9,36722,36507.7,36991.6,38288.2,39747.1,40260.5,41737.7,42147.7,43014.3,42925.2,41984.9,40739,39569.9,41495.7,46103.7,48024.1,47433.1,45897.3,45145.6,43818.8,45120.5,45527.3,45365,43624.1,44707.8,45376,47462.2,47404.3,48973.2,48404.9,47374.9,46807.5,45030.6,45354.1,44982.7,43909.8,44147,44525.8,45043.7,45702.2,45163.1,45030.8,45045.9,45315.3,44381.6,44162.9,44124.4,44370.2,44454,45077.6,44278.4,43779.9,43255.2,43290.8,43448.3,43386.6,43292.4,44286.2,44025.1,43552.4,39241.2,40828.4,41508.8,41326.7,41039.5,41424.6,41667.5,39729.5,39694.9,40809.7,41298.1,41401.9,,,,,,
Alaska,3,283.8,338.2,480.6,684.3,523.1,470.1,431.4,454.2,385.1,422.9,434.2,384.5,435.1,379.1,429.9,637.6,495.5,504.9,508.4,398.7,604.8,526.1,512.2,545.1,491.8,584.9,686.2,729.7,618.6,568.2,532.7,484,477,520.9,546.4,622.9,566.6,501.5,498.9,429.1,547.7,457.8,445.3,431.4,394.9,366.1,385.8,430.3,371.4,377.5,412,376.6,357.9,351.2,406.8,403.4,426,416.3,375.2,357.9,(D),(D),(D),(D),350.8,363.7,362.5,346.5,267,203.9,217.9,223.5,299.4,,,,,,
Alaska,6,10569.6,11034.4,10137.4,10734.8,12249.7,13432.6,14166.7,15205.7,15689.2,15888.3,15634.3,14396.5,13369.4,12295.4,13727.5,17666.2,20545.8,19419.4,17705.8,16590.2,14718.4,15919.7,15884.6,15646.3,14629.5,15378.3,16067.5,17634.8,17560.3,19187.7,18576.3,17888.7,16996.3,15429.7,15059.3,14632.6,13795.4,13667,13916.7,14525.2,14712.9,13749.9,13557.4,13684.3,14660.8,13121.1,12659.5,12797.5,13433.4,13990.6,14630.1,13619,13386.8,12379.3,11956.4,12243.8,13191.2,12464.4,12702.3,12930.1,13946.8,13385.5,12528.7,10818.5,10673.6,9956,10345.3,9970.9,8752.4,8745.5,9502.9,9719.2,9376.9,,,,,,
Alaska,10,491.6,500.9,496.7,501.5,486.5,535,545.6,522.4,508.7,516.3,529.2,535.3,530.9,592,601.5,531,554.8,552.1,582.4,587.6,631.3,613.8,627,654,666.5,710.8,710.2,800.8,737.8,757.6,759.7,726.4,744.2,740.9,719.3,711.1,695.2,700.6,709,699.7,639.9,699,679.4,694.8,707,709.1,738.5,749,723,718,712.6,703.5,730.5,731.9,696.2,687,649.1,706.6,706.1,764.6,733.3,735.9,752,763.5,713.7,754.9,721.6,708.6,673.3,699.2,679.2,666.1,671.1,,,,,,
Alaska,11,2499.4,2513.9,2465.2,2346.8,2326.8,2296.1,2183.6,2196.2,2179.2,2246,2206.4,2240.7,2176.4,2146.5,2188.7,2092.2,2121.9,2221,2260.6,2277.5,2195.7,2233.9,2229.3,2253.3,2052.9,2122.3,2131,2112.7,2040.4,2038.3,1994.7,1976.9,1873.8,1849,1985.9,2008,2066.8,2012.5,1953.9,1987.9,2164.2,2173.2,2077.9,2085.1,2054.6,1992.7,1995.4,1919.7,1916.4,1909.5,1898.2,1841.5,1889.2,1858.3,1937.6,1984.1,1969.5,1974.9,1885.7,1916.5,1951.9,1711.7,1790.6,1878.6,1792.5,1829.6,1828.7,1723.6,1585.7,1512.7,1457.4,1472,1512.7,,,,,,
Alaska,12,1833.2,1664.4,1737.8,1738.3,1836.9,1833.8,1764.4,1878,1819.7,1941.8,1984.3,2103.2,1879.5,1895.6,1836.7,1889.1,1765.8,2068.7,1917.8,1728.1,1548.9,1350.3,1246.6,1144.3,1133.5,1080.3,985.8,974,1057.7,974.8,931.8,1003.9,1204,1298.2,1475,1442.1,1527.5,1635.4,1625.7,1726.4,1815,1860.2,1968.8,1880.4,1840.8,1776.7,1672.8,1760.3,2034.7,1897.4,1956.4,1773.7,1567.9,1382.5,1283.9,1302.5,1328.3,1439.3,1600.1,1542.9,(D),(D),(D),(D),1409.1,1576.4,1569.7,1548.8,1545.2,1469.8,1457.6,1458.1,1440.2,,,,,,
Alaska,13,168.4,170,165.8,161.1,166.7,164.6,165.4,169.4,178.5,182.8,191.6,193.7,200.6,196.3,190.3,193.8,191.6,190.3,198.3,186.7,186.9,178.8,178.5,170.7,170.7,165.1,163.3,172.1,188.9,202.2,207.7,202.6,217.4,204,197.3,199.2,189,202,213.5,232.2,225.8,235.5,249.3,236.9,250.9,223.2,210.8,211.2,204.7,202.6,202.6,207.2,191.4,189,186.4,190.6,197,193.2,193.8,188.1,(D),(D),(D),(D),177.4,169.7,167.5,174.2,185.6,187.4,191.4,200.3,195.4,,,,,,
Alaska,25,1693.2,1513.2,1596.4,1603.2,1698.8,1698.5,1624.9,1738.5,1665.5,1787.2,1820.4,1941.4,1700.2,1722.2,1668.5,1718.5,1592.5,1912.2,1742.6,1559.5,1372,1176.5,1070.2,974.8,964.1,916.4,823.2,802.4,869.3,772.6,724.1,800.8,986.2,1095.5,1282.8,1247.2,1345.4,1441.1,1418.2,1499.9,1597.7,1632.9,1728,1651.7,1592.7,1561.8,1469.1,1559.6,1853.6,1713.3,1774.1,1580.3,1387.2,1199.5,1100.9,1114.8,1133.2,1252.4,1418.6,1366.5,1331.6,1181.4,1181.9,1394.4,1242.5,1425.8,1421.3,1392.2,1375.6,1296.9,1280.2,1271,1258.1,,,,,,
Alaska,34,1096.8,1090.9,1158.8,1125.2,1149.6,1163.2,1163.5,1190.2,1183.4,1213.4,1259.2,1275.9,1281.7,1278.1,1234.7,1215.5,1090,1082,1065.2,1102.3,1100.2,1165.2,1215.9,1229.1,1197,1157.2,1178.2,1199.9,1180,1167.4,1164.9,1155.4,1212,1212.4,1221.1,1238.8,1173.4,1226.7,1254.2,1255,1238.9,1225,1239.6,1219.3,1213.1,1240.2,1226.1,1208.1,1203.6,1194.4,1202,1214.7,1226.1,1224.7,1273.2,1310.1,1305.7,1319.9,1330.7,1328.4,1258.6,1196.3,1259.4,1264.4,1268.7,1291,1268.1,1285.2,1243.9,1222.4,1222.1,1217.7,1222.6,,,,,,
Alaska,35,2138.6,2174.4,2237.8,2148.5,2135,2144.6,2094.7,2125.6,2104.6,2054.1,2066.4,2074.1,2049.2,2021.7,2018.9,2081.4,2035,2066.1,2067.2,2126,2096.4,2118.3,2117,2110,2099.7,2082.8,2058.2,2075.8,2043.6,2017.4,2051,2062.5,2063.1,2044.4,2050.5,2049.3,2031.8,2059.2,2101.1,2097.3,2107,2144.2,2192.5,2186.5,2178.2,2182.3,2148.1,2150.7,2154,2163.4,2204.4,2185.5,2233,2232.2,2259.1,2235,2284.4,2278.9,2325.4,2308.3,2263.7,2134.9,2225.9,2327.2,2412.2,2274.3,2186.2,2228.9,2209,2223.8,2292.6,2380.7,2420.9,,,,,,
Alaska,36,4443.4,4400.1,4640.4,4657.4,4443.3,4718.4,4629.1,4767.7,4792.6,5059.8,5080.6,5461.5,5642.2,5845.9,5794.7,5576.9,5089.5,5114.7,5114.8,5345.1,5723,5808.1,6052.7,5819.9,5522.5,5223.1,5021.6,5156.3,5357.3,5507.2,5543.3,5424.6,5325.9,5129.5,5266.9,5170.1,5143.5,5214.5,5288.6,5294.9,5273.7,5463.8,5528.7,5615.3,5685.7,5729.3,5831,5714.4,5956.4,5808.1,5826.5,5867.2,5984.1,6053.5,6096.4,6028.4,5598.2,5713.3,6127.4,6043.3,6010.7,4931.4,5036.8,5687.4,5931.8,5442.8,5427.3,5680.1,5566.2,5650.1,5778.4,5871.3,5902.3,,,,,,
Alaska,45,895.9,990.1,1005,981.2,990.8,983.5,1029.2,1030.9,1031.5,1049.9,1074,1095.7,1042.9,1147.3,1146.8,1188.7,982.1,1102.6,1085.5,1090.2,1130.4,1086.1,1135,1103.3,1145.8,1206.2,1143.2,1123.3,1221.7,1156.2,1183.8,1155.1,1250.7,1249.1,1300.8,1288.4,1261.2,1326.6,1308.3,1354.9,1486.3,1501.5,1484.2,1519.9,1479.1,1489.4,1502.2,1456.8,1385.2,1416.6,1434.1,1565.9,1172.5,1271.6,1391.4,1354.2,1388.7,1338.5,1327.2,1253,1256.5,1240.7,1363.7,1413.3,1281.9,1447.1,1440.8,1515.7,1590.4,1577.3,1647.9,1664.9,1723.8,,,,,,
Alaska,51,1328.6,1314.8,1374.9,1342.9,1224.9,1167.6,1149,1146.7,1134.1,1150.9,1108.6,1059,1130.1,1114.4,1042.7,912.8,1262.2,1323.2,1306.4,1243.9,1224.4,1113.6,1087.8,1170.1,1140.8,1214.2,1225.4,1203.4,1243.6,1153.7,1203.6,1150.6,1149,1126.5,1155.7,1174.3,1196.7,1261.6,1216.2,1170.1,1222.8,1166.5,1127.8,1088.2,1028.7,998.8,1048.3,1113.9,1047,1071.6,1053.5,1069.3,1035.8,1056.5,1049.5,1005.1,1030.5,1007.2,1053.1,1016,943.8,963,958.3,949.7,998.2,970,984.3,1029,950.8,964.9,962.1,964,957.5,,,,,,
Alaska,56,3844,3920.6,4023.3,4012.8,3911.1,3926.6,3963.9,4021,4019.5,4118.4,4169,4148.6,4063.1,3992.9,3933.2,4021.9,4118.7,4130.6,4244.9,4358.7,4465.3,4603,4699.3,4854.5,4861.9,4993.1,5024.6,5100.7,5057.5,5034.5,5033.7,4953.6,5029.5,5014,5082.2,5106.8,5054.9,5073,5078.6,5025.2,4996.4,4919.8,4917.3,4914.2,5034.7,5020.9,4989.1,4922.2,4627.7,4631.6,4649.7,4675.2,4699.1,4759.9,4776.9,4825.3,4636.8,4676.6,4706.1,4639.6,4489.9,4339.5,4464.5,4495.9,4444.8,4540.5,4579.8,4683.5,4694.1,4691.3,4718.4,4678.3,4679.3,,,,,,
Alaska,60,1468.6,1469.1,1486.1,1468.8,1449.7,1478.5,1478.5,1506.1,1511.6,1535.6,1580.4,1655.4,1699.8,1805.7,1844.9,1871.7,1909,1838.9,1840.7,1839.6,1911.5,1936.9,1999.8,2021.5,2005.5,2074.7,2117.7,2131.9,2073.4,2139.7,2133.4,2068.7,2109.8,2069.6,2121.2,2131.5,2056.4,2095.2,2132.3,2116.1,2098.3,2059,2038.5,1995.4,1880.5,1849.1,1798.7,1789.9,1809.5,1804.9,1799.4,1773.9,1749.1,1732.1,1737.8,1732.9,1721.4,1756.7,1763.5,1780.8,1712.9,1587.7,1633.7,1637.4,1619.9,1725,1791.4,1813.9,1739.6,1752,1794.2,1823.2,1812.8,,,,,,
Alaska,64,245.5,256.1,258.7,258.7,322.2,297.8,297.4,295.7,291.6,290.6,292.8,277.5,285.5,295.2,310.4,317.3,302,299.4,312.5,326,313.2,333.7,339.7,345.7,344,314.9,348.5,346.8,352.5,362.1,347.7,371.9,351.1,362.3,369,363.4,372.1,373.6,370.7,376.5,381.1,383.9,374.6,387.9,370.7,347.6,364.1,355,377.1,350.9,378.3,370,357.8,372.4,388,371.8,447.2,394.3,398.1,383.7,365.7,377,356.7,400,406.6,437.6,435.1,460.2,464.9,478,482.3,514.5,513.6,,,,,,
Alaska,65,750.7,791.1,792.5,755.6,754,764.6,772.1,805.1,817.8,855.6,863.1,880.1,889.3,905.9,920.4,946.6,952.6,948.5,961.3,970.8,1022.6,1058.3,1056.9,1059.6,1042.4,1062.3,1054.8,1066.6,1063.1,1080.6,1077.6,1066,1072,1045.7,1068.9,1071.3,1037,1042.7,1050.8,1042.6,1028.7,1053.8,1040.3,1021,940.3,964.2,941.2,953.3,917.7,926.4,937.1,938,899.7,878.1,893.8,915.9,893.8,909.5,914.3,925.4,942.5,825.4,858.7,857.4,825,859.8,891.7,906.2,885.2,886.1,902.4,934,938.8,,,,,,
Alaska,69,164.5,163.9,170.7,179.7,172.1,170.8,171.3,167.9,170.4,171.9,167.7,159.3,162.1,161.3,167.9,175.1,170.7,167.4,172.8,176.8,183.2,180.5,177.9,185.1,183.7,184.8,175.8,182,182.3,183.7,183.2,178.7,186,180.9,183.5,180.4,174,175.9,179.2,177.3,176.9,177.1,172.7,177.9,175.7,177.8,179.8,174.4,178.1,176.2,175.2,172.3,169,170.7,170.8,172.3,176.7,175.4,173.8,166.1,152.2,131.4,142.5,140.6,137,146.7,150.4,148.4,158.1,155.4,156.5,158.9,160.2,,,,,,
Alaska,70,2435.5,2420.7,2534.9,2508.2,2553.3,2561.2,2548.3,2542.3,2544.5,2554.7,2552.9,2586.5,2608.3,2687.1,2738.8,2791.6,2795.1,2847.8,2831,2937.8,2919.9,2952.9,3000.5,3044.2,3098.5,3187.7,3237.2,3251.8,3284.5,3283.5,3335.5,3338.5,3381.6,3416.5,3434.4,3445.5,3357,3370.2,3415,3436.2,3530.9,3520.7,3551.7,3554,3627.1,3628.4,3691.9,3741.4,3738.1,3774.9,3781.2,3805.5,3864.8,3952.8,3955.4,3961.5,3958.1,3971.9,4031,4079.5,4034.4,3544.6,4140.7,4175.3,4077.3,4044.9,4073.7,4220,4071.3,4106.8,4145.7,4150.5,4232.4,,,,,,
Alaska,76,206.9,208.6,213.5,209.5,203.7,212.3,203,204,215.6,221.3,221.7,223.6,220.3,225.1,228.8,222.9,212.4,223.9,223.2,222.1,221,226.2,227,246.1,240.3,255.3,255.3,266.5,265,264.3,267.7,262.5,286.6,287.8,287,285.4,286.1,282.4,284.2,283.8,282.7,272.6,274.1,279.4,278,280.4,277.2,286.7,280.8,284.9,287.9,287.7,275,293.1,299.3,284.6,297.8,307,315.7,296.7,238.7,102.4,132.7,167.3,204.2,218.4,253.7,283.5,269,297.8,335.3,340.3,356.7,,,,,,
Alaska,79,1289.7,1296.3,1293.6,1299,1323.2,1346.7,1342.5,1332.5,1348,1338.8,1343.8,1340.5,1426.3,1472,1459.8,1380.9,1351.7,1266.3,1263.5,1308.1,1267.9,1295.2,1318.8,1336.6,1257.9,1282.6,1282.3,1313.9,1292.9,1309.3,1296.7,1334.8,1326.3,1307.8,1299.7,1315.5,1336,1347.7,1364.5,1367.3,1392.7,1389.9,1389.7,1393.9,1369.5,1361.8,1336.6,1334.9,1286.9,1280.4,1290.2,1254.1,1238.8,1282.9,1304.1,1295.4,1249.7,1279,1325.8,1226.3,1030.8,700.4,854.7,881.2,1005.4,1271.4,1348.6,1249.1,1158.6,1150.3,1145.8,1137.9,1149.6,,,,,,
Alaska,82,870.9,867.1,860.5,858,861.4,857.1,855.4,852.8,846,835.2,822.8,813.5,794.2,786.5,787.7,798,791,784.9,784.3,775.6,769.3,783,790.1,793.5,757,763.4,759.2,772.6,777.9,779.3,784.7,776.8,786.7,785.3,783.1,785,791.8,802.8,811.4,808.6,788,802,786.1,788,772.8,766.2,760.2,756.3,752.3,752.2,759.7,757.3,757.4,760.3,754.5,761.5,744.2,735.9,748.2,738.4,741,609.8,691,711.2,697.8,712.7,742.1,762.7,770.1,778.8,798.8,818.5,811.6,,,,,,
Alaska,83,9190.6,9175.8,9116.4,9318,9155.7,9248.5,9308.2,9344.1,9293.7,9306.8,9218.1,9176.9,9224.7,9355.3,9423.1,9378.9,9530.5,9573,9651.2,9632.2,9663.3,9675.5,9646.5,9594.3,9803.9,9946.8,9987.8,10249,10282.6,10254.4,10338.3,10101.9,9962.3,9769,9822.9,9689.7,9868.2,9862.5,9743.4,9650.7,9546,9516.9,9553.4,9527.1,9750.9,9775.4,9658.3,9712.7,9657.8,9660.5,9689.4,9836,9759.4,9844.1,9879.3,9791.4,9694.8,9718.8,9638.6,9553.5,9473.8,9158.9,9274.8,9475.8,9305.4,9564.4,9432.6,9403.9,9258.2,9186.6,9104.6,9120.2,9211.6,,,,,,
Alaska,84,2048.3,2024.9,2001.8,2005.3,1990.6,1975.2,1969,1966.7,2017.7,1986.4,1994.4,2009.8,1990.5,1998.8,1984.8,1939.6,1944.5,1981.2,1970.8,1978.5,2004.2,2061.1,2054,2024.9,2049.2,2052.3,2050.6,2058.1,2054.5,2030,2011.6,2011.6,1970,1928.2,1879.8,1868.3,1918.8,1902.8,1882.3,1874.1,1867.3,1898.5,1919.9,1919.8,1941.2,1946.8,1952.2,1957.3,1961.8,1954.9,1972.3,1959.8,1951.8,1958.8,1952.7,1946.1,1924.6,1961.3,1962.9,1972.5,1996.6,1998.4,1989.3,2007.9,2012.6,2027.4,2013.3,2022.6,2006.3,1994.1,1970.1,1956.8,1967.8,,,,,,
Alaska,85,1884.8,1949.4,2022.5,2086.1,2124.4,2172.2,2234.6,2286.5,2287.6,2214.3,2195,2190.6,2229.5,2303.5,2303.4,2354.5,2360.5,2404,2460.6,2441.6,2426.5,2360.9,2311.2,2303.1,2382.7,2414.2,2413,2436.5,2462.4,2454.8,2456.7,2401.8,2377.9,2321.6,2293.8,2220,2210.9,2195.9,2155.4,2128.8,2149.5,2137.1,2134.7,2122.9,2105,2123.7,2135.6,2137.5,2091.2,2086.1,2097.9,2095.4,2047,2043.1,2049.2,2019.8,1979.1,2017.2,2003.7,2021.5,2030.4,2084.4,2112.4,2108.5,2201.8,2233,2230.6,2249.7,2225.8,2241.8,2210.9,2206.1,2240.1,,,,,,
