date,Construction and mining,Education and health,Finance and business services,Leisure and hospitality,Manufacturing,Public administration,"Trade, transportation, and utilities",Membership,Coverage,Union,Covered,CovNM,Nonunion
1989-01-01,19.53629126761825,22.30241648578678,3.749950246298265,5.922178200450147,21.923948296610636,33.81881615675044,17.81002875621532,16.994869877769005,19.009135792649346,17.263218,19.30929,2.046071,84.31577
1989-02-01,17.679275568274726,22.756673432209222,3.4530641283532066,4.554000075647357,23.542746484818526,29.189431227174516,18.561156227466736,17.03466926337855,19.33415966957497,17.382063,19.728449,2.3463848,84.65727
1989-03-01,20.98677384288536,21.59715314075038,3.6854685964571052,5.4985258692280725,20.697392427375174,30.145054165984142,16.54078361544439,16.23442847531516,18.234722845510483,16.640572,18.690908,2.0503364,85.86116
1989-04-01,19.089063383406206,21.167335557928666,3.71287021946579,3.906713095917544,22.19839639534089,31.263893082248494,17.33622840337103,16.410803016145156,18.587880150304894,16.903097,19.145485,2.2423854,86.096725
1989-05-01,21.578752740950186,21.131872740582768,3.616890135058349,5.09719649400502,22.470179029198828,32.6406570847934,16.62135758856923,16.60795951517329,18.61038036290625,17.204082,19.278376,2.0742953,86.3853
1989-06-01,16.60060348518059,23.24562018497662,2.3655707645889135,4.493401943989595,21.45136939213662,28.96943714546441,17.484166952097073,15.903051530019347,17.871750854547944,16.778221,18.855263,2.0770402,88.724945
1989-07-01,18.604628130686642,22.351057741889445,3.647640636659591,3.372858625406371,21.05246068020201,28.54017117178404,16.60635734609856,15.821806294652207,17.936403963069353,16.79089,19.035007,2.2441165,89.33411
1989-08-01,17.225068219137604,20.785856013084807,3.1349313533669663,3.9402841910881428,20.837968888940505,29.46974784498813,17.67678142768152,15.655617126684215,17.935007302838002,16.532198,18.939215,2.4070165,89.06694
1989-09-01,21.158278063526076,21.96968038025896,3.4835494193228107,4.622406735603841,21.89336659134026,28.53816660016505,16.644661760068036,16.18075554699704,18.288104973393413,16.817446,19.007717,2.1902707,87.11742
1989-10-01,18.554484067530428,21.308970342659755,3.360692123867346,4.317239680439764,20.433392663111015,29.37604653745686,17.74452002924699,16.09068620798591,18.220765379609006,16.82657,19.054064,2.227495,87.74677
1989-11-01,20.312955305082696,22.081665189985934,2.95877477041349,5.602829456361104,20.47265793830796,29.446063461260017,17.14884610568088,16.311959952804493,18.757819824054614,17.087622,19.649788,2.5621648,87.66755
1989-12-01,20.966727752962772,22.213677031832496,3.238543124870969,4.551075157087977,22.212170333702296,30.217531556075205,17.35516759208857,16.68435434461605,18.969520163563725,17.402872,19.78645,2.3835776,86.90367
1990-01-01,19.258543192451167,22.177832117612258,3.4318440051097707,5.187729954222653,20.445870412173328,29.372922113855115,16.98669396120685,16.203127818101674,18.552092235835506,16.816256,19.254107,2.4378495,86.96776
1990-02-01,16.830272696820966,20.669195126381716,3.3200067494652443,4.145225079297182,21.530913715436395,29.613581592592787,18.522488901536764,16.22529583040161,18.398413375633087,16.91989,19.186037,2.2661476,87.361046
1990-03-01,19.70635383377175,21.662101819120664,3.207551356690877,5.183366485868935,20.47959191500432,32.83550008075331,16.653315178027526,16.011855991757628,18.3248787786127,16.764458,19.1862,2.4217412,87.93582
1990-04-01,17.63002653107611,20.58422428662942,3.0902884499037624,2.865563373920823,20.916491260923355,28.233499019367546,17.814066172121226,15.60626721895075,17.823320655642334,16.364767,18.689575,2.3248074,88.49546
1990-05-01,19.81308276268007,21.434815352531007,3.4428163788426045,4.497412083523488,20.816633089140606,31.549265183448487,17.16939886847168,16.24385553274883,18.415202118869463,17.151459,19.444124,2.2926674,88.4359
1990-06-01,17.974946478562135,21.315166615150787,3.115404397520992,5.288319753029266,19.279257717577988,26.316435150501903,18.644489158508467,15.581024071394053,17.894098072313344,16.680943,19.157307,2.476362,90.37841
1990-07-01,19.06044225213369,22.377616437837926,3.3010191261673762,3.666680788497883,19.86361836418832,30.036409881757976,17.60024613950316,15.870881994310116,17.822063677642973,17.036373,19.130842,2.0944686,90.30721
1990-08-01,17.366319292889635,19.976562486360187,3.905040379420752,4.659025970259375,21.51453917076609,32.21532371836292,18.168185393831042,16.1245470640567,18.032365895733985,17.176443,19.20872,2.0322769,89.34713
1990-09-01,19.63119022958097,21.603784870651072,3.705807063809976,4.597870111898663,20.416679747456556,29.837347786175428,16.639790731560044,15.893254347931077,18.069294134539867,16.690401,18.975584,2.285182,88.32523
1990-10-01,20.028449087734476,20.50602040658925,3.6448656206181598,4.791326608171013,18.92860808210621,30.60118959211071,16.72022363305787,15.58555700226819,17.7137970016294,16.41198,18.65307,2.2410898,88.89051
1990-11-01,18.848755731589925,21.295694036615707,2.987249463920785,4.596628874534873,18.748208170067475,30.492131936898925,18.241064117722882,15.840944937041886,18.251372822956426,16.59882,19.124569,2.5257492,88.185455
1990-12-01,19.56456112804833,21.960943131012844,3.475388433374688,4.813233745736702,22.414966908240263,28.449963213921308,15.508221853398311,16.00140671878943,18.448395655829792,16.751057,19.312683,2.561628,87.933846
1991-01-01,18.84142014841502,22.981001012981345,3.6163020550641294,5.453591662536051,20.752686902139576,31.62305694816429,19.37830377204737,17.081906092381164,19.400655847845712,17.536682,19.917164,2.3804824,85.12564
1991-02-01,16.959728974733277,21.274821196220618,3.222523050188659,4.532030882697884,20.494822880726666,30.916425856288594,17.139382419082512,15.87426024137659,17.964042866164633,16.320627,18.469172,2.148545,86.491264
1991-03-01,21.535230224455447,20.80905072971564,3.513795279237444,5.205909972887344,19.961294327458592,32.47963784886066,17.130754927903265,16.13673718020624,18.334144335705847,16.628038,18.892347,2.2643096,86.41657
1991-04-01,19.237359288724416,20.85863622843485,3.3783869065476346,5.1736440910154755,20.72121572941316,31.99237120557083,17.951686095599303,16.114869391110993,18.27217161182995,16.705736,18.94214,2.236402,86.96086
1991-05-01,19.069626127924963,21.524534954362267,3.3267569348539334,5.116312841936913,19.155189626975936,32.74698117054484,18.49717274266158,16.221951480118474,18.32586310759531,16.844505,19.02916,2.184654,86.993225
1991-06-01,16.714878391893073,22.41284439978319,3.2323718444374214,4.660456487089616,20.062431605304827,27.546174028684966,18.029414641248078,15.765803121341534,17.456653455614543,16.60838,18.389593,1.7812148,88.73595
1991-07-01,19.012232544089695,21.105975951845743,3.3417679151850272,4.188411395353799,21.086232486125663,31.37079443157501,17.759080131272146,16.003468561636783,18.038932345289798,16.961174,19.118446,2.1572733,89.023186
1991-08-01,16.801672243431764,20.26853000612541,3.1674170785666456,5.880185869302503,19.58826871916913,32.94291454344903,18.156496798051162,15.709186363662099,17.52765768789384,16.502369,18.412659,1.9102889,88.54679
1991-09-01,18.009976359792326,20.00120038734537,2.885575625112988,4.229447783950167,19.72039218197917,30.909994493102054,17.83983767519705,15.546789878496686,17.78571124828644,16.234453,18.572407,2.337953,88.188736
1991-10-01,17.320221921681558,20.114735732990425,3.5153141886077814,4.824720792694071,20.254481553818046,31.71637922572233,16.374635466224913,15.480865032301505,17.424882648628156,16.158707,18.187843,2.0291378,88.21987
1991-11-01,17.168820551305647,21.897706457977772,3.1726846379738713,4.415374346231598,18.510342695807037,29.98034379264513,16.974374560326787,15.559684408473151,17.802420244327667,16.193583,18.527687,2.3341045,87.8804
1991-12-01,17.430349459680734,21.6887487362567,3.4727000804743335,4.027240102868918,21.990715128775886,30.856263755985836,16.500380086530527,16.06343913896075,18.373494573458153,16.706093,19.108568,2.4024744,87.29463
1992-01-01,17.231693125069654,21.99991324457361,3.636291203846545,4.613326973310976,19.888997484914263,32.40402150471116,18.659514669920252,16.42915663601135,18.553489442878398,16.88257,19.06553,2.1829603,85.87724
1992-02-01,15.53827935886141,20.776575300023282,3.196769943941659,3.7718080214121494,19.427014437786365,29.34323500450417,17.859295388931216,15.443819077609291,17.496849693684265,15.913915,18.029438,2.115523,87.13
1992-03-01,16.532265136798557,21.134705248316994,4.365775019875687,4.466139905420066,18.91236057995529,30.96953885966013,17.649379844360162,15.735378502621753,17.640101280413234,16.30311,18.276556,1.9734453,87.304886
1992-04-01,17.280017566617406,20.54162762438368,3.497651685461325,4.856078072181666,19.284555836706325,32.79548866448882,17.977750535262526,15.655802718495254,17.7540799516711,16.354292,18.546185,2.1918924,88.10724
1992-05-01,18.97476754394459,22.180580796580955,3.41773797269828,5.296695344082514,18.909195850393886,31.729702777268226,17.244795451807,15.938778443584974,17.82929123388292,16.715433,18.698067,1.9826325,88.1573
1992-06-01,16.214487215269564,20.840949298344164,3.042221003502266,4.732782011890524,19.997605794426836,30.270466325698298,16.659285835175215,15.444654768568784,17.51438387577636,16.394627,18.591661,2.1970346,89.756195
1992-07-01,19.053986935318342,20.30347231495825,3.8943846072261104,5.392075702059795,20.042750277825203,31.61608513245034,16.597789108417853,15.449740839671472,17.387658007525005,16.557259,18.634094,2.076837,90.61126
1992-08-01,19.054936587106596,21.87531676880762,3.1378614033059486,4.869295356589901,21.032488068820054,31.422214904614982,15.984068038222048,15.786413027381718,17.805994237890943,16.826347,18.97897,2.1526217,89.761185
1992-09-01,17.063149375637305,19.67156411668975,3.29444216409633,3.763135667491593,20.535610524638876,30.769563816881696,18.50558807019585,15.755485723738852,18.151324665765106,16.5859,19.108013,2.5221148,88.68473
1992-10-01,16.306751520502495,20.0799718323058,3.281757214644608,4.221688187158147,18.494681501882713,31.67184496353743,17.837074513803326,15.33278417226532,17.451596143486412,16.195719,18.433779,2.2380595,89.43232
1992-11-01,17.449046914477165,20.392293481430386,3.2578087112609655,4.494418497506854,19.94040468060094,28.079662604893425,16.373438688046956,15.290175110823064,17.28818137416431,16.124884,18.231964,2.1070797,89.33423
1992-12-01,15.454016071395735,20.593640438634715,3.434909637597315,5.12234170536729,18.97600930358667,31.972540042062924,16.826627297837245,15.38334001007926,17.469284773759668,16.223124,18.422941,2.1998174,89.23592
1993-01-01,17.413779602913635,23.14766851362199,3.768772707333822,5.256562339927669,19.494003274351755,34.017138158187564,16.104832646661325,16.252775887068612,18.405163484405996,16.832321,19.06146,2.229138,86.733505
1993-02-01,16.39760354771057,21.356240207096423,2.7998290382707327,4.928068285605864,19.38693408020535,31.21111375593856,17.497878907541388,15.547180115088622,17.5976541501595,16.166718,18.2989,2.132183,87.81817
1993-03-01,16.48752146129401,21.39987138324693,3.563110030995955,5.286518305533687,18.321330503642752,35.81667785437265,17.39111638767625,15.875176880805009,17.6492788960132,16.619396,18.476667,1.857271,88.06855
1993-04-01,16.55413892302157,23.28236057472605,3.524855101299297,5.224974178609798,19.568264462685324,33.8322717524319,17.747784250154346,16.43917060771546,18.46437290486725,17.267458,19.3947,2.127242,87.77104
1993-05-01,18.29267984055958,21.91338369642865,3.2898060281148105,5.018407970921281,18.63994182041195,35.39781971200883,16.610911961721463,15.79738511695122,17.622767292996517,16.75476,18.690765,1.9360065,89.30557
1993-06-01,16.138733150831563,21.245105210725825,2.9797759314024628,4.341485157351213,20.03355389963154,32.21617898986796,16.823007794458267,15.408740865166775,17.133945720059515,16.58903,18.446383,1.8573531,91.07083
1993-07-01,17.630991856376024,20.340967479379948,3.274174140180477,5.114148113751017,17.856615690167747,27.751394505283145,16.746353520838806,14.682987546795022,16.53839835159928,15.936442,17.950245,2.0138032,92.600334
