date,DPI,TOT,NFA,HRE,REQ,CDG,TFA,DEP,CEQ,NEQ,NPA,DSL,TEQ,OFA,OTH
1989-01-01,72.29486652127927,431.3680391736688,167.9651070273856,119.03877394124349,81.13673968514964,33.31750511181396,263.4029321462832,60.42625878361962,37.05329804311288,52.97519457009141,15.60882797432816,31.876235767075112,90.02849261320429,81.07194498238422,129.99827806852633
1989-04-01,71.73674017984617,432.676776666501,168.04775372238535,119.24851887665004,81.00340260595037,33.215203378623606,264.6290229441156,59.683440229360976,38.56531437267382,52.65080589395422,15.584031467111675,32.05617569327406,91.21612026662804,81.67328675485254,130.47252160058784
1989-07-01,71.58313821853385,437.3767089554401,169.8810699577639,121.00989137658429,82.19429307867011,33.29637345455471,267.49563899767617,59.832231999178276,41.049818580547516,52.15358453760207,15.574805126624897,32.17418023252241,93.20340311814958,82.28582364782591,131.1570022290055
1989-10-01,72.10200310166432,441.8370775383023,170.85944080607777,121.69877455897505,82.37353009802797,33.50784037616684,270.97763673222454,60.37167076979774,42.09410539360044,52.11641698437005,15.652825870935894,32.492970100241216,94.21052237797049,83.90247348421511,133.06313973131785
1990-01-01,72.13610909188122,435.7451196646994,169.54489935721227,120.86905156588084,81.11031023033523,33.49615449518033,266.20022030748714,59.57500645784622,38.741270839431465,51.32328378373086,15.179693296151124,32.58706683687795,90.06455462316232,83.97359238960063,132.6494401809321
1990-04-01,72.22452646195622,434.57535769966177,168.1472301807978,119.75022600564964,79.55895509215728,33.431235557953755,266.428127518864,58.54259409519552,39.696424244986765,50.71206041313901,14.965768617194417,33.18125351088955,90.40848465812576,84.29579525465316,132.69279942980134
1990-07-01,72.44726452490691,428.8556696163465,167.87983806131086,119.47217643018024,78.79570402299805,33.51965282132547,260.97583155503565,58.65248483986011,32.66196362630413,50.56288191283427,14.888008809805164,33.9037518145951,83.22484553913839,85.19474936144206,133.60241099257271
1990-10-01,72.90499011363202,438.03897692037265,168.34100700230968,119.42550984365165,77.97062750333778,33.95854570053323,269.69796991806294,59.35910888960425,36.86726787019506,50.95955140719829,14.95695145812478,35.82981957732343,87.82681927739335,86.68222217374195,135.59771933239998
1991-01-01,73.09966665440523,446.0521959749986,168.64932567026193,119.51493394229631,77.60810037417289,34.26293308996023,277.40287030473667,60.41828426601502,42.414656204009226,50.87518545434783,14.871458638005375,36.04826568495577,93.28984165835705,87.64647869540882,136.7808704233744
1991-04-01,72.9275279906745,441.1971250535755,166.97240773498734,118.35016032677086,76.07545265422985,34.00936727479744,274.2247173185882,58.299191331549494,41.33820869476087,49.90791370851832,14.612880133419031,36.672867774727095,91.2461224032792,88.00653580903243,136.6287832172489
1991-07-01,72.78240175496464,440.6902615994974,165.39861748515978,117.36398548680079,75.24354501181692,33.89404371974772,275.2916441143376,57.194296364916376,43.61750691313818,48.89440547011676,14.140588278611272,37.16824711562492,92.51191238325494,88.41718825054137,136.45182024890036
1991-10-01,73.22729202782646,447.2529347725452,164.85258295102275,117.31236451519185,74.73372346572933,33.799592627710894,282.4003518215224,56.91680474544021,49.96271074971187,48.21760256938259,13.740625808119988,38.2859555530015,98.18031331909445,89.01727820398625,136.55749663981715
1992-01-01,74.00363847695668,442.04626925672414,163.89523537419328,117.01075984637681,74.45728514174375,33.507163644398595,278.15103388253084,54.48300215838125,48.62469594232498,47.56838724257445,13.377311883417867,37.89112605769953,96.19308318489944,89.58382248155067,136.46829800936712
1992-04-01,73.98224907943623,436.70004603784747,161.84188788864623,115.57357300831448,73.21852152520498,33.27395857335526,274.85815814920124,52.93607569926452,47.634552524949534,46.43600762383045,12.994356306976474,37.81574135847658,94.07056014877998,90.03578094268018,136.3040958230119
1992-07-01,73.7069530677861,436.71533132388385,160.90299439241463,115.18808474530586,72.61948688834977,33.06929676831732,275.8123369314692,52.01412716181682,48.77973380911184,45.84124516628821,12.645612878791454,38.26577393221283,94.62097897540006,90.91145686203951,136.62636650914828
1992-10-01,73.28535207519215,439.2910702500882,159.5057061254463,114.40263992217703,71.88749615877013,32.82921229678528,279.7853641246419,51.382371250881064,54.10262808228292,44.966615540078045,12.273853906483996,38.165022977028364,99.06924362236097,91.16872627437151,136.2717924776408
1993-01-01,73.46334972841056,441.12183460810155,158.69547611479615,113.73969289358922,71.32635773544351,32.787182446612725,282.4263584933053,50.12200832191711,55.70605304230251,45.167791348457584,12.168600774594212,39.555631440803786,100.87384439076008,91.87487433982434,136.83065756103127
1993-04-01,73.31999890144412,440.84599671108816,158.5965008645253,113.73150794859521,71.02547107559636,32.842884919368494,282.24949584656287,49.37985198574991,56.062479044091894,45.09761359295479,12.022107996561578,39.58540383457687,101.16009263704669,92.12414738918942,136.9891403051195
1993-07-01,72.91955156697856,443.1677520430543,158.67957707082928,113.80510710542046,70.82378077150311,32.924247809316284,284.48817497222507,48.943200169483205,58.19113590070935,45.11627123008129,11.950222156092517,39.87256502304965,103.30740713079064,92.36500264890154,137.23947261431036
1993-10-01,72.46314304868531,442.34669159298505,157.56328508421615,112.9440107400647,70.18253319413984,32.82241224294378,284.7834065087689,48.012543382715464,59.75380032730051,44.840982084018535,11.796862101207658,40.44683448397987,104.59478241131903,91.72924623075455,136.348520574906
1994-01-01,72.15456854832136,438.6564997838568,156.70145195408656,112.20413814503576,69.62941695293699,32.6890213293174,281.9550478297702,47.16980257044611,56.971251545185176,45.05816192247738,11.80829247973341,40.74072200270615,102.02941346766256,92.01510978895539,136.5124235980062
1994-04-01,71.96025462364689,434.4087034911744,155.69554891581,111.3603537828634,68.93381487970564,32.5592723319706,278.71315457536434,45.693549448725264,55.49745126592208,45.06411058695053,11.775922800976026,40.8786974789742,100.56156185287261,91.57934579479232,135.91454092773893
1994-07-01,72.06297848541993,435.50753470671077,155.60625147062333,111.1377799299557,68.56491033034037,32.6895987286994,279.90128323608747,45.40538734087429,56.83995866909014,45.022073843194896,11.778872811968231,40.81663330411979,101.86203251228503,91.81723007880836,136.285701619476
1994-10-01,72.21682113420702,432.721941794871,154.33426582581384,110.07074441658055,67.60504758501617,32.51602084319211,278.3876759690571,44.95095293434673,55.9879376893287,44.98479468532939,11.747500566041177,41.28358287433027,100.9727323746581,91.18040778572202,135.4439291949553
1995-01-01,72.53914333788558,436.79983579466307,154.1557895475699,109.70195375370449,67.26904536637718,32.71210398855987,282.6440462470931,45.23068709537748,59.678084689381116,45.201068451371654,11.74173180530554,40.82140422948387,104.87915314075278,91.71280178147902,136.16663757534442
1995-04-01,72.60155887147826,441.98554622828635,154.30247499108626,109.8164397110301,67.10039589779551,32.77034669714287,287.68307123720007,45.750459998862944,63.73467764200408,45.292631035205524,11.715688582913304,40.25514058375171,109.0273086772096,92.6501619773758,137.13619725743197
