year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989,"White, non-Hispanic",100.0000000000001,100.0000000000001,98.41857297149117,95.16097286651178,92.58043580488143,24.99662644161333,28.04919325755358,7.248765627280112,21.03269872820538,9.420646179423617,39.96581594099482,4.565889333259284,43.54877777265473,15.4738373432222,38.34998620694938,94.12348615273362,70.45452144674496,89.22617689448495,14.89941335602622,12.62721384239226,15.49297360400966,13.95223386880533,75.12373554837103,73.21302402190366,43.01828254224288,5.753978322456539,49.30362035481465,3.042900231735028,41.42882604314508,7.180222613221727,41.94484696732048,3.805775232869562,36.49226274860455,8.307744586680407,20.8672386226124
1989,"Black, non-Hispanic",99.9999999999995,99.9999999999995,76.74744464540001,63.5473583640824,56.74116298630197,3.694355834184369,9.763092359858451,.5220906479875606,3.58542845960218,.6979917466568615,24.00408215566959,1.633888002483963,17.07979524642393,9.98803027504181,10.63520190075797,66.61827335068492,42.37723809072809,56.92090912570892,7.591542067018755,4.767186106180735,5.52465763534424,5.117512215781981,45.06705528325227,65.08510998898777,24.83299474720187,2.660103698485403,47.44460346523814,2.791997039184891,33.35014921801447,3.421502684145499,24.74502336520753,1.150647844426004,27.19045135513681,12.29546066518706,22.94576823268358
1989,Hispanic,99.99999999999997,99.99999999999997,86.48133611824224,68.70805178768201,63.52290951703913,1.782386650701248,11.56686757284266,.3879844609233834,3.926282431734601,1.112179891373941,17.37551125835159,.163551257839604,15.47980370545318,12.24928270879176,12.36890377716118,80.59937740099127,41.94881148121967,77.02353713383467,5.407705622485092,5.89260422516944,4.789315376841514,5.606856692143288,45.40717249388593,72.41108621286931,30.95350737144433,3.316698812023767,52.12728519999401,3.75341701017696,34.66844317464115,6.76400605338753,30.83495243012606,.1355666880483253,29.64370133473175,9.909377557694407,29.89310498871389
1989,Other,99.99999999999996,99.99999999999996,97.41093965209591,91.80016593831942,89.29942902682032,12.75246835767684,17.00798530682455,4.229565791349764,8.458445214399747,1.394174477456885,25.76051735261709,1.284235154638476,26.25237774833246,15.61260973527837,18.71271855073309,88.0243355718987,53.90449248663187,81.37975380623142,14.42748459613871,13.40794693995151,14.47583065329402,6.975790094078313,64.82271590453711,76.63396129157331,36.63841805721134,5.657234532588966,51.602829185162,5.175327526711839,36.92185566385297,7.082022127126657,35.3864126292725,2.938099601902636,34.30436488990545,8.063750986868763,24.25436254415894
1992,"White, non-Hispanic",99.99999999999989,99.99999999999989,98.85067487409995,95.54843301944716,93.15644795694034,19.83757843871237,25.96525740456297,5.25008299158569,20.62204715900243,12.80680359656949,38.60968537552461,4.936685259780476,45.5572692984823,12.00703464167729,43.38724756594223,95.04261654132452,70.33194425910557,90.90475404683275,14.59443846591372,10.77742256597908,16.39927959806014,9.478008563290702,75.83328226237171,74.28171470768199,42.83563690988628,6.442820614270563,46.24328353685325,2.6310510676681,44.21573190184852,8.16314814424603,42.16087709224386,5.235362876108542,31.37864864144167,10.76829706090347,17.93080164075463
1992,"Black, non-Hispanic",99.99999999999984,99.99999999999984,85.37907725135737,76.57177617802387,68.59913254778161,6.691853308471713,11.49384260088102,.4366036039436131,5.397982797215083,2.701429721885263,27.91726170447008,1.260214862012561,23.69717022869967,9.759335931290542,17.3383336479898,74.19586678489937,43.42589823933198,66.01347251371891,6.535094148498056,4.778963639256657,5.337196673807345,2.586237164358916,46.27807930272133,69.18137504852363,27.44569817202429,2.436870907242282,42.53024318675786,1.541173116771635,43.25883099675897,9.458349516874543,26.783877088666,1.944074356336288,23.83636605331543,12.60776567303409,19.61791615843608
1992,Hispanic,100.0000000000003,100.0000000000003,84.12623638715728,61.49723071280617,55.77076530354079,4.789557268164217,3.847857890304226,.0002375781405494,2.110144459309978,1.113506425768653,11.98500314746374,.6102622040843663,20.08085709694254,7.081054658211688,11.66936075297837,77.96774712840153,39.91889498483139,72.94347978825095,4.948223984990424,4.075200632494308,6.725649709682089,1.739657452088432,43.76849000481577,69.31946100182233,25.21483337846318,2.051189787621931,49.55461978772058,1.359229873762632,39.80439627615802,7.158064425759089,25.21483337846318,.1629323313213014,24.46772214673441,8.281329257952393,29.76815812046853
1992,Other,100.0000000000001,100.0000000000001,94.34884212098108,88.36128749716836,85.78424296231033,12.66894534883874,22.21555747898539,5.422645102113048,13.75281606964592,7.767014111560732,30.32275386964641,1.818323019945165,28.16636964816692,6.09051377298068,26.77448143005192,87.86852266546222,54.59924674861563,84.14591591948789,11.19660244531567,10.16203261781958,18.39710277155422,10.29532670827308,62.55237614968705,73.8976494897689,33.18718231849937,7.940629653032592,45.01816001207607,1.897880612804571,42.8995433292414,11.16542914604638,32.21469932981004,1.694791508162583,28.77465369601612,7.346959700309359,18.62070213788865
1995,"White, non-Hispanic",100.0000000000016,100.0000000000016,98.60980006214412,95.05771991414976,92.8058626362636,16.67375410315358,26.2256481379346,3.801758880598203,18.16195911178457,14.84303301374843,34.05007780213824,4.772023484888369,49.31393227099777,12.4705903625629,45.15650546921337,95.07768020477988,70.58973611553071,88.23554535635898,13.2187916281384,10.20921158811938,14.70620238433742,9.823149010577557,75.61537653313634,75.37199293859562,44.1047429233295,5.109833066117738,46.14291740636075,2.071614270384768,47.06147263411241,8.457982735357422,43.32247013061492,3.293071395623659,32.85404516898729,11.62751939798061,15.82026206975321
1995,"Black, non-Hispanic",100.0000000000003,100.0000000000003,86.63810598384654,74.36205656582848,62.19579842134738,4.159851405419768,12.26770565519033,.400762367245079,4.191797770361243,2.194818055376177,26.6575814854428,.2901105902818648,28.41093766635454,9.72749815504773,19.64334250812859,69.80283808748226,42.68293269826332,61.63336928610687,6.989578572822305,4.618902731964997,3.839894195950059,1.838026865131132,45.35012525336762,71.05876635960399,26.09540637573118,3.646808374125311,46.44182309450561,.8027590927331704,45.30526885439237,8.713430285971222,26.09540637573118,.5752512841457668,24.84053503759314,13.69457076472877,18.28421067511761
1995,Hispanic,99.9999999999997,99.9999999999997,87.60545210835257,76.7398923772613,69.66037025515652,2.250205703599529,6.512816657683087,.0834960937976761,1.820520265466561,2.647606905714196,20.62032654978833,.7622801938956704,32.83202065704914,7.695225960465999,24.53032530928331,82.17494730968417,42.89763447776137,79.02783984550572,5.166070181793184,4.21108899198417,8.089419444965525,3.573849703674393,46.90689155235992,75.40016937916469,33.90629101292051,2.066897090291662,45.24006708720101,1.24702400096152,56.10695508206217,8.196551687947943,33.90629101292051,.7802158510380749,30.62391505748622,11.74212976142277,16.13377899619146
1995,Other,100,100,96.74512870533542,91.99590902321252,88.63406198422948,18.33224598237913,12.42372799969094,2.04035958665937,12.98121834332502,9.421476901839307,24.5549738886057,3.435997460704483,39.95841268524385,10.91539514902704,38.96125725249549,88.88728411789944,51.81290451137807,82.64386985141647,10.10310574702056,11.23677604549249,10.54937367435797,7.278430186947297,61.17747015272838,67.68857889722636,37.91117695385261,5.316634568986069,41.67913178309791,3.187568939240892,44.77861768430853,8.400853699534307,37.91117695385261,4.879485901957302,32.42223557257648,11.10958380142844,12.3945065457333
1998,"White, non-Hispanic",100.0000000000003,100.0000000000003,98.90178839273392,96.51108274581767,94.99801662269276,17.99474275783238,22.28904159063982,3.775815750628293,22.27309558235272,18.93520345289055,32.234348131601,7.266666662675787,53.81777877841994,10.2444483006694,54.71051483429793,93.86819545606322,72.00194044448729,87.37636448870755,14.10219101665117,9.105802783877753,14.5612589513125,9.559734092609341,76.6911837866589,74.78992609250507,46.73552835711592,5.289446671177449,44.2225106123113,2.468491176117471,44.2664914941538,8.834975642915566,45.48460319378077,5.018859938866076,32.02617971558739,11.2474158775063,12.60181310428917
1998,"Black, non-Hispanic",100.0000000000002,100.0000000000002,89.64428716620161,81.53175980168604,73.04961653156903,7.017376020835684,8.104263214974075,.2164706822911518,7.239083962524492,7.093577834529992,28.76212412486572,1.94493781884293,34.1792418896408,10.37759382646539,30.15822352711726,72.52328506347514,46.05170017450882,60.92644073009051,9.062191133149794,4.552345614633746,5.410657815911269,2.870794369818932,51.21018185710649,68.22352803935776,29.55947446213156,3.784171174270428,39.06483358730134,1.577658253777942,42.00037675964526,10.02323085965982,28.3848559974995,2.785417897918863,26.40425085995718,11.15253202901779,10.8945298094409
1998,Hispanic,99.99999999999999,99.99999999999999,88.39233706557658,77.24415646000355,74.2849342410744,3.000985929700928,6.175490866113996,.5277488891634781,6.683693728116755,5.955255309070164,10.97439775558339,.5545678077192122,21.71142617801246,5.101346987611289,21.38937813392864,78.38972619472624,44.27012051453968,71.07156105227807,6.855163453936406,4.828989709606569,4.04318311843224,3.238474791448684,46.72497360945239,72.26105481501587,27.98849363553907,3.182510932541788,44.76812953675226,2.438824074070623,46.13687533303619,6.765510288369015,27.43232749125054,1.958026650252906,32.46820310932181,9.051029257897776,14.48298898475373
1998,Other,100,100,93.72786613319563,89.02685700340389,87.68096306515618,10.76209265672157,18.23897930350475,.7150470938358424,17.73926616616615,15.53659593834027,16.08389332664243,2.445866325129567,46.57629514659375,8.615602819553642,42.6386164924633,84.57569743282797,54.94018626065555,80.63364358079274,13.60354855910986,11.32487512821955,13.07595514141605,3.909497142536588,64.46386099558069,79.16401560920397,39.96410998110586,5.691827956137918,46.59370809672608,1.38769135848711,43.37082859867096,7.492258228386641,39.96410998110586,3.263661853891743,32.39913203677838,15.6584939445587,11.51203951480326
2001,"White, non-Hispanic",99.99999999999976,99.99999999999976,99.00269985556837,96.72429858018744,95.34501709933033,18.55441611784384,19.48833312119714,3.823431562060201,24.6871068780922,20.99299815562699,29.9389129453791,8.262775582727315,57.69546853128049,9.72452624519954,58.71244519749108,94.73292290977017,74.33760600458987,89.15684094794283,13.09335828554963,9.542965679044954,16.08188198381704,8.485873749676484,79.21872380655647,75.83270057837396,47.57093384436763,5.33104579435574,45.46339264616795,1.659608553087248,43.31920239940096,7.430232120624273,46.08011781231005,5.707755843710459,35.86025345995125,10.99755142567961,10.79790867004193
2001,"Black, non-Hispanic",100.0000000000001,100.0000000000001,90.18094327922317,85.32923106863622,81.7560043496462,6.544586336028472,10.14893329275706,.498613542400676,9.436756386062717,7.389838280027266,28.88494946030301,1.772909155986075,40.13583605192132,9.88029528584118,35.7632085798534,76.81050544860382,47.5345577136474,70.05898140272609,5.955189467065391,4.889018862719369,3.247361886277102,1.91980673091658,50.70370755293403,73.85764016163701,36.35586728954935,1.98775249530443,46.79035578787543,.637961107125587,52.34440725801598,5.033896165798701,35.36467065136567,2.049567783241555,34.74999128413969,14.85386773601051,10.43714203586996
2001,Hispanic,99.99999999999994,99.99999999999994,87.83857886531058,77.04105244228809,72.28066230340721,4.795893808000459,3.064855850827388,.2294051508071216,6.692974723184455,3.990169578620593,11.39517051554353,1.759586326352816,31.48674514553457,9.611807064904275,28.91755409455316,79.34991166519065,43.97776635924014,72.52218512247075,5.961807193681945,2.057054296992835,5.3027513445284,1.348478413305382,44.65817468906801,71.0736925341301,31.88462319056391,2.560408904582092,43.03212498388618,1.225494794742168,43.28363000484143,7.382719878260454,31.88462319056391,.7796207773683018,30.41909528651346,11.56870541337959,13.29688627604316
2001,Other,100,100,92.52248423924742,88.91106517206204,85.84494199890291,11.33172649430488,11.30475368386264,.5940092478283292,23.56684892372648,14.03037055998991,21.02775721498913,1.708740247044575,42.5627779684584,10.04916542071623,47.13988100890332,81.48436908670196,52.89873831411722,73.55120743013229,8.024451075400204,4.272999876345621,14.38889008484984,7.615293084167877,60.31321837662554,73.88460373861199,40.52190858255335,3.428277472426639,39.91687434235222,2.8888391560713,41.48675762411432,9.329412598521289,40.52190858255335,3.620359698443328,27.3677104235411,11.33318194573416,15.3734893097752
2004,"White, non-Hispanic",100.0000000000004,100.0000000000004,99.30355685501826,97.18737609108875,95.45117734192061,15.26045171627976,21.11870678694556,2.480423419548746,25.52029895302531,18.9002479682737,26.78434113648637,9.227537631131733,56.3581139903582,10.5083850601604,58.69455569290678,95.81933296953439,76.05743903662939,90.29014655941711,14.09858420978011,9.100034551271152,15.70953400828363,8.939851770716775,80.31896711392162,77.95367735404901,51.92530139946137,4.476744401989429,47.05784523550893,1.732829199104176,45.97800007802002,7.766799502829281,49.65557828095452,10.49719333064212,37.41418829878523,13.68257039581973,8.320679506332791
2004,"Black, non-Hispanic",100.0000000000001,100.0000000000001,92.6573195583335,85.65324182063704,78.1234575725405,5.717076178178551,9.316833699779391,.0001006174492238,6.127706621913382,3.624301756346591,24.43103567828967,2.460801170070036,32.72631279922504,11.48836228090956,27.72868037280702,79.67313435264116,50.84459264020594,70.04890605866788,8.057675166785293,4.9252701000367,6.097459947134188,3.071631948980724,52.13303574165425,71.17571753293198,36.10504488787894,2.32526829233498,46.5403408856039,1.028739897957472,46.75110844553768,8.121517681151289,34.30782229874021,2.593239187986057,30.86500948109313,16.49235313787705,10.94464836568305
