year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989,Less than 25,29.7371014466655,-1.07865072222587,15.2604433490042,3.04823084423467,1.54847464941046,4.49877348081786,1.29199633359038,11.933719095,1.8117185658056,2.86824546905048,2.28754203568223,0.39779063651,4.61858883585205,2.05170863620382,2.51716532827503,16.3220551387219,56.4549708087622,7.78362073607821,60.4482891551763,-47.4941528817987,7.80982049943717,4.64959959807526,-6.76952157165264,21.5285855782046,89.6826945791,59.7086157031341,12.6802632155311,4.18075084370169,3.75876831547303,7.30804623727096,84.502208156231,1284.64623016533,11.3805919750298,13.1994933186184,5.19576981038388
1989,25-49.9,49.8707547730168,46.041480983652,81.6770321293356,17.6065514859076,5.74836137772614,14.5977915400058,2.19947508773128,12.6100697637542,10.1800398050037,8.05622060572975,8.81801619904615,12.3959579415793,11.4371476897985,8.36292976009461,9.4371513878372,67.7858529516196,77.9874367225226,13.958380500121,33.6979300997086,22.5571162225202,14.1729160351752,10.8722344340175,17.1560983024452,45.6065889540138,62.5192549904131,35.2274789622465,13.8658379664116,4.63744665287659,3.0783855730254,9.41243465405777,61.9300678835947,29.8012807194461,14.0579316394947,6.89456837020975,6.03692466993928
1989,50-74.9,71.7824610555723,178.442159342488,239.169920554011,53.7750694483892,12.7053807399967,34.0525569171287,4.58005719545984,19.0848718947084,16.5343123470454,18.972711033211,15.3937195728567,36.7015636755318,34.9035629244914,18.4397233875509,20.3505706743886,187.06388879038,158.807162424088,19.6429086882776,65.5389113390042,12.8285059309514,73.3194714330705,21.3674662689882,70.0759279539388,78.6491085011091,81.8522714027906,43.429860049441,17.3230316791725,11.9892076754698,3.51304665887597,8.90399431096045,80.0329437844928,43.1528338430836,15.187342234686,8.83255436610125,10.5414718058463
1989,75-89.9,101.727520831216,452.904826109992,530.284827086372,160.312694833273,32.3527388449797,68.8149649848614,9.9142029937699,51.7466440163604,54.4593054129168,43.5586220379857,21.7947995249196,90.2807827997445,77.7136075724194,32.8492020861778,72.2282066425074,372.1530432347,272.820892476535,23.1675026461303,129.176443177941,101.517033122321,171.938445288587,38.0555527027845,170.966893784179,101.673891454845,97.9555847336656,55.6132060419067,24.118490875225,7.37674895918591,4.7524422074232,9.77248010144688,94.5209504854639,53.5568672345861,15.22736466875,17.2105719719685,26.0741375415178
1989,90-100,284.832676063787,2524.63755281182,2654.27821205035,915.31437266731,152.935261692647,153.397564483008,27.8828546838487,377.35892403702,304.226832533421,205.047677388813,62.3413625403302,611.84331560219,225.860452237629,215.087686273706,387.144673163743,1741.24496050537,505.101179182157,45.1509950157578,359.725612142789,810.452266984184,1456.4241431953,161.275930938812,1076.870114212,190.001076843759,160.854926895921,120.523104299438,40.9153495400693,175.195716079025,6.17648168007738,57.0434134114303,156.753853520074,97.1417056294051,24.383779967911,7.06692976686237,73.6251336686976
1992,Less than 25,31.1441742532684,-0.998943720053355,17.6779473861021,3.08482296289274,1.48975048665961,4.15419031067344,0.88876592046237,12.9643026618515,2.02402950233201,4.17478045553819,2.80173725346574,2.46986628154667,3.84605111397617,2.27903670316051,2.8896116341088,18.6719982245927,59.672039595419,7.73758905468965,43.7647812801086,8.5083213161021,12.4756889616121,3.65075672324977,-7.84633221793409,24.2569201885864,64.5027511742748,96.6583906545798,14.3640323709921,3.3399859600515,3.84028160775609,8.48408695636586,64.4501961544232,2.8603309693,9.2564995062501,15.6767741275519,7.42096248453122
1992,25-49.9,49.4336484403767,45.5288192496147,88.2272682956588,15.9825390492421,5.30422187789444,15.1132659514839,2.49772950345126,15.2989879446364,7.36508713529601,10.573830368093,6.60476329529887,19.3490204610844,11.838190976798,7.91545481238031,9.50721041598463,75.7927099606409,87.4178119496265,12.9614159063313,47.4089828448799,21.7553553972274,21.8654332765715,12.8188903583054,16.9676735900516,53.8645985196938,76.6166958855701,50.9597986964673,10.8627511732744,3.10342502846692,3.75673959747963,5.02223388185917,76.3201859853025,22.3189405842422,10.2811532892041,8.64786935918667,5.06772853299254
1992,50-74.9,65.0119988765449,162.236444099858,224.073654219535,53.4091368138327,13.2428119250698,28.3840519364865,3.12718329942397,30.3985974934169,14.8276014815908,22.2561340913435,16.9052131103527,34.2703390663281,34.5583971929308,18.7616857991845,25.7264723902392,173.03078703955,152.42817681281,18.0469211133829,72.4602492395244,45.2514742975352,49.220330875328,20.8484272433099,58.5651620008519,80.0424954846401,95.3809151980156,50.529261632055,13.8924310118257,4.06025115834153,4.28679130222262,9.97904103581818,93.8462519097274,26.2109044304658,14.1518451116207,9.77378447450595,6.12515137804516
1992,75-89.9,91.14175444956,391.618182034345,463.827176834899,148.317295121811,28.9746173249222,65.6754568800793,8.65192811056612,41.6075894039433,36.6935834894687,49.2855865868193,25.0969092896038,54.1527761178753,76.108550508555,33.6209646744731,67.1249019462339,317.073565191514,236.535044180307,20.985205999079,113.678264614795,82.5301036703468,143.046621776144,47.8014091178593,138.737613259499,101.237899637597,112.327052015788,66.3657713529292,13.9274128024031,22.2837279227731,4.19650502526079,11.1483900490366,109.645564898831,31.4250587839505,12.6687562630572,8.87437719447914,9.22127883671975
1992,90-100,215.097449441854,2239.4934929145,2395.72407007325,846.544273680613,126.23859014351,134.249994613547,20.468981485208,406.82843244855,332.179234898054,206.747890050444,54.4813842491471,399.143375904549,261.471114208954,204.159039376443,425.154763854652,1551.6158337432,464.009941272577,39.6530006063156,341.585080218638,734.377496394256,1325.51157891674,122.402855995184,924.983544561536,216.93858802363,179.385349565772,175.212988998284,29.21500672029,99.1075603096656,6.29907615426513,56.3388968708192,173.019084968419,60.7158130993488,22.0662432484761,20.3547651280911,40.335982033205
