Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2003:Q1,Hispanic,1463429,771810,604906,166904,691618,83791,11252,10515,4434,6081,9,0,9,69549,35275,37178,64378,262984,91698,24989,461599,460814,339382,121862,-430,0,784,1001830,9264904
2003:Q1,Other,1829034,863477,739784,123693,965556,138440,26163,6080,6080,0,4318,861,3457,137985,33509,27683,95309,253548,218514,24006,426307,425542,324270,97461,-653,4464,766,1402726,5086378
2003:Q2,White,48297900,17676500,14616600,3059900,30621401,3789744,1364555,1146294,554665,591630,833526,727860,105667,6855901,861923,794954,2323236,7021418,5147733,482116,7255242,7236682,5282978,1560378,-14571,407897,18561,41042658,80572605
2003:Q2,Black,2594149,1085789,864642,221147,1508360,139188,17984,14094,6809,7285,1889,1816,73,98807,85748,87065,157425,755024,112296,38840,691931,690041,447218,235058,-373,8139,1890,1902218,14452645
2003:Q2,Hispanic,1531968,811500,636654,174846,720469,85072,11651,10716,4288,6429,445,438,7,79639,37007,38268,68339,265655,97615,26060,492961,492151,363880,125980,-386,2676,811,1039007,9431154
2003:Q2,Other,1934076,908209,778044,130165,1025867,143476,25621,8037,5573,2464,4927,1954,2972,170094,36100,28574,106821,257321,219699,25196,460793,459981,354305,100514,-535,5698,812,1473283,5260456
2003:Q3,White,49206879,18010251,14916081,3094170,31196627,3791966,1313201,1116657,623311,493346,833858,727544,106314,7247891,882571,814908,2373264,7079330,5246488,496493,7435038,7416484,5465607,1586177,-21382,386082,18553,41771841,80618654
2003:Q3,Black,2673812,1114335,898225,216111,1559477,140614,18689,15263,7676,7587,1214,1170,44,106926,87002,92027,165387,770269,121576,40511,707041,705179,457727,241447,-460,6465,1861,1966771,14540834
2003:Q3,Hispanic,1593906,859032,674809,184223,734874,84529,11953,11118,4971,6146,499,493,5,84464,38534,38747,67265,267638,102662,27465,511434,510607,381479,127998,-588,1718,826,1082473,9588473
2003:Q3,Other,2020153,959104,822764,136340,1061050,147738,24894,13917,6588,7329,4418,1829,2589,183134,38672,28905,111280,261026,220259,26807,496356,495506,386120,104053,-711,6044,850,1523797,5456543
2003:Q4,White,50981693,18354069,15227064,3127005,32627624,3841924,1274663,1237205,684637,552567,830017,722141,107877,8130676,901713,852551,2579457,7149184,5318336,511897,7602166,7583712,5601177,1615196,17208,350131,18455,43379526,80676705
2003:Q4,Black,2777177,1143919,930312,213607,1633258,142513,19299,16120,8452,7668,34,0,34,119380,87975,99409,190753,785815,129680,42280,726484,724668,473520,246601,572,3975,1816,2050693,14606072
2003:Q4,Hispanic,1663021,904115,711079,193036,758907,85110,12248,12732,5629,7103,488,484,4,92816,39976,39891,70433,269525,106778,28911,537128,536291,403171,132583,484,53,837,1125893,9732491
2003:Q4,Other,2138170,1018204,874251,143953,1119967,153592,24351,14484,7611,6874,3698,1596,2102,213913,41416,30144,123565,266137,220044,28623,534161,533273,417746,108552,677,6299,887,1604009,5675140
2004:Q1,White,53217660,18923169,15756125,3167044,34294491,3966377,1235068,2007643,1421992,585651,849531,738879,110652,8557432,905088,880429,2617469,7285673,5472741,517040,7722778,7704402,5720580,1608900,15637,359285,18376,45494882,80750345
2004:Q1,Black,2883962,1184750,969472,215279,1699212,145293,19800,23995,16268,7727,1220,1173,47,127756,87352,105300,196803,808518,140772,42403,729160,727391,480141,242915,480,3855,1769,2154802,14645773
2004:Q1,Hispanic,1743097,960401,758670,201731,782696,87522,12485,18021,10168,7853,792,790,2,97596,40785,40527,68707,273039,113442,29780,553446,552599,417656,134043,453,447,847,1189651,9858832
2004:Q1,Other,2283359,1103438,949725,153713,1179921,161794,23812,26575,19313,7261,3185,1720,1465,230931,43618,30965,128706,276847,223379,30110,569488,568558,450310,110614,583,7051,929,1713871,5916747
2004:Q2,White,54033334,19417324,16203831,3213493,34616010,4033701,1192849,1819239,1275671,543568,877581,764052,113530,8503187,915889,896833,2642966,7426739,5784863,522162,7946162,7927183,5917103,1620753,15203,374124,18979,46087171,80843162
2004:Q2,Black,2953484,1216747,1008565,208182,1736736,146908,20177,22816,14951,7865,3700,3640,60,131921,87210,109365,200981,813565,157666,42429,743257,741437,493508,243461,436,4031,1820,2210226,14657348
2004:Q2,Hispanic,1821035,1021772,810234,211538,799263,88215,12648,17810,9919,7891,1249,1248,1,98676,41773,40556,66434,276187,125129,30586,576532,575649,438113,135959,451,1126,882,1244504,9963125
2004:Q2,Other,2409455,1184869,1022968,161902,1224585,169387,23244,27787,17430,10357,2787,2023,764,231168,46411,31211,133698,293280,233879,31731,616404,615390,492549,114366,542,7933,1013,1793051,6181864
2004:Q3,White,55155985,19991608,16761299,3230309,35164377,4059033,1151735,1956431,1371174,585257,872847,756517,116330,8442602,924092,920781,2634941,7572660,6094011,535245,8123936,8104707,6079774,1656036,-4378,373274,19230,47032049,80958741
2004:Q3,Black,3014988,1248701,1041052,207649,1766287,147526,20432,23871,15967,7904,2073,2002,71,135877,86624,114264,200842,817209,174003,43565,760350,758535,506271,249010,-93,3347,1815,2254638,14638211
2004:Q3,Hispanic,1902442,1088684,871357,217327,813758,87536,12744,19548,10840,8707,1232,1232,0,99446,42552,40765,63024,278673,136497,31741,598908,598007,457769,139305,-133,1066,901,1303534,10040997
2004:Q3,Other,2543276,1271943,1099368,172575,1271333,176585,22687,30568,19852,10716,1690,1681,10,230809,49302,31858,137354,311453,245114,33912,665882,664798,535678,120524,-133,8729,1084,1877394,6470991
2004:Q4,White,57216372,20542252,17262553,3279700,36674120,4163262,1151189,2072787,1633203,439584,924826,806141,118685,9155219,946659,958107,2850311,7715707,6185696,550355,8356615,8337005,6242724,1692447,-5944,407778,19610,48859757,81098728
2004:Q4,Black,3127401,1307649,1094370,213279,1819752,152919,20469,25651,18035,7616,7126,6949,177,137437,89524,117837,220883,827462,174047,46396,797070,795187,537770,252809,-122,4730,1882,2330332,14587249
2004:Q4,Hispanic,1996989,1137290,915273,222017,859699,93215,12992,19500,12424,7075,2220,2049,170,108380,41342,42138,73096,281516,152191,33108,634772,633896,486351,144306,-194,3432,876,1362217,10089620
2004:Q4,Other,2793206,1378559,1195335,183224,1414647,190729,24686,41677,26076,15600,3876,3876,0,263968,51645,35915,151108,338033,276447,36564,714752,713620,573734,130556,-180,9510,1132,2078454,6783721
2005:Q1,White,57930784,21050763,17735774,3314989,36880022,4262821,1107007,2008474,1553033,455441,916482,795271,121211,9174718,947518,967646,2837055,7801008,6298538,558755,8436763,8416934,6352792,1676479,-17732,405396,19830,49494021,81256992
2005:Q1,Black,3169907,1357123,1136627,220495,1812784,157933,20297,24435,16875,7560,4359,4071,288,132750,90268,117178,214512,828417,174548,48087,826467,824545,580721,240005,-297,4116,1922,2343440,14509245
2005:Q1,Hispanic,2086461,1199155,974573,224582,887305,98645,12998,19499,12312,7187,2280,1936,344,112165,39196,42213,76570,281573,168142,34025,679548,678706,524099,151186,-620,4041,842,1406913,10112349
2005:Q1,Other,2986638,1482135,1287063,195072,1504503,205803,26153,42055,25584,16471,4942,4942,0,269861,52805,38589,152722,361316,311239,39018,758842,757672,610947,137305,-494,9913,1171,2227795,7116019
2005:Q2,White,59319486,21588711,18239486,3349225,37730775,4303569,1080744,2126921,1645074,481847,921753,798523,123230,9437637,953517,992141,2923773,7898311,6528759,563650,8636079,8615670,6528147,1692852,-10978,405648,20409,50683407,81425457
2005:Q2,Black,3236498,1410175,1176714,233460,1826323,161818,20174,24714,17204,7510,3410,3024,386,129610,91310,118434,219006,829508,179184,49154,857343,855333,614511,237383,-203,3642,2010,2379155,14410454
2005:Q2,Hispanic,2185556,1263337,1037499,225837,922219,102338,13072,20404,13011,7393,2560,2042,518,117547,37152,42830,82735,281399,187503,34678,715301,714481,554706,155407,-409,4777,820,1470254,10114082
2005:Q2,Other,3217300,1590433,1380596,209837,1626867,220166,28037,46028,28886,17142,6471,6471,0,286416,54262,42381,160065,387085,354561,41395,813413,812178,655394,146747,-324,10361,1235,2403887,7462941
2005:Q3,White,60808949,22172630,18796392,3376238,38636319,4381649,1093941,1903233,1544912,358322,919605,795343,124262,9936444,968234,1007438,3053191,7990968,6798632,582983,8849040,8829203,6707188,1722670,-10644,409989,19837,51959910,81596049
2005:Q3,Black,3303189,1459392,1225653,233738,1843797,166076,20191,22685,15893,6792,1609,1147,462,127815,92993,118254,227858,829029,185010,52277,890624,888697,647576,237929,-195,3387,1927,2412565,14297133
2005:Q3,Hispanic,2290049,1331284,1103763,227521,958765,106971,13332,18558,12706,5852,2740,2049,692,124461,35376,42986,90015,280590,207683,36052,750644,749893,584764,159849,-423,5704,751,1539405,10099718
2005:Q3,Other,3477754,1706643,1486226,220418,1771111,236365,30799,47619,27859,19760,8014,8014,0,314718,56260,45780,170188,413674,402908,44785,872068,870847,702353,157937,-313,10870,1221,2605686,7819545
2005:Q4,White,62039294,22680596,19270689,3409907,39358698,4430866,1157568,2009251,1570143,439108,918636,794789,123847,10066492,974704,1028760,3161013,8084916,6920130,606362,9023575,9004067,6867684,1749889,-5706,392200,19508,53015719,81760694
2005:Q4,Black,3354840,1502403,1267276,235127,1852437,169803,20336,22747,15641,7106,504,0,504,123093,93870,118827,234019,828179,185162,55896,917563,915684,675827,237998,-112,1971,1879,2437277,14175538
2005:Q4,Hispanic,2378375,1389534,1160116,229418,988842,110755,13816,19746,13033,6713,2966,2105,862,128727,33265,43350,96567,279516,222539,37595,780133,779443,610654,163437,-242,5594,690,1598242,10074158
2005:Q4,Other,3720889,1825402,1593583,231819,1895487,252385,34763,50194,29731,20463,9790,9790,0,325947,57669,49756,179186,441473,445726,48597,930068,928850,748702,169232,-174,11089,1218,2790821,8180886
2006:Q1,White,63870424,22709496,19272092,3437403,41160929,4614897,1156328,2091567,1660992,430576,929159,808376,120784,11396658,918388,1051523,3260843,8186936,6948560,606069,9258789,9239100,7065073,1759098,4744,410185,19689,54611635,81911317
2006:Q1,Black,3383401,1524013,1277618,246395,1859388,175369,20266,22822,15885,6938,538,50,488,126120,89349,119568,239150,828242,181938,56026,942821,940916,704357,234004,109,2446,1905,2440580,14051925
2006:Q1,Hispanic,2431291,1408502,1179037,229465,1022789,118301,13991,20225,13712,6513,3407,2382,1024,141024,28833,43749,102817,278576,234025,37841,810738,810088,637076,165641,214,7157,651,1620552,10042301
2006:Q1,Other,3974847,1893434,1645886,247548,2081412,273187,37699,55237,33363,21874,12086,12086,0,400044,54459,54008,187720,471057,484987,50928,992468,991218,800431,178843,158,11785,1250,2982379,8542023
2006:Q2,White,64108853,22983507,19512714,3470793,41125346,4647067,1189869,2058872,1537224,521648,946404,830765,115639,11064006,920714,1059429,3244102,8275476,7113722,605686,9469258,9449400,7252748,1763163,13423,420066,19857,54639595,82039843
2006:Q2,Black,3399054,1551166,1303273,247892,1847888,178868,20275,21542,14504,7038,2083,1655,428,118081,89923,118361,231782,827015,183786,56172,971663,969733,738269,228621,348,2495,1929,2427391,13932550
2006:Q2,Hispanic,2487079,1443485,1212246,231239,1043594,121679,14323,20564,13191,7373,3986,2807,1179,142253,26594,43532,105602,277197,249780,38084,847012,846401,668080,169341,645,8336,611,1640067,10009045
2006:Q2,Other,4159505,1985567,1726262,259306,2173938,289721,41549,52792,31427,21365,14792,14792,0,387336,55159,57274,188194,499919,533951,53250,1055613,1054334,852993,188486,480,12375,1279,3103892,8898011
2006:Q3,White,65100556,23170458,19664540,3505918,41930098,4701546,1250620,2018245,1561497,456748,933318,824520,108798,11423550,940956,1080957,3343267,8375862,7257428,604350,9656205,9636277,7387795,1800785,19022,428676,19928,55444351,82138199
2006:Q3,Black,3430051,1573403,1324940,248462,1856648,182835,20306,21061,14280,6780,336,0,336,114481,92075,119103,237081,828087,185039,56246,1004372,1002430,766955,232459,533,2483,1942,2425679,13823671
2006:Q3,Hispanic,2545462,1472162,1238691,233471,1073300,125816,14762,20108,13510,6597,4120,2796,1324,148193,25046,43911,111852,276411,264781,38300,880752,880184,694302,175448,976,9458,568,1664710,9979291
2006:Q3,Other,4395601,2071978,1801551,270427,2323623,307228,46212,57457,33310,24147,16941,16941,0,411523,57090,61663,196217,530659,583160,55474,1117068,1115772,899372,202749,709,12942,1296,3278533,9243909
2006:Q4,White,66375989,23189996,19662424,3527572,43185992,4759641,1338717,1857547,1420063,437485,927840,823771,104070,12297391,968231,1106917,3502393,8482800,7329108,615407,9808842,9788759,7466886,1828138,35770,457966,20082,56567147,82198310
2006:Q4,Black,3472545,1593389,1340012,253377,1879156,187121,20315,19479,12876,6603,292,0,292,113931,94919,120607,249007,831276,184056,58155,1025889,1023920,784644,234510,1245,3520,1969,2446656,13731542
2006:Q4,Hispanic,2590461,1482509,1248168,234341,1107953,130275,15292,19094,12792,6302,4363,2890,1473,157582,23797,44526,120020,276201,277586,39216,903594,903065,710690,178896,1962,11517,529,1686867,9957937
2006:Q4,Other,4646979,2143532,1860563,282969,2503447,324988,51705,56315,30598,25718,19385,19385,0,466708,59508,66511,208406,562584,628738,58599,1168999,1167682,937123,215172,1559,13828,1317,3477980,9574772
2007:Q1,White,67177908,22951190,19404393,3546797,44226718,4935795,1381867,1939287,1464993,474293,939414,839605,99809,12878279,980357,1116927,3562639,8575233,7299882,617038,9902722,9882192,7588453,1809780,26877,457082,20530,57275186,82212100
2007:Q1,Black,3490219,1603937,1339132,264805,1886282,193282,20284,19509,12889,6621,261,0,261,111599,96674,120285,250971,834554,180000,58862,1036028,1033987,802349,227745,851,3043,2041,2454191,13662420
2007:Q1,Hispanic,2612544,1473118,1238390,234728,1139426,138363,15674,19892,13281,6611,4853,3234,1620,165365,22045,44570,125464,276019,287477,39704,922239,921737,727423,180479,1592,12244,503,1690305,9949884
2007:Q1,Other,4838270,2181687,1883385,298302,2656584,346873,56417,59371,32899,26473,22524,22400,124,505894,60605,70082,213131,592927,667805,60955,1217820,1216460,979029,222169,1039,14223,1360,3620451,9885657
2007:Q2,White,67802350,22839143,19268853,3570290,44963207,4904910,1435762,1846824,1451256,395568,979394,884887,94507,13243053,1003491,1151093,3724594,8678595,7362020,633471,10077120,10056545,7698905,1830492,26477,500671,20575,57725230,82171496
2007:Q2,Black,3551968,1618436,1345205,273231,1933532,197368,20259,18760,12514,6246,4015,3796,219,108119,99586,123452,264331,856143,179698,61800,1064006,1061944,827044,229256,848,4796,2062,2487961,13622562
2007:Q2,Hispanic,2647850,1471718,1235163,236555,1176132,141066,16117,19126,13411,5715,5803,4048,1756,172256,20755,45717,134302,278984,300936,41070,951293,950831,750151,184004,1697,14979,462,1696558,9960029
2007:Q2,Other,5012329,2218092,1906548,311545,2794237,361337,61525,61941,33516,28426,26966,26307,659,531706,62490,75745,225181,609902,713008,64435,1269994,1268630,1019094,233214,977,15345,1364,3742335,10171623
2007:Q3,White,68574721,22649832,19061749,3588083,45924889,4928032,1634173,2294864,1638762,656103,994187,903556,90631,13322926,1014400,1167165,3797721,8769225,7361271,640924,10180873,10159913,7784619,1877170,38720,459404,20960,58393847,82068424
2007:Q3,Black,3590358,1622556,1343867,278689,1967802,202822,20033,19981,13520,6461,5335,5131,204,103203,101812,124694,269275,879082,177862,63704,1100711,1098573,856549,238197,1489,2338,2138,2489647,13618224
2007:Q3,Hispanic,2701132,1486825,1247700,239125,1214307,145819,16958,23135,14937,8198,6381,4479,1901,178048,19078,46269,140926,282400,313205,42089,985617,985182,776925,191554,2690,14013,436,1715514,9993273
2007:Q3,Other,5139780,2243557,1921512,322045,2896223,377283,69987,62951,40207,22744,30606,29622,983,537902,63183,79823,230024,624158,753198,67108,1321204,1319809,1054579,248631,1616,14983,1395,3818577,10427724
2007:Q4,White,68045471,22433567,18821434,3612132,45611904,5098860,1793098,2330709,1646004,684705,1085478,998565,86913,12622813,1020517,1164689,3740439,8847315,7250720,657265,10311371,10290430,7870164,1906600,44127,469539,20941,57734100,81898463
2007:Q4,Black,3576763,1606181,1319813,286367,1970583,204262,20239,21310,14811,6498,17104,17026,78,101475,99231,124147,250362,895824,172372,64258,1104351,1102269,846675,250310,1679,3605,2082,2472413,13653730
2007:Q4,Hispanic,2615683,1417911,1174866,243045,1197772,145551,17302,22943,14776,8166,7310,5597,1712,169729,20155,47042,137662,288309,299218,42552,986692,986238,775732,193778,2879,13848,454,1628991,10053002
2007:Q4,Other,5189300,2261143,1927899,333245,2928157,392635,76688,66159,43709,22450,35720,33590,2130,534278,66378,80293,238738,635342,733136,68792,1362955,1361504,1084563,258789,1895,16256,1452,3826345,10650327
2008:Q1,White,66484625,21936699,18293652,3643047,44547926,5280970,1996392,2383224,1670905,712319,1181671,1097803,83868,11616019,1013261,1127634,3528571,8909241,6842589,668356,10412961,10390996,7935599,1890437,51319,513640,21964,56071664,81671820
2008:Q1,Black,3508688,1564985,1274853,290133,1943702,206530,20451,22822,16273,6549,28362,28362,0,98164,95842,119423,216677,913854,157260,64317,1098760,1096583,833939,254048,1981,6615,2177,2409928,13725682
2008:Q1,Hispanic,2518307,1352328,1103323,249006,1165978,146063,17822,22902,14774,8128,8280,6744,1537,159789,20815,46532,129992,294618,276298,42868,985462,984945,771730,194790,3158,15267,517,1532845,10136555
2008:Q1,Other,5118205,2227542,1886350,341192,2890662,407812,84478,69830,47789,22041,40893,37741,3153,507249,68279,77209,234125,643099,687816,69873,1393649,1392042,1108855,262733,2312,18142,1607,3724556,10841022
2008:Q2,White,65507778,21528174,17866894,3661280,43979605,5157186,1921756,2504220,1822014,682206,1175263,1083965,91299,11136945,1021534,1113157,3521148,8987311,6765566,675517,10388496,10366256,7970578,1895946,38676,461057,22240,55119282,81402354
2008:Q2,Black,3471606,1522571,1234703,287868,1949035,205603,21233,25673,18878,6796,26862,26838,24,98035,93982,117907,204952,936668,154107,64013,1072108,1069932,798388,265563,1195,4786,2176,2399498,13828750
2008:Q2,Hispanic,2456270,1307285,1051902,255383,1148985,138127,17757,23187,15536,7651,7752,6312,1441,153358,22131,47092,128945,302317,265241,43077,953677,953125,747185,191385,2265,12291,551,1502594,10239755
2008:Q2,Other,5105408,2190256,1846045,344211,2915152,410512,85782,81619,56755,24864,41425,38721,2704,514424,71514,75918,245622,651922,665959,70453,1412084,1410394,1123132,267559,1413,18290,1690,3693323,11002712
2008:Q3,White,63615089,21115581,17442258,3673323,42499507,5297240,1916903,2734392,1974571,759821,1179579,1079292,100287,9713061,1019711,1087912,3261820,9047771,6550789,690329,10483517,10461452,7942172,1899351,68765,551164,22065,53131571,81103927
2008:Q3,Black,3416513,1492865,1199685,293180,1923649,208436,21923,28423,21721,6702,26539,26430,109,92179,91427,115095,168351,959775,146547,64953,1081553,1079438,792051,274293,2835,10259,2116,2334960,13957604
2008:Q3,Hispanic,2380126,1257660,996761,260899,1122466,137991,17885,24223,16241,7982,7374,6032,1343,140574,23128,47294,120096,310079,250029,43793,964425,963856,747683,196416,3798,15959,569,1415701,10358428
2008:Q3,Other,4989496,2153039,1802707,350331,2836457,422739,88506,87737,66455,21282,41826,39861,1965,453063,73719,73275,235099,657153,631758,71583,1429897,1428170,1129935,273753,3465,21017,1727,3559599,11138295
2008:Q4,White,60757752,20670493,17018028,3652465,40087259,5535742,2143655,3041247,2255085,786162,956407,853586,102821,7567547,1011708,1015336,2831590,9080634,6198750,704643,10239020,10215727,7894078,1888789,70130,362730,23292,50518733,80790398
2008:Q4,Black,3307680,1464295,1167991,296304,1843386,212927,22354,32762,25986,6776,1716,1629,87,81128,88416,105781,116497,981406,134445,65953,1063264,1061005,776364,280642,2777,1221,2259,2244416,14106913
2008:Q4,Hispanic,2288843,1211252,947177,264075,1077591,140908,18650,25322,17410,7912,3809,2608,1200,121714,23933,45470,105573,317358,230306,44549,948171,947524,739576,198018,3690,6240,647,1340672,10488399
2008:Q4,Other,4793837,2115832,1762429,353403,2678005,438373,96954,103294,82732,20562,36607,34410,2198,338384,75222,65568,208675,657254,585123,72550,1430538,1428636,1130047,276339,3440,18809,1903,3363299,11250672
2009:Q1,White,59141335,20242293,16609076,3633217,38899042,5464531,2112246,3318042,2348684,969358,895451,787521,107930,6716548,1017958,1013082,2711196,9087529,5856794,705666,10143875,10121002,7893272,1830933,56406,340392,22873,48997460,80475629
2009:Q1,Black,3260633,1433929,1137203,296726,1826704,213737,23192,34620,28786,5834,109,0,109,77802,86669,106028,95530,1001131,122814,65071,1053319,1051150,773506,275023,1817,804,2168,2207314,14271348
2009:Q1,Hispanic,2218638,1171747,903786,267961,1046892,134763,18782,26469,17686,8783,2602,1537,1065,111604,25333,46782,100998,324001,210975,44583,950853,950196,743034,199996,2841,4325,657,1267785,10625493
2009:Q1,Other,4669777,2071401,1717248,354153,2598376,440926,98833,97858,91136,6722,35363,33338,2025,312316,77988,64555,207850,652321,538206,72160,1432725,1430815,1136775,272190,2275,19574,1910,3237052,11342743
2009:Q2,White,59696921,19899971,16272735,3627236,39796950,5447998,1993784,2937397,1968132,969266,909424,796532,112892,8119889,1034569,1069687,3002697,9140429,5430587,710489,10135106,10113544,7892146,1802451,66987,351959,21563,49561815,80173480
2009:Q2,Black,3287136,1410532,1115912,294620,1876604,215368,24098,32578,26530,6048,129,0,129,90211,85840,114705,113083,1027505,108338,64749,1036324,1034382,751422,278289,2311,2359,1943,2250812,14445578
2009:Q2,Hispanic,2204998,1155746,882246,273500,1049253,130116,18657,24495,16015,8481,2417,1496,920,119467,27183,50849,110134,332488,188613,44834,935000,934372,729111,197899,3211,4150,628,1269998,10765534
2009:Q2,Other,4738290,2027052,1673893,353159,2711238,444985,98126,83896,76116,7780,36322,34453,1869,445085,81675,69442,243091,652920,483699,71997,1434697,1432876,1138894,270233,2922,20827,1821,3303593,11417408
2009:Q3,White,61216859,19639324,16025317,3614006,41577536,5423047,1836221,3085339,2203579,881760,928857,811324,117532,9551734,1053140,1129314,3318015,9198488,5334262,719119,10122510,10101268,7857242,1797722,80007,366298,21242,51094349,79897811
2009:Q3,Black,3338253,1387244,1098178,289066,1951009,216901,24901,37900,31017,6884,143,0,143,103024,85151,124111,133751,1054902,105255,64970,1033890,1032031,738299,286605,3012,4115,1858,2304364,14624274
2009:Q3,Hispanic,2212405,1146048,867389,278659,1066357,125029,18340,24669,16997,7672,2298,1531,766,127189,29142,55179,120136,341150,177937,45286,932505,931864,722701,201397,3649,4118,641,1279900,10904348
2009:Q3,Other,4891087,1996057,1646521,349535,2895030,448043,95857,107391,90936,16455,37458,35694,1763,583577,85470,74655,281178,653125,456196,72081,1435937,1434106,1135186,272987,3826,22107,1831,3455149,11477568
2009:Q4,White,61317708,19479935,15856051,3623884,41837772,5620803,1753236,2908681,2160260,748421,931457,809136,122321,9791950,1067379,1169167,3437767,9238975,5184348,734010,10133039,10113625,7851502,1785868,87456,388799,19414,51184668,79662484
2009:Q4,Black,3373136,1381977,1084025,297952,1991159,221462,25581,40055,32282,7773,160,0,160,107738,83974,130759,135320,1079742,100271,66098,1020692,1019154,715100,294298,3376,6379,1539,2352443,14802105
2009:Q4,Hispanic,2206898,1137689,853667,284022,1069209,126458,18200,23322,16742,6580,1952,1348,604,125801,30931,58664,123587,348912,165310,46074,917436,916851,707176,201348,3796,4531,585,1289462,11037760
2009:Q4,Other,4938925,1977798,1623523,354275,2961126,460024,95301,118992,91830,27162,37955,36320,1634,634382,88741,77722,301518,649483,424348,72660,1435954,1434275,1132974,273503,4304,23494,1679,3502971,11526121
2010:Q1,White,62209538,19399706,15786616,3613090,42809832,5585905,1554694,3157604,2289615,867989,935147,809532,125615,10319115,1073273,1199455,3570643,9399037,5288982,725977,10101274,10079956,7794480,1735287,142444,407745,21318,52108264,79481358
2010:Q1,Black,3422047,1372753,1075786,296967,2049294,222633,25944,43184,35774,7409,147,0,147,114496,81865,135938,137968,1119636,103949,63534,991227,989440,680495,292306,8172,8467,1787,2430820,14973741
2010:Q1,Hispanic,2207048,1127509,839422,288087,1079539,120527,17510,24082,17142,6940,1629,1199,431,126418,32349,61710,127348,360920,161651,45395,889898,889201,680720,197929,5810,4742,697,1317150,11161594
2010:Q1,Other,5024759,1965361,1612703,352658,3059398,461606,90643,121446,101763,19684,38722,36961,1761,706282,91070,79639,322910,662673,413474,70932,1424312,1422395,1119765,267535,10278,24817,1917,3600446,11565970
2010:Q2,White,61510925,19335733,15741186,3594547,42175192,5556070,1454442,3312476,2518695,793781,943641,816610,127031,9397779,1062943,1194169,3391516,9531911,5604864,725381,10105060,10083067,7794769,1719591,150037,418670,21993,51405865,79368295
2010:Q2,Black,3421477,1364686,1069404,295282,2056791,223558,26241,48774,40763,8011,593,495,98,110599,77999,135391,108900,1147942,114857,61936,967134,965290,647736,298759,8684,10112,1844,2454342,15133853
2010:Q2,Hispanic,2188946,1119056,828297,290759,1069890,114382,17108,23929,17737,6192,1386,1137,250,115822,33023,63003,120274,370616,165292,45056,861285,860531,655956,194288,5804,4484,754,1327662,11271676
2010:Q2,Other,4995369,1946082,1595759,350323,3049288,462868,88609,143931,117728,26204,39973,37759,2214,665968,91646,77453,314265,675142,419620,69813,1419158,1417133,1114396,265816,10916,26007,2024,3576211,11600012
2010:Q3,White,63175369,19212085,15624157,3587927,43963285,5626437,1447745,3212693,2608491,604201,957176,828282,128894,10512931,1086955,1253602,3654873,9715484,5767449,727941,10087164,10067384,7773266,1729244,140448,424426,19781,53088205,79337154
2010:Q3,Black,3478226,1342648,1051340,291307,2135579,225540,26715,52554,43935,8620,2040,1984,56,121523,77156,144684,123559,1180960,120228,60622,950004,948565,619216,310593,7293,11464,1439,2528222,15277109
2010:Q3,Hispanic,2230076,1138054,843995,294059,1092022,110910,17089,22592,17790,4801,1202,1136,65,120464,35083,67327,127947,381480,163147,44782,839223,838550,634503,194989,5159,3899,674,1390853,11363830
2010:Q3,Other,5162943,1918168,1571097,347071,3244775,468050,89585,163104,126006,37099,41250,38650,2600,781470,95562,82296,347468,693946,413139,68904,1411820,1409999,1104771,268900,9221,27106,1821,3751123,11631150
2010:Q4,White,64649732,19024417,15429174,3595243,45625314,5586665,1590505,3309287,2382635,926652,973943,848327,125616,11436577,1098505,1297282,3871944,9889388,5840715,730504,10079217,10057765,7641861,1831991,142832,441080,21453,54570514,79397126
2010:Q4,Black,3555167,1332936,1035652,297284,2222231,224998,26332,46916,39548,7369,8117,7520,596,136059,77078,153147,145425,1216949,126553,60658,969042,967379,612079,336300,7231,11769,1663,2586125,15399681
2010:Q4,Hispanic,2181195,1082520,790883,291638,1098675,108311,16437,22831,16612,6219,2188,1295,892,127886,34020,66698,131171,377982,166149,45001,826271,825552,618708,197085,5247,4512,720,1354923,11435147
2010:Q4,Other,5259532,1916772,1565434,351338,3342761,474800,90166,124986,108393,16593,38940,35953,2987,832796,98486,93431,366415,727474,423809,71456,1404503,1402470,1085250,281436,9465,26320,2033,3855029,11661877
2011:Q1,White,65568295,18779875,15157949,3621927,46788420,5752334,1549934,3239768,2404072,835695,974147,848167,125981,12247564,1116095,1299938,4035529,9964511,5875769,732831,10074326,10052551,7619171,1824608,136391,472380,21776,55493969,79538710
2011:Q1,Black,3596560,1313279,1012465,300815,2283281,226900,25358,46447,38660,7787,12011,10859,1152,149804,77381,154716,162081,1236791,131324,60469,963013,961345,610322,331872,6257,12893,1668,2633548,15503741
2011:Q1,Hispanic,2157033,1061187,770554,290633,1095846,111686,14947,21626,16086,5540,2837,1187,1650,134057,33102,63874,131942,369358,167332,45084,814028,813328,608073,194321,5007,5926,700,1343006,11487771
