Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1998:Q3,Other,1122673,1417228,450556,106551,167618,149850,138882,224918,178853,294555,208052,59721,26782
1998:Q4,White,33871865,38835815,8924818,2482850,8004912,5688475,2890839,3996264,6847656,4963949,3431841,1198589,333519
1998:Q4,Black,1257218,1607032,449740,141685,116994,425056,176964,72413,224179,349814,245026,99968,4820
1998:Q4,Hispanic,890255,1143316,362254,101961,84125,228158,95234,90550,181034,253061,162714,80118,10229
1998:Q4,Other,1192053,1488914,455996,107267,205317,159544,147917,225572,187301,296861,209009,62597,25255
1999:Q1,White,34178975,39209273,9102000,2509182,8037764,5763754,2963976,3959532,6873065,5030299,3496375,1194751,339173
1999:Q1,Black,1262685,1622718,459148,143314,112111,437025,183444,66864,220812,360032,252577,102006,5449
1999:Q1,Hispanic,887870,1149413,369197,103686,83531,231096,99445,86262,176197,261543,170073,82094,9376
1999:Q1,Other,1197982,1493512,458993,105088,206813,167486,148262,223860,183011,295530,208611,63547,23372
1999:Q2,White,35191514,40342208,9352189,2542858,8692684,5847563,3097760,4052616,6756538,5150694,3573576,1212449,364669
1999:Q2,Black,1290845,1669228,470256,152276,111908,450911,196852,66078,220948,378383,262742,108682,6959
1999:Q2,Hispanic,887394,1160360,374423,105051,86348,233713,104988,85241,170596,272965,178766,84781,9418
1999:Q2,Other,1236847,1532868,466616,104661,226170,175556,150806,225343,183716,296021,208606,65669,21746
1999:Q3,White,35114730,40390088,9611681,2584876,8250691,5908208,3011574,4222982,6800076,5275358,3670631,1238774,365953
1999:Q3,Black,1285696,1684220,483579,155723,104751,463138,187014,68176,221839,398524,273608,117652,7264
1999:Q3,Hispanic,883804,1166953,384366,107466,82888,235351,104803,86243,165835,283148,187584,87297,8267
1999:Q3,Other,1232221,1529404,473544,102638,212769,181946,144924,228817,184767,297184,209435,68173,19576
1999:Q4,White,37397166,42819194,9833162,2616035,9836420,6020755,3288720,4278269,6945833,5422028,3747957,1266659,407412
1999:Q4,Black,1358295,1773122,495488,164768,111553,482109,216740,66381,236083,414827,277346,128000,9481
1999:Q4,Hispanic,906434,1194129,393548,108401,91040,238001,113934,84103,165102,287695,190564,88389,8742
1999:Q4,Other,1309692,1606590,473806,101890,258429,191156,152968,228861,199480,296898,208397,70575,17926
2000:Q1,White,38390346,43909057,10186828,2663708,10347655,6104728,3406484,4251751,6947903,5518711,3810921,1262662,445128
2000:Q1,Black,1398126,1819861,508676,172596,111435,498740,229721,61807,236887,421735,278133,132075,11527
2000:Q1,Hispanic,916557,1204595,402019,110709,93085,239783,118801,79709,160489,288039,190884,87972,9183
2000:Q1,Other,1352756,1646485,493076,100905,272286,198569,154970,226499,200180,293729,206275,71056,16398
2000:Q2,White,38370214,43996870,10591926,2709786,9857542,6170129,3366994,4407870,6892624,5626656,3905404,1294021,427231
2000:Q2,Black,1414272,1857519,529676,181852,105001,514058,226078,63786,237068,443247,288192,143948,11107
2000:Q2,Hispanic,912835,1208219,410353,112783,89489,241054,119581,80372,154587,295384,197896,89967,7521
2000:Q2,Other,1354546,1649213,507624,100288,257115,204934,151142,229639,198471,294667,206604,73834,14229
2000:Q3,White,38885278,44655338,10952356,2750376,9762403,6245453,3404448,4590949,6949352,5770060,4000507,1337949,431604
2000:Q3,Black,1435958,1905221,550868,184605,101316,531246,231131,66818,239236,469264,298128,159529,11607
2000:Q3,Hispanic,913931,1217415,418094,115151,88184,242660,122430,81871,149025,303484,204672,92146,6666
2000:Q3,Other,1370389,1667079,520026,98042,253739,212043,150523,233920,198787,296690,207138,77449,12103
2000:Q4,White,38358108,44219670,11307269,2789265,8594049,6298571,3266855,4674266,7289396,5861562,4076916,1387590,397056
2000:Q4,Black,1433742,1930702,568605,197473,90374,546503,217290,66379,244078,496960,309308,176979,10673
2000:Q4,Hispanic,899183,1210927,423205,116538,80454,243892,120627,80732,145479,311744,212124,95090,4530
2000:Q4,Other,1354518,1653335,535017,98480,220317,218242,143559,235690,202029,298816,206879,81608,10329
2001:Q1,White,38175764,44071185,11931807,2823582,7658419,6371835,3036132,4715475,7533936,5895421,4145063,1387170,363188
2001:Q1,Black,1445930,1957303,600806,206871,80858,564690,193766,64471,245842,511373,319276,182829,9268
2001:Q1,Hispanic,896863,1214735,437273,118105,73888,245971,116550,78560,144389,317872,218775,96728,2369
2001:Q1,Other,1362771,1659869,567849,98191,194411,226117,133503,236791,203007,297099,206511,82997,7591
2001:Q2,White,39345062,45379289,12280674,2849931,8275027,6460408,3147005,4828856,7537388,6034227,4262902,1405158,366167
2001:Q2,Black,1492636,2036409,624957,212113,82590,593528,207161,65188,250873,543773,341786,192273,9714
2001:Q2,Hispanic,887871,1225588,441556,119695,77425,246431,121573,78571,140337,337717,235106,100958,1653
2001:Q2,Other,1406243,1707786,578177,97056,212865,236672,136907,240861,205248,301543,210224,85859,5460
2001:Q3,White,38379432,44618640,12626790,2878759,6905646,6526019,2905344,4905295,7870787,6239208,4386552,1419914,432742
2001:Q3,Black,1489069,2058430,646111,214897,69973,620256,182857,64590,259746,569360,352553,203372,13435
2001:Q3,Hispanic,862301,1211477,442880,122024,67980,246792,117344,77743,136714,349176,243715,102305,3156
2001:Q3,Other,1382236,1690368,587517,95680,176088,246909,127360,244755,212059,308132,214731,88760,4641
2001:Q4,White,39777399,46070177,12902241,2915710,7800224,6627671,3043475,4860010,7920846,6292779,4449182,1475934,367663
2001:Q4,Black,1559285,2157616,680594,219454,80513,643688,203255,68206,261906,598331,373375,215195,9761
2001:Q4,Hispanic,880989,1254373,462914,129219,75499,249589,118557,77828,140768,373384,263269,109158,957
2001:Q4,Other,1412919,1733982,604702,99916,199533,247496,131209,236673,214452,321063,225959,91540,3564
2002:Q1,White,40277410,46674347,13206321,2936046,7851032,6698100,3137239,4899759,7945850,6396937,4563317,1469092,364528
2002:Q1,Black,1642761,2241286,708587,222544,85019,663504,218775,75054,267804,598526,374415,214910,9201
2002:Q1,Hispanic,915871,1295623,486137,135608,77468,252028,118520,80536,145327,379752,270008,108880,864
2002:Q1,Other,1426936,1762375,626777,104096,199865,247287,133862,232048,218441,335439,241070,90634,3735
2002:Q2,White,39684756,46213945,13481169,2963971,7097959,6758490,2939881,4964641,8007834,6529189,4700575,1493046,335568
2002:Q2,Black,1676479,2288254,736750,226952,83306,682060,202641,82959,273587,611775,382527,221798,7450
2002:Q2,Hispanic,935547,1329438,514593,142831,73948,254521,110669,84168,148708,393891,282673,110744,474
2002:Q2,Other,1402173,1756900,650118,109235,177509,247407,125552,228965,218114,354727,259265,92056,3406
2002:Q3,White,38590617,45266974,13756105,3001834,5787122,6818839,2722412,5053672,8126990,6676356,4838217,1515954,322185
2002:Q3,Black,1693526,2325979,770676,223794,76255,700400,184352,91877,278626,632453,399200,226839,6414
2002:Q3,Hispanic,949077,1366657,546623,151934,65877,257201,102170,88693,154159,417581,302266,114857,458
2002:Q3,Other,1363712,1740817,675605,113222,139141,248379,116554,227364,220552,377104,279477,93959,3668
2002:Q4,White,39339600,46180050,14029706,3028432,6127436,6905031,2842017,4917727,8329701,6840450,4978259,1547035,315156
2002:Q4,Black,1753096,2407669,804223,219843,83444,721620,203096,92311,283132,654573,414678,234173,5722
2002:Q4,Hispanic,975560,1416574,576232,160413,70286,260715,103453,86466,159009,441014,321713,118999,302
2002:Q4,Other,1385984,1788321,705638,117496,148300,251776,121703,218558,224851,402337,301663,96802,3872
2003:Q1,White,39417325,46382447,14313729,3037279,5798859,6953060,2858565,5022039,8398916,6965122,5096388,1538888,329846
2003:Q1,Black,1814931,2479065,833001,221704,84644,737426,210220,101874,290196,664134,427201,230912,6021
2003:Q1,Hispanic,1001574,1463173,604825,166906,69468,262984,101556,91602,165832,461598,339382,121862,354
2003:Q1,Other,1402710,1829017,739717,123694,138044,253548,122992,218425,232597,426307,324269,97461,4577
2003:Q2,White,41041663,48296906,14616716,3059895,6855293,7021418,3118190,5147317,8478077,7255243,5282979,1560378,411886
2003:Q2,Black,1902119,2594050,864609,221149,98808,755024,244491,112240,297730,691931,447217,235058,9656
2003:Q2,Hispanic,1038795,1531756,636630,174848,79592,265655,106607,97472,170952,492961,363880,125980,3101
2003:Q2,Other,1473194,1933986,777985,130167,170123,257321,135396,219546,243449,460793,354304,100514,5975
2003:Q3,White,41773477,49208514,14916123,3094168,7247434,7079330,3188172,5248646,8434641,7435038,5465607,1586177,383254
2003:Q3,Black,1966903,2673943,898318,216111,106927,770269,257414,121623,303280,707041,457727,241447,7867
2003:Q3,Hispanic,1082320,1593754,674753,184223,84428,267638,106012,102601,174099,511433,381478,127998,1957
2003:Q3,Other,1523772,2020128,822685,136340,183156,261026,140185,220195,256541,496356,386120,104053,6183
2003:Q4,White,43380239,50982406,15227199,3127003,8130262,7149184,3432008,5319463,8597287,7602167,5601178,1615196,385793
2003:Q4,Black,2050658,2777142,930284,213608,119374,785815,290162,129690,308209,726484,473520,246601,6363
2003:Q4,Hispanic,1125728,1662856,711014,193037,92817,269525,110324,106677,179463,537128,403170,132583,1375
2003:Q4,Other,1603933,2138094,874207,143953,213896,266137,153709,219922,266269,534161,417745,108552,7864
2004:Q1,White,45496211,53218990,15756110,3167042,8557109,7285673,3497898,5474465,9480692,7722778,5720581,1608900,393297
2004:Q1,Black,2154925,2884085,969559,215279,127749,808518,302103,140811,320066,729160,480141,242915,6104
2004:Q1,Hispanic,1189570,1743016,758638,201731,97613,273039,109234,113377,189384,553446,417656,134043,1747
2004:Q1,Other,1713659,2283146,949685,153713,230898,276847,159671,223294,289038,569488,450310,110614,8564
2004:Q2,White,46086437,54032599,16203910,3213494,8502975,7426739,3539799,5784396,9361286,7946162,5917103,1620753,408306
2004:Q2,Black,2210189,2953446,1008568,208181,131917,813565,310346,157633,323236,743257,493508,243461,6288
2004:Q2,Hispanic,1244402,1820934,810203,211537,98685,276187,106990,125051,192280,576532,438113,135959,2460
2004:Q2,Other,1792891,2409294,1022917,161901,231148,293280,164909,233775,301365,616404,492549,114366,9489
2004:Q3,White,47032464,55156400,16761299,3230309,8442782,7572660,3555722,6094372,9499256,8123936,6079774,1656036,388126
2004:Q3,Black,2254649,3015000,1041052,207649,135880,817209,315106,174014,324089,760350,506271,249010,5069
2004:Q3,Hispanic,1303543,1902451,871357,217327,99448,278673,103789,136505,195352,598908,457769,139305,1834
2004:Q3,Other,1877411,2543293,1099368,172575,230814,311453,169212,245129,314742,665882,535678,120524,9680
2004:Q4,White,48861759,57218374,17262393,3279701,9155412,7715707,3808418,6187677,9809066,8356615,6242723,1692447,421445
2004:Q4,Black,2330489,3127558,1094453,213278,137436,827462,338720,174113,342096,797069,537770,252809,6490
2004:Q4,Hispanic,1362349,1997121,915336,222016,108400,281516,115234,152243,202375,634772,486351,144306,4115
2004:Q4,Other,2078410,2793162,1195349,183223,263952,338033,187023,276528,349054,714752,573734,130557,10461
2005:Q1,White,49496762,57933527,17735839,3314990,9174801,7801008,3804701,6301189,9800998,8436765,6352793,1676479,407493
2005:Q1,Black,2343441,3169907,1136535,220495,132752,828417,331690,174634,345385,826467,580721,240005,5741
2005:Q1,Hispanic,1407009,2086557,974602,224582,112162,281573,118783,168214,206641,679548,524099,151185,4264
2005:Q1,Other,2227849,2986690,1287061,195072,269869,361316,191311,311357,370704,758842,610947,137305,10590
2005:Q2,White,50686548,59322628,18239415,3349223,9438075,7898311,3915914,6531558,9950132,8636081,6528149,1692852,415080
2005:Q2,Black,2379247,3236589,1176701,233461,129617,829508,337440,179275,350587,857342,614511,237383,5448
2005:Q2,Hispanic,1470353,2185654,1037500,225838,117538,281399,125565,187610,210204,715301,554706,155407,5188
2005:Q2,Other,2404083,3217496,1380680,209838,286451,387085,202446,354749,396247,813412,655393,146747,11272
2005:Q3,White,51962382,60811424,18796265,3376238,9937081,7990968,4060629,6800677,9849566,8849042,6707189,1722670,419183
2005:Q3,Black,2412572,3303195,1225587,233738,127822,829029,346112,185073,355834,890624,647576,237929,5119
