Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2017:Q1,pct99to100,23360313,4188442,3454322,734120,19171871,2272885,278343,1031758,1031758,0,386675,359536,27139,9155316,359125,66474,1019266,395016,4120271,86743,1068739,1062553,689590,114878,53743,204342,6185,22291574,1264120,,
2017:Q1,pct80to99,49593632,13115299,11383580,1731718,36478333,4311509,795651,1321859,1321859,0,526007,487260,38747,10497457,730670,1267155,4154690,7986905,4491387,395046,6069905,6054602,4743599,1073658,63197,174147,15303,43523727,24024051,,
2017:Q1,pct60to80,16398879,5758584,4632460,1126124,10640294,1270199,210308,313713,313713,0,66171,53844,12327,1545353,254659,606363,1117258,4286815,698008,271447,3268483,3263050,2211642,955286,54591,41531,5433,13130395,25288631,,
2017:Q1,pct40to60,8832531,3661456,2901313,760142,5171075,962764,96194,203387,203387,0,45745,40545,5201,626511,144924,202559,395709,2029280,274155,189848,1887948,1884852,1131186,720104,23661,9900,3097,6944583,25285932,,
2017:Q1,pct20to40,4925127,2394486,1877270,517215,2530642,583508,47276,90957,90957,0,14517,12036,2482,295121,85307,43496,123311,877025,234549,135574,1081927,1080142,575341,473753,13665,17383,1785,3843200,25285874,,
2017:Q1,pct00to20,2831497,1385755,1069873,315882,1445742,276174,24561,47664,47664,0,38480,34711,3769,302415,61276,11280,41211,206549,363944,72189,655837,654569,285171,292741,8488,68169,1269,2175660,25286329,,
2017:Q2,pct99to100,23972014,4238166,3510675,727491,19733849,2210227,274738,1052180,1052180,0,394212,367212,27001,9469359,373118,66487,1031814,420134,4354112,87467,1083603,1077082,694089,108851,60792,213349,6521,22888412,1266487,,
2017:Q2,pct80to99,50342110,13317494,11572632,1744862,37024615,4260135,783740,1363864,1363864,0,515178,476373,38805,10753877,726510,1283605,4282998,7991537,4665483,397689,6119040,6103695,4772656,1081648,63018,186374,15345,44223069,24067046,,
2017:Q2,pct60to80,16713096,5859998,4728805,1131193,10853098,1288075,208185,330525,330525,0,64608,51879,12729,1619638,256203,610086,1146882,4316671,740442,271784,3304264,3298766,2226981,975345,54042,42398,5498,13408832,25333596,,
2017:Q2,pct40to60,9013279,3745853,2977993,767861,5267425,940373,94803,205392,205392,0,43252,38056,5196,646236,143814,210742,416000,2066956,307905,191953,1916489,1913402,1140281,736458,24890,11774,3086,7096790,25330658,,
2017:Q2,pct20to40,5000323,2441298,1922850,518448,2559025,588747,46225,94002,94002,0,14148,11061,3087,303233,86331,43352,127312,881130,237732,136814,1104601,1102787,582271,487802,15303,17411,1814,3895722,25330947,,
2017:Q2,pct00to20,2943649,1442393,1126179,316214,1501256,296111,26640,55308,55308,0,35114,31404,3710,316541,58960,11380,41564,214844,370545,74248,651423,650193,286283,292602,9806,61502,1230,2292226,25331273,,
2017:Q3,pct99to100,24462910,4288669,3570807,717862,20174241,2181394,290766,1004474,1004474,0,400785,374645,26140,9821623,388949,66534,1049563,445377,4435159,89616,1097115,1090440,698989,102300,66434,222717,6675,23365795,1268864,,
2017:Q3,pct80to99,51036803,13519500,11763664,1755836,37517303,4275874,813226,1336235,1336235,0,503544,465655,37889,11046982,726062,1301545,4437438,7995893,4673314,407191,6161295,6146062,4808225,1094333,58283,185221,15233,44875508,24109913,,
2017:Q3,pct60to80,17008368,5954273,4819927,1134346,11054094,1320281,213626,318970,318970,0,62719,49968,12751,1701096,258722,614523,1186712,4346508,754263,276675,3343518,3337981,2247176,996796,50909,43101,5537,13664850,25378310,,
2017:Q3,pct40to60,9155536,3807058,3031757,775300,5348478,932492,97149,193211,193211,0,40410,35608,4803,668165,143349,219290,440484,2104753,310814,198359,1947115,1944029,1151188,755662,23861,13317,3086,7208420,25375150,,
2017:Q3,pct20to40,5088353,2495869,1977884,517984,2592484,599657,47707,92758,92758,0,13505,10097,3408,312204,87411,43279,132264,885229,237442,141029,1125545,1123707,589674,501694,14499,17840,1838,3962808,25375843,,
2017:Q3,pct00to20,3040150,1496660,1181837,314824,1543490,316089,29379,52723,52723,0,31559,28174,3385,331640,57000,11493,41814,223174,370731,77889,652072,650889,287547,298395,9160,55787,1182,2388079,25375998,,
2017:Q4,pct99to100,25263701,4319071,3610421,708649,20944630,2176486,311483,1001467,1001467,0,389547,364007,25539,10410470,404952,66673,1071078,470927,4551094,90453,1111050,1104285,703099,97262,72595,231330,6765,24152651,1271245,,
2017:Q4,pct80to99,52099162,13703363,11920032,1783330,38395799,4339346,851723,1354860,1354860,0,476230,438875,37355,11583181,725842,1323645,4611662,8001927,4717020,410365,6237043,6221976,4839511,1111329,55777,215358,15067,45862119,24152642,,
2017:Q4,pct60to80,17365329,6030302,4883246,1147056,11335027,1362785,220522,326186,326186,0,55897,42931,12965,1823744,261307,620966,1234330,4377339,774601,277351,3389838,3384272,2264668,1026343,49057,44204,5566,13975491,25422786,,
2017:Q4,pct40to60,9334231,3860825,3070308,790516,5473406,934885,100217,190277,190277,0,39495,34947,4548,703950,142922,228861,468253,2143066,320679,200801,1979977,1976887,1160230,777123,23901,15633,3090,7354254,25419426,,
2017:Q4,pct20to40,5191264,2551044,2029676,521369,2640219,614638,49725,94376,94376,0,15191,11287,3904,326729,88497,43405,137941,889396,237823,142500,1150694,1148834,596513,520140,14840,17342,1860,4040569,25420555,,
2017:Q4,pct00to20,3146447,1549566,1232851,316715,1596881,336171,32353,56926,56926,0,26842,23694,3148,352025,55055,11641,41967,231613,372207,80080,645337,644206,288324,298556,9433,47893,1131,2501110,25420511,,
2018:Q1,pct99to100,25471495,4389699,3682933,706767,21081796,2211629,304610,1011064,1011064,0,396202,371388,24814,10399105,419486,66170,1053979,495671,4632498,91382,1121207,1113093,706528,87066,79066,240434,8114,24350288,1273627,,
2018:Q1,pct80to99,52446387,14005739,12196351,1809388,38440647,4482867,832822,1387656,1387656,0,465623,428946,36676,11491562,722420,1316205,4607359,7997697,4722462,413974,6251687,6235739,4855486,1099690,54064,226499,15948,46194700,24195218,,
2018:Q1,pct60to80,17581108,6147327,4986781,1160546,11433781,1422576,217198,339230,339230,0,54472,41321,13150,1844052,263065,613114,1210322,4402995,788445,278312,3390446,3384670,2270368,1021571,47662,45069,5776,14190662,25467033,,
2018:Q1,pct40to60,9464531,3933018,3129839,803179,5531513,954495,98199,189823,189823,0,36723,32504,4218,704403,141935,231179,468353,2179505,323382,203518,1993588,1990567,1165172,783577,24338,17480,3020,7470944,25463504,,
2018:Q1,pct20to40,5273739,2607039,2079618,527421,2666700,636438,48221,96893,96893,0,14651,10257,4394,326977,89539,42109,137105,893187,237420,144161,1159154,1157237,602200,522022,15606,17409,1917,4114585,25465080,,
2018:Q1,pct00to20,3254138,1615461,1293882,321579,1638677,356434,34505,63357,63357,0,23537,20680,2857,359437,52792,11533,42765,239708,372231,82377,647403,646265,288936,305950,10048,41331,1139,2606735,25464820,,
2018:Q2,pct99to100,25841020,4415950,3713939,702011,21425070,2153473,315325,1044084,1044084,0,406053,382052,24000,10593461,435732,65948,1056073,521133,4741854,91934,1138289,1130122,712492,79985,87409,250236,8166,24702731,1276005,,
2018:Q2,pct80to99,52883789,14166175,12332359,1833816,38717615,4440966,850009,1446803,1446803,0,458306,422400,35906,11611734,722452,1321763,4694033,7999560,4756226,415762,6274767,6259019,4889113,1102861,55534,211511,15748,46609022,24237631,,
2018:Q2,pct60to80,17829250,6231125,5058662,1172463,11598125,1442702,220232,363720,363720,0,54089,40758,13330,1900185,265731,611543,1222414,4431938,807517,278055,3424058,3418258,2287714,1036976,47980,45588,5800,14405193,25511064,,
2018:Q2,pct40to60,9605021,4012130,3196339,815792,5592891,934053,99332,193929,193929,0,33609,29778,3831,716943,141549,236695,482669,2217349,331668,205094,2023000,2019974,1176727,797996,26539,18711,3026,7582021,25507400,,
2018:Q2,pct20to40,5339059,2649287,2117342,531944,2689772,642558,48912,101073,101073,0,13729,8834,4896,332084,90634,41437,139581,897209,237522,145032,1182531,1180594,609786,534222,18342,18244,1938,4156527,25509412,,
2018:Q2,pct00to20,3359884,1668427,1343552,324874,1691457,376543,37307,74386,74386,0,20517,17997,2520,371489,50859,11537,43235,248081,373244,84261,646909,645824,291019,306134,12251,36420,1086,2712975,25508933,,
2018:Q3,pct99to100,26509448,4435882,3739701,696181,22073566,2079300,315678,1101016,1101016,0,418023,394865,23159,11098385,452575,65754,1074176,547485,4828190,92984,1154309,1145589,718856,73969,92908,259856,8721,25355139,1278375,,
2018:Q3,pct80to99,53659589,14305665,12452820,1852845,39353924,4367137,845798,1532608,1532608,0,453294,418159,35135,12051444,723613,1328580,4857732,8009530,4764243,419944,6322664,6306700,4929179,1118120,51941,207460,15964,47336925,24279867,,
2018:Q3,pct60to80,18163518,6310727,5129685,1181042,11852790,1455924,219499,401443,401443,0,54438,40884,13554,2010215,268699,610576,1265161,4465197,822254,279386,3469578,3463683,2309812,1062042,45570,46259,5896,14693940,25554888,,
2018:Q3,pct40to60,9744958,4065769,3239676,826093,5679189,906737,98587,202593,202593,0,30306,26888,3419,747637,141358,242524,509177,2256984,335110,208175,2058420,2055417,1190063,819182,25954,20220,3003,7686538,25551134,,
2018:Q3,pct20to40,5418986,2697750,2162904,534846,2721236,645947,48291,106901,106901,0,12621,7165,5456,344452,91747,40824,144870,901535,237104,146943,1207003,1205031,617858,550444,17967,18762,1973,4211983,25553547,,
2018:Q3,pct00to20,3477345,1720829,1394121,326708,1756516,396573,39799,91284,91284,0,17705,15545,2160,390381,49029,11552,43400,256802,373291,86700,647801,646746,293253,310809,11944,30740,1055,2829544,25552856,,
2018:Q4,pct99to100,25058808,4433144,3748378,684766,20625663,2082927,361097,1157607,1157607,0,416456,394155,22301,9580651,460677,64071,977457,570397,4859915,94407,1173237,1165008,723198,68289,102716,270805,8229,23885571,1280733,,
2018:Q4,pct80to99,51803471,14400489,12517547,1882943,37402982,4448808,931846,1618561,1618561,0,436549,402160,34389,10393391,706365,1267467,4480242,7980292,4713543,425918,6331164,6315854,4957048,1131521,54866,172418,15310,45472307,24321914,,
2018:Q4,pct60to80,17906669,6381554,5186809,1194745,11525115,1502777,234092,441817,441817,0,51223,37377,13845,1773190,266876,576736,1091373,4478404,826725,281902,3512268,3506426,2324126,1089216,46504,46580,5842,14394401,25598518,,
2018:Q4,pct40to60,9679479,4112778,3269671,843106,5566701,912872,105477,210935,210935,0,28251,25262,2989,660052,137957,231709,450833,2289056,327180,212380,2091376,2088336,1198499,839621,29160,21055,3040,7588102,25594722,,
2018:Q4,pct20to40,5459283,2758717,2220794,537922,2700566,662614,53145,112705,112705,0,13123,7019,6104,309409,92598,36944,130390,904424,235583,149631,1237117,1235138,624462,568525,21928,20224,1979,4222165,25597479,,
2018:Q4,pct00to20,3549334,1771443,1443320,328122,1777891,416989,44007,110180,110180,0,14035,12256,1779,365776,45399,10975,45635,264104,371235,89556,647180,646203,294286,309869,15151,26897,977,2902154,25596598,,
2019:Q1,pct99to100,27008328,4484294,3787011,697283,22524035,2100234,395711,1206122,1206122,0,426339,404810,21529,11135063,480427,64880,1039941,600238,4980407,94672,1177770,1168676,725080,57884,104527,281186,9094,25830558,1283074,,
2019:Q1,pct80to99,54383262,14690624,12786123,1904502,39692638,4558267,994406,1696694,1696694,0,430583,396749,33834,11915386,713371,1320250,4856730,8025577,4755056,426318,6310250,6294469,4969378,1119621,46693,158778,15781,48073012,24363760,,
2019:Q1,pct60to80,18623303,6480223,5271422,1208801,12143080,1555779,244204,480762,480762,0,51422,37106,14316,2064807,271384,598001,1218053,4530107,847853,280709,3507911,3501929,2328473,1084461,41820,47175,5982,15115391,25641963,,
2019:Q1,pct40to60,9960573,4145941,3295989,849952,5814632,924920,110169,217418,217418,0,25247,22632,2615,752124,138782,248822,510683,2336009,337362,213096,2097618,2094619,1200883,845565,25765,22407,2998,7862955,25638181,,
2019:Q1,pct20to40,5581555,2794956,2246098,548858,2786599,681694,56560,118007,118007,0,12551,5585,6966,346346,93800,38540,143412,910058,235727,149904,1240620,1238598,629239,570009,18299,21052,2022,4340934,25641205,,
2019:Q1,pct00to20,3703237,1831290,1492754,338536,1871947,437570,47855,129273,129273,0,11250,9829,1421,407667,44127,11391,45038,274227,372413,91136,645602,644642,293886,316930,12205,21622,960,3057636,25640165,,
2019:Q2,pct99to100,27651681,4503230,3807270,695960,23148450,2025666,385405,1269710,1269710,0,443210,422541,20669,11524500,496042,65135,1054430,613426,5175616,95311,1190127,1181253,728522,50574,111474,290683,8874,26461554,1285394,,
2019:Q2,pct80to99,55174439,14838032,12917099,1920933,40336407,4484083,968564,1790627,1790627,0,431148,397917,33231,12228028,711614,1347646,5008181,8064620,4873376,428517,6363417,6348066,5008600,1129661,45508,164297,15351,48811021,24405392,,
2019:Q2,pct60to80,18999185,6567744,5350871,1216873,12431440,1569060,239903,531315,531315,0,53652,38788,14864,2156688,273616,606978,1255102,4581388,883031,280707,3554891,3548924,2352940,1107309,40706,47969,5968,15444294,25685236,,
2019:Q2,pct40to60,10136147,4218886,3361029,857857,5917261,897492,107587,226604,226604,0,21601,19413,2188,776014,138079,259710,535514,2376734,362985,214942,2127183,2124163,1210726,862737,26520,24179,3020,8008964,25681531,,
2019:Q2,pct20to40,5650127,2832177,2279125,553052,2817950,685100,54579,124202,124202,0,11332,3384,7949,355919,94879,38914,148239,916659,237170,150957,1262956,1260919,636156,584056,19422,21285,2036,4387171,25684720,,
2019:Q2,pct00to20,3831090,1886160,1544238,341922,1944930,457692,50277,154584,154584,0,8930,7918,1011,424468,41994,11586,45249,280847,376167,93136,640930,640036,294020,317771,13107,15139,894,3190160,25683566,,
2019:Q3,pct99to100,27734430,4476974,3800397,676577,23257456,1981997,453654,1264574,1264574,0,465407,445697,19711,11472628,511918,65121,1048361,626153,5271922,95720,1201985,1192540,733577,43758,114597,300607,9445,26532445,1287689,867873,3819973079
2019:Q3,pct80to99,55313696,14860714,12910239,1950475,40452982,4471912,1094128,1816346,1816346,0,436637,404046,32591,12082474,710297,1362825,5063349,8098732,4886670,429611,6412516,6396940,5049593,1144085,40708,162554,15576,48901180,24446799,127269,867536
2019:Q3,pct60to80,19219658,6640930,5412420,1228510,12578728,1595817,259452,543700,543700,0,57448,41929,15519,2173377,275971,610041,1253201,4630132,899622,279967,3600521,3594456,2377051,1130969,37742,48693,6065,15619136,25728347,74020,127269
2019:Q3,pct40to60,10292958,4327880,3451251,876629,5965078,883374,117097,222076,222076,0,17451,15749,1702,774241,137452,267610,545165,2416494,368020,216099,2159432,2156436,1222718,882945,24964,25810,2996,8133526,25724787,45817,74020
2019:Q3,pct20to40,5749177,2906661,2353874,552787,2842516,693816,61805,126416,126416,0,9703,607,9096,355254,95967,38699,149531,923089,236703,151532,1284153,1282081,643739,598687,17907,21748,2072,4465024,25728018,25963,45817
2019:Q3,pct00to20,3945840,1955367,1615622,339745,1990473,478010,55352,162274,162274,0,6923,6380,543,432077,39899,11675,45858,287281,376239,94886,640792,639928,295299,323704,11882,9043,863,3305048,25726806,0,25963
2019:Q4,pct99to100,28513590,4535174,3863546,671628,23978416,2078033,470958,1224936,1224936,0,445729,427269,18460,12147568,503389,66538,1085742,630962,5227534,97027,1208131,1199077,741909,53621,112784,290764,9053,27305460,1289956,,
2019:Q4,pct80to99,57222880,15023032,13048789,1974243,42199848,4677453,1171906,1795853,1795853,0,435225,400858,34366,13136571,731538,1393124,5320877,8203670,4894740,438891,6479994,6464143,5063067,1178930,45259,176887,15850,50742886,24487982,,
2019:Q4,pct60to80,19573770,6734914,5494975,1239939,12838857,1643804,269390,511184,511184,0,60702,46675,14027,2278957,276379,613899,1336761,4654204,907900,285676,3640725,3634685,2401611,1145760,38724,48591,6039,15933046,25771321,,
2019:Q4,pct40to60,10567038,4384076,3496908,887168,6182962,931446,125027,216656,216656,0,21557,18394,3162,863463,140665,262835,572247,2424645,401750,222671,2186032,2182965,1242501,886723,25542,28199,3067,8381006,25767982,,
2019:Q4,pct20to40,5880928,2939480,2383902,555578,2941448,715260,65658,122421,122421,0,10196,2287,7909,368772,93392,42119,158143,964886,244519,156083,1289278,1287268,645325,602786,18391,20766,2010,4591650,25771111,,
2019:Q4,pct00to20,3960566,1942178,1599391,342787,2018389,477250,54917,146755,146755,0,7804,7142,663,464562,40885,11894,48523,284357,385301,96139,645518,644642,296907,324371,13498,9866,876,3315049,25769910,,
2020:Q1,pct99to100,25611799,4616984,3948841,668143,20994815,2179468,581129,1198713,1194128,4586,494447,477064,17383,9064882,491436,65711,945007,626876,5250582,96565,1212854,1202861,749422,56168,116801,280470,9993,24398945,1292195,,
2020:Q1,pct80to99,54594876,15304955,13312694,1992261,39289921,4893836,1428155,1784847,1780622,4225,493211,457254,35957,10279073,745766,1321697,4720060,8210175,4973430,439671,6509495,6492265,5063961,1169561,56015,202728,17230,48085381,24529005,,
2020:Q1,pct60to80,18936638,6863175,5614776,1248399,12073462,1693961,305351,486480,485600,880,81892,69150,12743,1737977,274943,568512,1082049,4627644,928917,285735,3621196,3614994,2416905,1106791,42679,48619,6201,15315442,25814240,,
2020:Q1,pct40to60,10525450,4506238,3611636,894602,6019212,981925,146736,213181,212750,431,19585,15113,4472,729080,142655,233140,465895,2413454,449640,223922,2187764,2184705,1258740,865306,29854,30806,3059,8337686,25811203,,
2020:Q1,pct20to40,5904941,2985669,2427963,557707,2919271,737564,80383,119271,119007,264,6902,0,6902,294513,90707,40662,135576,1003168,253574,156952,1269901,1267918,645860,579479,23141,19438,1984,4635039,25814072,,
2020:Q1,pct00to20,3934556,1963295,1617879,345417,1971261,476336,56665,135032,134820,212,12788,12004,785,414019,41185,11225,54011,277778,396784,95437,663706,662756,298210,335814,18697,10036,950,3270850,25812955,,
2020:Q2,pct99to100,27825119,4688060,4026089,661971,23137059,2400056,623795,1091424,1037064,54359,479450,463091,16360,10973387,488939,68631,1048648,628970,5236191,97568,1212081,1202902,758640,60522,112038,271703,9178,26613038,1294408,,
2020:Q2,pct80to99,58489042,15590743,13597295,1993449,42898299,5348953,1555916,1668792,1609361,59431,493949,456735,37214,12593338,779919,1420062,5291452,8285408,5012980,447530,6511394,6494234,5075541,1168011,56766,193916,17160,51977648,24569948,,
2020:Q2,pct60to80,19724809,7015704,5769091,1246613,12709105,1795290,322172,407670,395390,12280,85201,73658,11543,2057625,278685,605290,1287409,4636388,942876,290499,3617771,3611655,2439065,1082341,41975,48273,6116,16107038,25857198,,
2020:Q2,pct40to60,11049381,4634549,3739909,894640,6414832,1083788,158501,190882,184246,6635,23143,17578,5565,888712,148117,245002,541675,2415766,489631,229615,2191987,2188831,1279178,848650,28258,32746,3156,8857394,25854551,,
2020:Q2,pct20to40,6119585,3040437,2485355,555082,3079148,779992,87257,110512,106913,3600,5943,0,5943,337446,88299,47352,155495,1044016,261944,160891,1254076,1252166,647639,564255,21105,19166,1910,4865509,25856988,,
2020:Q2,pct00to20,3993205,1987970,1644121,343849,2005235,475565,56636,97891,95351,2539,13587,12726,862,473411,43423,12038,55660,273734,406932,96358,670424,669480,300510,338687,18120,12162,943,3322781,25856036,,
2020:Q3,pct99to100,28892752,4789458,4120014,669444,24103294,2464386,562661,1023521,1023521,0,449799,434281,15518,11895310,485903,70839,1090320,629404,5331509,99641,1218401,1209764,773877,68941,106767,260179,8637,27674351,1296596,,
2020:Q3,pct80to99,60725259,15954675,13896179,2058496,44770584,5491032,1483209,1604597,1604597,0,480419,441946,38473,13877571,813092,1485956,5563512,8342508,5168131,460555,6657145,6639826,5121505,1195905,56513,265903,17318,54068114,24610890,,
2020:Q3,pct60to80,20217503,7206359,5921838,1284521,13011144,1829052,310759,383287,383287,0,84126,73583,10543,2207556,282155,626338,1375640,4635764,977771,298697,3664891,3658821,2482603,1086468,40861,48890,6069,16552613,25900292,,
2020:Q3,pct40to60,11461082,4807611,3885607,922004,6653472,1118476,154953,183271,183271,0,27683,21070,6613,989183,153408,248896,571267,2414508,553275,238551,2228288,2225052,1313615,848877,26348,36212,3237,9232794,25898128,,
2020:Q3,pct20to40,6278985,3106141,2534279,571862,3172844,795850,81937,104674,104674,0,6336,1166,5171,357321,85867,52484,164578,1084298,272423,167074,1253563,1251720,653609,562827,18789,16495,1844,5025422,25899948,,
2020:Q3,pct00to20,4078085,2029866,1670279,359587,2048219,474146,54627,90333,90333,0,13399,12430,969,510782,45562,12568,58203,269003,421130,98464,678832,677882,306411,344603,17161,9707,950,3399253,25899246,,
2020:Q4,pct99to100,31283219,4922415,4246840,675575,26360804,2634871,521332,1031685,1031685,0,454518,439802,14716,13845857,486871,72874,1173014,635872,5403927,99983,1233020,1225269,791328,78907,105321,249713,7751,30050199,1298762,,
2020:Q4,pct80to99,64704068,16389427,14272196,2117231,48314641,5845694,1444783,1626726,1626726,0,497067,457583,39484,16236364,854788,1543931,6033780,8466556,5299687,465265,6811685,6794492,5156141,1220902,60318,357131,17193,57892383,24651909,,
2020:Q4,pct60to80,21099405,7426201,6107688,1318513,13673205,1908169,303996,382307,382307,0,92099,82493,9606,2535024,287832,643540,1540739,4669690,1008442,301368,3703565,3697591,2513914,1091995,41706,49976,5974,17395841,25943617,,
2020:Q4,pct40to60,12043332,4999917,4053149,946768,7043415,1198961,153788,186381,186381,0,29283,21781,7502,1151614,160184,250832,631236,2426507,612348,242281,2267231,2263893,1347826,849166,26784,40116,3338,9776101,25942034,,
2020:Q4,pct20to40,6501796,3182156,2595497,586658,3319640,829527,78783,104101,104101,0,5056,619,4436,401469,83549,57236,180804,1126948,282514,169653,1259436,1257667,659725,565442,19104,13396,1768,5242360,25943041,,
2020:Q4,pct00to20,4206351,2082294,1708853,373440,2124057,472684,52942,89866,89866,0,15236,14192,1044,571583,48529,13029,60211,266771,434549,98657,682490,681550,314260,342614,18455,6221,940,3523861,25942681,,
2021:Q1,pct99to100,32648990,5094548,4406110,688438,27554442,2842161,530692,828772,828772,0,448250,433932,14319,14941179,476216,73719,1196111,637573,5479787,99981,1242505,1234021,806177,85104,102212,240528,8484,31406485,1300907,,
2021:Q1,pct80to99,67421636,17000151,14836920,2163231,50421485,6273941,1506086,1360021,1360021,0,503598,462304,41293,17700853,872333,1548266,6214542,8538142,5435361,468342,6915717,6897303,5182552,1228796,61815,424140,18414,60505918,24693084,,
2021:Q1,pct60to80,21646684,7701329,6354652,1346677,13945355,2002615,311777,284938,284938,0,96908,87871,9037,2715514,287200,634767,1592245,4676533,1039906,302954,3714869,3708761,2541389,1075008,41534,50830,6108,17931815,25987268,,
2021:Q1,pct40to60,12503749,5209934,4246178,963756,7293815,1295396,160440,148790,148790,0,32021,23310,8711,1262563,162752,239619,646586,2428154,672502,244992,2289972,2286629,1377442,839520,26103,43563,3343,10213778,25986370,,
2021:Q1,pct20to40,6693886,3265909,2664525,601384,3427977,869201,81657,87209,87209,0,5313,1229,4084,425663,80875,59425,186534,1167857,292716,171527,1250773,1249038,664441,555341,18201,11054,1735,5443113,25986355,,
2021:Q1,pct00to20,4291504,2150817,1762922,387894,2140688,470894,52438,53241,53241,0,16445,15168,1277,613250,49138,13022,63068,262567,448154,98472,692822,691817,320403,348721,18585,4109,1005,3598682,25986434,,
2021:Q2,pct99to100,34419634,5395159,4678158,717001,29024476,2861086,512516,798568,775615,22953,449114,435235,13878,16138544,472669,75535,1245922,640729,5729945,99847,1282797,1275071,841896,102103,99417,231655,7727,33136837,1303033,,
