Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1995:Q4,RemainingTop1,4732914,788240,606601,181640,3944674,330912,143626,415727,282280,133446,52959,30322,22638,1476268,66517,21729,184120,162053,1069533,21230,180625,178512,136511,11761,3396,26844,2113,4552289,892875,
1995:Q4,Next9,10437674,2656563,2144225,512339,7781110,961716,218428,394416,277196,117220,83284,39755,43530,1566977,127879,312076,533401,2465789,1047109,70035,713359,709375,571685,91806,2761,43122,3984,9724315,8934595,
1995:Q4,Next40,11999913,5151754,4107318,1044436,6848160,1179581,101882,238880,159220,79660,35998,14161,21836,725903,282260,251138,589952,2663951,627875,150741,2020777,2012011,1516522,426412,9985,59092,8766,9979136,39715387,
1995:Q4,Bottom50,2820367,2017183,1404586,612598,803184,170250,7989,25722,22277,3446,4890,1999,2891,73923,75515,14042,135925,160772,63660,70496,1802769,1800390,1079340,636097,6752,78201,2378,1017598,49649862,
1996:Q1,TopPt1,3367724,409185,228111,181074,2958539,185037,86897,529218,320120,209098,333013,316725,16287,961548,26609,2121,23750,15072,787550,7724,36961,36299,16758,1780,1247,16515,662,3330763,100386,
1996:Q1,RemainingTop1,4801359,806333,624485,181848,3995026,336224,154685,406914,272413,134502,58836,36031,22805,1501530,63835,23227,194315,170292,1063950,21218,185496,183406,140239,11559,2118,29489,2090,4615863,895045,
1996:Q1,Next9,10673645,2708126,2189690,518437,7965519,971680,237917,391387,268840,122547,87795,45233,42562,1632757,132021,318202,545443,2507418,1070187,70713,736967,732835,584930,92023,2017,53865,4133,9936678,8962171,
1996:Q1,Next40,12231828,5226976,4163428,1063548,7004851,1211699,113554,233592,151804,81788,36991,15177,21815,766954,287024,252807,628328,2684246,638493,151163,2046246,2037394,1548170,419096,7082,63047,8852,10185581,39829066,
1996:Q1,Bottom50,2823926,2002484,1384948,617537,821442,175753,8466,24484,20842,3642,4762,1930,2831,77804,75457,14062,139645,164127,66644,70239,1813624,1811257,1088762,637749,4749,79997,2367,1010302,49792061,
1996:Q2,TopPt1,3414129,403345,230063,173282,3010783,181545,78354,553019,336859,216160,323095,307885,15209,1006648,25601,2173,25113,16382,791119,7736,40724,40080,17589,2154,1780,18557,644,3373404,101125,
1996:Q2,RemainingTop1,4878293,817957,634616,183341,4060336,332168,151626,426119,287011,139109,68455,45491,22964,1533032,61982,24678,202279,178525,1060255,21218,189738,187666,142586,11943,2779,30357,2072,4688556,897206,
1996:Q2,Next9,10862455,2737458,2207686,529772,8124997,963311,235855,410906,282399,128507,83284,41740,41545,1706260,137456,322914,547687,2548661,1097210,71452,766534,762247,603037,98732,2907,57570,4287,10095922,8989572,
1996:Q2,Next40,12449823,5312877,4237267,1075611,7136946,1221013,116670,244865,156435,88430,35239,13459,21780,810177,292870,254081,656069,2704253,649975,151735,2092002,2083060,1579329,431302,9971,62457,8942,10357821,39944593,
1996:Q2,Bottom50,2843263,2007986,1391176,616810,835276,177457,8030,24639,20611,4028,4534,1767,2768,81947,75634,14078,141852,167495,69563,70047,1826423,1824066,1089666,652447,6112,75841,2357,1016840,49936319,
1996:Q3,TopPt1,3409962,404956,235544,169412,3005006,181257,78620,553031,345823,207208,314287,300180,14107,1004796,25300,2263,26714,17729,793198,7808,44361,43735,18494,2513,2094,20632,626,3365601,101886,
1996:Q3,RemainingTop1,4907839,834141,649646,184495,4073698,331751,155707,428348,296652,131696,78139,55013,23126,1516659,61527,26077,211616,186687,1055860,21324,193322,191269,144895,12304,2881,31188,2053,4714517,899366,
1996:Q3,Next9,11016347,2781538,2241320,540218,8234809,962160,244890,423306,291492,131814,80820,40314,40506,1713874,145046,326183,554283,2588951,1122650,72648,796500,792060,622326,105234,3356,61144,4440,10219847,9016804,
1996:Q3,Next40,12627359,5374637,4282671,1091966,7252723,1238731,124463,238123,158492,79631,34043,12298,21745,833434,300497,254945,690371,2723542,661165,153409,2137085,2128053,1612025,443007,11270,61751,9032,10490275,40061674,
1996:Q3,Bottom50,2867239,2017996,1398912,619084,849243,180545,8042,23838,20083,3755,4314,1611,2703,83743,76204,14090,144751,170861,72511,70344,1838733,1836387,1091621,666789,6480,71497,2346,1028506,50082324,
1996:Q4,TopPt1,3518724,418922,241785,177137,3099803,178504,81233,559906,355709,204197,320204,307220,12984,1062540,25101,3089,30474,19186,811705,7860,47344,46737,19082,2997,1801,22857,607,3471381,102656,
1996:Q4,RemainingTop1,5020068,856530,673135,183395,4163537,328518,161636,435747,306980,128767,80121,56819,23302,1561076,61276,26524,234517,193732,1058998,21392,197245,195215,147688,12869,1980,32677,2030,4822823,901533,
1996:Q4,Next9,11329227,2849161,2310608,538552,8480067,955421,256899,436970,301183,135787,103069,63595,39473,1803589,152985,300198,614368,2619453,1163427,73688,824821,820229,636922,113266,2697,67343,4592,10504406,9043870,
1996:Q4,Next40,12838473,5384550,4277893,1106657,7453923,1249175,133633,237332,160728,76604,40081,18360,21721,881347,308430,246623,791270,2735681,675642,154709,2181107,2171986,1641043,459366,8861,62715,9121,10657366,40180017,
1996:Q4,Bottom50,2880538,2007871,1385684,622187,872666,182423,8163,23249,19527,3722,4279,1641,2639,88450,76835,13955,155678,173969,75194,70472,1855951,1853616,1093896,685379,5022,69318,2335,1024587,50229764,
1997:Q1,TopPt1,3493586,424992,245457,179534,3068594,177103,86942,503748,326493,177255,305646,293830,11816,1071446,24386,3087,31518,20577,836211,7930,50663,50087,19821,2612,2568,25086,576,3442923,103421,
1997:Q1,RemainingTop1,5036456,873333,689820,183512,4163123,326864,169861,399994,291423,108571,93573,70117,23457,1556185,60042,28010,239923,202126,1065052,21493,200634,198673,149626,12330,2693,34024,1962,4835821,903717,
1997:Q1,Next9,11479731,2897766,2353976,543790,8581965,951839,272576,421445,287713,133732,95174,56830,38344,1825386,159484,307202,603470,2660903,1209620,74867,844135,839426,651006,111505,3924,72990,4709,10635597,9070774,
1997:Q1,Next40,12953483,5422369,4298188,1124181,7531114,1263095,144435,204107,151393,52714,37124,15458,21665,908446,315202,248704,806597,2755697,691362,156345,2197324,2188135,1665093,447043,12699,63300,9190,10756159,40299329,
1997:Q1,Bottom50,2884123,2002173,1376146,626026,881950,184869,8425,20918,18136,2782,3975,1408,2566,90719,77200,13988,155909,177416,77784,70747,1844087,1841771,1087904,680686,6566,66615,2316,1040036,50378326,
1997:Q2,TopPt1,3700384,419626,248939,170687,3280757,176644,78065,502811,320563,182248,299463,288806,10657,1280762,24313,2557,35355,21915,850870,8003,54377,53832,20585,2822,3020,27406,545,3646006,104170,
1997:Q2,RemainingTop1,5290720,886988,702088,184900,4403732,326344,167364,402677,291058,111620,102042,78343,23700,1752298,60070,30207,262745,211590,1066793,21601,205126,203231,152067,12539,2868,35758,1895,5085594,905924,
1997:Q2,Next9,12006320,2930467,2376471,553996,9075853,950552,271813,426777,287785,138992,104774,67355,37419,2122501,167933,335220,662631,2710986,1246582,76083,873574,868746,667601,116382,4584,80179,4828,11132745,9097520,
1997:Q2,Next40,13333804,5505647,4371847,1133801,7828156,1279477,148820,205983,149006,56977,39264,17556,21708,1019949,323585,257455,908463,2781902,705189,158068,2238303,2229043,1695172,454385,14616,64870,9260,11095501,40419317,
1997:Q2,Bottom50,2933379,2019405,1395824,623581,913974,187713,7982,20346,17292,3053,3801,1289,2512,102873,77918,14133,166479,181132,80539,71059,1855644,1853347,1089163,691910,7083,65191,2297,1077736,50527699,
1997:Q3,TopPt1,3832917,417203,254155,163049,3415713,177278,79687,502234,312447,189787,286893,277420,9474,1402893,24174,2222,38699,23298,870204,8131,57065,56551,21703,3061,1942,29845,514,3775852,104890,
1997:Q3,RemainingTop1,5468372,900079,713505,186574,4568293,327157,172721,405544,289053,116491,115028,91049,23978,1859958,59994,32147,282244,220722,1070968,21810,208937,207108,154851,12834,1329,38094,1829,5259435,908165,
1997:Q3,Next9,12404487,2970366,2403584,566782,9434120,951990,283286,431296,286329,144967,105697,69154,36544,2298686,176267,355269,708078,2757851,1287967,77733,911768,906818,692648,121730,2685,89755,4950,11492719,9124112,
1997:Q3,Next40,13646272,5569957,4420895,1149062,8076315,1298899,158274,209343,145977,63366,38757,16972,21785,1094529,331889,263632,994434,2805669,720054,160834,2287434,2278103,1738424,463300,8387,67991,9331,11358838,40539687,
1997:Q3,Bottom50,2986483,2045707,1421180,624527,940776,191050,8039,19847,16429,3418,3544,1082,2462,110697,78612,14231,174923,184774,83225,71834,1878812,1876534,1101655,704880,4197,65802,2278,1107670,50677571,
1997:Q4,TopPt1,3925285,432853,258501,174352,3492432,179970,81852,511527,330412,181115,278104,269878,8227,1433817,22947,2491,39717,24783,909118,8104,62219,61736,22890,3589,3171,32086,483,3863065,105567,
1997:Q4,RemainingTop1,5567221,926839,741819,185020,4640381,330426,178507,415677,305803,109874,124242,100031,24211,1877938,57870,33290,287270,228743,1084661,21759,212091,210325,155791,13181,2209,39143,1766,5355130,910448,
1997:Q4,Next9,12672895,3053503,2490385,563118,9619392,958465,295520,448228,301930,146298,119758,84263,35495,2350670,181546,351608,693019,2794823,1347504,78251,944732,939658,711615,129250,4556,94237,5074,11728163,9150555,
1997:Q4,Next40,13811166,5608124,4442002,1166122,8203041,1324310,168179,207099,151016,56082,41978,20180,21798,1131479,337711,262476,1007808,2822115,739014,160873,2333522,2324118,1764191,478066,14107,67753,9405,11477643,40660148,
1997:Q4,Bottom50,2979738,2026930,1397581,629349,952808,195361,8115,19241,16062,3179,3339,942,2398,114095,78745,14220,174536,188155,85613,71388,1882504,1880244,1091871,720079,6348,61946,2260,1097234,50827630,
1998:Q1,TopPt1,4172889,432762,263308,169454,3740127,176063,93116,505174,310129,195045,268559,261624,6935,1681139,22189,2005,43866,26021,913860,8135,65869,65429,24176,3239,3588,34426,440,4107020,106189,
1998:Q1,RemainingTop1,5865871,946001,759853,186148,4919869,326300,190625,414461,295128,119333,132261,107824,24437,2107737,56685,35446,311580,240175,1082783,21817,214374,212718,157118,12606,2253,40741,1656,5651497,912780,
1998:Q1,Next9,13302595,3113059,2540174,572885,10189535,949873,317599,446841,292551,154290,139776,105397,34379,2696449,188286,377398,757737,2860308,1376031,79238,972825,967663,734163,127491,5124,100886,5162,12329769,9176851,
1998:Q1,Next40,14235780,5700100,4519011,1181089,8535680,1330523,182047,212186,144437,67749,46825,25032,21793,1257807,344738,270440,1118654,2859188,751235,162037,2356935,2347478,1796789,466081,15688,68919,9457,11878845,40780407,
1998:Q1,Bottom50,3034354,2047808,1417323,630484,986546,196515,8604,18818,15042,3776,3139,811,2328,127993,79140,14346,185651,192359,88540,71442,1872660,1870426,1089198,714626,6675,59927,2234,1161694,50977563,
1998:Q2,TopPt1,4254149,438699,270571,168128,3815450,172452,90030,542292,326212,216080,252820,247216,5604,1716828,21315,1749,45039,28550,936270,8104,69410,68982,25052,3682,3454,36795,427,4184739,106743,
1998:Q2,RemainingTop1,5997086,973609,786758,186851,5023477,322661,192833,445186,311249,133937,144945,120275,24671,2131959,55324,37300,317675,264117,1089695,21780,219384,217710,160223,13173,1798,42515,1674,5777702,915171,
1998:Q2,Next9,13608651,3197438,2616608,580829,10411214,942206,324492,471727,307590,164137,152187,118958,33229,2756493,194801,394111,745402,2928761,1421222,79812,1009333,1003983,755799,135173,4789,108221,5350,12599318,9203006,
1998:Q2,Next40,14511874,5834867,4636467,1198400,8677007,1337483,190138,234926,149023,85903,49282,27497,21785,1297703,351590,275577,1137175,2873688,767243,162201,2413794,2404226,1837169,482059,14477,70520,9568,12098080,40900170,
1998:Q2,Bottom50,3058136,2061141,1427640,633500,996995,197790,8428,19257,14596,4661,2848,593,2255,131716,79488,14428,185658,195132,91203,71047,1901822,1899592,1101459,733657,6011,58466,2229,1156314,51127060,
1998:Q3,TopPt1,4031556,428266,283404,144862,3603290,169661,104437,568464,360196,208268,241296,237049,4246,1471319,19352,2232,43199,31167,944014,8149,73287,72946,26062,3998,3912,38974,341,3958269,107216,14862269
1998:Q3,RemainingTop1,5808871,985229,793673,191556,4823642,320128,206979,468803,340686,128117,149187,124236,24952,1884439,51944,38155,305666,286212,1090243,21886,222801,221411,162924,13539,1842,43105,1390,5586070,917629,3745365
1998:Q3,Next9,13397645,3234420,2624836,609584,10163225,936752,349800,500612,334507,166105,186785,154643,32142,2437357,198304,382244,653410,2983222,1453737,81001,1041592,1036287,778717,141281,5415,110873,5305,12356053,9229022,731127
1998:Q3,Next40,14544391,5963371,4746551,1216821,8581020,1346846,205402,237490,158435,79055,58201,36380,21821,1220416,355990,271997,1061741,2878588,780512,163837,2465349,2455808,1877197,493401,16217,68993,9541,12079043,41019145,95832
1998:Q3,Bottom50,3137355,2154699,1520793,633906,982656,199457,9043,18601,14160,4440,2682,494,2188,121758,79282,14388,174515,197524,94099,71307,1921110,1918937,1111256,748500,6372,52810,2173,1216245,51275807,
1998:Q4,TopPt1,4350700,457159,298411,158748,3893541,186418,120387,531801,350104,181697,242444,237288,5156,1760496,22053,1536,46840,31288,942049,8229,70014,69779,25264,3917,4336,36263,235,4280686,107599,
1998:Q4,RemainingTop1,6269730,1042598,837852,204746,5227132,332563,223099,453127,342386,110741,157644,132569,25075,2196966,57230,39517,332296,302544,1109724,22422,232709,231744,169845,14233,2622,45045,965,6037021,920162,
1998:Q4,Next9,14247338,3356696,2760223,596473,10890642,974905,366076,488734,332354,156380,174948,141856,33091,2924056,204760,409461,788659,3026717,1450924,81401,1058411,1053494,792157,141168,6699,113471,4917,13188927,9254932,
1998:Q4,Next40,15029738,6015182,4785840,1229342,9014556,1381108,213912,219410,157687,61723,55204,33685,21520,1393179,368696,285775,1199748,2943204,790682,163637,2539029,2529635,1926254,513644,18334,71403,9394,12490709,41137222,
1998:Q4,Bottom50,3177570,2154937,1510484,644453,1022632,206930,10119,17443,13764,3679,2474,394,2081,136651,81989,14563,192558,197480,91421,71004,1963522,1961416,1135070,768311,7335,50700,2106,1214048,51423704,
1999:Q1,TopPt1,4281107,457527,307951,149576,3823580,187143,135659,511781,316909,194871,243793,237732,6062,1721916,22685,1455,46887,31515,912454,8292,65336,64987,24208,3248,3975,33556,349,4215771,107900,
1999:Q1,RemainingTop1,6339449,1079030,857420,221610,5260419,326822,239041,445983,324825,121158,165071,139825,25246,2191245,58636,40041,337190,317326,1116117,22946,242542,241096,176866,14295,2709,47227,1446,6096907,922779,
1999:Q1,Next9,14379716,3410810,2808702,602108,10968907,975555,382521,473995,313443,160551,165153,131023,34130,2964231,205334,412884,827822,3056021,1423655,81735,1065056,1059823,801450,134756,6621,116996,5233,13314661,9280882,
1999:Q1,Next40,15228904,6083078,4844661,1238417,9145826,1367729,222619,226000,149595,76405,52791,31516,21274,1427229,376641,292309,1224640,2997485,795112,163271,2586756,2577088,1970041,516079,16538,74430,9668,12642148,41255026,
1999:Q1,Bottom50,3245740,2220162,1570603,649559,1025577,206616,11167,17552,13190,4362,2292,308,1984,135599,83631,14636,197264,197015,89180,70627,1987715,1985517,1155072,774019,7028,49398,2198,1258025,51571502,
1999:Q2,TopPt1,4409173,473190,318596,154594,3935983,186069,127096,474970,292612,182358,245891,238967,6924,1851996,24141,1073,47804,31675,936895,8374,61614,61260,23174,2945,4016,31126,354,4347559,108130,
1999:Q2,RemainingTop1,6591153,1130049,893580,236468,5461105,319202,238319,425639,312008,113632,170844,145486,25358,2352104,61637,40971,347531,332806,1148537,23513,255044,253566,184432,14842,3212,51079,1478,6336109,925488,
1999:Q2,Next9,14847055,3509892,2910673,599219,11337162,972265,373581,454159,299086,155073,158474,123485,34989,3235818,208307,427733,887311,3090691,1446585,82239,1085886,1080686,813768,132495,7323,127100,5199,13761169,9307044,
1999:Q2,Next40,15581290,6216707,4962709,1253998,9364583,1349356,221320,213674,143316,70357,51236,30273,20963,1534200,386587,302361,1275721,3055870,810949,163310,2659889,2650155,2020474,531073,16789,81819,9734,12921401,41373364,
1999:Q2,Bottom50,3275994,2238491,1577925,660566,1037502,205483,11110,16732,12635,4096,2121,246,1875,142992,85720,14754,205150,196700,86311,70430,2035630,2033419,1181843,790226,7414,53936,2211,1240364,51720159,
1999:Q3,TopPt1,4300411,474915,330546,144369,3825496,192145,134444,453580,278750,174829,253985,246193,7792,1687500,23671,1557,45528,31952,992534,8600,57636,57281,22695,2835,3374,28378,355,4242775,108300,
1999:Q3,RemainingTop1,6557259,1172860,918863,253997,5384399,319826,248846,416266,306695,109571,169724,144187,25537,2222015,61027,40746,338182,346690,1196740,24338,264593,263098,191451,15540,2888,53219,1496,6292665,928297,
1999:Q3,Next9,14836505,3585383,2974053,611331,11251121,986147,382275,442943,291717,151226,168345,132350,35995,3096257,205808,409613,865751,3110535,1499594,83854,1109151,1103997,835087,131994,6524,130392,5154,13727353,9333591,
1999:Q3,Next40,15739653,6360858,5089923,1270934,9378796,1352546,226988,208254,140067,68187,54559,33829,20730,1509580,392115,302290,1228842,3103523,834085,166012,2739931,2730138,2080171,551626,13650,84691,9793,12999722,41493044,
1999:Q3,Bottom50,3336838,2309856,1639785,670071,1026982,207907,11787,16203,12201,4002,2079,299,1780,135746,86821,14742,201065,195943,83264,71423,2082903,2080681,1211856,809900,6525,52400,2222,1253935,51870638,
1999:Q4,TopPt1,4705280,495225,346393,148832,4210055,205072,160072,392061,290364,101697,269592,260964,8627,2063742,28907,222,48312,31923,999732,10419,55562,55139,22772,2917,3144,26307,423,4649718,108422,
1999:Q4,RemainingTop1,7091923,1224043,955355,268688,5867880,328279,272914,385340,324034,61305,161167,135480,25687,2631697,71282,42944,360358,364429,1221589,27882,275684,273893,195934,16115,3007,58836,1792,6816239,931214,
1999:Q4,Next9,15853847,3680623,3072587,608036,12173224,1016456,412034,412169,304562,107608,197015,160116,36899,3716427,219731,460471,969353,3163671,1508586,97310,1148539,1143215,857126,132173,6553,147362,5324,14705308,9360696,
1999:Q4,Next40,16310027,6438257,5152962,1285295,9871770,1376169,241260,170388,145884,24504,63380,42915,20464,1729796,411103,323487,1336307,3175832,846853,197195,2821942,2811961,2128080,574678,12580,96623,9981,13488085,41614873,
1999:Q4,Bottom50,3431958,2348950,1668708,680242,1083008,213727,13331,14002,12153,1848,2161,482,1679,155780,90931,14995,215914,196168,80854,85145,2119721,2117440,1220350,827739,6364,62986,2281,1312237,52023898,
2000:Q1,TopPt1,4755011,503272,357330,145942,4251739,213456,176102,341870,260302,81568,273678,264349,9329,2151748,30114,0,48977,32047,973146,10601,53043,52692,22909,2433,3172,24178,351,4701968,108506,
2000:Q1,RemainingTop1,7301807,1281795,996664,285131,6020012,331677,290336,351234,302156,49079,164573,139001,25572,2756371,73938,43946,369475,380200,1229597,28665,284459,282947,199531,15943,3464,64009,1512,7017348,934248,
2000:Q1,Next9,16268251,3794230,3177621,616609,12474021,1036337,431687,373698,283059,90639,195887,158781,37106,3933951,222153,477390,1019214,3198686,1486319,98698,1177372,1172323,876788,125851,7196,162488,5049,15090879,9388534,
2000:Q1,Next40,16772049,6675964,5369160,1306804,10096084,1386540,251547,153731,136218,17513,63270,43359,19911,1820929,420763,334223,1378821,3235033,851899,199328,2877662,2867756,2168286,579402,12740,107328,9905,13894387,41739659,
2000:Q1,Bottom50,3482882,2383255,1689823,693432,1099627,217382,14435,12935,11498,1437,1988,462,1526,161463,92954,15111,222820,195855,78804,85881,2129679,2127438,1218699,830136,6722,71881,2241,1353203,52180901,
2000:Q2,TopPt1,4619925,522637,376596,146041,4097288,216143,164984,329908,241538,88369,269963,259960,10003,1975335,29657,0,47349,32270,1020840,10840,49232,48867,22631,2464,2767,21005,365,4570693,108563,
2000:Q2,RemainingTop1,7282318,1349983,1048996,300987,5932335,328739,287646,343513,289274,54239,175119,149662,25457,2615910,73452,44199,364133,394753,1275316,29556,291632,290047,205895,16740,3271,64140,1585,6990686,937407,
2000:Q2,Next9,16275267,3936237,3313852,622385,12339030,1043102,420634,364783,269670,95113,176362,139071,37291,3774028,219819,471689,1011181,3222036,1534850,100545,1195534,1190487,899782,126216,6691,157799,5046,15079733,9417276,
2000:Q2,Next40,17009685,6900365,5572081,1328284,10109320,1380441,249244,153270,130117,23152,57708,38344,19364,1790004,426603,338245,1350890,3285923,874439,202555,2957167,2947174,2226673,604731,10853,104917,9993,14052519,41868209,
2000:Q2,Bottom50,3524626,2435065,1728054,707012,1089561,218317,14237,12695,10973,1723,1691,316,1375,153870,94122,15163,220946,195193,76222,87105,2166390,2164128,1243115,851620,6145,63248,2262,1358236,52342607,
2000:Q3,TopPt1,4614346,521036,388359,132677,4093310,219006,175853,317255,227500,89755,276308,265658,10650,1905838,30156,0,46792,32434,1078578,11090,46064,45717,22445,2770,2173,18329,347,4568282,108606,
2000:Q3,RemainingTop1,7376053,1402692,1083969,318723,5973361,326061,301488,335881,280007,55874,175989,150651,25338,2580993,74813,44977,365498,410153,1327027,30479,300831,299302,212079,17825,2714,66684,1529,7075221,940698,
2000:Q3,Next9,16491991,4028351,3391422,636929,12463640,1050502,435063,354971,259659,95312,181609,144158,37451,3761839,220275,481649,1028976,3252085,1594163,102508,1226090,1221146,923877,129200,5539,162531,4944,15265901,9447097,
2000:Q3,Next40,17361935,7127751,5783341,1344410,10234183,1375062,257444,151613,125511,26101,59441,40617,18824,1805395,434792,346970,1355345,3342001,900069,206051,3051149,3041128,2285554,638636,8193,108745,10022,14310786,42001332,
2000:Q3,Bottom50,3600728,2509688,1794252,715436,1091040,219380,15099,12381,10521,1860,1566,340,1226,151577,95815,15260,223063,194730,73720,88448,2215362,2213101,1266492,878643,5053,62914,2261,1385366,52509976,
2000:Q4,TopPt1,4396197,542718,401446,141272,3853479,233223,197568,346913,245486,101426,294551,283273,11278,1567988,29541,253,43803,32721,1095750,11166,42208,41791,21532,3140,2483,14636,417,4353990,108644,
2000:Q4,RemainingTop1,7213180,1472198,1139238,332959,5740982,336177,323883,368687,304328,64359,166793,141564,25229,2262185,74052,44747,351045,424109,1358190,31113,308462,306627,219389,19138,3592,64509,1835,6904718,944131,
2000:Q4,Next9,16304231,4167092,3533383,633709,12137139,1084881,462593,382832,279169,103663,214488,176870,37618,3341364,217524,461633,985003,3268275,1615351,103195,1232320,1227200,938341,133275,6958,148625,5121,15071911,9478169,
2000:Q4,Next40,17512671,7339126,5974696,1364430,10173545,1402964,271173,168890,134504,34386,69326,51024,18301,1678841,440441,346622,1284380,3388252,916190,206466,3133182,3122964,2336868,676280,9569,100247,10219,14379488,42139834,
2000:Q4,Bottom50,3588355,2514718,1785334,729385,1073637,226014,16500,13039,10751,2289,1634,552,1081,134817,96939,15269,215576,193851,71587,88412,2252911,2250588,1289097,909433,6065,45993,2323,1335444,52683971,
2001:Q1,TopPt1,4188038,566226,423352,142874,3621812,259409,231753,326144,196503,129641,290902,278865,12037,1302974,30376,673,39166,32899,1096161,11355,36172,35835,20586,2503,1483,11263,337,4151866,108691,
2001:Q1,RemainingTop1,7102122,1565192,1217031,348160,5536930,359697,356204,339480,255159,84321,177104,151669,25434,2006155,76090,44661,325288,439671,1380635,31947,313364,311842,226450,19306,2159,63927,1522,6788758,947713,
2001:Q1,Next9,16168186,4368603,3734089,634514,11799582,1147389,505208,357794,234585,123210,196784,158233,38551,3005357,219003,446374,898332,3297949,1620656,104735,1227862,1223041,951049,126840,4281,140873,4820,14940324,9510665,
2001:Q1,Next40,17839807,7739302,6358342,1380960,10100505,1465246,291282,167101,113831,53270,64349,46239,18110,1572037,449631,347563,1161426,3444716,928236,208918,3179020,3168887,2384469,683291,5297,95831,10132,14660788,42284523,
2001:Q1,Bottom50,3604940,2545161,1804920,740240,1059780,238445,18529,12753,9495,3258,1409,414,994,121052,98853,15286,201181,193378,69610,89284,2265347,2263070,1307072,917784,3785,34429,2278,1339593,52865551,
2001:Q2,TopPt1,4321403,572828,435713,137115,3748575,265818,227151,303684,172603,131081,294044,281272,12773,1417520,32945,422,40001,29867,1125283,11839,31198,30889,19378,2035,918,8559,309,4290206,108755,
2001:Q2,RemainingTop1,7345899,1626436,1262143,364293,5719463,361032,358779,317133,231037,86096,181430,155813,25617,2161666,81498,45490,335231,425336,1418566,33301,326216,324798,236856,20117,1404,66420,1418,7019683,951452,
2001:Q2,Next9,16687305,4469912,3831506,638405,12217393,1163779,502624,335817,211954,123862,195034,155622,39413,3260948,225574,456780,947712,3366339,1654272,108514,1249291,1244610,972619,123906,2784,145301,4681,15438014,9544759,
2001:Q2,Next40,18319320,7941835,6549719,1392116,10377485,1470415,292566,159349,103169,56179,64061,46164,17897,1679161,463081,356672,1206599,3521043,947802,216738,3273199,3263056,2460455,700008,3123,99470,10144,15046121,42436207,
2001:Q2,Bottom50,3675146,2593148,1846282,746866,1081998,241344,18654,12086,8687,3399,1288,386,903,128612,101717,15399,208337,194454,67553,92553,2337356,2335087,1360709,938184,2450,33743,2269,1337790,53055677,
2001:Q3,TopPt1,4060280,572409,446819,125590,3487871,275518,241848,332702,207195,125507,324859,311354,13506,1066883,30705,746,35246,26954,1139983,12427,30770,30395,20165,1834,1418,6978,375,4029510,108850,14330862
2001:Q3,RemainingTop1,7065466,1683582,1302112,381470,5381884,366003,376444,358904,275948,82956,164124,138310,25814,1792806,77597,45540,307504,409215,1448900,34846,340755,339041,242085,20559,2525,73872,1715,6724711,955358,4321933
2001:Q3,Next9,16367335,4552385,3904394,647991,11814950,1187956,522985,369744,249969,119776,255118,214826,40293,2753072,218091,445244,854624,3420973,1674045,113097,1311610,1306759,1011861,120846,4752,169301,4851,15055725,9580624,876228
2001:Q3,Next40,18368826,8145596,6742032,1403564,10223231,1484985,303495,175452,121000,54452,82063,64366,17697,1498100,465141,358803,1077169,3587723,963828,226473,3385270,3374927,2534855,719046,4982,116045,10342,14983557,42595693,107358
2001:Q3,Bottom50,3717007,2660686,1907940,752746,1056322,245843,19737,12852,9549,3303,1587,774,813,108826,102034,15433,192597,195111,65627,96675,2397471,2395141,1388586,952067,3989,50499,2330,1319536,53255310,
2001:Q4,TopPt1,4244788,599129,455390,143738,3645660,280875,253060,307399,184805,122594,304633,290889,13744,1288903,33714,893,37171,27456,1098993,12563,28058,27699,18119,2725,351,6504,359,4216731,108983,
2001:Q4,RemainingTop1,7409159,1732765,1360427,372339,5676393,395876,381552,326985,242653,84332,181147,155202,25946,2043372,90047,44475,318933,396651,1461302,36053,357341,355600,258495,22499,634,73972,1741,7051818,959431,
2001:Q4,Next9,16957550,4653889,3994163,659726,12303661,1215042,553592,343718,224085,119634,224367,184281,40085,3085380,233690,459177,916134,3519514,1637889,115158,1277512,1272579,991690,133022,930,146937,4933,15680038,9618360,
2001:Q4,Next40,18849960,8349730,6924374,1425356,10500229,1505999,329153,166668,109974,56694,73282,54517,18765,1620285,464676,364028,1141696,3627858,977026,229556,3465648,3455501,2609186,746449,977,98889,10147,15384311,42763460,
2001:Q4,Bottom50,3754693,2679237,1916097,763140,1075455,244486,20919,12381,8964,3417,1494,626,868,117829,102190,15820,198168,196966,67506,97696,2456998,2454714,1434295,987132,794,32492,2284,1297695,53465016,
2002:Q1,TopPt1,4266041,628853,466280,162573,3637188,288103,235273,292432,179205,113228,294165,280132,14032,1318153,36252,1577,38739,28140,1091655,12698,31217,30831,20611,2938,108,7174,385,4234824,109154,
2002:Q1,RemainingTop1,7535340,1786470,1423844,362627,5748870,427662,363865,310783,230010,80773,190986,164817,26169,2071969,101658,42665,327949,381745,1492321,37267,368558,366609,264773,22416,207,79214,1949,7166782,963652,
