Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1990:Q1,age40to54,7949300,3161312,2477835,683477,4787988,671069,108011,250287,186647,63640,53654,35381,18273,634195,133789,171956,379448,1171311,1130156,84112,1293039,1287232,928077,294550,1872,62732,5807,6656261,24635411
1990:Q1,ageunder40,3891296,2155753,1536016,619737,1735543,369055,42371,85869,75701,10168,14105,6432,7673,210736,95648,30770,123356,219693,480029,63910,1423568,1419426,1040651,364580,1762,12433,4142,2467728,35754314
1990:Q2,age70plus,4195077,1281744,1087984,193760,2913333,985448,72054,368517,313307,55209,76865,47226,29639,438856,37686,10096,10288,507279,375757,30487,101325,99692,42727,33881,361,22723,1633,4093752,13922138
1990:Q2,age55to69,8356025,2470559,1988502,482058,5885466,976543,168329,366770,316653,50117,213352,135249,78103,797946,116787,151268,200552,1773741,1057499,62678,492918,488101,340813,102607,1148,43532,4817,7863107,19315451
1990:Q2,age40to54,8036781,3149506,2465851,683655,4887274,674074,106219,263375,199003,64372,55432,37269,18164,653699,135283,183941,385383,1212362,1132949,84557,1321561,1315799,957865,293107,1483,63344,5762,6715220,24696454
1990:Q2,ageunder40,3919755,2175740,1542826,632914,1744015,367895,42353,85097,74463,10634,14239,6590,7649,215937,96364,31863,125274,221226,479344,64423,1441808,1437711,1054512,369117,1443,12639,4098,2477947,35810795
1990:Q3,age70plus,4147267,1291222,1091400,199822,2856045,995279,79259,376964,322058,54906,84229,51260,32969,328541,37815,9969,6735,516629,389150,31476,97875,96267,42066,33687,158,20356,1608,4049392,14016614
1990:Q3,age55to69,8312283,2498054,2006218,491836,5814229,972980,173723,382550,331302,51248,215878,138276,77602,677947,121353,150669,191778,1790650,1072594,64107,509106,504197,354066,108275,510,41347,4909,7803176,19329642
1990:Q3,age40to54,8084493,3199682,2506494,693188,4884810,680503,113174,276658,213826,62832,57753,39716,18037,576774,136434,188277,380549,1251988,1136918,85781,1347536,1341830,983797,293931,622,63481,5705,6736957,24778227
1990:Q3,ageunder40,3899590,2189922,1558614,631308,1709668,369015,45424,84189,72619,11571,14698,7069,7629,177732,96929,31422,123668,221972,479034,65585,1460837,1456789,1067338,376409,628,12414,4049,2438752,35861104
1990:Q4,age70plus,4274585,1298910,1091768,207142,2975674,1011369,82814,396750,330925,65825,98577,62307,36269,373715,38020,10210,6491,526644,398706,32379,93536,91770,37908,33113,176,20572,1766,4181049,14108324
1990:Q4,age55to69,8480964,2492622,1994468,498153,5988343,976468,171545,408973,347015,61958,222126,145348,76778,770783,125954,154505,202887,1808374,1081307,65419,529444,524287,366000,113830,580,43877,5156,7951520,19332656
1990:Q4,age40to54,8260967,3203562,2503631,699931,5057405,694946,116492,301303,230004,71298,61633,43689,17944,630594,137775,196104,398643,1293925,1138977,87013,1370363,1364552,1005364,294077,674,64438,5811,6890604,24879743
1990:Q4,ageunder40,3930664,2190344,1556529,633816,1740320,376245,47154,80229,70214,10015,16400,8823,7577,197120,97502,31619,129174,222959,475241,66677,1481460,1477429,1080538,383371,707,12813,4031,2449204,35905440
1991:Q1,age70plus,4411527,1331954,1113448,218506,3079573,1020225,95965,382933,312705,70229,105292,66172,39120,449444,38248,10179,7383,536530,400987,32385,86199,84490,34377,29740,306,20067,1709,4325328,14197338
1991:Q1,age55to69,8643676,2500030,1999033,500997,6143646,970847,187281,384023,316638,67386,221656,146531,75125,904041,130523,154933,220620,1824828,1078972,65922,539689,534472,376841,111520,1032,45079,5217,8103987,19325357
1991:Q1,age40to54,8415854,3186681,2483616,703065,5229173,701673,129361,299730,226250,73480,64216,46231,17984,706982,139257,201615,424507,1337025,1137128,87680,1383021,1377285,1027434,283476,1144,65231,5736,7032833,25000014
1991:Q1,ageunder40,3973403,2196522,1551306,645216,1776882,376474,52262,81810,72059,9751,16651,9217,7435,226946,98071,31343,136963,223864,465326,67170,1486770,1482794,1091039,377471,1247,13037,3975,2486634,35944001
1991:Q2,age70plus,4437351,1357293,1132338,224955,3080058,1015189,93040,391024,316853,74170,108638,66225,42413,430377,39087,10328,5745,547062,407023,32546,85128,83510,35594,28362,93,19460,1618,4352223,14283725
1991:Q2,age55to69,8674885,2520515,2017097,503418,6154370,948537,172413,396748,324144,72604,218972,145163,73809,910435,135767,157481,223873,1842091,1081523,66529,556154,550908,390900,113597,321,46089,5246,8118732,19308610
1991:Q2,age40to54,8509517,3205344,2497634,707710,5304173,692908,126470,315034,240042,74992,66216,48266,17950,709251,141393,208950,434702,1382450,1138275,88524,1412193,1406556,1059881,280301,330,66044,5637,7097324,25138052
1991:Q2,ageunder40,3958179,2203357,1555742,647615,1754822,363383,51692,80018,70467,9551,16211,8876,7335,222753,98783,31373,139690,224998,458165,67758,1500852,1496938,1104276,379046,379,13238,3914,2457327,35976986
1991:Q3,age70plus,4497228,1360915,1130608,230307,3136313,1017249,94111,391394,323627,67767,118434,73211,45223,460296,38702,10407,5653,557278,410084,32707,90451,88924,39741,27642,77,21464,1527,4406777,14367551
1991:Q3,age55to69,8788216,2542698,2031333,511365,6245518,934504,165124,405925,336756,69169,218617,146916,71700,982479,139480,159122,236030,1857680,1079450,67108,567516,562243,394721,115457,271,51793,5273,8220700,19283281
1991:Q3,age40to54,8696693,3260851,2542359,718492,5435842,693061,127592,325246,257238,68008,69752,51693,18059,750089,142570,215822,455264,1428796,1138216,89434,1436061,1430521,1083858,278711,261,67692,5540,7260632,25292870
1991:Q3,ageunder40,3971262,2209401,1566090,643310,1761861,357269,52506,80586,68070,12517,16933,9787,7147,235888,99182,31283,145494,225976,448406,68338,1495104,1491253,1096183,380690,316,14064,3852,2476157,36004594
1991:Q4,age70plus,4670200,1385368,1148938,236429,3284833,1025753,96811,389711,323496,66216,135320,88402,46918,571653,38961,10526,6176,567620,408913,33388,95456,93989,42579,27564,148,23699,1467,4574744,14448887
1991:Q4,age55to69,9001220,2558104,2045213,512891,6443115,927797,160782,407637,337666,69971,219032,150881,68151,1159124,143909,161164,251550,1872813,1071206,68101,589744,584419,405671,120358,536,57854,5325,8411475,19250234
1991:Q4,age40to54,8927557,3285222,2561635,723588,5642335,701326,130417,334346,269407,64938,74841,56376,18465,849971,144424,223235,480033,1476724,1136243,90775,1472385,1466911,1116443,280553,480,69434,5474,7455172,25463479
1991:Q4,ageunder40,4021799,2219338,1574799,644539,1802461,357371,53888,80841,66757,14084,18980,12190,6790,276615,99734,31255,152419,226976,435132,69248,1509643,1505848,1103187,387106,617,14938,3795,2512156,36027023
1992:Q1,age70plus,4674126,1425819,1181200,244619,3248306,998985,104112,395316,325910,69405,130084,81277,48807,538995,39286,10482,3301,583220,410441,34084,100032,98600,51521,25065,173,21841,1432,4574093,14527800
1992:Q1,age55to69,8996080,2577539,2066477,511062,6418541,880679,164383,418660,343539,75121,210266,145528,64738,1150300,148360,161206,248475,1900653,1066483,69077,590276,584878,411019,116646,648,56565,5397,8405805,19210336
1992:Q1,age40to54,8995127,3291450,2566061,725390,5703677,669212,137874,350338,284925,65412,77003,58154,18849,846313,146444,229269,484721,1533894,1136423,92187,1497536,1492103,1149646,271867,533,70057,5433,7497591,25648893
1992:Q1,ageunder40,3985480,2231941,1580808,651133,1753539,324493,56882,79035,64678,14357,16855,10405,6450,268078,100296,30956,153018,230009,423758,70157,1495184,1491441,1096091,379774,735,14842,3743,2490296,36044472
1992:Q2,age70plus,4713522,1461726,1207624,254102,3251795,998452,101505,386077,316066,70011,137329,86648,50681,524167,38771,10682,1539,604165,414160,34950,106484,105072,57837,24164,221,22850,1412,4607038,14604359
1992:Q2,age55to69,9016185,2595942,2083799,512142,6420243,863798,150774,405282,327050,78231,205527,144301,61226,1164715,151763,164099,251723,1927883,1064515,70166,599755,594274,415180,117863,856,60375,5480,8416430,19164451
1992:Q2,age40to54,9101799,3304345,2574321,730025,5797454,668033,135638,352189,288534,63656,81188,61926,19261,856273,147831,237812,496875,1589506,1138331,93778,1526757,1521351,1179310,269847,639,71555,5406,7575043,25848123
1992:Q2,ageunder40,3981202,2239262,1582310,656951,1741940,316463,56364,80956,65514,15441,16998,10899,6099,265689,100650,31059,155777,232980,413840,71165,1489448,1485756,1088917,380457,958,15424,3692,2491754,36057140
1992:Q3,age70plus,4781142,1470037,1211441,258597,3311105,1002876,101310,383883,319236,64647,141648,89078,52570,546408,39794,10807,1080,624916,422506,35878,105529,104121,58237,23509,132,22243,1408,4675613,14678632
1992:Q3,age55to69,9137143,2627832,2106853,520978,6509312,852505,141561,410957,334765,76191,199191,141538,57653,1226681,156934,166036,262049,1953635,1068484,71280,615789,610214,426185,122201,532,61296,5576,8521354,19113443
1992:Q3,age40to54,9327997,3377460,2633357,744103,5950537,673070,135837,363882,306503,57379,85365,65672,19693,893691,150669,245807,517407,1646127,1143211,95471,1561366,1555971,1212561,270429,348,72633,5396,7766630,26060183
1992:Q3,ageunder40,4012478,2260383,1612337,648046,1752094,313099,56674,81479,63045,18434,16537,10797,5740,275797,101368,31034,160922,235803,407180,72202,1504540,1500896,1098896,385794,582,15623,3644,2507937,36065224
1992:Q4,age70plus,4921796,1480725,1217808,262917,3441071,1002860,98621,383422,319080,64342,139677,88642,51036,658918,42290,11438,2446,643215,421365,36817,108613,107153,62124,23429,188,21411,1460,4813183,14750693
1992:Q4,age55to69,9342804,2643759,2116450,527309,6699045,862716,137224,414571,335838,78734,199129,142380,56749,1352043,152848,175541,270417,2003636,1059330,71589,623828,618439,432227,122358,739,63115,5389,8718976,19058289
1992:Q4,age40to54,9599010,3450393,2697995,752399,6148617,689639,132239,361207,302170,59038,91515,71473,20042,998390,156830,255031,530215,1677782,1158303,97467,1602780,1597249,1241617,282331,552,72749,5530,7996230,26283958
1992:Q4,ageunder40,4066263,2270794,1619950,650844,1795469,318814,52179,84651,63450,21201,16034,10410,5624,302993,105373,32444,171017,247585,391279,73102,1521355,1517625,1104934,396651,831,15208,3730,2544908,36068966
1993:Q1,age70plus,5054491,1549908,1278267,271642,3504583,978161,101772,391604,313506,78098,147471,97900,49571,698753,44655,11732,5465,653782,433702,37486,110973,109449,66353,20112,312,22672,1524,4943518,14820630
1993:Q1,age55to69,9437510,2649740,2131603,518137,6787770,845775,142479,421074,326858,94217,202396,146453,55943,1385835,148557,180988,287568,2033833,1067602,71661,618952,613743,430775,113174,1194,68600,5209,8818558,19000402
1993:Q1,age40to54,9683920,3398875,2654496,744379,6285046,677847,134566,363194,292144,71051,98643,78259,20384,1053328,162978,261121,553941,1698628,1181478,99321,1623228,1617551,1261498,281510,1023,73520,5677,8060692,26517839
1993:Q1,ageunder40,4079794,2278196,1605739,672457,1801598,302120,49750,84496,65111,19385,17314,11795,5519,306018,109312,33299,184010,256370,385089,73820,1509033,1505215,1096078,392465,1388,15284,3818,2570760,36068776
1993:Q2,age70plus,5106105,1564492,1287237,277255,3541614,968502,100499,387256,302534,84722,154210,106154,48055,717775,47334,12047,6273,664358,445397,37963,111758,110170,69249,18860,284,21777,1588,4994347,14888536
1993:Q2,age55to69,9513674,2681138,2153341,527796,6832536,845869,140498,412085,308741,103344,205788,150674,55114,1394104,144589,186619,293003,2063779,1074631,71570,626048,621020,438789,110888,1056,70287,5028,8887626,18941304
1993:Q2,age40to54,9875831,3475881,2719087,756794,6399949,684282,132474,354953,276872,78081,105652,84908,20744,1094639,169502,267572,564856,1720158,1204779,101084,1663972,1658145,1293685,289757,1018,73685,5827,8211859,26760088
1993:Q2,ageunder40,4105881,2295022,1620421,674601,1810859,299443,45834,87062,67467,19595,18382,12971,5411,302344,113290,34184,192842,265149,377920,74408,1525804,1521900,1106623,399158,1260,14859,3905,2580077,36065106
1993:Q3,age70plus,5185686,1571849,1290016,281833,3613837,961587,100724,386551,292069,94482,148552,102055,46498,771305,50161,12524,7440,675313,460865,38812,113124,111472,68799,18447,328,23898,1653,5072562,14954504
1993:Q3,age55to69,9649577,2715743,2177101,538643,6933833,849381,140977,407765,292464,115301,204949,150673,54276,1443173,140764,194055,300367,2094532,1086096,71775,642064,637219,447136,111666,1185,77232,4845,9007513,18882520
1993:Q3,age40to54,10121037,3565977,2794555,771422,6555059,694594,131914,350320,262815,87505,110355,89236,21119,1160958,176248,275735,578550,1742818,1230416,103152,1707258,1701278,1323240,301986,1291,74760,5980,8413779,27008970
1993:Q3,ageunder40,4141672,2308517,1634349,674168,1833155,299519,42449,87298,69066,18232,17250,11949,5300,309519,117266,35321,202209,274066,373038,75220,1550504,1546514,1119356,410569,1458,15130,3990,2591168,36058406
1993:Q4,age70plus,5310426,1604902,1314104,290798,3705524,950606,104112,407009,293427,113582,147385,102464,44921,824753,53027,12623,7822,685254,473931,39003,118633,116915,71453,19944,330,25188,1718,5191793,15018628
1993:Q4,age55to69,9801070,2751286,2205202,546084,7049784,848848,146560,431164,296099,135065,205670,152213,53457,1491343,136973,197087,303584,2122863,1094233,71460,656850,652187,452169,116153,1155,82709,4663,9144221,18825571
1993:Q4,age40to54,10342515,3623671,2841849,781822,6718844,700549,134565,364677,261107,103570,115596,94095,21501,1228122,183112,280311,587649,1764381,1255105,104779,1756780,1750646,1352121,321503,1417,75605,6135,8585734,27262748
1993:Q4,ageunder40,4170572,2329132,1645587,683544,1841440,296113,40046,80794,68955,11839,16936,11745,5190,316470,121213,35848,209943,282587,365876,75615,1573249,1569173,1123933,428568,1467,15205,4076,2597323,36049131
1994:Q1,age70plus,5354417,1660197,1360692,299505,3694221,935850,108613,427606,308869,118736,146503,103106,43398,773223,54797,12664,7307,695528,492506,39623,115374,113586,71196,17395,449,24546,1788,5239043,15081000
1994:Q1,age55to69,9839299,2783697,2239085,544612,7055602,844667,153923,466992,323761,143231,206567,153833,52734,1417230,132010,199441,302082,2152236,1108956,71497,657675,653191,455842,110978,1527,84844,4484,9181624,18771981
1994:Q1,age40to54,10427600,3621062,2838190,782872,6806537,702302,138334,383535,273440,110095,120683,98810,21873,1220937,189057,284379,591101,1786763,1282706,106742,1785766,1779471,1376035,325394,2130,75911,6296,8641833,27519687
1994:Q1,ageunder40,4164152,2343571,1644402,699170,1820581,289478,37914,78763,66852,11910,16683,11593,5090,291110,124860,36275,215762,291229,362237,76270,1578013,1573853,1126882,430109,2021,14841,4161,2586139,36037730
1994:Q2,age70plus,5392109,1692862,1385486,307376,3699247,916372,108128,451173,327252,123921,141510,99729,41781,744856,56783,12477,8415,705213,514364,39955,120159,118297,75454,18178,582,24083,1862,5271950,15141714
1994:Q2,age55to69,9914869,2823965,2272475,551490,7090904,835873,153313,510102,358502,151600,205578,153620,51959,1370828,127331,199199,309311,2180616,1127428,71325,667993,663685,461133,113321,1919,87311,4308,9246876,18723274
1994:Q2,age40to54,10587087,3676674,2883255,793419,6910413,698495,137091,405349,288538,116812,124535,102270,22265,1229110,195249,286195,605543,1808437,1311894,108516,1835915,1829455,1407661,342470,3048,76275,6461,8751172,27778050
1994:Q2,ageunder40,4160228,2356576,1649247,707329,1803652,278757,34326,75266,63389,11878,15755,10774,4981,273212,128522,36332,224639,299642,360459,76742,1596901,1592655,1130868,444611,2657,14520,4245,2563327,36024658
1994:Q3,age70plus,5445706,1695270,1381732,313539,3750436,908152,111701,454493,330372,124120,138093,97966,40127,765134,62145,12582,10465,715563,531182,40926,123827,121894,78884,19460,608,22942,1934,5321879,15200863
1994:Q3,age55to69,10034357,2853217,2289704,563513,7181140,840114,159230,521906,365741,156165,205187,153995,51192,1381897,126251,202342,321670,2211200,1139671,71671,678920,674789,467063,117151,1934,88640,4131,9355438,18680973
1994:Q3,age40to54,10835349,3773216,2962822,810395,7062133,709017,139913,408361,288120,120241,128524,105860,22664,1273413,204580,290967,626771,1831190,1338626,110769,1887828,1881204,1439378,361926,3461,76439,6624,8947520,28036101
1994:Q3,ageunder40,4187409,2368451,1659384,709068,1818958,278602,31860,77489,62965,14524,15122,10252,4870,270323,132961,36853,235342,308303,354504,77600,1618802,1614473,1136219,461417,2787,14050,4329,2568607,36010364
1994:Q4,age70plus,5503062,1708980,1390301,318679,3794083,898315,118038,496213,359420,136793,135289,97034,38255,747575,63731,12265,8773,724481,547879,41524,133959,131954,83531,22561,742,25119,2006,5369103,15258539
1994:Q4,age55to69,10130815,2867796,2297281,570515,7263019,843282,169588,596549,425645,170904,204960,154711,50250,1349692,121246,200692,314213,2239206,1151835,71756,699186,695231,472258,124979,2280,95714,3955,9431629,18646600
1994:Q4,age40to54,11015807,3831164,3009193,821971,7184643,717912,145470,445863,313407,132457,132577,109472,23106,1288726,210500,291392,622556,1851677,1365214,112756,1949071,1942282,1471364,388707,4652,77559,6789,9066737,28292103
1994:Q4,ageunder40,4175046,2377993,1665023,712971,1797053,277225,30050,64884,54800,10084,14619,9884,4735,256178,136462,36687,238335,316417,347969,78226,1646402,1641990,1139290,484921,3461,14318,4412,2528644,35995302
1995:Q1,age70plus,5620073,1733277,1406253,327024,3886796,894140,124253,486069,346746,139323,134233,97651,36582,815653,67400,12496,12048,736223,561096,43185,131427,129336,84949,20503,805,23080,2091,5488646,15314836
1995:Q1,age55to69,10282505,2882731,2304454,578277,7399774,853478,179806,578588,400784,177804,205793,156229,49564,1417072,118463,205417,333443,2274923,1160108,72685,697196,693407,474703,120730,2378,95595,3790,9585309,18621679
1995:Q1,age40to54,11250346,3872171,3038674,833498,7378174,734480,150849,434660,296854,137807,136932,113434,23498,1370480,218364,297475,652988,1876324,1390093,115529,1980273,1973308,1495137,395225,5499,77446,6965,9270072,28544321
1995:Q1,ageunder40,4222790,2387720,1665822,721897,1835070,281365,28109,70715,59415,11300,14407,9780,4627,267630,140436,37407,251471,325598,338442,79490,1647679,1643182,1137646,488088,3795,13653,4497,2575111,35979922
1995:Q2,age70plus,5707195,1713029,1385462,327567,3994166,893219,132656,471810,343706,128105,131877,97013,34865,889267,72076,13218,15096,754446,575658,44843,131471,129291,84527,21244,938,22582,2180,5575724,15369848
1995:Q2,age55to69,10465833,2899082,2308989,590093,7566751,868153,193593,570673,396462,174212,205993,157106,48888,1490398,116752,215858,351601,2309758,1170329,73642,711528,707900,482615,124443,2661,98181,3628,9754305,18607733
1995:Q2,age40to54,11575877,3985234,3133747,851488,7590643,755824,158326,423813,290096,133718,140697,116805,23892,1456705,227190,308688,682213,1903528,1415362,118297,2030150,2023006,1524643,413560,7046,77756,7144,9545727,28791019
1995:Q2,ageunder40,4278591,2395295,1680111,715184,1883296,288878,26597,81259,60657,20601,13999,9483,4517,280438,144627,38917,264115,334312,329410,80744,1673358,1668777,1147050,503878,4517,13331,4581,2605233,35964678
1995:Q3,age70plus,5823095,1693075,1364164,328911,4130020,881487,137042,479101,341769,137332,129121,95998,33123,984023,74651,13600,19442,771612,595835,44107,139111,136842,87784,22883,1048,25127,2269,5683984,15423666
1995:Q3,age55to69,10606132,2842237,2243578,598659,7763895,871814,201101,581697,394682,187014,206026,157784,48242,1587180,112971,222520,376781,2343473,1187492,72838,732208,728740,490437,129406,2846,106051,3468,9873923,18606286
1995:Q3,age40to54,11834915,4016264,3151250,865014,7818651,763382,161771,428446,284463,143983,144130,119849,24281,1559080,234075,316345,720814,1928665,1442665,119280,2087975,2080651,1557795,435293,8642,78920,7324,9746940,29030460
1995:Q3,ageunder40,4283931,2366585,1654145,712440,1917346,286598,24052,79387,61501,17886,13545,9138,4406,299093,148299,39874,279399,342597,323939,80564,1699836,1695170,1154321,522017,5161,13671,4665,2584095,35950021
1995:Q4,age70plus,5983872,1715075,1385663,329412,4268797,886436,139367,504423,341007,163416,137066,103938,33128,1060365,74840,13970,19799,799300,588354,44877,141947,139653,86422,26771,1386,25074,2295,5841924,15476364
1995:Q4,age55to69,10896400,2873546,2264282,609264,8022854,879029,214092,608337,397280,211057,209385,162021,47364,1718837,114610,229421,394502,2381510,1199379,73752,755919,752416,502645,145130,3865,100776,3503,10140481,18618311
1995:Q4,age40to54,12074995,4054006,3175162,878844,8020989,766082,169027,446491,283116,163375,149816,126336,23480,1652504,238368,317129,757295,1943375,1460330,120573,2126187,2118790,1570734,453938,11931,82186,7398,9948808,29261532
1995:Q4,ageunder40,4367049,2375927,1664141,711787,1991122,291309,27256,64198,61405,2793,15806,11545,4261,334048,152388,40571,293882,342174,348469,81022,1728404,1723678,1160706,542321,7248,13402,4726,2638645,35936192
1996:Q1,age70plus,6083207,1762674,1429618,333056,4320532,900051,148147,492496,326676,165820,140343,107267,33077,1085396,73286,14361,19891,825924,575841,44796,145947,143633,85304,24839,1015,32474,2314,5937260,15527933
1996:Q1,age55to69,11111695,2921167,2300291,620876,8190529,896303,238333,590921,373920,217001,209884,163430,46454,1793873,114588,236680,411302,2418341,1206227,74077,783223,779686,521229,147505,2855,108097,3537,10328472,18642591
1996:Q1,age40to54,12245598,4081803,3189280,892523,8163795,780201,182861,435717,269280,166437,153698,131037,22662,1707520,241012,318079,792316,1955597,1475586,121207,2145872,2138406,1593217,449344,8231,87615,7466,10099726,29485617
1996:Q1,ageunder40,4457982,2387461,1671473,715987,2070521,303839,32178,66461,64143,2318,17471,13363,4108,353803,156060,41298,307972,341292,369171,80977,1744253,1739466,1179109,540519,5110,14727,4787,2713729,35922588
1996:Q2,age70plus,6155931,1779782,1450223,329559,4376149,899184,140426,514048,339258,174790,135497,102520,32977,1117424,72919,14673,18229,852347,566597,44804,152977,150638,88832,26752,1336,33717,2339,6002953,15578342
1996:Q2,age55to69,11338651,2963859,2330841,633018,8374792,898036,236303,630360,402737,227623,206349,160836,45513,1877161,115834,243159,419732,2455855,1217490,74515,807058,803481,536888,157689,3855,105049,3577,10531593,18677359
1996:Q2,age40to54,12438846,4146170,3238129,908042,8292676,775243,180552,453923,280102,173821,154862,133033,21828,1768224,244773,318196,816105,1966838,1492077,121885,2186659,2179121,1616616,459949,11265,91291,7538,10252188,29704722
1996:Q2,ageunder40,4514535,2389813,1681615,708198,2124722,303031,33254,61217,61217,0,17900,13952,3948,375255,160017,41897,318933,340277,391958,80985,1768727,1763879,1189872,552188,7092,14726,4848,2745808,35908392
1996:Q3,age70plus,6172314,1809855,1480338,329517,4362459,903727,140787,506408,346136,160272,132300,99441,32859,1092480,74543,14905,17373,878360,556059,45519,159973,157610,92787,28557,1456,34810,2362,6012342,15627562
1996:Q3,age55to69,11498093,3004321,2358007,646314,8493772,906112,248091,642364,421490,220874,203726,159157,44569,1895977,119141,248811,432791,2493424,1227814,75521,830593,826975,553279,167627,4286,101783,3618,10667501,18720848
1996:Q3,age40to54,12581009,4202997,3279229,923767,8378012,777519,186431,450971,285685,165286,156866,135890,20976,1784429,250442,317480,845931,1976934,1507923,123085,2226855,2219247,1641660,470247,12411,94929,7608,10354154,29920853
1996:Q3,ageunder40,4577330,2396095,1690518,705577,2181234,307087,36413,66902,59232,7671,18712,14928,3785,379621,164449,42363,331640,339052,413588,81408,1792580,1787672,1201636,563415,7929,14691,4909,2784750,35892792
1996:Q4,age70plus,6334266,1869648,1537977,331671,4464618,903654,143106,507860,353477,154383,149386,116633,32752,1138853,76458,13565,26694,900800,558262,45981,167199,164816,94311,31137,1170,38199,2383,6167066,15675563
1996:Q4,age55to69,11783223,3033603,2379697,653906,8749620,909425,263785,662229,442032,220198,209617,165971,43645,1996275,122798,236202,496037,2523618,1253264,76370,858582,854924,569161,179976,3472,102315,3658,10924641,18771290
1996:Q4,age40to54,12782907,4204574,3273121,931453,8578333,773926,194476,454106,291685,162421,165526,145427,20100,1857226,256432,300338,941480,1981129,1529600,124093,2263363,2255687,1662605,484297,9522,99263,7675,10519544,30136016
1996:Q4,ageunder40,4686634,2409209,1698310,710898,2277425,307036,40197,69010,56934,12075,23225,19604,3622,404648,168938,40284,362096,336475,443840,81677,1817323,1812354,1212554,578467,6198,15134,4969,2869311,35874971
1997:Q1,age70plus,6332510,1909620,1575761,333859,4422890,905844,147918,448887,333922,114965,140976,108429,32548,1126905,76979,13991,22634,927073,565030,46653,171243,168885,97725,28519,1563,41079,2358,6161266,15722315
1997:Q1,age55to69,11887204,3067338,2401695,665642,8819866,915459,284332,597534,406694,190840,204621,161995,42626,2029530,125109,244191,494007,2563306,1284376,77401,870134,866466,581038,178673,4762,101992,3669,11017069,18826920
1997:Q1,age40to54,12850185,4228968,3284828,944140,8621217,773508,205234,407850,273159,134691,166460,147232,19228,1883655,261152,301754,951522,1991104,1553712,125266,2280227,2272524,1679811,475874,13358,103481,7703,10569959,30352217
1997:Q1,ageunder40,4777479,2414707,1701303,713403,2362773,308960,44756,95940,61382,34557,23434,19988,3447,412093,173074,41055,369253,335236,476911,82061,1815239,1810216,1214875,571109,8768,15464,5022,2962241,35854115
1997:Q2,age70plus,6623199,1929457,1601294,328163,4693742,909651,140133,451181,330272,120909,146517,113942,32575,1351403,79295,15541,32174,956368,564106,47373,179494,177159,100649,29455,1731,45324,2335,6443704,15767788
